territoire;specialite;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;10;5;5;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Belgique;SOINS INTENSIFS;34;20;14;0;0;20;0;0;0;0;0;0;0;0;1;10;2;1;0;0;0;0;0
Belgique;NEUROLOGIE PEDIATRIQUE;8;7;1;0;0;5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Belgique;NEPHROLOGIE;14;8;6;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;27;9;18;0;0;6;1;1;1;0;0;0;0;0;0;7;3;5;2;1;0;0;0
Belgique;ENDOCRINO-DIABETOLOGIE;12;8;4;0;0;7;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Belgique;NEONATOLOGIE;6;5;1;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Belgique;HEMATOLOGIE CLINIQUE;9;9;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;8;7;1;0;0;1;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;GERIATRIE;7;6;1;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;2;3;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région Flandre;SOINS INTENSIFS;26;17;9;0;0;17;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0
Région Flandre;NEUROLOGIE PEDIATRIQUE;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;NEPHROLOGIE;8;4;4;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;19;5;14;0;0;3;1;1;0;0;0;0;0;0;0;6;2;3;2;1;0;0;0
Région Flandre;ENDOCRINO-DIABETOLOGIE;6;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE CLINIQUE;4;4;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;11;5;6;0;0;2;3;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0
Région Wallonie;SOINS INTENSIFS;7;3;4;0;0;3;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Région Wallonie;NEUROLOGIE PEDIATRIQUE;4;3;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;NEPHROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;MEDECINE D'URGENCE;6;4;2;0;0;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Région Wallonie;ENDOCRINO-DIABETOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Région Wallonie;NEONATOLOGIE;4;3;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;HEMATOLOGIE CLINIQUE;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;8;3;5;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
Région Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;NEPHROLOGIE;4;3;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Région Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;4;2;2;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Région Région de Bruxelles-capitale;NEONATOLOGIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;GERIATRIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE ORALE ET MAXILLO-FACIALE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;SOINS INTENSIFS;8;3;5;0;0;3;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Prov Brabant flamand;NEUROLOGIE PEDIATRIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;NEPHROLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE D'URGENCE;7;3;4;0;0;2;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0
Prov Brabant flamand;ENDOCRINO-DIABETOLOGIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GERIATRIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE ORALE ET MAXILLO-FACIALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre occidentale;SOINS INTENSIFS;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre occidentale;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;MEDECINE D'URGENCE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Flandre orientale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;GERIATRIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre orientale;SOINS INTENSIFS;7;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;NEPHROLOGIE;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE D'URGENCE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
Prov Flandre orientale;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;HEMATOLOGIE CLINIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Anvers;GERIATRIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;CHIRURGIE ORALE ET MAXILLO-FACIALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Anvers;SOINS INTENSIFS;7;5;2;0;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Prov Anvers;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE D'URGENCE;5;1;4;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0
Prov Anvers;ENDOCRINO-DIABETOLOGIE;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;HEMATOLOGIE CLINIQUE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;3;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;GERIATRIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Limbourg;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Limbourg;NEPHROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Brabant wallon;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;ENDOCRINO-DIABETOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Brabant wallon;NEONATOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Hainaut;NEUROLOGIE PEDIATRIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Hainaut;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE D'URGENCE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEONATOLOGIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;8;3;5;0;0;1;2;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0
Prov Liège;SOINS INTENSIFS;5;3;2;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Liège;NEUROLOGIE PEDIATRIQUE;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;NEPHROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Liège;MEDECINE D'URGENCE;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Liège;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;MEDECINE D'URGENCE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;ENDOCRINO-DIABETOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;NEONATOLOGIE;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE D'URGENCE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;8;3;5;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEPHROLOGIE;4;3;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Prov Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;4;2;2;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEONATOLOGIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
