territoire;specialite;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Prov Anvers;ORTHODONTIE;62;43;19;0;4;2;4;4;14;6;8;0;1;0;0;3;0;1;2;3;7;0;3
Prov Limbourg;DENTISTERIE GENERALE;587;248;339;3;22;19;32;30;29;48;47;13;5;2;11;12;14;5;19;69;96;41;70
Prov Limbourg;PARODONTOLOGIE;10;6;4;0;0;0;2;0;3;1;0;0;0;0;0;1;1;1;0;1;0;0;0
Prov Limbourg;ORTHODONTIE;26;19;7;0;2;2;0;1;3;3;8;0;0;0;0;0;0;0;0;0;6;1;0
Prov Brabant wallon;DENTISTERIE GENERALE;459;245;214;0;15;16;21;26;28;43;53;19;24;0;5;6;8;15;19;39;42;32;48
Prov Brabant wallon;PARODONTOLOGIE;7;1;6;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0
Prov Brabant wallon;ORTHODONTIE;37;28;9;0;1;2;3;8;4;2;2;3;3;0;0;0;1;0;1;1;2;4;0
Prov Hainaut;DENTISTERIE GENERALE;641;284;357;2;24;16;30;35;30;60;50;21;16;1;8;18;10;20;33;68;90;43;66
Prov Hainaut;PARODONTOLOGIE;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Hainaut;ORTHODONTIE;24;16;8;0;0;1;2;3;2;3;3;1;1;0;0;1;0;0;1;3;2;1;0
Prov Liège;DENTISTERIE GENERALE;848;355;493;1;43;28;42;23;40;76;53;29;20;2;12;22;18;20;42;130;89;62;96
Prov Liège;PARODONTOLOGIE;13;9;4;0;2;4;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
Prov Liège;ORTHODONTIE;45;29;16;0;3;5;3;2;3;3;4;6;0;0;1;2;1;1;2;3;4;1;1
Prov Namur;DENTISTERIE GENERALE;294;130;164;2;6;5;13;14;17;19;22;17;15;0;0;9;8;9;17;32;35;18;36
Prov Namur;PARODONTOLOGIE;5;3;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Namur;ORTHODONTIE;11;9;2;0;0;1;1;4;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0
Prov Luxembourg;DENTISTERIE GENERALE;140;59;81;0;2;1;8;6;7;12;14;5;4;0;0;1;3;5;8;27;12;16;9
Prov Luxembourg;ORTHODONTIE;8;5;3;0;0;1;0;0;1;2;0;0;1;0;0;0;1;0;1;1;0;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;954;442;512;1;56;39;48;37;58;52;59;48;44;1;27;40;38;39;58;93;72;46;98
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;13;7;6;0;1;2;3;0;1;0;0;0;0;0;0;0;2;0;2;1;0;1;0
Prov Région de Bruxelles-capitale;ORTHODONTIE;44;30;14;0;2;3;5;2;10;3;4;0;1;0;0;2;4;1;0;3;1;2;1
