territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Flandre orientale;Kinésithérapie cardiovasculaire;24;19;5;0;6;2;3;3;2;3;0;0;0;0;0;0;1;1;1;0;2;0;0
Flandre orientale;Thérapie manuelle;279;169;110;0;47;54;26;24;9;4;2;2;1;0;13;18;21;19;11;11;8;6;3
Flandre orientale;Kinésithérapie neurologique;40;30;10;0;9;5;5;4;4;2;1;0;0;0;0;0;2;2;3;2;0;0;1
Flandre orientale;Kinésithérapie pédiatrique;156;143;13;0;30;23;34;22;16;10;5;3;0;0;1;0;1;3;1;2;1;3;1
Flandre orientale;Rééducation abdomino-pelvienne et kinésithérapie périnatale;77;76;1;0;2;10;9;10;20;12;9;3;1;0;0;0;0;0;0;1;0;0;0
Flandre orientale;Kinésithérapie respiratoire;44;27;17;0;1;2;2;7;3;6;4;1;1;0;1;1;2;3;1;4;3;2;0
Anvers;Kinésithérapie cardiovasculaire;18;9;9;0;0;1;1;1;2;3;1;0;0;0;0;0;1;1;0;2;2;3;0
Anvers;Thérapie manuelle;284;154;130;0;46;35;19;17;14;10;11;1;1;0;21;23;15;12;16;15;19;7;2
Anvers;Kinésithérapie neurologique;52;42;10;0;10;10;8;4;2;4;2;2;0;0;3;0;0;0;4;0;1;2;0
Anvers;Kinésithérapie pédiatrique;110;104;6;0;21;23;19;16;7;5;10;2;1;0;0;1;1;0;2;1;0;1;0
Anvers;Rééducation abdomino-pelvienne et kinésithérapie périnatale;51;50;1;0;1;2;7;12;7;11;8;2;0;0;0;0;0;0;1;0;0;0;0
Anvers;Kinésithérapie respiratoire;38;29;9;0;10;5;2;3;4;2;1;1;1;0;0;2;2;3;0;0;2;0;0
Limbourg;Kinésithérapie cardiovasculaire;13;8;5;0;2;1;0;1;2;1;1;0;0;0;0;0;1;2;0;1;0;1;0
Limbourg;Thérapie manuelle;121;52;69;0;10;18;5;5;3;5;2;3;1;0;13;10;10;10;11;4;1;6;4
Limbourg;Kinésithérapie neurologique;27;25;2;0;4;7;6;0;3;3;0;2;0;0;0;1;1;0;0;0;0;0;0
Limbourg;Kinésithérapie pédiatrique;69;63;6;0;11;12;12;8;5;5;9;1;0;0;0;1;1;1;1;0;1;1;0
Limbourg;Rééducation abdomino-pelvienne et kinésithérapie périnatale;28;26;2;0;1;5;3;3;4;4;2;3;1;0;0;0;0;0;0;0;1;0;1
Limbourg;Kinésithérapie respiratoire;14;7;7;0;1;2;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
Brabant Wallon;Kinésithérapie cardiovasculaire;10;7;3;0;1;0;2;2;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0
Brabant Wallon;Thérapie manuelle;25;11;14;0;6;3;0;1;0;0;0;0;1;0;2;4;0;4;0;0;1;3;0
Brabant Wallon;Kinésithérapie neurologique;30;25;5;0;5;2;4;3;4;4;2;1;0;0;0;0;1;2;1;0;0;1;0
Brabant Wallon;Kinésithérapie pédiatrique;33;29;4;0;5;1;6;1;1;9;5;1;0;0;0;1;1;1;0;0;1;0;0
Brabant Wallon;Rééducation abdomino-pelvienne et kinésithérapie périnatale;24;21;3;0;3;3;2;7;1;0;2;3;0;0;0;1;0;0;1;0;0;0;1
Brabant Wallon;Kinésithérapie respiratoire;13;8;5;0;2;2;2;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0
Hainaut;Kinésithérapie cardiovasculaire;8;4;4;0;0;0;0;1;1;1;1;0;0;0;0;0;2;0;1;1;0;0;0
Hainaut;Thérapie manuelle;18;7;11;0;0;2;3;1;0;0;1;0;0;0;2;4;1;2;1;0;0;0;1
Hainaut;Kinésithérapie neurologique;19;12;7;0;3;1;2;2;0;4;0;0;0;0;1;1;1;0;1;1;0;1;1
Hainaut;Kinésithérapie pédiatrique;19;16;3;0;4;3;2;2;2;2;1;0;0;0;1;0;0;1;0;0;0;1;0
Hainaut;Rééducation abdomino-pelvienne et kinésithérapie périnatale;27;24;3;0;1;2;2;7;4;3;4;1;0;0;0;0;0;0;0;1;1;1;0
Hainaut;Kinésithérapie respiratoire;8;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;2;1;0
Liège;Kinésithérapie cardiovasculaire;16;11;5;0;2;0;3;3;1;0;2;0;0;0;1;1;1;0;1;1;0;0;0
Liège;Thérapie manuelle;38;19;19;0;7;3;4;1;1;1;1;1;0;0;3;3;2;4;3;1;1;1;1
Liège;Kinésithérapie neurologique;44;32;12;0;8;2;3;7;2;5;3;2;0;0;2;0;2;2;2;1;1;2;0
Liège;Kinésithérapie pédiatrique;24;22;2;0;6;4;5;2;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0
Liège;Rééducation abdomino-pelvienne et kinésithérapie périnatale;31;31;0;0;3;4;4;4;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0
Liège;Kinésithérapie respiratoire;20;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;3;1;1;2;0;0
Namur;Kinésithérapie cardiovasculaire;11;8;3;0;1;0;1;3;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
Namur;Thérapie manuelle;5;1;4;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0
Namur;Kinésithérapie neurologique;4;3;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
Namur;Kinésithérapie pédiatrique;17;16;1;0;1;4;3;6;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
Namur;Rééducation abdomino-pelvienne et kinésithérapie périnatale;6;6;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Kinésithérapie respiratoire;7;5;2;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie cardiovasculaire;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Thérapie manuelle;7;4;3;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
Luxembourg;Kinésithérapie neurologique;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie pédiatrique;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Rééducation abdomino-pelvienne et kinésithérapie périnatale;5;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie respiratoire;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Région de Bruxelles Capitale;Kinésithérapie cardiovasculaire;15;6;9;0;0;1;1;2;1;0;0;1;0;0;1;1;2;1;2;1;1;0;0
Région de Bruxelles Capitale;Thérapie manuelle;29;15;14;0;3;7;3;1;1;0;0;0;0;0;3;5;1;1;0;3;1;0;0
Région de Bruxelles Capitale;Kinésithérapie neurologique;19;12;7;0;1;4;4;1;1;0;1;0;0;0;2;0;0;4;0;0;1;0;0
Région de Bruxelles Capitale;Kinésithérapie pédiatrique;33;28;5;0;5;9;5;2;0;2;4;1;0;0;0;1;2;1;0;1;0;0;0
Région de Bruxelles Capitale;Rééducation abdomino-pelvienne et kinésithérapie périnatale;22;20;2;0;2;3;0;3;0;5;5;2;0;0;0;0;0;1;0;0;0;1;0
Région de Bruxelles Capitale;Kinésithérapie respiratoire;23;14;9;0;2;5;2;3;1;0;1;0;0;0;1;3;1;2;0;1;0;0;1
