territoire;specialite;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;ANESTHESIE-REANIMATION;2143;811;1332;0;1;122;158;145;116;60;67;51;91;0;1;121;191;190;199;196;153;105;176
Belgique;CHIRURGIE;1668;244;1424;0;0;42;57;40;31;31;23;13;7;0;0;74;135;143;166;173;173;151;409
Belgique;NEUROCHIRURGIE;192;20;172;0;0;0;5;9;4;1;0;0;1;0;0;12;29;23;23;23;18;17;27
Belgique;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;229;51;178;0;0;4;13;8;6;11;5;3;1;0;0;15;22;27;38;15;21;11;29
Belgique;NEUROLOGIE;347;163;184;0;3;41;42;40;28;6;3;0;0;0;0;27;43;35;39;14;13;7;6
Belgique;PSYCHIATRIE;998;436;562;0;0;7;47;121;98;58;40;35;30;0;0;5;41;68;93;60;79;63;153
Belgique;GYNECOLOGIE-OBSTETRIQUE;1502;640;862;0;0;118;121;124;95;71;54;24;33;0;1;30;54;70;78;113;113;109;294
Belgique;OPHTALMOLOGIE;1126;635;491;0;6;83;91;84;79;81;67;56;88;0;0;28;38;31;59;57;55;47;176
Belgique;OTO-RHINO-LARYNGOLOGIE;689;248;441;0;0;42;42;52;40;26;23;9;14;0;0;20;36;31;48;74;52;46;134
Belgique;UROLOGIE;415;35;380;0;0;4;12;9;4;4;2;0;0;0;0;24;54;37;50;42;51;50;72
Belgique;CHIRURGIE ORTHOPEDIQUE;1062;77;985;0;0;9;17;16;16;6;5;4;4;0;0;66;108;110;155;155;123;88;180
Belgique;STOMATOLOGIE;339;76;263;0;0;14;18;10;6;8;4;7;9;0;0;21;22;21;33;28;27;25;86
Belgique;DERMATO-VENEREOLOGIE;763;516;247;0;10;78;79;88;67;51;60;33;50;0;0;6;14;14;33;26;28;27;99
Belgique;PNEUMOLOGIE;482;173;309;0;0;53;43;27;12;12;12;6;8;0;0;14;34;35;46;64;44;26;46
Belgique;GASTRO-ENTEROLOGIE;628;162;466;0;0;32;43;28;20;13;10;13;3;0;0;27;58;48;77;69;65;51;71
Belgique;PEDIATRIE;1660;957;703;0;2;138;191;163;132;74;96;58;103;0;0;26;37;57;49;74;77;85;298
Belgique;CARDIOLOGIE;1069;196;873;0;0;32;42;43;29;26;7;6;11;0;0;67;110;104;132;102;113;80;165
Belgique;NEUROPSYCHIATRIE;449;109;340;0;0;0;0;0;5;23;23;17;41;0;0;0;0;0;6;41;50;71;172
Belgique;MEDECINE PHYSIQUE ET READAPTATION;535;223;312;0;0;33;38;43;31;32;19;12;15;0;0;17;25;17;45;43;40;42;83
Belgique;BIOLOGIE CLINIQUE;738;318;420;0;0;23;31;37;35;44;46;35;67;0;0;10;17;22;37;57;75;45;157
Belgique;RADIODIAGNOSTIC;1666;418;1248;0;1;47;76;70;89;50;44;20;21;0;1;77;98;120;201;191;179;123;258
Belgique;RADIOTHERAPIE-ONCOLOGIE;227;123;104;0;0;20;24;20;19;18;7;11;4;0;0;15;13;13;7;24;8;1;23
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;224;165;59;0;0;47;58;13;13;7;12;10;5;0;0;7;14;2;6;10;10;6;4
Belgique;MEDECINE NUCLEAIRE;340;103;237;0;0;13;17;13;24;13;13;5;5;0;0;10;12;19;26;22;30;37;81
Belgique;ANATOMIE PATHOLOGIQUE;364;174;190;0;0;19;30;32;26;22;19;10;16;0;0;10;22;8;22;23;25;20;60
Belgique;MEDECINE INTERNE;1847;555;1292;0;0;131;125;90;62;56;35;27;29;0;0;50;113;110;149;128;158;135;449
Belgique;RHUMATOLOGIE;254;100;154;0;0;8;17;20;20;9;8;6;12;0;0;5;6;11;15;21;21;23;52
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;583;231;352;0;0;67;64;14;11;18;29;18;10;0;0;31;49;13;11;47;62;64;75
Belgique;MEDECINE LEGALE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1
Belgique;MEDECINE D'URGENCE;15;8;7;0;0;2;3;2;1;0;0;0;0;0;0;1;1;2;1;1;1;0;0
Belgique;MEDECINE AIGUE;303;120;183;0;1;9;44;29;18;11;7;0;1;0;1;8;39;51;34;24;16;8;2
Belgique;GERIATRIE;205;116;89;0;0;19;31;34;14;5;10;2;1;0;0;3;7;8;10;22;20;11;8
Belgique;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;655;201;454;0;0;2;21;31;39;55;34;17;2;0;0;2;12;19;54;96;146;93;32
Belgique;ONCOLOGIE MEDICALE;191;91;100;0;0;13;26;19;16;9;4;4;0;0;0;4;16;17;21;11;15;11;5
Belgique;GESTION DE DONNEES DE SANTE;58;22;36;0;0;0;1;5;8;6;2;0;0;0;0;0;4;3;7;11;7;4;0
Région Flandre;MEDECINE DU TRAVAIL;661;321;340;0;0;16;75;53;74;47;37;15;4;0;0;9;20;16;45;65;80;51;54
Région Flandre;ANESTHESIE-REANIMATION;1196;445;751;0;0;74;92;89;73;37;25;26;29;0;0;71;109;104;116;109;92;49;101
Région Flandre;CHIRURGIE;869;131;738;0;0;29;35;25;10;11;12;5;4;0;0;49;81;81;91;95;94;71;176
Région Flandre;NEUROCHIRURGIE;121;12;109;0;0;0;3;6;2;0;0;0;1;0;0;10;19;14;14;15;12;11;14
Région Flandre;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;135;27;108;0;0;1;5;6;3;6;3;3;0;0;0;7;12;13;27;8;15;7;19
Région Flandre;NEUROLOGIE;185;82;103;0;1;24;19;20;13;4;1;0;0;0;0;17;23;15;23;8;7;5;5
Région Flandre;PSYCHIATRIE;275;148;127;0;0;0;14;64;52;9;5;3;1;0;0;1;14;41;43;12;7;3;6
Région Flandre;GYNECOLOGIE-OBSTETRIQUE;729;294;435;0;0;65;64;67;44;27;12;7;8;0;0;14;24;36;47;63;54;53;144
Région Flandre;OPHTALMOLOGIE;655;378;277;0;3;50;58;59;51;50;42;36;29;0;0;13;17;18;34;33;38;27;97
Région Flandre;OTO-RHINO-LARYNGOLOGIE;347;117;230;0;0;21;21;21;24;12;11;4;3;0;0;11;21;17;26;45;26;14;70
Région Flandre;UROLOGIE;239;18;221;0;0;3;4;6;3;1;1;0;0;0;0;14;32;22;34;26;36;25;32
Région Flandre;CHIRURGIE ORTHOPEDIQUE;623;42;581;0;0;3;13;10;8;3;3;2;0;0;0;45;67;66;100;94;73;51;85
Région Flandre;STOMATOLOGIE;183;34;149;0;0;5;12;5;3;3;2;2;2;0;0;18;15;13;24;19;10;13;37
Région Flandre;DERMATO-VENEREOLOGIE;409;280;129;0;5;47;50;48;37;26;32;14;21;0;0;2;9;11;17;14;14;10;52
Région Flandre;PNEUMOLOGIE;248;89;159;0;0;32;22;14;8;7;3;2;1;0;0;3;21;14;30;37;24;12;18
Région Flandre;GASTRO-ENTEROLOGIE;300;73;227;0;0;20;23;12;8;5;3;2;0;0;0;18;32;26;38;38;36;18;21
Région Flandre;PEDIATRIE;804;468;336;0;0;64;95;99;77;30;45;26;32;0;0;12;18;27;29;41;32;40;137
Région Flandre;CARDIOLOGIE;530;81;449;0;0;12;25;20;12;4;2;3;3;0;0;48;63;60;69;51;56;38;64
Région Flandre;NEUROPSYCHIATRIE;235;48;187;0;0;0;0;0;3;11;14;7;13;0;0;0;0;0;3;25;29;41;89
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;324;126;198;0;0;21;22;27;22;21;3;4;6;0;0;12;19;13;33;20;28;31;42
Région Flandre;BIOLOGIE CLINIQUE;374;153;221;0;0;15;24;24;20;18;16;16;20;0;0;5;13;20;24;31;41;17;70
Région Flandre;RADIODIAGNOSTIC;883;201;682;0;0;22;47;41;41;15;20;6;9;0;0;52;54;71;132;101;101;57;114
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;129;70;59;0;0;17;17;13;12;6;4;1;0;0;0;7;5;6;6;17;6;1;11
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;164;125;39;0;0;34;45;11;9;6;11;7;2;0;0;4;9;1;4;6;9;3;3
Région Flandre;MEDECINE NUCLEAIRE;159;44;115;0;0;8;8;10;8;4;5;0;1;0;0;7;6;13;15;9;15;19;31
Région Flandre;ANATOMIE PATHOLOGIQUE;223;98;125;0;0;14;19;18;17;11;13;2;4;0;0;9;17;6;11;14;13;15;40
Région Flandre;MEDECINE INTERNE;904;272;632;0;0;70;61;40;37;36;13;4;11;0;0;23;53;52;63;55;78;69;239
Région Flandre;RHUMATOLOGIE;124;46;78;0;0;5;6;10;11;5;3;2;4;0;0;2;5;6;7;7;10;14;27
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;460;162;298;0;0;51;38;4;5;13;27;17;7;0;0;17;32;5;8;44;56;64;72
Région Flandre;MEDECINE LEGALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1
Région Flandre;MEDECINE D'URGENCE;4;3;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE AIGUE;110;45;65;0;0;4;21;7;8;4;0;0;1;0;1;5;16;21;10;7;4;0;1
Région Flandre;GERIATRIE;132;71;61;0;0;9;20;21;8;4;8;1;0;0;0;1;5;5;8;13;14;8;7
Région Flandre;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;345;105;240;0;0;1;13;23;26;23;11;8;0;0;0;0;6;13;33;54;79;40;15
Région Flandre;ONCOLOGIE MEDICALE;89;45;44;0;0;9;17;8;7;4;0;0;0;0;0;2;7;10;9;5;5;5;1
Région Flandre;GESTION DE DONNEES DE SANTE;25;8;17;0;0;0;1;0;4;1;2;0;0;0;0;0;3;1;2;5;3;3;0
Région Wallonie;MEDECINE DU TRAVAIL;299;176;123;0;0;14;32;22;27;36;27;12;6;0;0;1;11;9;5;15;32;24;26
Région Wallonie;ANESTHESIE-REANIMATION;724;244;480;0;1;34;52;36;30;15;27;17;32;0;1;38;67;63;73;78;50;47;63
Région Wallonie;CHIRURGIE;577;74;503;0;0;7;15;12;16;13;5;6;0;0;0;18;37;42;63;65;56;64;158
Région Wallonie;NEUROCHIRURGIE;55;8;47;0;0;0;2;3;2;1;0;0;0;0;0;1;8;6;8;6;5;5;8
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;58;17;41;0;0;1;6;2;3;4;1;0;0;0;0;5;5;8;9;4;4;1;5
Région Wallonie;NEUROLOGIE;117;56;61;0;1;12;17;14;10;2;0;0;0;0;0;6;15;12;15;4;6;2;1
Région Wallonie;PSYCHIATRIE;440;173;267;0;0;5;22;39;22;32;17;18;18;0;0;3;17;18;31;26;45;42;85
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;513;215;298;0;0;30;38;43;28;28;24;11;13;0;1;9;20;29;26;36;39;34;104
Région Wallonie;OPHTALMOLOGIE;331;183;148;0;2;21;24;18;25;20;18;14;41;0;0;10;10;11;19;18;15;14;51
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;242;90;152;0;0;13;14;24;13;11;8;3;4;0;0;5;14;8;15;21;19;28;42
Région Wallonie;UROLOGIE;133;16;117;0;0;1;7;3;1;3;1;0;0;0;0;7;14;13;12;12;12;19;28
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;338;20;318;0;0;2;4;3;4;3;1;1;2;0;0;16;32;38;44;52;42;26;68
Région Wallonie;STOMATOLOGIE;89;20;69;0;0;5;5;2;1;2;0;3;2;0;0;1;5;5;6;6;12;7;27
Région Wallonie;DERMATO-VENEREOLOGIE;225;144;81;0;4;18;15;31;22;14;17;11;12;0;0;3;4;2;10;7;10;11;34
Région Wallonie;PNEUMOLOGIE;174;60;114;0;0;13;18;6;4;4;7;3;5;0;0;5;11;17;12;20;16;10;23
Région Wallonie;GASTRO-ENTEROLOGIE;227;58;169;0;0;6;15;10;8;8;3;7;1;0;0;7;21;9;30;27;24;23;28
Région Wallonie;PEDIATRIE;557;311;246;0;0;44;68;42;37;30;35;16;39;0;0;10;12;19;18;19;31;29;108
Région Wallonie;CARDIOLOGIE;375;70;305;0;0;12;13;14;13;10;2;1;5;0;0;14;38;37;44;38;39;32;63
Région Wallonie;NEUROPSYCHIATRIE;137;29;108;0;0;0;0;0;0;8;4;5;12;0;0;0;0;0;1;14;17;20;56
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;169;77;92;0;0;9;15;12;6;9;13;7;6;0;0;5;5;4;12;17;9;10;30
Région Wallonie;BIOLOGIE CLINIQUE;250;111;139;0;0;4;5;8;11;16;18;14;35;0;0;5;2;1;10;16;25;19;61
Région Wallonie;RADIODIAGNOSTIC;599;151;448;0;0;16;27;18;36;26;16;8;4;0;1;16;34;39;57;67;68;57;109
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;79;41;38;0;0;2;5;5;7;10;2;8;2;0;0;5;6;7;1;6;2;0;11
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;39;22;17;0;0;8;7;0;1;1;1;3;1;0;0;2;5;1;2;2;1;3;1
Région Wallonie;MEDECINE NUCLEAIRE;142;46;96;0;0;4;6;3;14;7;6;4;2;0;0;2;3;5;10;10;13;14;39
Région Wallonie;ANATOMIE PATHOLOGIQUE;97;51;46;0;0;3;7;11;7;7;4;4;8;0;0;0;3;1;10;5;9;5;13
Région Wallonie;MEDECINE INTERNE;633;178;455;0;0;35;41;34;16;12;13;14;13;0;0;16;42;42;67;56;51;42;139
Région Wallonie;RHUMATOLOGIE;91;40;51;0;0;2;9;8;8;1;2;4;6;0;0;1;1;3;5;11;6;8;16
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;64;37;27;0;0;11;19;4;0;1;0;0;2;0;0;7;8;5;1;2;2;0;2
Région Wallonie;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Région Wallonie;MEDECINE D'URGENCE;4;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
Région Wallonie;MEDECINE AIGUE;152;62;90;0;1;4;19;19;8;6;5;0;0;0;0;1;18;21;20;14;9;6;1
Région Wallonie;GERIATRIE;58;35;23;0;0;5;10;11;5;1;1;1;1;0;0;2;2;3;1;6;6;2;1
Région Wallonie;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;261;77;184;0;0;1;6;5;13;26;16;8;2;0;0;2;5;5;18;34;59;49;12
Région Wallonie;ONCOLOGIE MEDICALE;68;30;38;0;0;1;7;9;6;2;3;2;0;0;0;1;6;6;9;4;6;2;4
Région Wallonie;GESTION DE DONNEES DE SANTE;21;7;14;0;0;0;0;1;3;3;0;0;0;0;0;0;1;2;3;4;3;1;0
Région Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;80;41;39;0;0;1;7;5;6;10;8;1;3;0;0;0;1;0;4;11;6;9;8
Région Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;223;122;101;0;0;14;14;20;13;8;15;8;30;0;0;12;15;23;10;9;11;9;12
Région Région de Bruxelles-capitale;CHIRURGIE;222;39;183;0;0;6;7;3;5;7;6;2;3;0;0;7;17;20;12;13;23;16;75
Région Région de Bruxelles-capitale;NEUROCHIRURGIE;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;2;1;1;5
Région Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;36;7;29;0;0;2;2;0;0;1;1;0;1;0;0;3;5;6;2;3;2;3;5
Région Région de Bruxelles-capitale;NEUROLOGIE;45;25;20;0;1;5;6;6;5;0;2;0;0;0;0;4;5;8;1;2;0;0;0
Région Région de Bruxelles-capitale;PSYCHIATRIE;283;115;168;0;0;2;11;18;24;17;18;14;11;0;0;1;10;9;19;22;27;18;62
Région Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;260;131;129;0;0;23;19;14;23;16;18;6;12;0;0;7;10;5;5;14;20;22;46
Région Région de Bruxelles-capitale;OPHTALMOLOGIE;140;74;66;0;1;12;9;7;3;11;7;6;18;0;0;5;11;2;6;6;2;6;28
Région Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;100;41;59;0;0;8;7;7;3;3;4;2;7;0;0;4;1;6;7;8;7;4;22
Région Région de Bruxelles-capitale;UROLOGIE;43;1;42;0;0;0;1;0;0;0;0;0;0;0;0;3;8;2;4;4;3;6;12
Région Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;101;15;86;0;0;4;0;3;4;0;1;1;2;0;0;5;9;6;11;9;8;11;27
Région Région de Bruxelles-capitale;STOMATOLOGIE;67;22;45;0;0;4;1;3;2;3;2;2;5;0;0;2;2;3;3;3;5;5;22
Région Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;129;92;37;0;1;13;14;9;8;11;11;8;17;0;0;1;1;1;6;5;4;6;13
Région Région de Bruxelles-capitale;PNEUMOLOGIE;60;24;36;0;0;8;3;7;0;1;2;1;2;0;0;6;2;4;4;7;4;4;5
Région Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;101;31;70;0;0;6;5;6;4;0;4;4;2;0;0;2;5;13;9;4;5;10;22
Région Région de Bruxelles-capitale;PEDIATRIE;299;178;121;0;2;30;28;22;18;14;16;16;32;0;0;4;7;11;2;14;14;16;53
Région Région de Bruxelles-capitale;CARDIOLOGIE;164;45;119;0;0;8;4;9;4;12;3;2;3;0;0;5;9;7;19;13;18;10;38
Région Région de Bruxelles-capitale;NEUROPSYCHIATRIE;77;32;45;0;0;0;0;0;2;4;5;5;16;0;0;0;0;0;2;2;4;10;27
Région Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;42;20;22;0;0;3;1;4;3;2;3;1;3;0;0;0;1;0;0;6;3;1;11
Région Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;114;54;60;0;0;4;2;5;4;10;12;5;12;0;0;0;2;1;3;10;9;9;26
Région Région de Bruxelles-capitale;RADIODIAGNOSTIC;184;66;118;0;1;9;2;11;12;9;8;6;8;0;0;9;10;10;12;23;10;9;35
Région Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;19;12;7;0;0;1;2;2;0;2;1;2;2;0;0;3;2;0;0;1;0;0;1
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;21;18;3;0;0;5;6;2;3;0;0;0;2;0;0;1;0;0;0;2;0;0;0
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;39;13;26;0;0;1;3;0;2;2;2;1;2;0;0;1;3;1;1;3;2;4;11
Région Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;44;25;19;0;0;2;4;3;2;4;2;4;4;0;0;1;2;1;1;4;3;0;7
Région Région de Bruxelles-capitale;MEDECINE INTERNE;310;105;205;0;0;26;23;16;9;8;9;9;5;0;0;11;18;16;19;17;29;24;71
Région Région de Bruxelles-capitale;RHUMATOLOGIE;39;14;25;0;0;1;2;2;1;3;3;0;2;0;0;2;0;2;3;3;5;1;9
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;59;32;27;0;0;5;7;6;6;4;2;1;1;0;0;7;9;3;2;1;4;0;1
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;7;4;3;0;0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0
Région Région de Bruxelles-capitale;MEDECINE AIGUE;41;13;28;0;0;1;4;3;2;1;2;0;0;0;0;2;5;9;4;3;3;2;0
Région Région de Bruxelles-capitale;GERIATRIE;15;10;5;0;0;5;1;2;1;0;1;0;0;0;0;0;0;0;1;3;0;1;0
Région Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;49;19;30;0;0;0;2;3;0;6;7;1;0;0;0;0;1;1;3;8;8;4;5
Région Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;34;16;18;0;0;3;2;2;3;3;1;2;0;0;0;1;3;1;3;2;4;4;0
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;12;7;5;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;2;2;1;0;0
Prov Brabant flamand;MEDECINE DU TRAVAIL;184;90;94;0;0;6;20;15;20;13;9;5;2;0;0;3;5;5;14;18;20;15;14
Prov Brabant flamand;ANESTHESIE-REANIMATION;278;111;167;0;0;17;20;24;10;14;8;10;8;0;0;21;27;20;30;25;20;11;13
Prov Brabant flamand;CHIRURGIE;227;36;191;0;0;10;9;9;0;3;2;2;1;0;0;10;19;21;26;22;29;20;44
Prov Brabant flamand;NEUROCHIRURGIE;23;2;21;0;0;0;0;2;0;0;0;0;0;0;0;2;3;1;5;3;1;2;4
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;32;9;23;0;0;1;3;3;1;0;1;0;0;0;0;1;3;4;7;1;4;0;3
Prov Brabant flamand;NEUROLOGIE;47;21;26;0;0;5;2;9;4;1;0;0;0;0;0;5;7;4;5;3;1;1;0
Prov Brabant flamand;PSYCHIATRIE;86;48;38;0;0;0;5;16;18;5;2;2;0;0;0;1;1;5;13;6;6;2;4
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;193;88;105;0;0;23;18;16;12;10;5;3;1;0;0;1;9;12;9;22;11;11;30
Prov Brabant flamand;OPHTALMOLOGIE;171;110;61;0;3;16;14;18;13;13;11;14;8;0;0;5;5;4;8;9;11;5;14
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;77;29;48;0;0;5;3;7;7;2;4;1;0;0;0;1;5;1;8;9;7;2;15
Prov Brabant flamand;UROLOGIE;46;4;42;0;0;1;0;2;1;0;0;0;0;0;0;1;4;4;8;8;5;6;6
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;132;14;118;0;0;2;3;2;4;0;2;1;0;0;0;7;13;19;19;23;16;12;9
Prov Brabant flamand;STOMATOLOGIE;45;12;33;0;0;3;3;1;0;1;1;2;1;0;0;4;2;1;8;1;2;6;9
Prov Brabant flamand;DERMATO-VENEREOLOGIE;108;81;27;0;3;14;17;9;10;7;13;4;4;0;0;0;1;8;3;2;0;2;11
Prov Brabant flamand;PNEUMOLOGIE;72;30;42;0;0;11;9;2;3;2;2;1;0;0;0;3;7;3;8;8;7;1;5
Prov Brabant flamand;GASTRO-ENTEROLOGIE;75;23;52;0;0;6;7;5;2;2;1;0;0;0;0;1;4;9;12;9;9;2;6
Prov Brabant flamand;PEDIATRIE;246;152;94;0;0;26;23;39;22;10;10;11;11;0;0;4;5;6;14;19;5;9;32
Prov Brabant flamand;CARDIOLOGIE;142;18;124;0;0;1;7;3;3;2;0;0;2;0;0;16;17;16;21;14;15;9;16
Prov Brabant flamand;NEUROPSYCHIATRIE;69;15;54;0;0;0;0;0;0;2;6;3;4;0;0;0;0;0;0;4;11;11;28
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;78;31;47;0;0;6;7;4;5;5;2;1;1;0;0;3;3;3;4;3;8;6;17
Prov Brabant flamand;BIOLOGIE CLINIQUE;124;45;79;0;0;3;4;8;4;10;6;7;3;0;0;3;4;4;8;10;17;3;30
Prov Brabant flamand;RADIODIAGNOSTIC;234;76;158;0;0;6;19;12;18;6;8;2;5;0;0;11;11;21;29;24;22;17;23
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;37;25;12;0;0;5;5;4;5;4;2;0;0;0;0;1;1;0;3;3;2;0;2
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;55;44;11;0;0;12;15;4;2;1;6;2;2;0;0;1;2;1;1;3;1;1;1
Prov Brabant flamand;MEDECINE NUCLEAIRE;40;15;25;0;0;4;1;4;3;1;2;0;0;0;0;2;1;4;6;1;2;2;7
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;59;33;26;0;0;6;6;2;7;5;4;2;1;0;0;3;2;1;1;5;4;0;10
Prov Brabant flamand;MEDECINE INTERNE;275;93;182;0;0;19;24;14;12;16;3;2;3;0;0;7;19;16;22;21;16;19;62
Prov Brabant flamand;RHUMATOLOGIE;24;8;16;0;0;2;0;3;1;1;0;1;0;0;0;0;2;3;0;1;1;3;6
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;114;46;68;0;0;16;14;1;2;5;6;0;2;0;0;4;9;2;1;6;15;18;13
