territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région wallonne;Prescription de médicaments;660;655;5;104;256;118;58;37;17;28;25;10;2;1;1;1;0;0;0;0;0;1;1
Région de Bruxelles Capitale;Prescription de médicaments;253;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
Brabant flamand;Prescription de médicaments;231;231;0;14;61;59;27;27;19;6;11;6;1;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Prescription de médicaments;150;149;1;33;54;24;12;9;9;3;2;3;0;0;1;0;0;0;0;0;0;0;0
Flandre orientale;Prescription de médicaments;220;220;0;45;73;36;20;20;5;8;8;5;0;0;0;0;0;0;0;0;0;0;0
Anvers;Prescription de médicaments;211;208;3;32;69;46;21;18;11;3;6;2;0;0;1;0;1;0;1;0;0;0;0
Limbourg;Prescription de médicaments;125;125;0;32;39;26;8;12;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Prescription de médicaments;98;98;0;15;26;26;11;7;3;6;2;2;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Prescription de médicaments;226;223;3;29;87;40;26;11;6;10;11;3;0;0;1;0;0;0;0;0;0;1;1
Liège;Prescription de médicaments;124;123;1;22;60;10;7;8;4;6;4;0;2;0;0;1;0;0;0;0;0;0;0
Namur;Prescription de médicaments;144;143;1;34;47;31;8;8;3;2;5;5;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Prescription de médicaments;68;68;0;4;36;11;6;3;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Prescription de médicaments;253;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
