gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Vlaams Gewest;Arbeidsgeneeskunde;771;406;365;0;9;12;46;93;65;76;50;55;0;5;2;19;35;17;47;74;166
Vlaams Gewest;Verzekeringsgeneeskunde en medische expertise;343;105;238;0;1;2;1;12;22;27;23;17;0;0;0;0;8;13;35;49;133
Waals Gewest;Alle specialiteiten;9720;4157;5563;10;440;559;539;634;504;415;367;689;10;285;344;373;529;524;677;692;2129
Waals Gewest;Geriatrie;116;85;31;0;14;14;15;14;14;9;1;4;0;1;2;5;3;3;1;6;10
Waals Gewest;Urgentiegeneeskunde;114;48;66;0;17;21;4;4;2;0;0;0;0;12;22;7;10;9;2;2;2
Waals Gewest;Gerechtelijke geneeskunde;7;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
Waals Gewest;Beheer van gezondheidsgegevens;22;7;15;0;0;0;0;0;1;3;3;0;0;0;0;0;1;3;3;4;4
Waals Gewest;Anesthesie-reanimatie;898;337;561;0;28;58;47;58;38;29;15;64;1;53;57;57;66;67;72;71;117
Waals Gewest;Heelkunde;597;120;477;0;17;14;18;17;13;16;14;11;0;13;23;35;43;40;57;64;202
Waals Gewest;Neurochirurgie;72;13;59;0;4;2;1;1;2;2;1;0;0;6;7;3;9;7;9;5;13
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;84;26;58;0;2;6;3;5;2;3;3;2;0;2;8;12;5;8;9;5;9
Waals Gewest;Urologie;158;26;132;0;4;3;3;7;3;2;3;1;0;10;12;13;16;12;11;12;46
Waals Gewest;Orthopedische heelkunde;411;42;369;0;6;6;7;10;2;3;4;4;0;17;38;28;36;40;44;49;117
Waals Gewest;Neurologie;223;106;117;1;12;19;16;20;16;7;8;7;0;11;6;7;16;13;18;17;29
Waals Gewest;Psychiatrie;420;185;235;0;1;6;8;25;41;25;33;46;0;0;5;4;16;20;31;23;136
Waals Gewest;Neuropsychiatrie;56;11;45;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;2;43
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;79;56;23;0;7;16;12;10;5;0;1;5;0;3;1;3;7;3;1;1;4
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;153;94;59;0;13;18;24;27;6;1;3;2;1;6;8;14;12;7;5;1;5
Waals Gewest;Pneumologie;235;93;142;0;10;14;18;19;9;6;4;13;0;8;8;9;14;21;17;22;43
Waals Gewest;Gastro-enterologie;270;92;178;0;12;21;13;14;8;6;8;10;0;7;7;10;22;14;34;27;57
Waals Gewest;Cardiologie;441;119;322;0;12;25;19;17;16;12;10;8;0;13;20;26;39;32;43;37;112
Waals Gewest;Inwendige geneeskunde;685;278;407;1;46;40;51;45;39;16;13;27;0;19;12;23;47;41;64;47;154
Waals Gewest;Reumatologie;102;51;51;0;5;3;8;8;7;7;1;12;0;3;2;2;1;3;5;11;24
Waals Gewest;Acute geneeskunde;135;60;75;0;2;1;4;18;18;8;5;4;0;1;2;1;12;20;17;9;13
Waals Gewest;Gynaecologie-verloskunde;614;343;271;3;48;50;48;45;46;32;28;43;0;8;10;12;21;29;26;38;127
Waals Gewest;Oftalmologie;380;223;157;3;24;24;27;25;18;24;16;62;5;16;10;10;15;13;19;19;50
Waals Gewest;Otorhinolaryngologie;270;126;144;0;14;18;17;16;22;13;12;14;0;8;5;6;14;9;17;20;65
Waals Gewest;Stomatologie;100;25;75;0;2;2;6;5;2;1;2;5;0;6;6;2;5;7;7;5;37
Waals Gewest;Dermato-venereologie;268;188;80;2;22;20;19;19;30;21;15;40;0;3;4;3;5;4;11;8;42
Waals Gewest;Pediatrie;690;466;224;0;63;75;60;74;43;39;32;80;0;9;13;15;14;17;18;20;118
Waals Gewest;Fysische geneeskunde en revalidatie;201;103;98;0;7;18;13;14;15;7;9;20;0;5;3;12;7;4;13;15;39
Waals Gewest;Klinische biologie;240;121;119;0;3;4;11;6;8;12;15;62;0;3;2;5;2;1;10;15;81
Waals Gewest;Rontgendiagnose;650;203;447;0;20;27;24;30;19;36;21;26;2;26;35;24;31;40;56;62;171
Waals Gewest;Radiotherapie - oncologie;75;41;34;0;3;7;5;3;2;5;8;8;0;3;2;5;7;6;1;3;7
Waals Gewest;Nucleaire geneeskunde;133;53;80;0;3;3;5;6;4;15;6;11;0;3;2;4;3;5;8;9;46
Waals Gewest;Pathologische anatomie;110;66;44;0;7;7;5;8;11;8;6;14;1;5;3;3;2;2;7;4;17
Waals Gewest;Medische oncologie;107;55;52;0;9;11;2;8;9;6;3;7;0;4;5;4;5;7;9;5;13
Waals Gewest;Klinische genetica;18;11;7;0;0;2;2;3;3;0;0;1;0;0;0;2;2;1;2;0;0
Waals Gewest;Arbeidsgeneeskunde;340;206;134;0;3;4;22;47;25;27;37;41;0;1;2;4;15;11;10;16;75
Waals Gewest;Verzekeringsgeneeskunde en medische expertise;246;76;170;0;0;0;1;5;5;14;26;25;0;0;0;1;6;5;20;38;100
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;3931;1928;2003;8;260;266;266;197;192;177;167;395;3;178;151;161;157;163;169;239;782
Brussels Hoofdstedelijk Gewest;Geriatrie;38;26;12;0;3;6;10;1;3;1;1;1;0;1;0;2;1;0;2;3;3
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;41;21;20;0;2;11;3;2;0;3;0;0;0;1;8;4;3;2;1;1;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;1;1
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;302;153;149;0;31;19;19;13;14;11;7;39;0;27;17;21;12;25;10;10;27
Brussels Hoofdstedelijk Gewest;Heelkunde;208;52;156;0;6;9;7;8;2;4;6;10;0;12;16;8;11;19;12;12;66
Brussels Hoofdstedelijk Gewest;Neurochirurgie;21;4;17;0;1;2;0;1;0;0;0;0;0;1;1;2;2;2;0;4;5
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;34;6;28;0;0;1;2;0;0;0;1;2;0;3;2;3;3;4;1;3;9
Brussels Hoofdstedelijk Gewest;Urologie;52;8;44;0;3;2;1;2;0;0;0;0;0;5;6;2;3;1;5;4;18
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;110;21;89;0;5;2;1;1;4;4;0;4;0;5;8;10;6;5;11;11;33
Brussels Hoofdstedelijk Gewest;Neurologie;92;53;39;1;12;7;7;7;5;6;3;5;0;6;5;4;7;7;3;5;2
Brussels Hoofdstedelijk Gewest;Psychiatrie;254;109;145;0;0;0;5;9;16;27;17;35;0;0;0;1;10;7;16;24;87
Brussels Hoofdstedelijk Gewest;Neuropsychiatrie;32;12;20;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;20
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;57;40;17;0;4;13;11;4;1;5;0;2;0;7;2;4;0;0;0;3;1
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;112;66;46;0;17;13;7;9;6;5;3;6;0;10;4;13;9;2;2;1;5
Brussels Hoofdstedelijk Gewest;Pneumologie;72;34;38;0;6;5;8;4;5;0;2;4;0;2;1;4;2;3;3;8;15
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;114;44;70;0;7;5;9;6;5;4;0;8;0;6;5;6;6;8;8;5;26
Brussels Hoofdstedelijk Gewest;Cardiologie;205;76;129;0;8;14;15;6;8;4;12;9;0;14;7;14;13;11;16;11;43
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;340;144;196;0;20;27;30;19;15;8;6;19;0;15;14;21;14;17;16;21;78
Brussels Hoofdstedelijk Gewest;Reumatologie;39;18;21;0;1;2;2;2;3;1;3;4;0;1;0;0;0;3;3;2;12
Brussels Hoofdstedelijk Gewest;Acute geneeskunde;32;17;15;0;0;4;0;4;4;1;1;3;0;0;1;0;2;3;3;3;3
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;292;181;111;0;38;34;18;13;10;19;18;31;0;2;7;8;8;7;5;15;59
Brussels Hoofdstedelijk Gewest;Oftalmologie;171;108;63;4;12;13;17;8;7;5;12;30;2;8;4;5;12;2;6;5;19
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;92;37;55;0;4;2;7;4;7;1;2;10;0;3;4;2;1;6;7;9;23
Brussels Hoofdstedelijk Gewest;Stomatologie;58;18;40;0;3;0;3;0;3;2;3;4;0;6;3;2;2;1;2;3;21
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;136;99;37;1;12;8;12;10;10;9;10;27;0;1;3;2;2;1;6;5;17
Brussels Hoofdstedelijk Gewest;Pediatrie;345;238;107;1;34;27;41;27;23;20;13;52;1;10;10;6;6;10;3;9;52
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;42;26;16;0;6;0;5;4;3;4;1;3;0;0;1;0;1;0;1;6;7
Brussels Hoofdstedelijk Gewest;Klinische biologie;103;56;47;0;4;4;2;2;8;4;11;21;0;4;2;1;1;1;3;8;27
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;225;94;131;0;13;14;12;5;12;12;10;16;0;22;11;9;6;11;11;19;42
Brussels Hoofdstedelijk Gewest;Radiotherapie - oncologie;22;17;5;0;1;2;1;4;2;0;3;4;0;1;1;1;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;47;16;31;0;1;4;1;3;0;2;2;3;0;3;4;2;4;2;2;2;12
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;47;30;17;1;3;4;1;5;2;2;3;9;0;1;0;0;2;1;2;5;6
Brussels Hoofdstedelijk Gewest;Medische oncologie;54;29;25;0;3;10;6;2;2;2;1;3;0;1;2;2;5;1;4;2;8
Brussels Hoofdstedelijk Gewest;Klinische genetica;10;8;2;0;0;1;0;3;1;1;0;2;0;0;0;0;1;0;0;0;1
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;76;43;33;0;0;1;3;7;4;9;8;11;0;0;1;0;1;0;1;9;21
Brussels Hoofdstedelijk Gewest;Verzekeringsgeneeskunde en medische expertise;44;18;26;0;0;0;0;2;3;0;6;7;0;0;0;1;1;1;2;9;12
Vlaams Brabant;Alle specialiteiten;4442;2074;2368;6;267;298;334;317;269;202;153;228;2;185;158;215;229;233;296;301;749
Vlaams Brabant;Geriatrie;48;35;13;0;3;6;4;9;6;2;3;2;0;0;1;0;2;2;1;3;4
Vlaams Brabant;Urgentiegeneeskunde;40;18;22;0;7;5;1;3;1;1;0;0;0;9;5;3;2;1;1;1;0
Vlaams Brabant;Gerechtelijke geneeskunde;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vlaams Brabant;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;2;3
Vlaams Brabant;Anesthesie-reanimatie;376;161;215;0;18;25;23;22;26;11;15;21;0;34;15;26;26;24;30;25;35
Vlaams Brabant;Heelkunde;283;69;214;0;8;16;16;15;9;0;2;3;0;12;22;20;21;23;23;21;72
Vlaams Brabant;Neurochirurgie;35;4;31;0;1;1;0;0;2;0;0;0;0;2;4;5;5;2;4;2;7
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;41;14;27;0;2;2;3;3;3;1;0;0;0;2;2;3;1;6;6;2;5
Vlaams Brabant;Urologie;65;11;54;0;2;2;3;0;2;1;1;0;0;1;11;3;7;4;9;7;12
Vlaams Brabant;Orthopedische heelkunde;173;26;147;0;6;5;2;4;2;4;0;3;0;13;14;20;19;19;16;17;29
Vlaams Brabant;Neurologie;95;52;43;0;13;7;9;2;10;4;3;4;0;2;3;6;5;4;3;5;15
Vlaams Brabant;Psychiatrie;73;40;33;0;0;0;0;4;15;13;4;4;0;0;0;1;2;5;11;5;9
Vlaams Brabant;Neuropsychiatrie;35;7;28;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1;27
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;76;66;10;0;9;8;15;19;4;2;1;8;0;1;0;0;2;1;1;3;2
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;155;73;82;0;9;8;25;15;2;2;5;7;0;6;6;9;7;2;0;10;42
Vlaams Brabant;Pneumologie;101;53;48;0;8;11;15;9;3;3;2;2;0;5;4;2;7;3;6;9;12
Vlaams Brabant;Gastro-enterologie;112;41;71;0;4;11;8;6;6;3;2;1;0;9;4;7;5;9;9;8;20
Vlaams Brabant;Cardiologie;200;39;161;0;4;8;7;9;4;3;2;2;0;16;17;21;14;18;23;18;34
Vlaams Brabant;Inwendige geneeskunde;291;122;169;0;10;27;21;23;11;7;16;7;0;12;7;12;24;14;20;12;68
Vlaams Brabant;Reumatologie;33;16;17;0;2;2;4;2;4;1;0;1;0;0;1;2;2;3;1;1;7
Vlaams Brabant;Acute geneeskunde;53;24;29;0;4;7;3;4;5;1;0;0;0;3;1;3;6;9;6;0;1
Vlaams Brabant;Gynaecologie-verloskunde;265;159;106;0;33;20;32;23;19;13;9;10;0;3;4;6;10;11;9;22;41
Vlaams Brabant;Oftalmologie;211;141;70;2;18;16;17;15;17;13;14;29;0;4;2;8;7;7;10;10;22
Vlaams Brabant;Otorhinolaryngologie;108;59;49;0;13;8;10;5;8;8;2;5;0;1;6;4;4;1;7;8;18
Vlaams Brabant;Stomatologie;53;21;32;0;3;6;3;3;1;0;1;4;0;5;1;5;3;2;5;0;11
Vlaams Brabant;Dermato-venereologie;139;109;30;2;17;12;17;18;10;7;7;19;0;1;2;0;3;8;4;2;10
Vlaams Brabant;Pediatrie;313;224;89;2;29;34;40;25;35;23;9;27;0;4;6;7;3;7;13;17;32
Vlaams Brabant;Fysische geneeskunde en revalidatie;94;44;50;0;10;4;6;7;3;4;5;5;0;9;0;2;3;3;3;3;27
Vlaams Brabant;Klinische biologie;120;49;71;0;4;4;4;4;8;3;9;13;0;3;2;4;2;4;8;9;39
Vlaams Brabant;Rontgendiagnose;306;105;201;0;11;19;8;16;14;17;7;13;2;17;17;21;19;18;30;24;53
Vlaams Brabant;Radiotherapie - oncologie;41;26;15;0;4;3;2;5;5;5;2;0;0;3;0;3;1;1;2;3;2
Vlaams Brabant;Nucleaire geneeskunde;48;24;24;0;3;4;6;1;4;3;1;2;0;2;0;3;1;3;6;3;6
Vlaams Brabant;Pathologische anatomie;66;41;25;0;3;5;11;5;3;5;3;6;0;3;0;3;2;2;1;4;10
Vlaams Brabant;Medische oncologie;48;27;21;0;4;6;4;3;3;4;2;1;0;3;0;2;3;5;3;1;4
Vlaams Brabant;Klinische genetica;23;14;9;0;0;1;3;4;2;2;2;0;0;0;1;0;0;3;2;2;1
Vlaams Brabant;Arbeidsgeneeskunde;212;114;98;0;4;3;12;29;16;21;13;16;0;0;0;4;8;6;12;25;43
Vlaams Brabant;Verzekeringsgeneeskunde en medische expertise;96;38;58;0;0;1;0;5;6;12;9;5;0;0;0;0;3;3;11;16;25
West-Vlaanderen;Alle specialiteiten;2680;962;1718;5;141;139;150;133;117;107;46;124;0;108;99;132;154;128;195;201;701
West-Vlaanderen;Geriatrie;46;27;19;0;7;4;5;4;2;2;1;2;0;0;3;1;1;0;3;2;9
West-Vlaanderen;Urgentiegeneeskunde;15;9;6;0;3;4;2;0;0;0;0;0;0;4;1;0;1;0;0;0;0
West-Vlaanderen;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
West-Vlaanderen;Anesthesie-reanimatie;308;115;193;1;19;14;15;15;17;14;6;14;0;20;14;18;24;20;21;25;51
West-Vlaanderen;Heelkunde;150;28;122;0;6;5;8;4;1;1;0;3;0;6;7;10;8;11;14;12;54
West-Vlaanderen;Neurochirurgie;26;1;25;0;0;0;0;0;1;0;0;0;0;4;3;2;4;2;1;2;7
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;26;6;20;0;1;3;0;0;0;1;0;1;0;1;0;5;3;1;4;0;6
West-Vlaanderen;Urologie;62;7;55;0;2;2;1;1;1;0;0;0;0;3;6;4;9;6;5;5;17
West-Vlaanderen;Orthopedische heelkunde;154;11;143;0;4;0;2;1;1;2;1;0;0;14;14;14;9;10;24;18;40
West-Vlaanderen;Neurologie;60;23;37;0;5;6;4;3;2;3;0;0;0;4;1;3;6;1;7;6;9
West-Vlaanderen;Psychiatrie;34;13;21;0;0;0;1;0;7;3;1;1;0;0;0;0;2;5;10;2;2
West-Vlaanderen;Neuropsychiatrie;21;3;18;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;18
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;29;24;5;1;5;2;5;2;2;1;0;6;0;0;0;0;1;0;0;1;3
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;88;36;52;0;7;9;9;1;0;0;2;8;0;3;4;3;5;0;3;3;31
West-Vlaanderen;Pneumologie;57;24;33;0;5;3;10;0;3;3;0;0;0;1;2;2;2;1;4;7;14
West-Vlaanderen;Gastro-enterologie;76;20;56;0;4;8;3;1;1;2;1;0;0;3;5;4;9;4;4;10;17
West-Vlaanderen;Cardiologie;96;13;83;0;2;2;4;1;2;1;0;1;0;3;6;7;12;7;10;5;33
West-Vlaanderen;Inwendige geneeskunde;120;38;82;0;4;6;14;7;2;3;1;1;0;3;2;4;6;9;6;6;46
West-Vlaanderen;Reumatologie;21;9;12;0;1;2;0;1;2;1;0;2;0;0;1;2;1;0;1;0;7
West-Vlaanderen;Acute geneeskunde;23;9;14;0;1;0;3;3;0;2;0;0;0;0;0;5;3;2;2;1;1
West-Vlaanderen;Gynaecologie-verloskunde;134;59;75;0;13;12;7;8;11;6;1;1;0;2;5;3;2;6;7;10;40
West-Vlaanderen;Oftalmologie;138;87;51;1;6;9;7;12;12;9;8;23;0;2;3;3;2;3;6;5;27
West-Vlaanderen;Otorhinolaryngologie;77;22;55;0;6;4;1;0;4;6;1;0;0;2;3;5;7;3;4;6;25
