Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;1990;1741;249;43;210;278;293;280;270;228;119;18;2;0;28;33;40;30;49;37;27;5;0
Belgique;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;2443;2358;85;146;367;411;408;331;326;240;116;13;0;4;14;13;11;14;16;10;3;0;0
Belgique;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;2396;2200;196;8;165;283;315;346;422;441;183;37;0;0;14;30;37;33;29;29;21;3;0
Belgique;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;382;342;40;3;14;23;58;59;83;68;31;3;0;1;4;4;1;7;9;11;3;0;0
Région Flandre;SANS AGREMENT;97573;85130;12443;3373;5919;7741;9052;9547;12123;12407;9140;6674;9154;510;910;1181;1377;1407;1780;2033;1532;1009;704
Région Flandre;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;5148;3424;1724;160;542;631;618;563;374;306;172;54;4;32;186;261;255;250;271;245;162;56;6
Région Flandre;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;1339;1079;260;23;89;136;197;174;211;162;69;18;0;2;12;25;34;45;54;58;25;5;0
Région Flandre;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;1279;1104;175;17;112;163;188;196;195;141;79;12;1;0;11;23;29;19;37;30;23;3;0
Région Flandre;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;1285;1238;47;49;120;160;217;218;221;168;81;4;0;2;4;6;1;7;15;9;3;0;0
Région Flandre;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;1883;1740;143;7;119;203;238;272;350;368;158;25;0;0;11;17;27;19;24;25;18;2;0
Région Flandre;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;258;229;29;3;13;17;38;37;55;49;16;1;0;0;3;4;0;6;6;8;2;0;0
Région Wallonie;SANS AGREMENT;44094;39579;4515;1178;2715;3728;4414;4487;5301;5682;4371;3468;4235;153;464;610;804;581;552;626;386;177;162
Région Wallonie;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;3157;2286;871;160;358;416;408;353;296;182;90;18;5;46;136;174;171;138;95;70;35;5;1
Région Wallonie;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;372;327;45;13;49;57;55;47;43;41;19;3;0;0;5;8;13;9;4;6;0;0;0
Région Wallonie;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;574;514;60;22;80;89;92;73;62;63;30;3;0;0;14;7;10;9;10;6;3;1;0
Région Wallonie;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;938;909;29;78;201;200;164;92;81;57;28;8;0;1;9;6;6;6;0;1;0;0;0
Région Wallonie;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;443;400;43;1;45;71;73;56;64;60;21;9;0;0;2;12;8;9;5;4;2;1;0
Région Wallonie;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;102;95;7;0;1;3;18;15;25;17;14;2;0;1;0;0;1;1;0;3;1;0;0
Région Région de Bruxelles-capitale;SANS AGREMENT;7654;6749;905;256;654;658;681;619;745;859;672;513;1092;33;147;172;136;108;100;106;59;22;22
Région Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;405;292;113;19;81;63;37;31;28;16;11;4;2;7;28;25;20;12;7;9;3;0;2
Région Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;83;65;18;2;7;12;8;9;12;11;2;2;0;0;0;4;3;6;0;3;2;0;0
Région Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;137;123;14;4;18;26;13;11;13;24;10;3;1;0;3;3;1;2;2;1;1;1;0
Région Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;220;211;9;19;46;51;27;21;24;15;7;1;0;1;1;1;4;1;1;0;0;0;0
Région Région de Bruxelles-capitale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;70;60;10;0;1;9;4;18;8;13;4;3;0;0;1;1;2;5;0;0;1;0;0
Région Région de Bruxelles-capitale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;22;18;4;0;0;3;2;7;3;2;1;0;0;0;1;0;0;0;3;0;0;0;0
Prov Brabant flamand;SANS AGREMENT;16074;13918;2156;430;806;1060;1391;1568;2146;2330;1646;1168;1373;79;129;166;222;221;297;416;316;192;118
Prov Brabant flamand;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;1006;675;331;31;96;107;96;110;90;84;48;13;0;2;26;47;33;44;49;72;41;15;2
Prov Brabant flamand;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;235;186;49;4;9;23;32;25;41;35;13;4;0;1;2;2;7;8;9;16;4;0;0
Prov Brabant flamand;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;227;197;30;5;12;34;28;38;33;29;14;4;0;0;1;4;1;2;9;7;5;1;0
Prov Brabant flamand;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;310;296;14;17;41;36;42;38;61;39;21;1;0;0;2;0;0;2;5;4;1;0;0
Prov Brabant flamand;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;190;176;14;0;3;15;21;26;47;43;18;3;0;0;0;0;3;3;4;2;2;0;0
Prov Brabant flamand;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;35;33;2;0;6;1;9;4;8;4;1;0;0;0;0;0;0;0;1;1;0;0;0
Prov Flandre occidentale;SANS AGREMENT;21281;18697;2584;967;1539;1818;1977;1900;2395;2564;2077;1453;2007;162;183;280;293;282;339;390;309;220;126
Prov Flandre occidentale;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;1059;696;363;39;110;130;130;112;70;48;40;13;4;11;41;56;46;44;50;58;39;15;3
Prov Flandre occidentale;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;273;220;53;7;25;35;42;33;32;30;13;3;0;1;4;5;7;10;11;9;5;1;0
Prov Flandre occidentale;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;271;240;31;2;16;36;46;62;47;19;11;1;0;0;3;4;9;3;5;4;3;0;0
Prov Flandre occidentale;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;251;243;8;2;15;24;42;46;53;44;17;0;0;0;0;0;0;3;3;2;0;0;0
Prov Flandre occidentale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;519;477;42;1;30;62;66;76;101;95;39;7;0;0;2;7;10;6;7;5;4;1;0
Prov Flandre occidentale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;71;59;12;1;3;4;9;8;15;15;4;0;0;0;2;3;0;1;2;4;0;0;0
Prov Flandre orientale;SANS AGREMENT;22807;19891;2916;687;1289;1770;2148;2366;2828;2857;2111;1607;2228;88;213;298;339;337;424;505;374;223;115
Prov Flandre orientale;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;1184;804;380;27;106;147;153;145;86;76;44;20;0;5;45;61;53;57;62;46;36;14;1
Prov Flandre orientale;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;359;290;69;7;21;43;57;49;47;46;15;5;0;0;0;11;10;13;14;13;7;1;0
Prov Flandre orientale;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;339;291;48;6;32;47;50;39;48;39;27;3;0;0;3;10;7;7;6;6;8;1;0
Prov Flandre orientale;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;269;262;7;1;18;41;48;56;41;31;24;2;0;0;0;1;0;0;2;2;2;0;0
Prov Flandre orientale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;525;490;35;4;43;59;63;76;94;107;37;7;0;0;4;5;7;2;7;7;3;0;0
Prov Flandre orientale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;57;53;4;1;2;5;8;9;13;10;5;0;0;0;0;1;0;2;1;0;0;0;0
Prov Anvers;SANS AGREMENT;23151;20252;2899;747;1269;1786;2052;2296;3058;3107;2074;1444;2419;92;201;241;301;355;443;508;359;224;175
Prov Anvers;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;1251;808;443;40;147;158;149;118;91;69;29;7;0;10;49;70;82;67;66;54;35;10;0
Prov Anvers;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;355;285;70;3;22;21;49;53;66;43;23;5;0;0;5;4;8;11;17;17;6;2;0
Prov Anvers;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;296;252;44;2;27;26;40;38;49;49;16;4;1;0;3;3;9;3;8;11;6;1;0
Prov Anvers;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;330;316;14;27;25;38;62;59;45;41;18;1;0;0;1;5;0;2;5;1;0;0;0
Prov Anvers;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;416;382;34;0;17;32;42;64;78;100;42;7;0;0;1;2;4;7;4;8;8;0;0
Prov Anvers;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;68;57;11;1;1;5;5;10;13;17;4;1;0;0;1;0;0;3;2;3;2;0;0
Prov Limbourg;SANS AGREMENT;14260;12372;1888;542;1016;1307;1484;1417;1696;1549;1232;1002;1127;89;184;196;222;212;277;214;174;150;170
Prov Limbourg;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;648;441;207;23;83;89;90;78;37;29;11;1;0;4;25;27;41;38;44;15;11;2;0
Prov Limbourg;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;117;98;19;2;12;14;17;14;25;8;5;1;0;0;1;3;2;3;3;3;3;1;0
Prov Limbourg;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;146;124;22;2;25;20;24;19;18;5;11;0;0;0;1;2;3;4;9;2;1;0;0
Prov Limbourg;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;125;121;4;2;21;21;23;19;21;13;1;0;0;2;1;0;1;0;0;0;0;0;0
Prov Limbourg;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;233;215;18;2;26;35;46;30;30;23;22;1;0;0;4;3;3;1;2;3;1;1;0
Prov Limbourg;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;27;27;0;0;1;2;7;6;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;SANS AGREMENT;4255;3941;314;71;160;236;378;432;544;718;516;368;518;9;35;39;41;52;45;48;27;9;9
Prov Brabant wallon;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;326;245;81;24;29;46;47;30;30;18;15;5;1;7;12;12;13;16;11;6;3;1;0
Prov Brabant wallon;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;33;32;1;1;3;1;4;6;3;8;6;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;64;62;2;3;6;9;9;11;8;9;6;1;0;0;1;0;0;0;0;1;0;0;0
Prov Brabant wallon;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;167;163;4;5;29;31;33;18;27;16;3;1;0;0;1;1;0;2;0;0;0;0;0
Prov Brabant wallon;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;27;25;2;0;0;2;4;3;4;10;1;1;0;0;0;1;0;0;1;0;0;0;0
Prov Brabant wallon;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;13;13;0;0;0;0;2;3;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SANS AGREMENT;16413;14689;1724;436;973;1396;1719;1738;2109;2053;1613;1223;1429;49;167;251;283;230;223;253;158;61;49
Prov Hainaut;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;1089;786;303;61;116;125;124;140;117;66;32;3;2;14;46;69;49;43;38;33;11;0;0
Prov Hainaut;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;101;86;15;1;11;15;16;16;14;11;2;0;0;0;2;3;4;4;2;0;0;0;0
Prov Hainaut;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;170;147;23;4;25;26;27;18;21;20;5;1;0;0;5;5;5;2;2;1;3;0;0
Prov Hainaut;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;289;283;6;28;63;60;59;34;21;9;5;4;0;0;4;0;1;1;0;0;0;0;0
Prov Hainaut;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;123;112;11;0;12;14;21;21;24;15;3;2;0;0;0;1;4;2;2;1;0;1;0
Prov Hainaut;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;43;41;2;0;0;0;10;3;11;10;7;0;0;0;0;0;0;0;0;1;1;0;0
Prov Liège;SANS AGREMENT;13597;12037;1560;407;955;1244;1406;1332;1462;1589;1268;1055;1319;62;172;198;276;197;165;200;143;65;82
Prov Liège;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;973;693;280;37;119;143;142;95;81;48;25;2;1;10;46;61;65;46;21;20;10;1;0
Prov Liège;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;166;148;18;9;22;30;29;15;20;17;5;1;0;0;1;2;6;3;2;4;0;0;0
Prov Liège;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;242;217;25;14;40;39;45;29;15;22;12;1;0;0;7;2;3;5;5;3;0;0;0
Prov Liège;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;309;295;14;28;77;60;48;33;17;16;14;2;0;1;3;5;4;0;0;1;0;0;0
Prov Liège;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;199;176;23;1;20;39;34;21;23;28;10;0;0;0;2;6;4;6;2;1;2;0;0
Prov Liège;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;26;24;2;0;0;1;5;5;5;3;4;1;0;0;0;0;1;0;0;1;0;0;0
Prov Namur;SANS AGREMENT;6561;5962;599;181;414;534;578;651;769;881;675;554;725;20;72;75;132;69;75;77;40;26;13
Prov Namur;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;523;379;144;22;67;70;64;63;43;29;15;5;1;10;21;22;32;26;16;7;7;2;1
Prov Namur;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;46;37;9;0;4;9;5;6;4;4;4;1;0;0;2;1;3;1;0;2;0;0;0
Prov Namur;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;75;67;8;0;8;10;10;12;14;11;2;0;0;0;0;0;2;2;3;0;0;1;0
Prov Namur;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;127;124;3;13;22;39;19;5;12;9;4;1;0;0;0;0;0;3;0;0;0;0;0
Prov Namur;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;77;72;5;0;10;13;12;10;12;6;5;4;0;0;0;3;0;0;0;2;0;0;0
Prov Namur;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;17;14;3;0;1;1;1;3;4;2;2;0;0;1;0;0;0;1;0;1;0;0;0
Prov Luxembourg;SANS AGREMENT;3268;2950;318;83;213;318;333;334;417;441;299;268;244;13;18;47;72;33;44;48;18;16;9
Prov Luxembourg;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;246;183;63;16;27;32;31;25;25;21;3;3;0;5;11;10;12;7;9;4;4;1;0
Prov Luxembourg;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;26;24;2;2;9;2;1;4;2;1;2;1;0;0;0;1;0;1;0;0;0;0;0
Prov Luxembourg;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;23;21;2;1;1;5;1;3;4;1;5;0;0;0;1;0;0;0;0;1;0;0;0
Prov Luxembourg;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;46;44;2;4;10;10;5;2;4;7;2;0;0;0;1;0;1;0;0;0;0;0;0
Prov Luxembourg;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;17;15;2;0;3;3;2;1;1;1;2;2;0;0;0;1;0;1;0;0;0;0;0
Prov Luxembourg;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;3;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SANS AGREMENT;7654;6749;905;256;654;658;681;619;745;859;672;513;1092;33;147;172;136;108;100;106;59;22;22
Prov Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - SOINS INTENSIFS ET D'URGENCE;405;292;113;19;81;63;37;31;28;16;11;4;2;7;28;25;20;12;7;9;3;0;2
Prov Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - GERIATRIE;83;65;18;2;7;12;8;9;12;11;2;2;0;0;0;4;3;6;0;3;2;0;0
Prov Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - ONCOLOGIE;137;123;14;4;18;26;13;11;13;24;10;3;1;0;3;3;1;2;2;1;1;1;0
Prov Région de Bruxelles-capitale;TITRE PROFESSIONNEL PARTICULIER - PEDIATRIE ET NEONATOLOGIE;220;211;9;19;46;51;27;21;24;15;7;1;0;1;1;1;4;1;1;0;0;0;0
Prov Région de Bruxelles-capitale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - GERIATRIE;70;60;10;0;1;9;4;18;8;13;4;3;0;0;1;1;2;5;0;0;1;0;0
Prov Région de Bruxelles-capitale;QUALIFICATION PROFESSIONNELLE PARTICULIERE - DIABETOLOGIE;22;18;4;0;0;3;2;7;3;2;1;0;0;0;1;0;0;0;3;0;0;0;0
