Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Pédiatrie;217.0;186;31;24;134;26;2;0;0;0;0;5;21;5;0;0;0;0;0;0
;Médecine physique et réadaptation;68.0;31;37;5;24;1;0;1;0;0;0;2;31;4;0;0;0;0;0;0
;Biologie clinique;42.0;21;21;2;13;6;0;0;0;0;0;2;15;3;1;0;0;0;0;0
;Radiodiagnostic;136.0;35;101;2;27;4;0;1;1;0;0;5;84;10;2;0;0;0;0;0
;Radiothérapie - oncologie;32.0;16;16;0;12;4;0;0;0;0;0;2;9;4;0;1;0;0;0;0
;Médecine nucléaire;19.0;8;11;0;7;1;0;0;0;0;0;0;7;3;0;1;0;0;0;0
;Anatomie pathologique;39.0;24;15;1;19;4;0;0;0;0;0;1;13;1;0;0;0;0;0;0
;Oncologie médicale;31.0;20;11;0;10;10;0;0;0;0;0;0;3;7;1;0;0;0;0;0
;Génétique clinique;11.0;7;4;1;5;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0
;Médecine du travail;27.0;23;4;0;5;7;2;2;5;2;0;0;1;2;1;0;0;0;0;0
Région wallonne;Toutes les spécialités;1735.0;984;751;100;711;148;13;4;6;1;1;69;529;128;11;3;6;3;1;1
;Gériatrie;52.0;39;13;5;23;10;0;0;1;0;0;1;7;5;0;0;0;0;0;0
;Médecine d'urgence;174.0;92;82;9;62;18;1;0;1;1;0;1;56;17;3;0;3;2;0;0
;Médecine légale;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Anesthésie-réanimation;200.0;80;120;9;61;8;1;1;0;0;0;10;80;25;4;0;1;0;0;0
;Chirurgie;116.0;62;54;5;44;13;0;0;0;0;0;5;40;8;1;0;0;0;0;0
;Neurochirurgie;18.0;8;10;0;6;2;0;0;0;0;0;1;5;4;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";13.0;7;6;1;3;3;0;0;0;0;0;1;4;1;0;0;0;0;0;0
;Urologie;29.0;15;14;1;7;6;1;0;0;0;0;0;10;4;0;0;0;0;0;0
;Chirurgie orthopédique;80.0;28;52;1;19;8;0;0;0;0;0;1;41;9;0;0;1;0;0;0
;Neurologie;44.0;25;19;3;20;2;0;0;0;0;0;3;10;6;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";34.0;27;7;5;20;2;0;0;0;0;0;0;4;3;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";56.0;33;23;3;22;5;2;1;0;0;0;0;22;1;0;0;0;0;0;0
;Pneumologie;32.0;16;16;0;10;6;0;0;0;0;0;2;8;6;0;0;0;0;0;0
;Gastro-entérologie;31.0;22;9;2;13;5;1;1;0;0;0;0;5;4;0;0;0;0;0;0
;Cardiologie;49.0;21;28;0;12;9;0;0;0;0;0;2;17;9;0;0;0;0;0;0
;Médecine interne;213.0;113;100;13;90;10;0;0;0;0;0;23;72;4;1;0;0;0;0;0
;Rhumatologie;16.0;11;5;0;9;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Médecine aiguë;5.0;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Gynécologie-obstétrique;92.0;80;12;12;64;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
;Ophtalmologie;38.0;23;15;2;19;1;1;0;0;0;0;2;13;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;34.0;20;14;0;19;1;0;0;0;0;0;2;11;1;0;0;0;0;0;0
;Stomatologie;15.0;6;9;1;5;0;0;0;0;0;0;1;7;1;0;0;0;0;0;0
;Dermato-vénéréologie;27.0;20;7;5;15;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Pédiatrie;140.0;114;26;12;90;11;1;0;0;0;0;4;22;0;0;0;0;0;0;0
;Médecine physique et réadaptation;34.0;20;14;3;15;2;0;0;0;0;0;0;11;3;0;0;0;0;0;0
;Biologie clinique;19.0;7;12;1;5;0;0;1;0;0;0;0;9;2;0;1;0;0;0;0
;Radiodiagnostic;66.0;27;39;4;20;3;0;0;0;0;0;3;33;3;0;0;0;0;0;0
;Radiothérapie - oncologie;12.0;8;4;0;8;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Médecine nucléaire;16.0;8;8;1;3;4;0;0;0;0;0;1;4;3;0;0;0;0;0;0
;Anatomie pathologique;18.0;11;7;1;9;1;0;0;0;0;0;1;4;0;1;1;0;0;0;0
;Oncologie médicale;26.0;17;9;1;8;8;0;0;0;0;0;1;6;2;0;0;0;0;0;0
;Médecine du travail;32.0;21;11;0;7;4;5;0;4;0;1;0;1;4;1;1;1;1;1;1
"Région de Bruxelles
Capitale";Toutes les spécialités;1270.0;717;553;29;490;168;19;7;2;2;0;23;353;157;13;5;2;0;0;0
;Gériatrie;23.0;20;3;2;9;7;2;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine d'urgence;115.0;60;55;1;33;18;7;1;0;0;0;1;26;19;5;2;2;0;0;0
;Médecine légale;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;129.0;58;71;2;36;18;2;0;0;0;0;2;44;25;0;0;0;0;0;0
;Chirurgie;71.0;33;38;1;27;5;0;0;0;0;0;2;21;13;2;0;0;0;0;0
;Neurochirurgie;14.0;4;10;0;3;1;0;0;0;0;0;1;7;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";10.0;6;4;0;4;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Urologie;23.0;8;15;0;6;2;0;0;0;0;0;0;8;7;0;0;0;0;0;0
;Chirurgie orthopédique;57.0;14;43;1;7;6;0;0;0;0;0;2;26;13;1;1;0;0;0;0
;Neurologie;35.0;23;12;4;15;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";33.0;28;5;0;15;11;1;1;0;0;0;1;2;2;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";70.0;40;30;1;24;10;2;1;0;2;0;1;21;7;1;0;0;0;0;0
;Pneumologie;16.0;10;6;0;5;5;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Gastro-entérologie;18.0;10;8;0;4;6;0;0;0;0;0;0;5;3;0;0;0;0;0;0
;Cardiologie;28.0;12;16;0;3;9;0;0;0;0;0;0;4;11;1;0;0;0;0;0
;Médecine interne;186.0;93;93;4;78;10;0;1;0;0;0;7;67;17;1;1;0;0;0;0
;Rhumatologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;61.0;56;5;1;43;12;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Ophtalmologie;37.0;20;17;1;15;3;0;1;0;0;0;1;13;2;1;0;0;0;0;0
;Oto-rhino-laryngologie;25.0;11;14;0;7;4;0;0;0;0;0;0;9;5;0;0;0;0;0;0
;Stomatologie;18.0;6;12;0;6;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Dermato-vénéréologie;24.0;20;4;1;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Pédiatrie;120.0;101;19;7;78;16;0;0;0;0;0;0;13;6;0;0;0;0;0;0
;Médecine physique et réadaptation;19.0;12;7;1;6;3;1;0;1;0;0;0;4;3;0;0;0;0;0;0
;Biologie clinique;12.0;4;8;0;3;0;1;0;0;0;0;0;5;3;0;0;0;0;0;0
;Radiodiagnostic;76.0;38;38;1;28;8;1;0;0;0;0;2;32;4;0;0;0;0;0;0
;Radiothérapie - oncologie;8.0;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Médecine nucléaire;6.0;1;5;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;Anatomie pathologique;12.0;10;2;1;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Oncologie médicale;8.0;5;3;0;3;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Génétique clinique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;12.0;9;3;0;2;2;2;2;1;0;0;0;1;0;1;1;0;0;0;0
Brabant flamand;Toutes les spécialités;952.0;543;409;54;367;106;6;5;4;1;0;35;280;87;6;1;0;0;0;0
;Gériatrie;13.0;11;2;1;6;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine d'urgence;49.0;26;23;3;18;5;0;0;0;0;0;1;13;9;0;0;0;0;0;0
;Médecine légale;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Anesthésie-réanimation;108.0;44;64;7;32;4;1;0;0;0;0;3;46;12;2;1;0;0;0;0
;Chirurgie;51.0;26;25;2;17;7;0;0;0;0;0;4;19;2;0;0;0;0;0;0
;Neurochirurgie;13.0;3;10;0;3;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";10.0;6;4;1;3;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Urologie;18.0;12;6;3;8;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0
;Chirurgie orthopédique;40.0;8;32;0;5;3;0;0;0;0;0;3;21;6;2;0;0;0;0;0
;Neurologie;29.0;19;10;2;10;7;0;0;0;0;0;4;5;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";28.0;22;6;3;14;5;0;0;0;0;0;1;5;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";56.0;34;22;4;20;8;2;0;0;0;0;2;18;2;0;0;0;0;0;0
;Pneumologie;15.0;8;7;0;3;5;0;0;0;0;0;0;4;3;0;0;0;0;0;0
;Gastro-entérologie;10.0;6;4;0;1;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Cardiologie;16.0;8;8;0;5;3;0;0;0;0;0;0;3;5;0;0;0;0;0;0
;Médecine interne;131.0;71;60;6;59;4;0;2;0;0;0;4;44;11;1;0;0;0;0;0
;Rhumatologie;4.0;3;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine aiguë;7.0;3;4;0;2;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0
;Gynécologie-obstétrique;54.0;43;11;5;28;9;0;1;0;0;0;0;10;1;0;0;0;0;0;0
;Ophtalmologie;33.0;18;15;2;14;2;0;0;0;0;0;3;9;2;1;0;0;0;0;0
;Oto-rhino-laryngologie;21.0;17;4;3;12;1;0;0;1;0;0;1;3;0;0;0;0;0;0;0
;Stomatologie;15.0;5;10;1;4;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0
;Dermato-vénéréologie;24.0;22;2;3;18;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pédiatrie;67.0;62;5;5;46;9;2;0;0;0;0;1;3;1;0;0;0;0;0;0
;Médecine physique et réadaptation;22.0;12;10;2;9;1;0;0;0;0;0;0;7;3;0;0;0;0;0;0
;Biologie clinique;9.0;6;3;0;3;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Radiodiagnostic;46.0;12;34;1;9;2;0;0;0;0;0;3;27;4;0;0;0;0;0;0
;Radiothérapie - oncologie;12.0;7;5;0;5;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Médecine nucléaire;8.0;4;4;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Anatomie pathologique;11.0;4;7;0;3;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Oncologie médicale;17.0;10;7;0;3;7;0;0;0;0;0;0;2;5;0;0;0;0;0;0
;Génétique clinique;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;11.0;9;2;0;0;3;0;2;3;1;0;0;1;1;0;0;0;0;0;0
Flandre occidentale;Toutes les spécialités;366.0;202;164;35;151;14;1;0;1;0;0;24;125;14;1;0;0;0;0;0
;Gériatrie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine d'urgence;21.0;14;7;1;12;1;0;0;0;0;0;1;5;0;1;0;0;0;0;0
;Anesthésie-réanimation;27.0;11;16;3;7;1;0;0;0;0;0;4;11;1;0;0;0;0;0;0
;Chirurgie;25.0;8;17;4;4;0;0;0;0;0;0;3;12;2;0;0;0;0;0;0
;Neurochirurgie;3.0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urologie;19.0;9;10;1;6;2;0;0;0;0;0;2;6;2;0;0;0;0;0;0
;Chirurgie orthopédique;25.0;6;19;2;3;1;0;0;0;0;0;1;16;2;0;0;0;0;0;0
;Neurologie;6.0;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";8.0;8;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";20.0;10;10;1;7;1;0;0;1;0;0;1;9;0;0;0;0;0;0;0
;Pneumologie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-entérologie;5.0;4;1;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Cardiologie;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine interne;64.0;36;28;9;27;0;0;0;0;0;0;7;21;0;0;0;0;0;0;0
;Rhumatologie;2.0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine aiguë;4.0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Gynécologie-obstétrique;30.0;25;5;2;22;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Ophtalmologie;9.0;6;3;2;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;12.0;8;4;0;8;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Stomatologie;6.0;0;6;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
;Dermato-vénéréologie;4.0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;18.0;17;1;4;12;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine physique et réadaptation;12.0;8;4;2;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Biologie clinique;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Radiodiagnostic;23.0;7;16;0;7;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;7.0;5;2;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oncologie médicale;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Génétique clinique;1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Médecine du travail;2.0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Toutes les spécialités;817.0;469;348;54;320;80;10;2;3;0;0;38;230;67;11;2;0;0;0;0
;Gériatrie;15.0;12;3;0;7;5;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Médecine d'urgence;65.0;36;29;3;21;10;1;1;0;0;0;2;15;9;3;0;0;0;0;0
;Médecine légale;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;80.0;38;42;4;29;3;2;0;0;0;0;6;26;8;2;0;0;0;0;0
;Chirurgie;43.0;22;21;1;11;8;1;0;1;0;0;3;14;4;0;0;0;0;0;0
;Neurochirurgie;12.0;4;8;1;2;1;0;0;0;0;0;2;4;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";13.0;4;9;0;4;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0
;Urologie;25.0;8;17;0;7;1;0;0;0;0;0;1;12;4;0;0;0;0;0;0
;Chirurgie orthopédique;37.0;9;28;0;7;2;0;0;0;0;0;4;17;7;0;0;0;0;0;0
;Neurologie;33.0;23;10;3;18;2;0;0;0;0;0;1;9;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";20.0;17;3;0;12;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";37.0;25;12;5;16;4;0;0;0;0;0;2;7;3;0;0;0;0;0;0
;Pneumologie;4.0;0;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Gastro-entérologie;9.0;4;5;0;3;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Cardiologie;12.0;3;9;0;1;2;0;0;0;0;0;0;5;4;0;0;0;0;0;0
;Médecine interne;130.0;77;53;17;53;5;2;0;0;0;0;6;43;4;0;0;0;0;0;0
;Rhumatologie;4.0;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;5.0;3;2;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynécologie-obstétrique;51.0;47;4;7;32;6;2;0;0;0;0;1;3;0;0;0;0;0;0;0
;Ophtalmologie;18.0;12;6;1;10;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;17.0;15;2;1;10;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Stomatologie;6.0;3;3;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
;Dermato-vénéréologie;14.0;12;2;0;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Pédiatrie;58.0;46;12;7;32;7;0;0;0;0;0;3;8;1;0;0;0;0;0;0
;Médecine physique et réadaptation;19.0;3;16;0;3;0;0;0;0;0;0;2;13;1;0;0;0;0;0;0
;Biologie clinique;13.0;5;8;1;3;1;0;0;0;0;0;0;5;2;1;0;0;0;0;0
;Radiodiagnostic;35.0;11;24;1;7;2;0;1;0;0;0;0;18;4;2;0;0;0;0;0
;Radiothérapie - oncologie;9.0;4;5;0;4;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
;Médecine nucléaire;5.0;1;4;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0
;Anatomie pathologique;10.0;8;2;0;6;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oncologie médicale;10.0;7;3;0;4;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0
;Génétique clinique;3.0;2;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine du travail;4.0;3;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
Anvers;Toutes les spécialités;841.0;485;356;42;347;87;5;2;1;1;0;24;253;70;5;2;2;0;0;0
;Gériatrie;12.0;10;2;0;3;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0
;Médecine d'urgence;63.0;32;31;2;19;11;0;0;0;0;0;2;20;6;2;1;0;0;0;0
;Médecine légale;4.0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;103.0;43;60;4;33;4;1;1;0;0;0;7;43;10;0;0;0;0;0;0
;Chirurgie;60.0;28;32;4;21;3;0;0;0;0;0;1;22;9;0;0;0;0;0;0
;Neurochirurgie;9.0;3;6;0;2;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";8.0;3;5;0;2;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Urologie;24.0;12;12;1;7;3;1;0;0;0;0;0;9;3;0;0;0;0;0;0
;Chirurgie orthopédique;36.0;16;20;1;10;5;0;0;0;0;0;1;15;3;1;0;0;0;0;0
;Neurologie;28.0;20;8;0;13;6;1;0;0;0;0;0;6;2;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
infanto-juvénile";18.0;17;1;1;12;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en psychiatrie
adulte";34.0;18;16;2;10;6;0;0;0;0;0;0;12;3;0;0;1;0;0;0
;Pneumologie;6.0;5;1;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-entérologie;17.0;8;9;0;5;3;0;0;0;0;0;0;5;4;0;0;0;0;0;0
;Cardiologie;19.0;7;12;0;4;3;0;0;0;0;0;0;6;6;0;0;0;0;0;0
