gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Brussels Hoofdstedelijk Gewest;Podoloog;113;74;39;15;20;8;3;10;2;9;2;4;1;6;7;9;3;6;0;3;3;1;1
België;Ergotherapeut;13743;12309;1434;1590;2692;2056;1696;1431;810;400;717;567;350;170;391;221;114;137;93;41;64;91;112
Vlaams Gewest;Ergotherapeut;10361;9273;1088;1322;2107;1546;1271;934;599;304;522;441;227;154;302;167;86;85;56;27;49;75;87
Waals Gewest;Ergotherapeut;2731;2453;278;193;426;420;366;438;178;78;160;100;94;14;64;43;23;44;29;11;14;15;21
Brussels Hoofdstedelijk Gewest;Ergotherapeut;651;583;68;75;159;90;59;59;33;18;35;26;29;2;25;11;5;8;8;3;1;1;4
Vlaams Brabant;Ergotherapeut;1184;1065;119;145;246;165;142;111;74;37;65;54;26;10;31;27;11;12;6;2;8;4;8
West-Vlaanderen;Ergotherapeut;2467;2185;282;293;459;376;296;235;156;62;137;110;61;24;68;46;27;19;14;10;14;24;36
Oost-Vlaanderen;Ergotherapeut;2783;2475;308;389;546;422;321;224;141;84;139;125;84;51;68;40;24;26;21;9;16;24;29
Antwerpen;Ergotherapeut;2356;2160;196;324;539;326;314;208;125;65;112;108;39;32;70;21;15;17;6;2;10;13;10
Limburg;Ergotherapeut;1571;1388;183;171;317;257;198;156;103;56;69;44;17;37;65;33;9;11;9;4;1;10;4
Waals Brabant;Ergotherapeut;369;332;37;22;48;49;50;64;24;10;23;26;16;1;7;6;2;9;3;1;1;5;2
Henegouwen;Ergotherapeut;974;859;115;80;167;157;113;149;59;26;56;29;23;8;31;20;6;16;11;6;6;4;7
Luik;Ergotherapeut;798;713;85;50;114;130;119;130;51;24;42;25;28;2;13;14;13;13;8;3;5;5;9
Namen;Ergotherapeut;398;367;31;22;58;50;57;69;29;14;28;17;23;2;10;1;2;6;4;1;2;1;2
Luxemburg;Ergotherapeut;192;182;10;19;39;34;27;26;15;4;11;3;4;1;3;2;0;0;3;0;0;0;1
Brussels Hoofdstedelijk Gewest;Ergotherapeut;651;583;68;75;159;90;59;59;33;18;35;26;29;2;25;11;5;8;8;3;1;1;4
België;Diëtist;7223;6641;582;734;1519;1365;845;528;387;352;335;270;306;74;176;129;39;46;27;20;21;21;29
Vlaams Gewest;Diëtist;4581;4215;366;543;973;876;496;295;213;205;220;187;207;51;117;87;23;26;12;9;8;12;21
Waals Gewest;Diëtist;2152;1978;174;157;425;386;270;206;152;131;99;72;80;22;42;35;11;15;15;11;9;7;7
Brussels Hoofdstedelijk Gewest;Diëtist;490;448;42;34;121;103;79;27;22;16;16;11;19;1;17;7;5;5;0;0;4;2;1
Vlaams Brabant;Diëtist;941;872;69;115;193;181;96;72;45;42;46;39;43;10;21;11;4;8;3;2;2;2;6
West-Vlaanderen;Diëtist;853;771;82;102;181;174;73;62;31;38;32;31;47;13;20;15;6;5;5;1;4;5;8
Oost-Vlaanderen;Diëtist;1018;921;97;132;210;171;110;64;46;61;45;38;44;13;39;25;3;6;1;5;1;3;1
Antwerpen;Diëtist;1287;1191;96;138;300;250;168;71;67;41;64;50;42;12;32;30;7;4;2;1;1;2;5
Limburg;Diëtist;482;460;22;56;89;100;49;26;24;23;33;29;31;3;5;6;3;3;1;0;0;0;1
Waals Brabant;Diëtist;351;331;20;26;72;61;37;40;25;18;22;12;18;3;1;9;1;0;1;2;2;0;1
Henegouwen;Diëtist;732;678;54;52;150;129;89;81;61;45;32;21;18;12;13;7;5;3;6;1;2;1;4
Luik;Diëtist;672;609;63;45;119;131;86;53;39;46;28;32;30;3;18;10;3;8;7;6;4;3;1
Namen;Diëtist;243;225;18;16;48;43;36;19;19;19;11;6;8;1;7;4;1;2;1;2;0;0;0
Luxemburg;Diëtist;154;135;19;18;36;22;22;13;8;3;6;1;6;3;3;5;1;2;0;0;1;3;1
Brussels Hoofdstedelijk Gewest;Diëtist;490;448;42;34;121;103;79;27;22;16;16;11;19;1;17;7;5;5;0;0;4;2;1
België;Audicien;2145;1759;386;193;496;386;228;178;97;60;48;36;37;16;50;43;31;29;36;19;23;41;98
Vlaams Gewest;Audicien;1751;1545;206;168;455;360;207;162;76;39;33;22;23;10;25;28;15;14;13;10;6;17;68
Waals Gewest;Audicien;267;140;127;13;21;12;13;12;19;17;11;10;12;3;10;11;9;11;16;6;15;18;28
Brussels Hoofdstedelijk Gewest;Audicien;127;74;53;12;20;14;8;4;2;4;4;4;2;3;15;4;7;4;7;3;2;6;2
Vlaams Brabant;Audicien;256;219;37;21;70;43;33;26;8;6;4;4;4;1;4;4;1;1;4;2;1;5;14
West-Vlaanderen;Audicien;396;349;47;47;100;81;51;33;11;5;11;6;4;1;8;5;4;2;5;0;3;2;17
Oost-Vlaanderen;Audicien;507;433;74;40;136;109;44;44;22;14;8;9;7;6;8;13;7;8;2;5;0;4;21
Antwerpen;Audicien;444;410;34;49;120;93;56;44;26;9;6;2;5;2;4;6;3;2;1;2;0;3;11
Limburg;Audicien;148;134;14;11;29;34;23;15;9;5;4;1;3;0;1;0;0;1;1;1;2;3;5
Waals Brabant;Audicien;61;31;30;0;6;0;3;3;5;4;7;2;1;2;1;3;3;2;3;1;1;8;6
Henegouwen;Audicien;77;41;36;6;9;5;3;4;6;4;0;3;1;1;5;1;4;3;3;3;4;4;8
Luik;Audicien;69;37;32;3;4;5;3;4;5;5;3;2;3;0;2;4;2;2;7;0;4;1;10
Namen;Audicien;43;23;20;4;1;2;2;0;1;3;1;3;6;0;2;3;0;1;3;2;3;4;2
Luxemburg;Audicien;17;8;9;0;1;0;2;1;2;1;0;0;1;0;0;0;0;3;0;0;3;1;2
Brussels Hoofdstedelijk Gewest;Audicien;127;74;53;12;20;14;8;4;2;4;4;4;2;3;15;4;7;4;7;3;2;6;2
België;Medisch laboratoriumtechnoloog;12562;9578;2984;691;1442;1183;1060;921;718;856;1027;951;729;180;632;459;341;241;212;182;234;262;241
Vlaams Gewest;Medisch laboratoriumtechnoloog;6977;5596;1381;479;890;625;538;515;421;536;653;555;384;120;337;196;119;97;81;62;103;132;134
Waals Gewest;Medisch laboratoriumtechnoloog;4696;3354;1342;167;425;472;453;344;256;279;328;347;283;50;240;219;184;114;110;104;113;115;93
Brussels Hoofdstedelijk Gewest;Medisch laboratoriumtechnoloog;889;628;261;45;127;86;69;62;41;41;46;49;62;10;55;44;38;30;21;16;18;15;14
Vlaams Brabant;Medisch laboratoriumtechnoloog;1561;1175;386;80;161;114;104;112;94;121;142;145;102;35;73;45;31;21;29;23;33;49;47
West-Vlaanderen;Medisch laboratoriumtechnoloog;1157;923;234;86;152;108;92;79;56;95;105;86;64;24;66;39;23;9;11;17;14;16;15
Oost-Vlaanderen;Medisch laboratoriumtechnoloog;1552;1295;257;120;190;147;120;118;109;129;141;122;99;21;55;33;23;25;15;9;17;25;34
Antwerpen;Medisch laboratoriumtechnoloog;1819;1472;347;109;260;159;140;144;108;134;185;147;86;27;82;46;31;34;20;13;29;32;33
Limburg;Medisch laboratoriumtechnoloog;888;731;157;84;127;97;82;62;54;57;80;55;33;13;61;33;11;8;6;0;10;10;5
Waals Brabant;Medisch laboratoriumtechnoloog;532;391;141;14;35;47;49;39;30;44;48;48;37;2;14;26;24;14;9;17;12;12;11
Henegouwen;Medisch laboratoriumtechnoloog;1810;1277;533;60;174;168;204;127;100;102;117;126;99;25;103;81;83;42;39;40;40;41;39
Luik;Medisch laboratoriumtechnoloog;1405;1015;390;50;155;155;120;108;68;70;100;97;92;15;83;68;47;39;31;19;27;34;27
Namen;Medisch laboratoriumtechnoloog;745;512;233;23;51;77;70;60;41;44;49;53;44;7;33;35;29;17;27;22;29;20;14
Luxemburg;Medisch laboratoriumtechnoloog;204;159;45;20;10;25;10;10;17;19;14;23;11;1;7;9;1;2;4;6;5;8;2
Brussels Hoofdstedelijk Gewest;Medisch laboratoriumtechnoloog;889;628;261;45;127;86;69;62;41;41;46;49;62;10;55;44;38;30;21;16;18;15;14
België;Technoloog medische beeldvorming;2867;1712;1155;166;314;310;189;117;83;123;160;144;106;54;209;209;125;99;54;67;100;112;126
Vlaams Gewest;Technoloog medische beeldvorming;1071;712;359;79;166;150;103;57;33;38;44;23;19;19;77;72;45;32;12;12;26;32;32
Waals Gewest;Technoloog medische beeldvorming;1439;813;626;75;109;112;68;48;39;73;108;107;74;32;100;99;56;53;35;47;64;64;76
Brussels Hoofdstedelijk Gewest;Technoloog medische beeldvorming;357;187;170;12;39;48;18;12;11;12;8;14;13;3;32;38;24;14;7;8;10;16;18
Vlaams Brabant;Technoloog medische beeldvorming;357;199;158;20;37;47;32;19;6;13;15;5;5;5;31;28;13;15;4;4;14;22;22
West-Vlaanderen;Technoloog medische beeldvorming;137;98;39;14;23;18;20;3;6;2;5;7;0;2;10;9;7;2;1;2;2;1;3
Oost-Vlaanderen;Technoloog medische beeldvorming;239;164;75;17;47;29;25;15;9;10;8;0;4;3;19;13;19;5;5;2;5;3;1
Antwerpen;Technoloog medische beeldvorming;219;163;56;25;37;29;15;11;8;11;11;9;7;4;11;13;6;4;1;3;4;6;4
Limburg;Technoloog medische beeldvorming;119;88;31;3;22;27;11;9;4;2;5;2;3;5;6;9;0;6;1;1;1;0;2
Waals Brabant;Technoloog medische beeldvorming;162;91;71;8;5;12;8;10;8;8;12;13;7;2;7;8;10;9;4;8;6;6;11
Henegouwen;Technoloog medische beeldvorming;514;244;270;23;44;36;22;17;8;19;28;23;24;21;53;56;18;18;7;16;21;22;38
Luik;Technoloog medische beeldvorming;437;298;139;31;39;37;19;11;14;34;39;50;24;7;27;19;13;7;11;10;13;18;14
Namen;Technoloog medische beeldvorming;261;149;112;11;17;19;17;8;8;11;26;18;14;1;11;11;14;15;10;10;18;14;8
Luxemburg;Technoloog medische beeldvorming;65;31;34;2;4;8;2;2;1;1;3;3;5;1;2;5;1;4;3;3;6;4;5
Brussels Hoofdstedelijk Gewest;Technoloog medische beeldvorming;357;187;170;12;39;48;18;12;11;12;8;14;13;3;32;38;24;14;7;8;10;16;18
België;Ambulancier niet dringend patiëntenvervoer;2658;837;1821;55;105;129;100;108;109;78;74;52;27;100;235;238;209;186;221;206;191;130;105
Vlaams Gewest;Ambulancier niet dringend patiëntenvervoer;2057;622;1435;35;68;81;74;83;80;62;66;48;25;76;179;166;144;157;173;167;161;114;98
Waals Gewest;Ambulancier niet dringend patiëntenvervoer;547;207;340;18;36;47;24;25;29;14;8;4;2;21;52;61;55;26;44;34;26;15;6
Brussels Hoofdstedelijk Gewest;Ambulancier niet dringend patiëntenvervoer;54;8;46;2;1;1;2;0;0;2;0;0;0;3;4;11;10;3;4;5;4;1;1
Vlaams Brabant;Ambulancier niet dringend patiëntenvervoer;302;92;210;2;6;11;10;16;18;9;9;8;3;9;24;18;19;28;32;25;26;15;14
West-Vlaanderen;Ambulancier niet dringend patiëntenvervoer;474;127;347;4;17;17;17;17;14;10;15;13;3;15;44;40;37;33;41;46;45;23;23
Oost-Vlaanderen;Ambulancier niet dringend patiëntenvervoer;406;128;278;7;10;21;17;13;18;16;14;7;5;13;39;36;31;38;30;30;32;18;11
Antwerpen;Ambulancier niet dringend patiëntenvervoer;591;177;414;15;22;26;19;22;20;16;17;12;8;29;50;55;40;43;37;48;36;41;35
Limburg;Ambulancier niet dringend patiëntenvervoer;284;98;186;7;13;6;11;15;10;11;11;8;6;10;22;17;17;15;33;18;22;17;15
Waals Brabant;Ambulancier niet dringend patiëntenvervoer;80;29;51;5;8;5;2;5;3;1;0;0;0;5;8;7;10;3;5;4;6;2;1
Henegouwen;Ambulancier niet dringend patiëntenvervoer;224;79;145;2;11;22;12;11;10;7;4;0;0;10;16;31;28;13;19;12;8;7;1
Luik;Ambulancier niet dringend patiëntenvervoer;139;55;84;6;10;12;5;2;9;3;3;3;2;2;17;9;11;5;14;14;5;5;2
Namen;Ambulancier niet dringend patiëntenvervoer;69;26;43;4;5;3;2;4;3;3;1;1;0;3;8;10;5;3;6;2;5;1;0
Luxemburg;Ambulancier niet dringend patiëntenvervoer;35;18;17;1;2;5;3;3;4;0;0;0;0;1;3;4;1;2;0;2;2;0;2
Brussels Hoofdstedelijk Gewest;Ambulancier niet dringend patiëntenvervoer;54;8;46;2;1;1;2;0;0;2;0;0;0;3;4;11;10;3;4;5;4;1;1
België;Mondhygiënist;183;176;7;92;53;14;6;7;3;0;1;0;0;0;4;2;0;1;0;0;0;0;0
Vlaams Gewest;Mondhygiënist;177;170;7;92;50;12;5;7;3;0;1;0;0;0;4;2;0;1;0;0;0;0;0
Waals Gewest;Mondhygiënist;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Mondhygiënist;4;4;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vlaams Brabant;Mondhygiënist;27;25;2;9;10;3;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
West-Vlaanderen;Mondhygiënist;33;33;0;24;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Mondhygiënist;45;45;0;23;16;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Mondhygiënist;53;49;4;22;16;4;0;4;2;0;1;0;0;0;4;0;0;0;0;0;0;0;0
Limburg;Mondhygiënist;19;18;1;14;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Namen;Mondhygiënist;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Mondhygiënist;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Mondhygiënist;4;4;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
