Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Région Wallonie;PARODONTOLOGIE;6;4;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Région Wallonie;ORTHODONTIE;8;8;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;DENTISTERIE GENERALE;49;25;24;5;17;1;1;0;1;0;0;0;0;6;16;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;PARODONTOLOGIE;6;3;3;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ORTHODONTIE;15;9;6;3;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
Prov Brabant flamand;DENTISTERIE GENERALE;21;15;6;6;6;0;3;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov Brabant flamand;PARODONTOLOGIE;7;2;5;0;2;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Brabant flamand;ORTHODONTIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;DENTISTERIE GENERALE;20;12;8;12;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0
Prov Flandre occidentale;ORTHODONTIE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;DENTISTERIE GENERALE;21;18;3;9;9;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Flandre orientale;PARODONTOLOGIE;7;1;6;0;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
Prov Flandre orientale;ORTHODONTIE;10;9;1;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Anvers;DENTISTERIE GENERALE;22;17;5;13;2;0;1;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0
Prov Anvers;PARODONTOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;ORTHODONTIE;6;5;1;2;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;DENTISTERIE GENERALE;9;6;3;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Limbourg;PARODONTOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Limbourg;ORTHODONTIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;DENTISTERIE GENERALE;7;4;3;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Hainaut;DENTISTERIE GENERALE;9;6;3;5;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Hainaut;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;DENTISTERIE GENERALE;24;10;14;5;5;0;0;0;0;0;0;0;0;3;8;2;1;0;0;0;0;0;0
Prov Liège;PARODONTOLOGIE;5;3;2;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Liège;ORTHODONTIE;7;7;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;DENTISTERIE GENERALE;7;5;2;2;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Namur;PARODONTOLOGIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;DENTISTERIE GENERALE;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;49;25;24;5;17;1;1;0;1;0;0;0;0;6;16;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;6;3;3;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ORTHODONTIE;15;9;6;3;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
