Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;"Région de
Bruxelles
Capitale";Tous les kinésithérapeutes;3385.0;1942;1443;167;440;266;124;88;105;95;144;145;368;90;371;252;98;76;99;69;72;92;224
;Belgique;"Sans qualification
professionnelle particulière
(QPP)";37900.0;22497;15403;1609;4230;2644;1300;1816;2219;1894;1860;1835;3090;756;2718;1774;741;909;1502;1149;1163;1388;3303
;"Région
flamande";"Sans qualification
professionnelle particulière
(QPP)";20510.0;12612;7898;849;2432;1302;692;1090;1429;1161;1000;1025;1632;349;1288;787;342;486;786;568;595;754;1943
;"Région
wallonne";"Sans qualification
professionnelle particulière
(QPP)";14175.0;8050;6125;593;1366;1095;510;653;697;644;723;676;1093;317;1064;753;311;353;626;516;501;546;1138
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";3215.0;1835;1380;167;432;247;98;73;93;89;137;134;365;90;366;234;88;70;90;65;67;88;222
;"Brabant
flamand";"Sans qualification
professionnelle particulière
(QPP)";4420.0;2760;1660;170;492;342;164;234;274;245;253;213;373;82;281;176;96;121;155;120;122;135;372
;"Flandre
occidentale";"Sans qualification
professionnelle particulière
(QPP)";3759.0;2189;1570;151;408;181;79;187;280;202;183;198;320;59;196;90;37;104;163;121;127;210;463
;"Flandre
orientale";"Sans qualification
professionnelle particulière
(QPP)";4627.0;2949;1678;191;576;263;151;286;364;267;214;234;403;74;295;144;60;90;171;118;160;153;413
;Anvers;"Sans qualification
professionnelle particulière
(QPP)";5113.0;3183;1930;216;658;322;202;261;325;300;263;274;362;73;347;237;100;98;185;135;124;177;454
;Limbourg;"Sans qualification
professionnelle particulière
(QPP)";2591.0;1531;1060;121;298;194;96;122;186;147;87;106;174;61;169;140;49;73;112;74;62;79;241
;Brabant Wallon;"Sans qualification
professionnelle particulière
(QPP)";2383.0;1493;890;108;213;184;88;109;135;106;143;157;250;54;157;102;57;46;100;74;68;95;137
;Hainaut;"Sans qualification
professionnelle particulière
(QPP)";4243.0;2193;2050;137;341;292;129;176;194;197;211;186;330;92;323;253;90;109;207;172;166;185;453
;Liège;"Sans qualification
professionnelle particulière
(QPP)";4094.0;2355;1739;205;419;299;148;200;201;183;203;195;302;97;306;207;78;114;169;153;148;161;306
;Namur;"Sans qualification
professionnelle particulière
(QPP)";2051.0;1163;888;76;209;166;78;93;87;102;103;102;147;38;151;103;44;45;102;77;81;71;176
;Luxembourg;"Sans qualification
professionnelle particulière
(QPP)";1404.0;846;558;67;184;154;67;75;80;56;63;36;64;36;127;88;42;39;48;40;38;34;66
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";3215.0;1835;1380;167;432;247;98;73;93;89;137;134;365;90;366;234;88;70;90;65;67;88;222
;Belgique;"Kinésithérapie
cardiovasculaire";164.0;95;69;0;3;20;7;14;19;11;14;7;0;0;1;9;8;9;5;11;10;12;4
;;Thérapie manuelle;1614.0;859;755;0;73;303;186;101;75;50;35;24;12;0;30;177;118;97;105;62;58;62;46
;;"Kinésithérapie
neurologique";423.0;318;105;0;16;85;51;48;28;39;30;15;6;0;3;12;14;12;25;16;8;6;9
;;Kinésithérapie pédiatrique;800.0;723;77;2;22;165;139;114;97;62;54;49;19;0;1;8;5;13;13;10;9;4;14
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";589.0;569;20;0;6;78;71;91;99;86;61;52;25;0;0;0;2;0;3;2;3;4;6
;;Kinésithérapie respiratoire;430.0;314;116;0;26;65;51;42;40;40;22;21;7;0;4;18;5;18;20;8;16;15;12
;"Région
flamande";"Kinésithérapie
cardiovasculaire";101.0;55;46;0;1;15;6;5;9;7;9;3;0;0;1;4;5;5;5;6;5;11;4
;;Thérapie manuelle;1382.0;763;619;0;64;267;171;86;70;45;31;18;11;0;22;130;97;80;90;54;53;53;40
;;"Kinésithérapie
neurologique";286.0;219;67;0;13;62;40;29;16;27;18;9;5;0;2;7;10;7;17;10;6;4;4
;;Kinésithérapie pédiatrique;628.0;576;52;2;21;137;111;90;79;50;36;35;15;0;1;4;2;9;8;6;7;3;12
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";431.0;421;10;0;6;56;56;68;70;68;43;38;16;0;0;0;0;0;1;1;2;3;3
;;Kinésithérapie respiratoire;334.0;254;80;0;23;53;40;31;31;32;19;18;7;0;4;8;2;16;12;5;13;11;9
;"Région
wallonne";"Kinésithérapie
cardiovasculaire";48.0;32;16;0;0;4;1;8;8;3;5;3;0;0;0;3;2;3;0;3;4;1;0
;;Thérapie manuelle;180.0;75;105;0;8;28;10;12;3;5;3;5;1;0;4;36;15;14;14;6;3;7;6
;;"Kinésithérapie
neurologique";110.0;80;30;0;0;19;7;14;11;11;12;5;1;0;0;3;4;5;4;6;2;1;5
;;Kinésithérapie pédiatrique;129.0;112;17;0;0;25;16;18;15;11;16;9;2;0;0;2;2;3;3;4;1;0;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";133.0;126;7;0;0;19;12;23;24;16;14;10;8;0;0;0;2;0;0;1;1;1;2
;;Kinésithérapie respiratoire;73.0;46;27;0;1;10;7;10;7;6;3;2;0;0;0;7;1;1;7;3;2;4;2
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;8;7;0;2;1;0;1;2;1;0;1;0;0;0;2;1;1;0;2;1;0;0
;;Thérapie manuelle;52.0;21;31;0;1;8;5;3;2;0;1;1;0;0;4;11;6;3;1;2;2;2;0
;;"Kinésithérapie
neurologique";27.0;19;8;0;3;4;4;5;1;1;0;1;0;0;1;2;0;0;4;0;0;1;0
;;Kinésithérapie pédiatrique;43.0;35;8;0;1;3;12;6;3;1;2;5;2;0;0;2;1;1;2;0;1;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";25.0;22;3;0;0;3;3;0;5;2;4;4;1;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;23.0;14;9;0;2;2;4;1;2;2;0;1;0;0;0;3;2;1;1;0;1;0;1
;"Brabant
flamand";"Kinésithérapie
cardiovasculaire";27.0;14;13;0;0;5;3;1;1;1;2;1;0;0;0;2;2;3;1;1;1;2;1
;;Thérapie manuelle;259.0;149;110;0;10;48;29;23;16;9;7;5;2;0;1;30;18;9;17;8;9;11;7
;;"Kinésithérapie
neurologique";84.0;59;25;0;3;19;11;7;7;8;4;0;0;0;1;2;3;1;9;4;3;2;0
;;Kinésithérapie pédiatrique;107.0;98;9;0;3;21;22;13;16;7;5;8;3;0;0;2;1;2;1;0;1;1;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";83.0;82;1;0;1;14;13;14;14;10;6;8;2;0;0;0;0;0;0;0;0;1;0
;;Kinésithérapie respiratoire;73.0;57;16;0;6;12;14;6;7;7;2;3;0;0;0;2;0;6;2;2;2;0;2
;"Flandre
occidentale";"Kinésithérapie
cardiovasculaire";9.0;2;7;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;4;0
;;Thérapie manuelle;311.0;165;146;0;14;68;34;17;13;12;4;1;2;0;6;25;22;26;22;15;9;10;11
;;"Kinésithérapie
neurologique";54.0;40;14;0;2;11;0;6;2;6;6;6;1;0;0;1;2;3;3;2;1;2;0
;;Kinésithérapie pédiatrique;120.0;110;10;1;3;25;16;12;20;11;11;5;6;0;0;0;0;2;4;1;0;1;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";109.0;105;4;0;0;16;6;21;22;17;10;10;3;0;0;0;0;0;0;1;1;1;1
;;Kinésithérapie respiratoire;54.0;44;10;0;3;6;4;7;8;8;4;3;1;0;0;1;0;2;2;0;2;2;1
;"Flandre
orientale";"Kinésithérapie
cardiovasculaire";27.0;20;7;0;0;7;0;4;4;2;3;0;0;0;0;0;1;0;1;1;2;2;0
;;Thérapie manuelle;334.0;202;132;0;17;66;59;25;20;8;2;2;3;0;8;27;19;19;21;9;13;9;7
;;"Kinésithérapie
neurologique";49.0;37;12;0;1;8;11;7;3;5;1;1;0;0;0;1;1;2;4;1;2;0;1
;;Kinésithérapie pédiatrique;180.0;165;15;1;7;42;30;29;21;19;11;2;3;0;1;1;0;3;2;1;3;0;4
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";105.0;103;2;0;1;10;18;12;17;19;12;9;5;0;0;0;0;0;0;0;1;0;1
;;Kinésithérapie respiratoire;101.0;75;26;0;9;16;6;12;8;7;9;7;1;0;4;3;0;5;2;1;5;3;3
;Anvers;"Kinésithérapie
cardiovasculaire";20.0;11;9;0;1;1;2;0;2;1;3;1;0;0;0;0;1;0;1;2;0;3;2
;;Thérapie manuelle;341.0;183;158;0;18;64;35;16;15;14;13;7;1;0;7;31;28;15;18;15;17;20;7
;;"Kinésithérapie
neurologique";59.0;49;10;0;2;15;10;6;4;4;5;1;2;0;0;3;0;1;1;3;0;0;2
;;Kinésithérapie pédiatrique;136.0;126;10;0;5;30;29;23;14;8;4;11;2;0;0;1;0;1;0;3;2;0;3
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";82.0;81;1;0;3;7;10;13;12;16;11;7;2;0;0;0;0;0;1;0;0;0;0
;;Kinésithérapie respiratoire;80.0;62;18;0;4;16;12;5;7;6;3;5;4;0;0;0;2;3;4;1;1;4;3
;Limbourg;"Kinésithérapie
cardiovasculaire";18.0;8;10;0;0;2;1;0;2;2;0;1;0;0;1;1;1;2;1;1;2;0;1
;;Thérapie manuelle;137.0;64;73;0;5;21;14;5;6;2;5;3;3;0;0;17;10;11;12;7;5;3;8
;;"Kinésithérapie
neurologique";40.0;34;6;0;5;9;8;3;0;4;2;1;2;0;1;0;4;0;0;0;0;0;1
;;Kinésithérapie pédiatrique;85.0;77;8;0;3;19;14;13;8;5;5;9;1;0;0;0;1;1;1;1;1;1;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";52.0;50;2;0;1;9;9;8;5;6;4;4;4;0;0;0;0;0;0;0;0;1;1
;;Kinésithérapie respiratoire;26.0;16;10;0;1;3;4;1;1;4;1;0;1;0;0;2;0;0;2;1;3;2;0
;Brabant Wallon;"Kinésithérapie
cardiovasculaire";11.0;7;4;0;0;1;1;3;0;2;0;0;0;0;0;2;0;0;0;0;2;0;0
;;Thérapie manuelle;58.0;25;33;0;4;10;3;0;1;2;1;4;0;0;1;16;4;2;5;1;0;1;3
;;"Kinésithérapie
neurologique";32.0;26;6;0;0;5;1;5;5;4;4;2;0;0;0;0;2;0;2;1;0;0;1
;;Kinésithérapie pédiatrique;47.0;42;5;0;0;9;4;6;1;5;11;5;1;0;0;0;1;1;1;0;1;0;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";34.0;31;3;0;0;4;6;4;6;4;1;2;4;0;0;0;2;0;0;1;0;0;0
;;Kinésithérapie respiratoire;24.0;16;8;0;0;3;4;4;1;4;0;0;0;0;0;2;1;1;2;1;1;0;0
;Hainaut;"Kinésithérapie
cardiovasculaire";8.0;3;5;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;2;0;1;0
;;Thérapie manuelle;41.0;18;23;0;2;7;3;2;2;1;1;0;0;0;2;6;4;5;3;1;0;1;1
;;"Kinésithérapie
neurologique";20.0;12;8;0;0;3;1;3;2;2;1;0;0;0;0;1;2;1;0;1;1;0;2
;;Kinésithérapie pédiatrique;26.0;20;6;0;0;5;3;2;4;3;1;2;0;0;0;1;1;0;2;1;0;0;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";39.0;36;3;0;0;4;2;6;7;6;4;6;1;0;0;0;0;0;0;0;1;1;1
;;Kinésithérapie respiratoire;11.0;5;6;0;0;2;0;1;2;0;0;0;0;0;0;1;0;0;2;0;0;2;1
;Liège;"Kinésithérapie
cardiovasculaire";16.0;11;5;0;0;2;0;3;4;0;1;1;0;0;0;1;1;1;0;1;1;0;0
;;Thérapie manuelle;54.0;26;28;0;2;10;3;6;0;2;1;1;1;0;1;7;1;5;4;3;2;3;2
;;"Kinésithérapie
neurologique";52.0;37;15;0;0;10;3;6;4;5;5;3;1;0;0;2;0;3;2;4;1;1;2
;;Kinésithérapie pédiatrique;32.0;29;3;0;0;8;4;5;4;3;3;2;0;0;0;0;0;1;0;2;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";42.0;42;0;0;0;7;2;7;9;4;8;2;3;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;23.0;14;9;0;0;2;1;4;3;0;2;2;0;0;0;1;0;0;3;2;1;2;0
;Namur;"Kinésithérapie
cardiovasculaire";12.0;10;2;0;0;1;0;2;2;1;2;2;0;0;0;0;1;0;0;0;1;0;0
;;Thérapie manuelle;16.0;3;13;0;0;0;0;3;0;0;0;0;0;0;0;6;2;2;1;0;1;1;0
;;"Kinésithérapie
neurologique";5.0;4;1;0;0;1;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
;;Kinésithérapie pédiatrique;20.0;17;3;0;0;3;4;4;4;0;1;0;1;0;0;1;0;1;0;1;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";12.0;11;1;0;0;1;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;;Kinésithérapie respiratoire;13.0;10;3;0;1;2;2;1;1;2;1;0;0;0;0;3;0;0;0;0;0;0;0
;Luxembourg;"Kinésithérapie
cardiovasculaire";1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Thérapie manuelle;11.0;3;8;0;0;1;1;1;0;0;0;0;0;0;0;1;4;0;1;1;0;1;0
;;"Kinésithérapie
neurologique";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie pédiatrique;4.0;4;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";6.0;6;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;8;7;0;2;1;0;1;2;1;0;1;0;0;0;2;1;1;0;2;1;0;0
;;Thérapie manuelle;52.0;21;31;0;1;8;5;3;2;0;1;1;0;0;4;11;6;3;1;2;2;2;0
;;"Kinésithérapie
neurologique";27.0;19;8;0;3;4;4;5;1;1;0;1;0;0;1;2;0;0;4;0;0;1;0
;;Kinésithérapie pédiatrique;43.0;35;8;0;1;3;12;6;3;1;2;5;2;0;0;2;1;1;2;0;1;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";25.0;22;3;0;0;3;3;0;5;2;4;4;1;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;23.0;14;9;0;2;2;4;1;2;2;0;1;0;0;0;3;2;1;1;0;1;0;1
