Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
Gewest Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;2432;2241;191;1;98;225;325;328;406;507;262;87;2;0;6;27;29;32;25;38;28;5;1
Gewest Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;390;345;45;1;23;19;46;60;72;74;45;2;3;0;3;7;1;6;9;13;6;0;0
Gewest Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;1004;765;239;5;51;70;64;85;139;161;154;35;1;1;12;13;18;34;33;58;51;19;0
Gewest Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;194;169;25;0;4;11;22;20;27;44;31;10;0;0;2;2;0;3;6;6;5;1;0
Gewest Wallonië;GEEN ERKENNING;45285;40524;4761;1290;2868;3338;4397;4419;4693;5598;4951;3707;5263;178;542;552;770;691;483;604;514;210;217
Gewest Wallonië;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;3540;2564;976;174;430;405;449;383;317;225;130;41;10;52;171;161;185;157;105;71;62;9;3
Gewest Wallonië;BIJZONDERE BEROEPSTITEL - GERIATRIE;414;360;54;8;51;47;62;59;54;34;33;12;0;0;4;9;16;11;4;9;1;0;0
Gewest Wallonië;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;744;662;82;39;87;96;115;104;88;64;61;7;1;0;10;14;11;20;9;8;7;3;0
Gewest Wallonië;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;1446;1401;45;130;257;287;250;165;131;109;57;14;1;2;10;12;9;7;2;3;0;0;0
Gewest Wallonië;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;356;251;105;10;26;34;58;32;38;24;25;3;1;4;13;14;16;21;14;12;9;2;0
Gewest Wallonië;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;616;555;61;2;35;93;91;86;98;79;51;19;1;0;2;10;17;10;8;6;5;3;0
Gewest Wallonië;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;210;195;15;0;5;16;24;35;39;41;23;12;0;1;1;3;3;3;0;2;2;0;0
Gewest Wallonië;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;240;204;36;0;3;11;20;28;51;46;34;11;0;0;0;3;1;7;4;14;6;1;0
Gewest Wallonië;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;52;46;6;0;1;6;4;7;5;13;8;2;0;0;1;1;1;0;0;1;2;0;0
Gewest Brussels hoofdstedelijk gewest;GEEN ERKENNING;8042;7027;1015;237;795;660;718;637;667;793;768;549;1203;38;172;191;158;128;100;88;77;35;28
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;440;302;138;12;78;66;43;33;28;19;14;7;2;10;31;35;23;12;7;11;7;0;2
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSTITEL - GERIATRIE;96;77;19;1;11;15;12;6;14;8;7;2;1;0;0;2;5;1;5;4;1;1;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;190;170;20;10;27;25;25;16;21;21;20;4;1;0;1;5;7;1;1;3;1;1;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;313;298;15;15;75;60;42;32;22;29;19;3;1;2;4;2;4;2;1;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;89;63;26;0;11;3;13;8;8;9;9;2;0;0;3;7;6;3;2;4;1;0;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;103;88;15;0;1;10;11;19;17;14;12;3;1;0;1;4;3;1;5;0;1;0;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;32;26;6;0;0;2;8;6;3;3;3;1;0;0;1;0;1;0;1;3;0;0;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;25;19;6;0;1;1;2;0;3;2;7;3;0;0;0;1;1;1;2;0;1;0;0
Gewest Brussels hoofdstedelijk gewest;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;11;10;1;0;0;0;0;1;3;2;4;0;0;0;0;0;0;0;0;0;1;0;0
Prov Vlaams Brabant;GEEN ERKENNING;16270;14140;2130;540;858;935;1308;1469;1829;2286;1915;1276;1724;83;153;155;188;210;253;350;353;206;179
Prov Vlaams Brabant;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1133;765;368;46;118;108;101;109;100;90;69;22;2;13;33;39;46;38;44;63;71;12;9
Prov Vlaams Brabant;BIJZONDERE BEROEPSTITEL - GERIATRIE;257;207;50;6;11;13;36;33;34;45;26;3;0;0;2;1;5;11;6;14;9;2;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;341;296;45;12;19;37;48;51;49;46;24;8;2;1;0;5;4;6;6;13;9;1;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;472;450;22;20;71;57;58;58;66;64;45;11;0;0;1;3;0;1;6;5;6;0;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;189;121;68;0;8;8;10;21;18;24;23;9;0;1;1;6;4;6;13;14;17;6;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;229;212;17;0;4;10;26;28;55;45;33;10;1;0;0;0;2;3;3;4;5;0;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;70;66;4;0;9;3;7;10;17;7;12;0;1;0;1;0;0;0;0;3;0;0;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;102;70;32;1;9;3;5;6;16;13;14;2;1;0;1;3;0;3;1;9;11;4;0
Prov Vlaams Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;17;14;3;0;0;1;0;1;2;5;3;2;0;0;0;0;0;0;1;1;1;0;0
Prov West-Vlaanderen;GEEN ERKENNING;21262;18788;2474;1066;1603;1664;1887;1889;1903;2526;2244;1569;2437;131;240;241;259;248;266;330;348;213;198
Prov West-Vlaanderen;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1186;784;402;39;140;115;152;113;94;49;58;17;7;25;43;51;62;37;44;69;39;24;8
Prov West-Vlaanderen;BIJZONDERE BEROEPSTITEL - GERIATRIE;318;250;68;0;28;32;51;26;46;34;27;6;0;0;3;6;8;11;15;10;13;2;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;357;313;44;5;24;43;61;57;62;33;22;6;0;1;3;4;13;7;3;8;4;1;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;383;373;10;10;52;55;46;55;63;52;34;6;0;0;1;0;1;2;2;4;0;0;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;313;188;125;1;10;16;22;46;37;30;23;3;0;0;2;4;12;28;20;19;33;7;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;790;725;65;1;33;69;121;115;119;176;69;22;0;0;1;9;11;12;13;11;7;0;1
Prov West-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;89;74;15;0;5;5;10;18;4;21;11;0;0;0;2;4;0;1;2;4;2;0;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;447;370;77;3;24;36;38;36;55;76;83;19;0;0;4;4;12;15;15;16;8;3;0
Prov West-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;43;36;7;0;0;3;7;4;4;10;7;1;0;0;0;0;0;1;2;1;2;1;0
Prov Oost-Vlaanderen;GEEN ERKENNING;23194;20265;2929;915;1295;1617;2054;2153;2524;2912;2365;1747;2683;127;224;241;349;303;361;450;438;260;176
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1330;909;421;43;132;129;169;161;103;72;65;29;6;12;46;63;66;48;65;58;37;23;3
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSTITEL - GERIATRIE;402;325;77;1;20;32;60;62;53;60;29;8;0;0;0;5;16;10;20;13;9;3;1
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;479;427;52;3;48;54;87;59;74;54;42;5;1;0;3;5;9;10;6;5;12;2;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;470;458;12;10;50;71;77;85;70;46;31;18;0;2;0;1;1;0;2;4;1;1;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;202;135;67;0;3;8;20;45;26;14;15;4;0;0;1;1;6;25;7;11;15;1;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;675;630;45;0;35;69;93;93;107;156;58;19;0;0;2;8;9;5;5;9;6;1;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;89;78;11;0;2;5;11;15;18;17;7;2;1;0;0;2;0;1;4;3;1;0;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;180;119;61;0;4;13;6;16;25;36;16;3;0;0;2;3;2;8;11;18;14;3;0
Prov Oost-Vlaanderen;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;72;65;7;0;1;3;6;9;14;13;13;6;0;0;0;0;0;1;3;3;0;0;0
Prov Antwerpen;GEEN ERKENNING;23593;20659;2934;848;1378;1580;2022;2150;2598;3142;2529;1594;2818;104;232;237;291;296;375;478;432;239;250
Prov Antwerpen;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1406;924;482;56;158;171;168;126;109;74;50;11;1;13;54;74;75;77;62;59;52;14;2
Prov Antwerpen;BIJZONDERE BEROEPSTITEL - GERIATRIE;393;318;75;10;17;27;36;50;73;62;30;13;0;2;2;7;6;11;12;21;11;3;0
Prov Antwerpen;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;409;357;52;2;33;45;42;64;63;57;41;8;2;1;1;5;7;6;5;12;12;3;0
Prov Antwerpen;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;482;464;18;27;69;60;79;76;64;48;34;7;0;0;2;3;3;0;5;5;0;0;0
Prov Antwerpen;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;222;154;68;2;7;4;14;42;32;25;21;7;0;0;3;2;2;14;10;17;15;5;0
Prov Antwerpen;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;479;439;40;0;13;36;37;58;91;97;81;25;1;0;0;4;3;9;2;10;9;3;0
Prov Antwerpen;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;87;74;13;1;3;3;7;11;19;18;11;0;1;0;0;1;1;3;2;3;3;0;0
Prov Antwerpen;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;149;116;33;1;6;7;7;15;29;22;20;9;0;1;4;1;4;4;3;8;7;1;0
Prov Antwerpen;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;40;34;6;0;2;3;4;3;3;13;6;0;0;0;2;0;0;1;0;1;2;0;0
Prov Limburg;GEEN ERKENNING;14676;12758;1918;557;1083;1204;1508;1339;1580;1625;1366;1052;1444;102;192;179;224;186;253;231;188;144;219
Prov Limburg;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;730;503;227;32;97;81;103;80;57;28;23;2;0;8;26;24;46;33;47;26;11;6;0
Prov Limburg;BIJZONDERE BEROEPSTITEL - GERIATRIE;132;112;20;1;5;20;23;17;23;10;11;2;0;0;1;2;3;3;4;3;2;2;0
Prov Limburg;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;203;175;28;5;29;32;32;26;24;14;8;5;0;1;3;2;4;1;9;3;5;0;0
Prov Limburg;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;200;194;6;8;36;26;41;24;31;19;9;0;0;0;2;2;1;1;0;0;0;0;0
Prov Limburg;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;148;93;55;1;5;5;11;31;12;20;5;3;0;0;3;1;8;8;14;11;10;0;0
Prov Limburg;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;259;235;24;0;13;41;48;34;34;33;21;11;0;0;3;6;4;3;2;4;1;1;0
Prov Limburg;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;55;53;2;0;4;3;11;6;14;11;4;0;0;0;0;0;0;1;1;0;0;0;0
Prov Limburg;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;126;90;36;0;8;11;8;12;14;14;21;2;0;0;1;2;0;4;3;7;11;8;0
Prov Limburg;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;22;20;2;0;1;1;5;3;4;3;2;1;0;0;0;2;0;0;0;0;0;0;0
Prov Waals Brabant;GEEN ERKENNING;4384;4051;333;99;198;196;374;403;468;687;580;404;642;16;34;43;46;43;48;45;33;10;15
Prov Waals Brabant;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;371;280;91;18;42;54;47;34;34;22;19;9;1;4;21;11;14;15;15;5;5;0;1
Prov Waals Brabant;BIJZONDERE BEROEPSTITEL - GERIATRIE;41;39;2;2;5;1;7;4;4;6;9;1;0;0;0;1;0;1;0;0;0;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;93;89;4;7;6;8;14;15;14;13;10;2;0;0;1;0;1;0;0;0;2;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;212;207;5;10;32;41;39;27;23;25;10;0;0;0;1;1;1;2;0;0;0;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;41;32;9;0;2;3;6;4;4;7;6;0;0;1;1;3;0;0;2;1;0;1;0
Prov Waals Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;38;35;3;0;1;3;8;3;6;6;7;1;0;0;0;0;1;0;1;1;0;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;24;24;0;0;3;2;2;5;4;5;2;1;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;13;11;2;0;0;0;0;1;4;4;1;1;0;0;0;0;0;0;0;1;1;0;0
Prov Waals Brabant;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;3;2;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Prov Henegouwen;GEEN ERKENNING;16801;14988;1813;466;1034;1198;1671;1759;1800;2141;1808;1342;1769;75;185;201;295;256;197;245;213;76;70
Prov Henegouwen;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1208;868;340;61;149;119;134;132;132;80;44;13;4;22;51;69;62;42;35;32;25;2;0
Prov Henegouwen;BIJZONDERE BEROEPSTITEL - GERIATRIE;106;89;17;1;10;10;16;21;15;9;6;1;0;0;1;4;5;5;0;2;0;0;0
Prov Henegouwen;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;205;176;29;7;18;33;31;27;26;14;19;1;0;0;6;4;5;6;2;2;3;1;0
Prov Henegouwen;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;470;460;10;44;98;77;99;53;41;31;11;6;0;0;4;3;1;1;0;1;0;0;0
Prov Henegouwen;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;147;99;48;4;9;14;24;9;22;9;8;0;0;1;7;5;9;10;5;8;3;0;0
Prov Henegouwen;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;164;149;15;1;9;23;17;28;30;27;11;2;1;0;1;1;4;3;1;2;2;1;0
Prov Henegouwen;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;79;73;6;0;0;2;14;10;10;23;10;4;0;0;0;2;1;1;0;1;1;0;0
Prov Henegouwen;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;109;98;11;0;1;6;9;13;24;23;18;4;0;0;0;1;0;1;3;3;2;1;0
Prov Henegouwen;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;27;24;3;0;1;3;2;4;2;9;3;0;0;0;0;0;1;0;0;1;1;0;0
Prov Luik;GEEN ERKENNING;13977;12348;1629;443;1003;1130;1423;1332;1361;1466;1479;1098;1613;48;205;194;254;236;150;179;184;79;100
Prov Luik;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;1090;780;310;47;128;140;157;121;72;73;34;7;1;9;54;52;64;60;33;16;20;1;1
Prov Luik;BIJZONDERE BEROEPSTITEL - GERIATRIE;185;163;22;2;21;31;29;22;27;15;12;4;0;0;2;0;8;2;4;6;0;0;0
Prov Luik;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;302;269;33;21;53;37;51;39;24;19;22;2;1;0;1;9;5;8;5;4;1;0;0
Prov Luik;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;505;482;23;58;78;110;78;60;40;30;23;5;0;2;4;5;6;3;1;2;0;0;0
Prov Luik;BIJZONDERE BEROEPSTITEL - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;123;88;35;5;13;9;19;14;11;5;8;3;1;2;3;4;6;9;5;1;5;0;0
Prov Luik;BIJZONDERE BEROEPSBEKWAAMHEID - GERIATRIE;303;271;32;1;14;54;49;40;43;37;27;6;0;0;0;7;7;6;5;3;2;2;0
Prov Luik;BIJZONDERE BEROEPSBEKWAAMHEID - DIABETOLOGIE;66;61;5;0;2;10;5;16;12;7;5;4;0;0;0;1;2;1;0;0;1;0;0
Prov Luik;BIJZONDERE BEROEPSBEKWAAMHEID - GEESTELIJKE GEZONDHEIDSZORG EN PSYCHIATRIE;33;27;6;0;2;3;6;2;5;4;2;3;0;0;0;1;0;1;0;4;0;0;0
Prov Luik;BIJZONDERE BEROEPSBEKWAAMHEID - PALLIATIEVE ZORG;13;13;0;0;0;3;1;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;GEEN ERKENNING;6768;6119;649;187;437;540;585;590;687;853;737;591;912;25;90;79;112;97;68;80;51;28;19
Prov Namen;BIJZONDERE BEROEPSTITEL - INTENSIEVE ZORG EN SPOEDGEVALLENZORG;584;422;162;26;74;61;82;63;51;30;23;10;2;10;29;22;33;30;17;10;7;3;1
Prov Namen;BIJZONDERE BEROEPSTITEL - GERIATRIE;56;45;11;3;5;2;10;8;6;3;5;3;0;0;1;3;3;2;0;1;1;0;0
Prov Namen;BIJZONDERE BEROEPSTITEL - ONCOLOGIE;116;103;13;3;8;14;16;21;18;16;7;0;0;0;0;1;0;6;2;1;1;2;0
Prov Namen;BIJZONDERE BEROEPSTITEL - PEDIATRIE EN NEONATOLOGIE;192;187;5;11;34;44;29;21;22;17;6;2;1;0;1;2;0;1;1;0;0;0;0
