gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Gewest Vlaanderen;PEDIATRISCHE NEUROLOGIE;47;31;16;0;0;5;2;11;3;3;3;3;1;0;0;0;1;3;1;1;3;4;3
Gewest Vlaanderen;NEFROLOGIE;167;63;104;0;0;18;17;13;5;3;5;2;0;0;0;8;14;12;17;11;8;16;18
Gewest Vlaanderen;URGENTIEGENEESKUNDE;224;51;173;0;0;2;16;20;6;1;3;3;0;0;0;5;16;42;31;27;23;14;15
Gewest Vlaanderen;ENDOCRINO-DIABETOLOGIE;131;72;59;0;0;11;14;14;15;8;7;3;0;0;0;0;6;8;4;8;8;9;16
Gewest Vlaanderen;NEONATOLOGIE;30;21;9;0;0;2;5;3;5;3;3;0;0;0;0;0;2;2;0;2;2;0;1
Gewest Vlaanderen;KLINISCHE HEMATOLOGIE;68;32;36;0;0;5;12;6;5;2;2;0;0;0;0;1;5;5;6;9;4;3;3
Gewest Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;44;9;35;0;0;0;0;0;1;4;1;3;0;0;0;1;0;1;6;6;9;7;5
Gewest Wallonië;NUCLEAIRE IN VITRO GENEESKUNDE;70;30;40;0;0;0;0;2;4;11;6;4;3;0;0;0;0;0;2;5;7;11;15
Gewest Wallonië;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;291;86;205;0;0;0;10;11;10;11;14;18;12;0;0;0;5;4;13;17;24;33;109
Gewest Wallonië;GERIATRIE;49;15;34;0;0;0;4;3;3;2;1;0;2;0;0;0;0;3;2;2;4;5;18
Gewest Wallonië;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;28;6;22;0;0;1;3;2;0;0;0;0;0;0;0;0;1;6;5;3;2;4;1
Gewest Wallonië;INTENSIEVE ZORGEN;194;31;163;0;0;2;8;6;7;5;1;1;1;0;0;5;7;29;29;39;28;15;11
Gewest Wallonië;PEDIATRISCHE NEUROLOGIE;29;20;9;0;0;1;6;4;1;1;1;4;2;0;0;0;1;1;0;1;2;1;3
Gewest Wallonië;NEFROLOGIE;91;29;62;0;0;5;6;7;4;1;3;1;2;0;0;2;6;7;8;9;9;6;15
Gewest Wallonië;URGENTIEGENEESKUNDE;158;40;118;0;0;3;6;6;12;5;4;4;0;0;0;2;9;9;26;19;29;8;16
Gewest Wallonië;ENDOCRINO-DIABETOLOGIE;104;47;57;0;0;1;14;12;9;3;4;3;1;0;0;1;8;6;7;7;8;3;17
Gewest Wallonië;NEONATOLOGIE;27;19;8;0;0;3;4;4;3;1;3;1;0;0;0;2;1;2;1;1;0;1;0
Gewest Wallonië;KLINISCHE HEMATOLOGIE;41;14;27;0;0;1;4;3;2;1;1;1;1;0;0;2;5;2;6;3;4;2;3
Gewest Wallonië;BEHEER VAN GEZONDHEIDSGEGEVENS;48;15;33;0;0;0;1;0;2;5;5;2;0;0;0;0;0;0;3;9;9;9;3
Gewest Brussels hoofdstedelijk gewest;NUCLEAIRE IN VITRO GENEESKUNDE;32;15;17;0;0;0;0;0;1;3;6;3;2;0;0;0;0;0;1;4;2;5;5
Gewest Brussels hoofdstedelijk gewest;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;108;43;65;0;0;0;1;4;3;7;6;8;14;0;0;0;0;2;2;7;10;11;33
Gewest Brussels hoofdstedelijk gewest;GERIATRIE;11;4;7;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;4
Gewest Brussels hoofdstedelijk gewest;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;21;12;9;0;0;1;3;2;2;2;2;0;0;0;0;0;1;1;1;1;2;2;1
Gewest Brussels hoofdstedelijk gewest;INTENSIEVE ZORGEN;63;18;45;0;0;1;5;3;4;0;2;0;3;0;0;3;8;2;9;9;7;3;4
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE NEUROLOGIE;7;5;2;0;0;0;0;0;0;1;2;0;2;0;0;0;0;1;0;0;0;0;1
Gewest Brussels hoofdstedelijk gewest;NEFROLOGIE;41;16;25;0;0;4;3;2;1;3;1;1;1;0;0;4;1;4;2;4;1;2;7
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNDE;43;15;28;0;0;2;1;1;2;3;4;1;1;0;0;0;4;6;3;1;5;4;5
Gewest Brussels hoofdstedelijk gewest;ENDOCRINO-DIABETOLOGIE;47;20;27;0;0;1;8;2;2;1;1;4;1;0;0;0;3;1;2;1;3;6;11
Gewest Brussels hoofdstedelijk gewest;NEONATOLOGIE;12;11;1;0;0;2;3;2;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;KLINISCHE HEMATOLOGIE;17;9;8;0;0;1;2;1;2;1;1;0;1;0;0;0;1;1;1;1;1;2;1
Gewest Brussels hoofdstedelijk gewest;BEHEER VAN GEZONDHEIDSGEGEVENS;14;7;7;0;0;0;0;3;0;1;1;2;0;0;0;0;0;0;1;1;2;2;1
Prov Vlaams Brabant;NUCLEAIRE IN VITRO GENEESKUNDE;39;12;27;0;0;0;0;4;0;3;2;2;1;0;0;0;0;1;3;2;7;4;10
Prov Vlaams Brabant;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;137;46;91;0;0;1;9;7;9;6;5;4;5;0;0;1;2;4;6;4;13;18;43
Prov Vlaams Brabant;GERIATRIE;23;13;10;0;0;3;2;4;1;1;2;0;0;0;0;0;0;0;0;2;3;0;5
Prov Vlaams Brabant;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;24;6;18;0;0;2;0;2;0;0;2;0;0;0;0;2;5;0;3;5;0;1;2
Prov Vlaams Brabant;INTENSIEVE ZORGEN;102;34;68;0;0;4;8;14;4;2;1;1;0;0;0;3;9;9;14;14;4;11;4
Prov Vlaams Brabant;PEDIATRISCHE NEUROLOGIE;17;9;8;0;0;1;1;3;0;1;2;1;0;0;0;0;1;3;0;1;1;0;2
Prov Vlaams Brabant;NEFROLOGIE;31;11;20;0;0;2;4;3;1;0;1;0;0;0;0;2;4;1;3;3;1;3;3
Prov Vlaams Brabant;URGENTIEGENEESKUNDE;57;17;40;0;0;1;5;5;2;0;2;2;0;0;0;2;3;9;6;6;6;5;3
Prov Vlaams Brabant;ENDOCRINO-DIABETOLOGIE;39;26;13;0;0;5;5;5;3;4;2;2;0;0;0;0;1;5;0;1;1;0;5
Prov Vlaams Brabant;NEONATOLOGIE;9;8;1;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Vlaams Brabant;KLINISCHE HEMATOLOGIE;24;10;14;0;0;1;5;1;1;0;2;0;0;0;0;1;1;3;3;2;1;1;2
Prov Vlaams Brabant;BEHEER VAN GEZONDHEIDSGEGEVENS;11;6;5;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;1;2;2;0;0
Prov West-Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;11;4;7;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;2;0;2;2
Prov West-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;128;37;91;0;0;0;4;10;12;1;2;6;2;0;0;0;1;8;8;5;9;15;45
Prov West-Vlaanderen;GERIATRIE;35;11;24;0;0;4;2;2;2;0;1;0;0;0;0;0;0;1;1;2;0;3;17
Prov West-Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;5;3;0;1;2
Prov West-Vlaanderen;INTENSIEVE ZORGEN;79;21;58;0;0;5;6;4;4;2;0;0;0;0;0;2;8;9;9;13;7;3;7
Prov West-Vlaanderen;PEDIATRISCHE NEUROLOGIE;5;2;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
Prov West-Vlaanderen;NEFROLOGIE;37;11;26;0;0;4;2;3;1;1;0;0;0;0;0;2;1;6;2;1;2;3;9
Prov West-Vlaanderen;URGENTIEGENEESKUNDE;50;13;37;0;0;1;4;5;2;0;0;1;0;0;0;2;3;7;9;3;8;2;3
Prov West-Vlaanderen;ENDOCRINO-DIABETOLOGIE;15;6;9;0;0;0;3;1;1;0;1;0;0;0;0;0;1;0;1;1;1;3;2
Prov West-Vlaanderen;NEONATOLOGIE;5;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0
Prov West-Vlaanderen;KLINISCHE HEMATOLOGIE;9;1;8;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;3;0;1;0
Prov West-Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
Prov Oost-Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;37;10;27;0;0;0;2;0;2;5;0;1;0;0;0;0;0;2;6;3;6;6;4
Prov Oost-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;115;45;70;0;0;0;8;9;10;6;1;7;4;0;0;0;7;5;11;5;6;12;24
Prov Oost-Vlaanderen;GERIATRIE;16;4;12;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;3;7
Prov Oost-Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;31;9;22;0;0;3;1;4;0;1;0;0;0;0;0;2;1;4;3;3;5;1;3
Prov Oost-Vlaanderen;INTENSIEVE ZORGEN;101;33;68;0;0;6;6;14;5;1;0;1;0;0;0;3;10;15;12;11;11;6;0
Prov Oost-Vlaanderen;PEDIATRISCHE NEUROLOGIE;10;7;3;0;0;1;0;2;2;1;0;1;0;0;0;0;0;0;0;0;1;1;1
Prov Oost-Vlaanderen;NEFROLOGIE;40;16;24;0;0;5;3;2;2;2;1;1;0;0;0;2;3;3;5;3;0;3;5
Prov Oost-Vlaanderen;URGENTIEGENEESKUNDE;42;8;34;0;0;0;4;3;1;0;0;0;0;0;0;1;2;12;5;7;1;2;4
Prov Oost-Vlaanderen;ENDOCRINO-DIABETOLOGIE;30;13;17;0;0;1;3;2;5;1;1;0;0;0;0;0;1;1;2;4;2;3;4
Prov Oost-Vlaanderen;NEONATOLOGIE;4;4;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;KLINISCHE HEMATOLOGIE;12;10;2;0;0;3;3;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
Prov Oost-Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;13;1;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;3;3;2;1
Prov Antwerpen;NUCLEAIRE IN VITRO GENEESKUNDE;19;9;10;0;0;0;0;2;3;2;2;0;0;0;0;0;0;0;2;3;3;1;1
Prov Antwerpen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;116;45;71;0;0;0;8;13;6;6;6;3;3;0;0;0;3;5;5;6;7;22;23
Prov Antwerpen;GERIATRIE;29;5;24;0;0;0;0;3;0;2;0;0;0;0;0;0;2;1;1;3;8;1;8
Prov Antwerpen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;29;4;25;0;0;2;0;2;0;0;0;0;0;0;0;2;3;3;2;5;2;2;6
Prov Antwerpen;INTENSIEVE ZORGEN;119;45;74;0;0;5;12;13;9;2;3;1;0;0;0;3;9;15;13;13;10;6;5
Prov Antwerpen;PEDIATRISCHE NEUROLOGIE;12;10;2;0;0;0;1;5;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0
Prov Antwerpen;NEFROLOGIE;43;20;23;0;0;6;7;3;1;0;2;1;0;0;0;1;3;2;4;2;4;6;1
Prov Antwerpen;URGENTIEGENEESKUNDE;49;8;41;0;0;0;2;4;0;1;1;0;0;0;0;0;4;8;10;7;6;4;2
Prov Antwerpen;ENDOCRINO-DIABETOLOGIE;35;21;14;0;0;4;2;4;5;2;3;1;0;0;0;0;2;0;1;2;2;3;4
Prov Antwerpen;NEONATOLOGIE;11;7;4;0;0;0;2;0;1;2;2;0;0;0;0;0;1;1;0;0;1;0;1
Prov Antwerpen;KLINISCHE HEMATOLOGIE;18;8;10;0;0;0;3;3;2;0;0;0;0;0;0;0;1;2;1;2;3;0;1
Prov Antwerpen;BEHEER VAN GEZONDHEIDSGEGEVENS;10;2;8;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;2;2;2
Prov Limburg;NUCLEAIRE IN VITRO GENEESKUNDE;11;3;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;1;2;2
Prov Limburg;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;51;8;43;0;0;0;3;3;0;0;0;1;1;0;0;1;7;2;2;4;5;14;8
Prov Limburg;GERIATRIE;9;2;7;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;3
Prov Limburg;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;15;1;14;0;0;1;0;0;0;0;0;0;0;0;0;1;6;2;0;1;2;2;0
Prov Limburg;INTENSIEVE ZORGEN;61;21;40;0;0;0;6;6;5;4;0;0;0;0;0;3;7;5;5;7;6;4;3
Prov Limburg;PEDIATRISCHE NEUROLOGIE;3;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Prov Limburg;NEFROLOGIE;16;5;11;0;0;1;1;2;0;0;1;0;0;0;0;1;3;0;3;2;1;1;0
Prov Limburg;URGENTIEGENEESKUNDE;26;5;21;0;0;0;1;3;1;0;0;0;0;0;0;0;4;6;1;4;2;1;3
Prov Limburg;ENDOCRINO-DIABETOLOGIE;12;6;6;0;0;1;1;2;1;1;0;0;0;0;0;0;1;2;0;0;2;0;1
Prov Limburg;NEONATOLOGIE;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limburg;KLINISCHE HEMATOLOGIE;5;3;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Prov Limburg;BEHEER VAN GEZONDHEIDSGEGEVENS;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1
Prov Waals Brabant;NUCLEAIRE IN VITRO GENEESKUNDE;21;10;11;0;0;0;0;0;1;5;3;1;0;0;0;0;0;0;0;0;0;4;7
Prov Waals Brabant;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;69;19;50;0;0;0;2;1;3;2;2;4;5;0;0;0;1;1;3;3;6;12;24
Prov Waals Brabant;GERIATRIE;11;4;7;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;0;1;1;1;2
Prov Waals Brabant;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0
Prov Waals Brabant;INTENSIEVE ZORGEN;47;8;39;0;0;1;2;2;0;2;0;1;0;0;0;1;2;6;6;14;7;1;2
Prov Waals Brabant;PEDIATRISCHE NEUROLOGIE;8;6;2;0;0;0;2;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1
Prov Waals Brabant;NEFROLOGIE;25;10;15;0;0;1;0;5;2;0;2;0;0;0;0;0;0;1;3;2;3;2;4
Prov Waals Brabant;URGENTIEGENEESKUNDE;20;4;16;0;0;0;0;0;3;0;1;0;0;0;0;0;2;0;3;1;5;2;3
Prov Waals Brabant;ENDOCRINO-DIABETOLOGIE;18;4;14;0;0;0;1;0;1;1;1;0;0;0;0;0;2;2;2;2;1;0;5
Prov Waals Brabant;NEONATOLOGIE;6;5;1;0;0;1;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
Prov Waals Brabant;KLINISCHE HEMATOLOGIE;7;2;5;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;2;0;1;0;0
Prov Waals Brabant;BEHEER VAN GEZONDHEIDSGEGEVENS;8;3;5;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;2;1
Prov Henegouwen;NUCLEAIRE IN VITRO GENEESKUNDE;20;6;14;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;1;3;4;2;4
Prov Henegouwen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;67;15;52;0;0;0;3;3;0;2;3;2;2;0;0;0;0;3;3;3;7;7;29
Prov Henegouwen;GERIATRIE;19;4;15;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;1;2;10
Prov Henegouwen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;11;4;7;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;3;2;0;1;1
Prov Henegouwen;INTENSIEVE ZORGEN;51;7;44;0;0;0;3;0;1;2;0;0;1;0;0;1;1;5;10;9;10;4;4
Prov Henegouwen;PEDIATRISCHE NEUROLOGIE;5;5;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;NEFROLOGIE;19;5;14;0;0;1;2;1;0;0;0;0;1;0;0;0;0;1;3;2;2;1;5
Prov Henegouwen;URGENTIEGENEESKUNDE;46;8;38;0;0;0;2;2;0;1;0;3;0;0;0;0;2;1;13;6;9;2;5
Prov Henegouwen;ENDOCRINO-DIABETOLOGIE;26;12;14;0;0;0;5;2;3;1;0;0;1;0;0;0;2;1;1;2;2;0;6
Prov Henegouwen;NEONATOLOGIE;6;6;0;0;0;0;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;KLINISCHE HEMATOLOGIE;10;4;6;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1;2;1;1;0
Prov Henegouwen;BEHEER VAN GEZONDHEIDSGEGEVENS;14;3;11;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;3;6;0;1
Prov Luik;NUCLEAIRE IN VITRO GENEESKUNDE;19;10;9;0;0;0;0;1;3;0;1;3;2;0;0;0;0;0;1;2;1;4;1
Prov Luik;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;115;40;75;0;0;0;2;6;6;4;7;10;5;0;0;0;3;0;3;9;8;11;41
Prov Luik;GERIATRIE;13;6;7;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;2;4
Prov Luik;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Prov Luik;INTENSIEVE ZORGEN;55;9;46;0;0;1;3;2;2;0;1;0;0;0;0;0;4;11;7;7;7;7;3
Prov Luik;PEDIATRISCHE NEUROLOGIE;8;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Prov Luik;NEFROLOGIE;30;8;22;0;0;1;3;1;0;0;1;1;1;0;0;1;3;3;1;5;4;2;3
Prov Luik;URGENTIEGENEESKUNDE;59;18;41;0;0;2;1;3;7;2;2;1;0;0;0;1;4;6;10;6;10;2;2
Prov Luik;ENDOCRINO-DIABETOLOGIE;39;21;18;0;0;1;5;6;3;1;3;2;0;0;0;0;2;2;2;3;3;3;3
Prov Luik;NEONATOLOGIE;10;4;6;0;0;1;0;1;1;1;0;0;0;0;0;1;1;2;1;0;0;1;0
Prov Luik;KLINISCHE HEMATOLOGIE;12;3;9;0;0;1;0;1;0;0;0;1;0;0;0;1;2;1;2;1;0;0;2
Prov Luik;BEHEER VAN GEZONDHEIDSGEGEVENS;13;6;7;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;2;2;3;0
Prov Namen;NUCLEAIRE IN VITRO GENEESKUNDE;7;2;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;3
Prov Namen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;31;11;20;0;0;0;3;1;0;3;2;2;0;0;0;0;1;0;4;2;3;2;8
Prov Namen;GERIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
Prov Namen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;7;1;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0
Prov Namen;INTENSIEVE ZORGEN;33;5;28;0;0;0;0;2;2;1;0;0;0;0;0;2;0;7;5;7;2;3;2
Prov Namen;PEDIATRISCHE NEUROLOGIE;7;4;3;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
Prov Namen;NEFROLOGIE;13;4;9;0;0;2;1;0;0;1;0;0;0;0;0;1;2;2;1;0;0;0;3
Prov Namen;URGENTIEGENEESKUNDE;23;8;15;0;0;1;2;1;1;2;1;0;0;0;0;1;1;1;0;5;3;0;4
Prov Namen;ENDOCRINO-DIABETOLOGIE;14;6;8;0;0;0;1;3;2;0;0;0;0;0;0;1;1;0;2;0;2;0;2
Prov Namen;NEONATOLOGIE;3;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;KLINISCHE HEMATOLOGIE;10;5;5;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;2;1;1
Prov Namen;BEHEER VAN GEZONDHEIDSGEGEVENS;9;2;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;4;1
Prov Luxemburg;NUCLEAIRE IN VITRO GENEESKUNDE;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxemburg;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;9;1;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7
Prov Luxemburg;GERIATRIE;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Luxemburg;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Prov Luxemburg;INTENSIEVE ZORGEN;8;2;6;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;2;2;0;0
Prov Luxemburg;PEDIATRISCHE NEUROLOGIE;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
