gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;88;26;62;0;1;6;3;5;1;4;4;2;0;4;6;14;6;6;10;5;11
Waals Gewest;Urologie;159;27;132;0;5;3;3;7;2;3;3;1;0;9;13;10;17;13;10;13;47
Waals Gewest;Orthopedische heelkunde;413;41;372;0;5;5;8;9;3;3;3;5;0;15;40;29;35;32;46;48;127
Waals Gewest;Neurologie;221;107;114;0;11;19;15;17;19;9;10;7;0;6;9;7;14;9;22;18;29
Waals Gewest;Psychiatrie;418;185;233;0;0;5;5;24;37;33;28;53;0;0;4;2;12;25;29;25;136
Waals Gewest;Neuropsychiatrie;52;8;44;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;2;42
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;83;60;23;0;6;18;11;13;5;1;0;6;0;4;1;3;5;3;1;2;4
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;159;98;61;0;12;17;27;26;10;1;3;2;0;7;10;13;10;10;6;0;5
Waals Gewest;Pneumologie;239;97;142;0;13;12;17;22;9;5;4;15;0;10;8;5;13;17;21;20;48
Waals Gewest;Gastro-enterologie;274;97;177;0;11;18;20;11;12;5;8;12;0;6;9;7;18;18;33;26;60
Waals Gewest;Cardiologie;456;130;326;0;15;23;21;19;15;16;11;10;0;18;17;23;33;34;42;44;115
Waals Gewest;Inwendige geneeskunde;696;284;412;0;38;48;47;49;39;21;10;32;0;22;10;26;42;42;56;50;164
Waals Gewest;Reumatologie;105;52;53;0;5;3;8;6;8;8;2;12;0;1;4;2;1;3;5;9;28
Waals Gewest;Acute geneeskunde;137;62;75;0;2;0;3;17;21;7;5;7;0;1;2;1;10;19;15;11;16
Waals Gewest;Gynaecologie-verloskunde;626;356;270;1;51;55;40;49;41;43;28;48;0;6;9;11;19;26;30;36;133
Waals Gewest;Oftalmologie;383;224;159;3;21;27;23;31;15;23;17;64;1;17;15;9;15;12;18;18;54
Waals Gewest;Otorhinolaryngologie;273;131;142;0;17;18;14;16;19;19;14;14;0;7;7;6;11;9;16;22;64
Waals Gewest;Stomatologie;101;25;76;0;1;3;3;7;3;0;3;5;0;7;7;2;3;7;9;4;37
Waals Gewest;Dermato-venereologie;263;187;76;0;21;19;22;18;27;25;13;42;0;1;5;2;6;3;9;10;40
Waals Gewest;Pediatrie;706;481;225;0;63;76;65;74;49;33;37;84;0;7;15;17;12;16;22;19;117
Waals Gewest;Fysische geneeskunde en revalidatie;203;107;96;0;7;20;12;13;14;8;12;21;0;5;1;12;9;4;12;12;41
Waals Gewest;Klinische biologie;242;124;118;1;2;6;10;7;9;10;18;61;0;7;4;5;2;1;7;16;76
Waals Gewest;Rontgendiagnose;656;208;448;1;17;30;21;34;16;34;26;29;0;27;29;34;25;42;52;60;179
Waals Gewest;Radiotherapie-oncologie;74;42;32;0;2;7;7;3;2;4;5;12;0;3;3;4;7;5;2;4;4
Waals Gewest;Nucleaire geneeskunde;139;54;85;0;2;4;5;6;5;13;7;12;0;5;4;2;5;4;8;9;48
Waals Gewest;Pathologische anatomie;113;69;44;0;8;8;3;8;13;8;6;15;0;3;5;4;2;2;6;6;16
Waals Gewest;Medische oncologie;116;60;56;0;11;11;5;6;10;6;4;7;0;5;7;3;5;5;11;5;15
Waals Gewest;Klinische genetica;18;11;7;0;0;2;2;2;3;1;0;1;0;0;0;2;1;2;2;0;0
Waals Gewest;Arbeidsgeneeskunde;343;210;133;0;2;5;15;45;31;26;34;52;0;1;1;2;12;12;9;18;78
Waals Gewest;Verzekeringsgeneeskunde en medische expertise;242;76;166;0;0;0;1;4;5;13;24;29;0;0;0;1;4;5;17;33;106
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;3968;1968;2000;5;279;276;232;222;197;179;174;404;4;194;166;146;158;158;172;211;791
Brussels Hoofdstedelijk Gewest;Geriatrie;43;29;14;0;4;7;7;3;5;1;1;1;0;1;2;2;1;0;1;2;5
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;51;27;24;0;7;10;4;3;0;1;2;0;0;6;6;5;3;1;2;0;1
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;2;0;2
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;303;145;158;0;27;19;14;10;18;11;7;39;0;37;19;19;10;23;12;11;27
Brussels Hoofdstedelijk Gewest;Heelkunde;208;56;152;0;4;13;8;8;3;4;4;12;0;11;20;5;10;18;12;11;65
Brussels Hoofdstedelijk Gewest;Neurochirurgie;20;4;16;0;0;2;0;0;2;0;0;0;0;1;0;2;2;2;0;3;6
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;37;8;29;0;1;1;2;1;0;0;1;2;0;5;2;4;3;4;1;2;8
Brussels Hoofdstedelijk Gewest;Urologie;54;7;47;0;2;2;1;2;0;0;0;0;0;4;6;3;4;2;5;3;20
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;109;21;88;0;4;2;2;1;4;3;1;4;0;6;7;8;7;7;11;11;31
Brussels Hoofdstedelijk Gewest;Neurologie;95;55;40;2;11;7;6;8;6;6;4;5;0;3;6;6;8;6;2;5;4
Brussels Hoofdstedelijk Gewest;Psychiatrie;248;105;143;0;0;0;2;8;16;25;22;32;0;0;0;0;9;7;12;27;88
Brussels Hoofdstedelijk Gewest;Neuropsychiatrie;27;10;17;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;17
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;60;42;18;0;6;11;13;4;2;3;1;2;0;7;2;4;1;0;0;2;2
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;124;72;52;0;17;20;4;11;8;5;3;4;0;13;6;10;12;3;1;2;5
Brussels Hoofdstedelijk Gewest;Pneumologie;74;36;38;0;7;5;9;4;6;0;1;4;0;3;1;1;5;2;4;7;15
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;113;43;70;0;7;6;6;7;4;4;1;8;0;5;7;7;5;6;8;7;25
Brussels Hoofdstedelijk Gewest;Cardiologie;210;82;128;0;10;15;15;9;4;8;11;10;0;12;12;11;11;11;14;15;42
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;350;148;202;0;20;28;26;25;14;8;8;19;1;21;14;20;15;17;19;16;79
Brussels Hoofdstedelijk Gewest;Reumatologie;40;20;20;0;2;1;3;1;3;3;3;4;0;0;1;0;0;3;3;2;11
Brussels Hoofdstedelijk Gewest;Acute geneeskunde;28;14;14;0;0;2;2;3;4;0;2;1;0;1;0;0;2;2;3;3;3
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;298;188;110;0;39;36;19;15;11;14;21;33;0;2;7;5;11;8;6;12;59
Brussels Hoofdstedelijk Gewest;Oftalmologie;169;108;61;3;14;14;13;13;4;7;9;31;2;6;5;5;9;6;5;3;20
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;87;38;49;0;5;3;3;9;5;2;2;9;0;3;2;2;1;3;9;4;25
Brussels Hoofdstedelijk Gewest;Stomatologie;55;18;37;0;3;0;2;1;2;2;4;4;0;5;4;1;2;2;1;3;19
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;134;97;37;0;11;10;8;11;11;9;11;26;0;2;2;3;2;0;6;4;18
Brussels Hoofdstedelijk Gewest;Pediatrie;354;246;108;0;39;29;33;33;23;22;14;53;0;12;11;5;6;8;6;6;54
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;43;28;15;0;9;0;3;3;3;4;3;3;0;0;1;0;1;0;1;5;7
Brussels Hoofdstedelijk Gewest;Klinische biologie;99;54;45;0;2;5;1;2;6;5;12;21;0;4;2;1;0;1;4;6;27
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;228;99;129;0;16;12;14;6;9;15;5;22;1;18;14;10;6;9;10;17;44
Brussels Hoofdstedelijk Gewest;Radiotherapie-oncologie;21;16;5;0;1;1;1;3;1;2;3;4;0;1;1;1;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;46;16;30;0;1;3;2;3;0;2;2;3;0;2;4;1;5;2;2;3;11
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;46;30;16;0;3;5;1;4;3;2;3;9;0;1;0;0;1;2;2;4;6
Brussels Hoofdstedelijk Gewest;Medische oncologie;56;31;25;0;7;5;7;3;3;2;1;3;0;2;1;4;3;2;4;1;8
Brussels Hoofdstedelijk Gewest;Klinische genetica;10;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;74;43;31;0;0;1;1;4;9;7;9;12;0;0;0;0;0;1;1;5;24
Brussels Hoofdstedelijk Gewest;Verzekeringsgeneeskunde en medische expertise;42;18;24;0;0;0;0;2;3;0;2;11;0;0;0;0;2;0;3;8;11
Vlaams Brabant;Alle specialiteiten;4567;2159;2408;4;277;332;296;339;289;208;162;252;1;184;188;188;232;240;276;317;782
Vlaams Brabant;Geriatrie;51;38;13;0;4;7;4;6;10;1;4;2;0;0;1;0;2;1;2;3;4
Vlaams Brabant;Urgentiegeneeskunde;47;21;26;0;6;9;0;4;1;1;0;0;0;10;8;2;2;2;1;1;0
Vlaams Brabant;Gerechtelijke geneeskunde;4;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vlaams Brabant;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;1;4
Vlaams Brabant;Anesthesie-reanimatie;390;166;224;0;16;28;23;24;23;15;12;25;0;35;19;28;23;23;29;31;36
Vlaams Brabant;Heelkunde;301;77;224;0;12;18;13;18;9;2;1;4;0;14;23;19;23;22;25;19;79
Vlaams Brabant;Neurochirurgie;36;5;31;0;2;1;0;0;2;0;0;0;0;4;4;4;5;3;4;2;5
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;40;15;25;0;1;4;3;3;3;1;0;0;0;1;1;3;0;6;7;2;5
Vlaams Brabant;Urologie;66;12;54;0;2;1;4;0;3;1;1;0;0;1;8;5;7;5;7;8;13
Vlaams Brabant;Orthopedische heelkunde;181;28;153;0;5;7;3;3;3;3;1;3;0;9;21;15;22;18;17;18;33
Vlaams Brabant;Neurologie;97;55;42;0;14;7;7;5;11;4;2;5;0;1;4;4;5;6;3;5;14
Vlaams Brabant;Psychiatrie;74;41;33;0;0;0;1;2;16;12;6;4;0;0;0;0;3;5;9;6;10
Vlaams Brabant;Neuropsychiatrie;32;7;25;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1;24
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;79;69;10;0;11;8;9;23;7;0;3;8;0;1;0;0;2;1;1;3;2
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;162;78;84;0;11;8;20;21;3;0;8;7;0;8;6;7;8;3;0;9;43
Vlaams Brabant;Pneumologie;105;54;51;0;5;14;12;11;4;4;2;2;0;5;5;2;6;3;5;12;13
Vlaams Brabant;Gastro-enterologie;119;46;73;0;9;9;9;5;7;3;3;1;0;6;8;8;4;9;10;8;20
Vlaams Brabant;Cardiologie;201;42;159;0;3;11;7;9;4;4;2;2;0;13;20;13;19;16;19;21;38
Vlaams Brabant;Inwendige geneeskunde;298;128;170;0;14;31;19;20;16;5;14;9;0;13;5;13;22;15;19;17;66
Vlaams Brabant;Reumatologie;33;16;17;0;2;2;3;3;3;2;0;1;0;0;1;1;1;5;1;1;7
Vlaams Brabant;Acute geneeskunde;56;27;29;0;3;9;2;4;6;2;0;1;0;2;2;3;5;9;6;1;1
Vlaams Brabant;Gynaecologie-verloskunde;267;163;104;0;31;27;26;25;19;14;10;11;0;3;4;4;11;9;10;19;44
Vlaams Brabant;Oftalmologie;220;146;74;3;18;15;20;14;16;16;11;33;1;5;4;7;5;9;8;10;25
Vlaams Brabant;Otorhinolaryngologie;107;59;48;0;11;11;8;6;6;10;2;5;0;1;4;6;4;1;5;8;19
Vlaams Brabant;Stomatologie;57;21;36;0;2;6;4;2;1;1;0;5;0;7;4;4;4;1;3;3;10
Vlaams Brabant;Dermato-venereologie;140;111;29;0;16;12;13;24;12;7;5;22;0;0;2;0;2;8;5;2;10
Vlaams Brabant;Pediatrie;320;232;88;1;33;33;34;34;35;22;12;28;0;3;6;9;5;7;9;16;33
Vlaams Brabant;Fysische geneeskunde en revalidatie;96;46;50;0;9;7;4;7;5;3;4;7;0;8;2;2;2;4;3;3;26
Vlaams Brabant;Klinische biologie;123;50;73;0;5;2;4;5;8;4;8;14;0;4;2;3;2;4;8;9;41
Vlaams Brabant;Rontgendiagnose;308;106;202;0;14;16;10;13;17;14;10;12;0;18;20;17;20;18;29;26;54
Vlaams Brabant;Radiotherapie-oncologie;45;29;16;0;4;5;3;3;7;5;2;0;0;3;1;2;2;1;2;3;2
Vlaams Brabant;Nucleaire geneeskunde;48;25;23;0;4;4;5;1;3;5;1;2;0;2;0;2;1;4;4;4;6
Vlaams Brabant;Pathologische anatomie;69;42;27;0;2;7;7;8;3;5;3;7;0;4;0;2;3;2;1;4;11
Vlaams Brabant;Medische oncologie;53;29;24;0;4;7;4;4;2;5;2;1;0;3;2;0;2;8;4;1;4
Vlaams Brabant;Klinische genetica;23;14;9;0;0;1;3;3;3;2;2;0;0;0;0;1;0;3;2;2;1
Vlaams Brabant;Arbeidsgeneeskunde;212;114;98;0;3;3;11;26;15;24;16;16;0;0;1;2;9;5;11;21;49
Vlaams Brabant;Verzekeringsgeneeskunde en medische expertise;96;38;58;0;0;0;1;3;6;10;11;7;0;0;0;0;1;4;7;17;29
West-Vlaanderen;Alle specialiteiten;2696;989;1707;0;147;149;141;125;128;112;54;133;2;101;93;125;147;142;180;193;724
West-Vlaanderen;Geriatrie;47;27;20;0;7;4;5;2;4;2;1;2;0;0;2;1;2;0;2;3;10
West-Vlaanderen;Urgentiegeneeskunde;19;12;7;0;4;6;2;0;0;0;0;0;0;4;1;1;1;0;0;0;0
West-Vlaanderen;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
West-Vlaanderen;Anesthesie-reanimatie;309;117;192;0;19;17;14;15;16;15;6;15;1;14;13;18;26;21;22;23;54
West-Vlaanderen;Heelkunde;150;28;122;0;5;7;5;5;2;0;1;3;0;6;6;11;9;6;15;13;56
West-Vlaanderen;Neurochirurgie;26;2;24;0;0;1;0;0;1;0;0;0;0;4;2;3;4;2;1;2;6
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;26;6;20;0;1;3;0;0;0;1;0;1;0;1;0;5;2;2;2;2;6
West-Vlaanderen;Urologie;63;7;56;0;1;4;0;1;1;0;0;0;0;2;6;4;7;9;5;4;19
West-Vlaanderen;Orthopedische heelkunde;156;12;144;0;4;1;2;1;1;2;1;0;0;16;11;13;10;13;20;19;42
West-Vlaanderen;Neurologie;60;24;36;0;4;4;7;3;1;5;0;0;0;4;0;1;6;3;5;7;10
West-Vlaanderen;Psychiatrie;33;12;21;0;0;0;1;0;4;6;0;1;0;0;0;0;0;6;11;1;3
West-Vlaanderen;Neuropsychiatrie;19;3;16;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;16
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;29;24;5;0;4;4;5;1;3;0;1;6;0;0;0;0;1;0;0;1;3
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;92;39;53;0;8;9;7;5;0;0;1;9;0;3;4;4;4;1;2;3;32
West-Vlaanderen;Pneumologie;57;24;33;0;4;3;9;2;3;3;0;0;0;1;1;4;2;1;4;5;15
West-Vlaanderen;Gastro-enterologie;78;23;55;0;6;7;3;2;2;2;1;0;0;3;5;4;8;4;5;8;18
West-Vlaanderen;Cardiologie;99;13;86;0;2;1;5;1;1;2;0;1;0;3;8;6;11;11;10;2;35
West-Vlaanderen;Inwendige geneeskunde;118;37;81;0;2;7;11;8;4;3;1;1;0;2;2;2;6;10;5;5;49
West-Vlaanderen;Reumatologie;21;10;11;0;2;2;0;1;2;1;0;2;0;1;1;1;2;0;0;1;5
West-Vlaanderen;Acute geneeskunde;22;9;13;0;1;0;3;2;1;2;0;0;0;0;0;4;3;2;2;1;1
West-Vlaanderen;Gynaecologie-verloskunde;137;61;76;0;12;11;8;9;12;6;2;1;0;2;5;3;1;5;8;8;44
West-Vlaanderen;Oftalmologie;139;89;50;0;8;9;6;9;14;8;10;25;1;1;3;4;0;4;6;5;26
West-Vlaanderen;Otorhinolaryngologie;81;25;56;0;8;5;1;0;3;7;1;0;0;3;2;4;6;6;3;7;25
