gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;1042;554;488;7;41;38;63;70;81;106;93;24;31;2;18;13;24;27;47;108;120;48;81
Prov Vlaams Brabant;PARODONTOLOGIE;32;17;15;0;1;1;3;5;3;1;3;0;0;0;1;0;2;3;3;3;2;1;0
Prov Vlaams Brabant;ORTHODONTIE;66;46;20;0;1;4;4;6;8;7;11;1;4;0;0;2;3;0;1;5;6;1;2
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;880;364;516;6;43;21;47;45;30;69;59;25;19;1;8;16;15;10;21;97;146;77;125
Prov West-Vlaanderen;PARODONTOLOGIE;16;10;6;0;1;0;4;2;2;1;0;0;0;0;2;1;1;0;1;1;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;36;22;14;0;1;4;2;1;2;5;6;1;0;0;0;0;2;4;0;3;2;0;3
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;997;450;547;6;42;24;51;52;56;65;91;37;26;3;24;10;33;14;46;96;145;60;116
Prov Oost-Vlaanderen;PARODONTOLOGIE;25;14;11;0;3;2;1;5;3;0;0;0;0;0;2;2;2;2;2;0;1;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;53;34;19;0;1;5;3;5;7;3;7;2;1;0;0;3;1;1;2;7;2;2;1
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;1155;504;651;6;51;19;38;57;82;101;96;23;31;4;23;12;29;26;60;152;151;65;129
Prov Antwerpen;PARODONTOLOGIE;22;13;9;0;0;4;3;1;4;0;0;1;0;0;1;1;2;0;0;3;2;0;0
Prov Antwerpen;ORTHODONTIE;62;43;19;0;4;2;4;4;14;6;8;0;1;0;0;3;0;1;2;3;7;0;3
Prov Limburg;ALGEMENE TANDHEELKUNDE;587;248;339;3;22;19;32;30;29;48;47;13;5;2;11;12;14;5;19;69;96;41;70
Prov Limburg;PARODONTOLOGIE;10;6;4;0;0;0;2;0;3;1;0;0;0;0;0;1;1;1;0;1;0;0;0
Prov Limburg;ORTHODONTIE;26;19;7;0;2;2;0;1;3;3;8;0;0;0;0;0;0;0;0;0;6;1;0
Prov Waals Brabant;ALGEMENE TANDHEELKUNDE;459;245;214;0;15;16;21;26;28;43;53;19;24;0;5;6;8;15;19;39;42;32;48
Prov Waals Brabant;PARODONTOLOGIE;7;1;6;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0
Prov Waals Brabant;ORTHODONTIE;37;28;9;0;1;2;3;8;4;2;2;3;3;0;0;0;1;0;1;1;2;4;0
Prov Henegouwen;ALGEMENE TANDHEELKUNDE;641;284;357;2;24;16;30;35;30;60;50;21;16;1;8;18;10;20;33;68;90;43;66
Prov Henegouwen;PARODONTOLOGIE;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Henegouwen;ORTHODONTIE;24;16;8;0;0;1;2;3;2;3;3;1;1;0;0;1;0;0;1;3;2;1;0
Prov Luik;ALGEMENE TANDHEELKUNDE;848;355;493;1;43;28;42;23;40;76;53;29;20;2;12;22;18;20;42;130;89;62;96
Prov Luik;PARODONTOLOGIE;13;9;4;0;2;4;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
Prov Luik;ORTHODONTIE;45;29;16;0;3;5;3;2;3;3;4;6;0;0;1;2;1;1;2;3;4;1;1
Prov Namen;ALGEMENE TANDHEELKUNDE;294;130;164;2;6;5;13;14;17;19;22;17;15;0;0;9;8;9;17;32;35;18;36
Prov Namen;PARODONTOLOGIE;5;3;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Namen;ORTHODONTIE;11;9;2;0;0;1;1;4;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0
Prov Luxemburg;ALGEMENE TANDHEELKUNDE;140;59;81;0;2;1;8;6;7;12;14;5;4;0;0;1;3;5;8;27;12;16;9
Prov Luxemburg;ORTHODONTIE;8;5;3;0;0;1;0;0;1;2;0;0;1;0;0;0;1;0;1;1;0;0;0
Prov Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;954;442;512;1;56;39;48;37;58;52;59;48;44;1;27;40;38;39;58;93;72;46;98
Prov Brussels hoofdstedelijk gewest;PARODONTOLOGIE;13;7;6;0;1;2;3;0;1;0;0;0;0;0;0;0;2;0;2;1;0;1;0
Prov Brussels hoofdstedelijk gewest;ORTHODONTIE;44;30;14;0;2;3;5;2;10;3;4;0;1;0;0;2;4;1;0;3;1;2;1
