Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Région de Bruxelles-capitale;TOUTES LES SAGES-FEMMES;822;814;8;52;281;128;59;50;37;71;45;23;68;1;1;0;2;2;1;0;1;0;0
Belgique;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;10549;10448;101;866;1969;1369;1204;874;993;1152;861;446;714;2;5;4;11;13;18;17;26;5;0
Belgique;PRESCRIPTION DE MEDICAMENTS;420;416;4;92;114;52;51;32;23;37;12;3;0;2;0;0;0;1;0;0;1;0;0
Région Flandre;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;7174;7111;63;681;1269;943;908;553;680;796;589;300;392;0;1;4;4;7;15;14;15;3;0
Région Wallonie;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;2607;2577;30;140;444;306;242;273;278;287;228;125;254;1;3;0;5;4;2;3;10;2;0
Région Région de Bruxelles-capitale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;768;760;8;45;256;120;54;48;35;69;44;21;68;1;1;0;2;2;1;0;1;0;0
Région Flandre;PRESCRIPTION DE MEDICAMENTS;239;236;3;55;61;30;36;19;12;18;5;0;0;2;0;0;0;1;0;0;0;0;0
Région Wallonie;PRESCRIPTION DE MEDICAMENTS;127;126;1;30;28;14;10;11;9;17;6;1;0;0;0;0;0;0;0;0;1;0;0
Région Région de Bruxelles-capitale;PRESCRIPTION DE MEDICAMENTS;54;54;0;7;25;8;5;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1362;1344;18;125;262;171;137;102;126;165;111;44;101;0;1;1;1;3;2;3;5;2;0
Prov Brabant flamand;PRESCRIPTION DE MEDICAMENTS;53;53;0;8;14;7;8;6;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1444;1434;10;180;252;173;150;122;137;154;134;66;66;0;0;0;0;0;3;2;5;0;0
Prov Flandre occidentale;PRESCRIPTION DE MEDICAMENTS;38;37;1;16;5;5;4;4;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1434;1418;16;148;286;202;235;110;147;130;91;36;33;0;0;0;2;2;7;4;1;0;0
Prov Flandre orientale;PRESCRIPTION DE MEDICAMENTS;60;60;0;15;16;6;8;2;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1961;1949;12;158;312;260;265;148;182;228;169;101;126;0;0;3;1;0;2;3;2;1;0
Prov Anvers;PRESCRIPTION DE MEDICAMENTS;60;58;2;9;18;8;11;6;1;4;1;0;0;1;0;0;0;1;0;0;0;0;0
Prov Limbourg;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;973;966;7;70;157;137;121;71;88;119;84;53;66;0;0;0;0;2;1;2;2;0;0
Prov Limbourg;PRESCRIPTION DE MEDICAMENTS;28;28;0;7;8;4;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;352;347;5;9;53;43;22;31;50;44;33;20;42;0;1;0;0;0;0;1;2;1;0
Prov Brabant wallon;PRESCRIPTION DE MEDICAMENTS;21;21;0;6;7;2;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;761;752;9;44;126;83;71;96;96;80;77;45;34;0;0;0;1;1;2;1;4;0;0
Prov Hainaut;PRESCRIPTION DE MEDICAMENTS;43;42;1;3;10;7;4;4;3;10;1;0;0;0;0;0;0;0;0;0;1;0;0
Prov Liège;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;846;834;12;47;165;120;86;79;63;81;63;35;95;1;1;0;3;3;0;1;2;1;0
Prov Liège;PRESCRIPTION DE MEDICAMENTS;17;17;0;3;3;0;2;2;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;450;448;2;29;74;44;41;41;45;57;32;18;67;0;0;0;1;0;0;0;1;0;0
Prov Namur;PRESCRIPTION DE MEDICAMENTS;26;26;0;11;5;3;2;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;198;196;2;11;26;16;22;26;24;25;23;7;16;0;1;0;0;0;0;0;1;0;0
Prov Luxembourg;PRESCRIPTION DE MEDICAMENTS;20;20;0;7;3;2;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;768;760;8;45;256;120;54;48;35;69;44;21;68;1;1;0;2;2;1;0;1;0;0
Prov Région de Bruxelles-capitale;PRESCRIPTION DE MEDICAMENTS;54;54;0;7;25;8;5;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0
