gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Prov Luxemburg;ALLE SPECIALITEITEN;46;31;15;0;24;4;1;1;1;0;0;0;0;1;13;0;0;0;1;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;947;565;382;5;387;147;20;4;2;0;0;0;0;4;241;109;20;6;2;0;0;0;0
België;ARBEIDSGENEESKUNDE;79;48;31;0;14;12;10;4;5;2;0;1;0;0;4;6;4;4;4;2;4;2;1
België;ANESTHESIE-REANIMATIE;536;242;294;2;175;59;4;2;0;0;0;0;0;2;223;58;8;2;0;1;0;0;0
België;HEELKUNDE;322;161;161;1;126;31;2;1;0;0;0;0;0;2;113;39;7;0;0;0;0;0;0
België;NEUROCHIRURGIE;59;17;42;0;10;6;1;0;0;0;0;0;0;0;28;13;1;0;0;0;0;0;0
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;44;22;22;0;13;8;1;0;0;0;0;0;0;0;13;8;1;0;0;0;0;0;0
België;NEUROLOGIE;131;86;45;4;68;13;1;0;0;0;0;0;0;0;34;10;0;0;1;0;0;0;0
België;GYNAECOLOGIE-VERLOSKUNDE;304;272;32;5;229;35;2;1;0;0;0;0;0;0;27;4;1;0;0;0;0;0;0
België;OFTALMOLOGIE;117;84;33;1;73;9;1;0;0;0;0;0;0;2;30;1;0;0;0;0;0;0;0
België;OTORHINOLARYNGOLOGIE;90;73;17;1;63;9;0;0;0;0;0;0;0;0;15;1;1;0;0;0;0;0;0
België;UROLOGIE;110;42;68;0;37;5;0;0;0;0;0;0;0;0;47;21;0;0;0;0;0;0;0
België;ORTHOPEDISCHE HEELKUNDE;219;59;160;0;49;10;0;0;0;0;0;0;0;2;108;43;6;1;0;0;0;0;0
België;STOMATOLOGIE;41;12;29;0;9;3;0;0;0;0;0;0;0;0;24;5;0;0;0;0;0;0;0
België;DERMATO-VENEREOLOGIE;82;70;12;0;60;9;1;0;0;0;0;0;0;0;9;2;1;0;0;0;0;0;0
België;PNEUMOLOGIE;73;45;28;0;24;20;1;0;0;0;0;0;0;0;15;13;0;0;0;0;0;0;0
België;GASTRO-ENTEROLOGIE;92;57;35;0;30;25;2;0;0;0;0;0;0;0;18;15;0;2;0;0;0;0;0
België;PEDIATRIE;384;326;58;5;263;54;4;0;0;0;0;0;0;2;47;9;0;0;0;0;0;0;0
België;CARDIOLOGIE;113;46;67;0;25;21;0;0;0;0;0;0;0;0;36;29;1;0;1;0;0;0;0
België;FYSISCHE GENEESKUNDE EN REVALIDATIE;78;40;38;0;33;7;0;0;0;0;0;0;0;0;33;5;0;0;0;0;0;0;0
België;KLINISCHE BIOLOGIE;54;34;20;0;17;12;3;2;0;0;0;0;0;0;16;3;1;0;0;0;0;0;0
België;RONTGENDIAGNOSE;243;91;152;1;69;19;1;1;0;0;0;0;0;5;121;22;2;2;0;0;0;0;0
België;RADIOTHERAPIE-ONCOLOGIE;45;29;16;0;19;7;1;2;0;0;0;0;0;0;12;3;1;0;0;0;0;0;0
België;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;93;76;17;1;57;10;6;1;1;0;0;0;0;0;16;0;0;0;1;0;0;0;0
België;NUCLEAIRE GENEESKUNDE;40;16;24;0;11;5;0;0;0;0;0;0;0;0;18;6;0;0;0;0;0;0;0
België;PATHOLOGISCHE ANATOMIE;56;38;18;0;25;11;2;0;0;0;0;0;0;1;14;1;0;0;1;1;0;0;0
België;INWENDIGE GENEESKUNDE;591;339;252;2;309;25;2;1;0;0;0;0;0;2;230;19;1;0;0;0;0;0;0
België;REUMATOLOGIE;28;18;10;0;7;11;0;0;0;0;0;0;0;0;4;5;1;0;0;0;0;0;0
België;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;188;118;70;0;94;21;1;0;1;1;0;0;0;1;46;14;4;3;2;0;0;0;0
België;GERECHTELIJKE GENEESKUNDE;4;3;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
België;URGENTIEGENEESKUNE;283;156;127;4;102;42;4;1;2;1;0;0;0;0;83;29;5;6;4;0;0;0;0
België;ACUTE GENEESKUNDE;44;23;21;0;16;2;3;1;1;0;0;0;0;0;14;3;2;0;1;0;0;1;0
België;GERIATRIE;86;73;13;2;43;22;2;3;1;0;0;0;0;0;9;4;0;0;0;0;0;0;0
België;MEDISCHE ONCOLOGIE;52;39;13;0;19;19;1;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0
Gewest Vlaanderen;ARBEIDSGENEESKUNDE;29;17;12;0;8;3;2;1;2;1;0;0;0;0;3;1;0;1;0;1;3;2;1
Gewest Vlaanderen;ANESTHESIE-REANIMATIE;302;149;153;2;111;32;3;1;0;0;0;0;0;0;126;22;3;1;0;1;0;0;0
Gewest Vlaanderen;HEELKUNDE;186;88;98;1;68;18;0;1;0;0;0;0;0;0;76;19;3;0;0;0;0;0;0
Gewest Vlaanderen;NEUROCHIRURGIE;33;9;24;0;5;4;0;0;0;0;0;0;0;0;16;8;0;0;0;0;0;0;0
Gewest Vlaanderen;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;25;13;12;0;9;4;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0
Gewest Vlaanderen;NEUROLOGIE;74;51;23;2;44;5;0;0;0;0;0;0;0;0;17;5;0;0;1;0;0;0;0
Gewest Vlaanderen;GYNAECOLOGIE-VERLOSKUNDE;169;150;19;2;129;17;2;0;0;0;0;0;0;0;18;1;0;0;0;0;0;0;0
Gewest Vlaanderen;OFTALMOLOGIE;59;47;12;0;44;3;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0
Gewest Vlaanderen;OTORHINOLARYNGOLOGIE;56;49;7;1;41;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Gewest Vlaanderen;UROLOGIE;75;32;43;0;29;3;0;0;0;0;0;0;0;0;29;14;0;0;0;0;0;0;0
Gewest Vlaanderen;ORTHOPEDISCHE HEELKUNDE;133;37;96;0;32;5;0;0;0;0;0;0;0;1;65;25;5;0;0;0;0;0;0
Gewest Vlaanderen;STOMATOLOGIE;23;6;17;0;4;2;0;0;0;0;0;0;0;0;15;2;0;0;0;0;0;0;0
Gewest Vlaanderen;DERMATO-VENEREOLOGIE;46;37;9;0;32;4;1;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0
Gewest Vlaanderen;PNEUMOLOGIE;40;27;13;0;15;12;0;0;0;0;0;0;0;0;4;9;0;0;0;0;0;0;0
Gewest Vlaanderen;GASTRO-ENTEROLOGIE;49;29;20;0;13;15;1;0;0;0;0;0;0;0;11;9;0;0;0;0;0;0;0
Gewest Vlaanderen;PEDIATRIE;176;147;29;2;122;21;2;0;0;0;0;0;0;1;22;6;0;0;0;0;0;0;0
Gewest Vlaanderen;CARDIOLOGIE;65;22;43;0;12;10;0;0;0;0;0;0;0;0;23;19;1;0;0;0;0;0;0
Gewest Vlaanderen;FYSISCHE GENEESKUNDE EN REVALIDATIE;50;25;25;0;21;4;0;0;0;0;0;0;0;0;23;2;0;0;0;0;0;0;0
Gewest Vlaanderen;KLINISCHE BIOLOGIE;33;22;11;0;13;6;2;1;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0
Gewest Vlaanderen;RONTGENDIAGNOSE;131;47;84;1;37;8;0;1;0;0;0;0;0;1;73;10;0;0;0;0;0;0;0
Gewest Vlaanderen;RADIOTHERAPIE-ONCOLOGIE;22;14;8;0;12;1;0;1;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;52;46;6;1;39;3;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Gewest Vlaanderen;NUCLEAIRE GENEESKUNDE;24;9;15;0;8;1;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0
Gewest Vlaanderen;PATHOLOGISCHE ANATOMIE;30;19;11;0;13;4;2;0;0;0;0;0;0;0;9;1;0;0;1;0;0;0;0
Gewest Vlaanderen;INWENDIGE GENEESKUNDE;338;183;155;0;168;13;1;1;0;0;0;0;0;0;143;12;0;0;0;0;0;0;0
Gewest Vlaanderen;REUMATOLOGIE;16;11;5;0;4;7;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;106;67;39;0;54;11;0;0;1;1;0;0;0;0;27;7;2;2;1;0;0;0;0
Gewest Vlaanderen;GERECHTELIJKE GENEESKUNDE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Vlaanderen;URGENTIEGENEESKUNE;133;78;55;0;52;21;2;1;1;1;0;0;0;0;44;9;0;2;0;0;0;0;0
Gewest Vlaanderen;ACUTE GENEESKUNDE;38;22;16;0;15;2;3;1;1;0;0;0;0;0;11;2;1;0;1;0;0;1;0
Gewest Vlaanderen;GERIATRIE;34;26;8;1;13;11;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
Gewest Vlaanderen;MEDISCHE ONCOLOGIE;29;21;8;0;12;8;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
Gewest Wallonië;ARBEIDSGENEESKUNDE;36;21;15;0;6;7;3;1;2;1;0;1;0;0;1;3;3;2;4;1;1;0;0
Gewest Wallonië;ANESTHESIE-REANIMATIE;121;43;78;0;32;11;0;0;0;0;0;0;0;1;62;14;1;0;0;0;0;0;0
Gewest Wallonië;HEELKUNDE;71;39;32;0;31;6;2;0;0;0;0;0;0;2;18;10;2;0;0;0;0;0;0
Gewest Wallonië;NEUROCHIRURGIE;18;5;13;0;4;1;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
Gewest Wallonië;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;8;3;5;0;2;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Gewest Wallonië;NEUROLOGIE;30;16;14;2;10;4;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0
Gewest Wallonië;GYNAECOLOGIE-VERLOSKUNDE;72;65;7;3;53;8;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Gewest Wallonië;OFTALMOLOGIE;32;18;14;0;17;1;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0
Gewest Wallonië;OTORHINOLARYNGOLOGIE;22;14;8;0;13;1;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0
Gewest Wallonië;UROLOGIE;20;7;13;0;5;2;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0
Gewest Wallonië;ORTHOPEDISCHE HEELKUNDE;49;15;34;0;12;3;0;0;0;0;0;0;0;0;23;10;0;1;0;0;0;0;0
Gewest Wallonië;STOMATOLOGIE;8;2;6;0;1;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Gewest Wallonië;DERMATO-VENEREOLOGIE;20;19;1;0;18;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gewest Wallonië;PNEUMOLOGIE;24;12;12;0;7;5;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0
Gewest Wallonië;GASTRO-ENTEROLOGIE;24;15;9;0;11;4;0;0;0;0;0;0;0;0;5;3;0;1;0;0;0;0;0
Gewest Wallonië;PEDIATRIE;115;106;9;1;85;20;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
Gewest Wallonië;CARDIOLOGIE;29;18;11;0;9;9;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0
Gewest Wallonië;FYSISCHE GENEESKUNDE EN REVALIDATIE;19;8;11;0;7;1;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0
Gewest Wallonië;KLINISCHE BIOLOGIE;11;6;5;0;1;3;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Gewest Wallonië;RONTGENDIAGNOSE;55;17;38;0;13;4;0;0;0;0;0;0;0;3;28;7;0;0;0;0;0;0;0
Gewest Wallonië;RADIOTHERAPIE-ONCOLOGIE;9;5;4;0;3;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;18;13;5;0;8;1;2;1;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0
Gewest Wallonië;NUCLEAIRE GENEESKUNDE;6;3;3;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Gewest Wallonië;PATHOLOGISCHE ANATOMIE;13;8;5;0;6;2;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0
Gewest Wallonië;INWENDIGE GENEESKUNDE;134;89;45;1;83;4;1;0;0;0;0;0;0;2;41;1;1;0;0;0;0;0;0
Gewest Wallonië;REUMATOLOGIE;6;4;2;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;38;25;13;0;19;5;1;0;0;0;0;0;0;1;11;1;0;0;0;0;0;0;0
Gewest Wallonië;URGENTIEGENEESKUNE;97;47;50;3;35;9;0;0;0;0;0;0;0;0;26;12;4;4;4;0;0;0;0
Gewest Wallonië;ACUTE GENEESKUNDE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gewest Wallonië;GERIATRIE;36;34;2;1;22;7;0;3;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Gewest Wallonië;MEDISCHE ONCOLOGIE;14;11;3;0;6;5;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ARBEIDSGENEESKUNDE;14;10;4;0;0;2;5;2;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ANESTHESIE-REANIMATIE;113;50;63;0;32;16;1;1;0;0;0;0;0;1;35;22;4;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;HEELKUNDE;65;34;31;0;27;7;0;0;0;0;0;0;0;0;19;10;2;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NEUROCHIRURGIE;8;3;5;0;1;1;1;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;11;6;5;0;2;3;1;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NEUROLOGIE;27;19;8;0;14;4;1;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;GYNAECOLOGIE-VERLOSKUNDE;63;57;6;0;47;10;0;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;OFTALMOLOGIE;26;19;7;1;12;5;1;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;OTORHINOLARYNGOLOGIE;12;10;2;0;9;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;UROLOGIE;15;3;12;0;3;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ORTHOPEDISCHE HEELKUNDE;37;7;30;0;5;2;0;0;0;0;0;0;0;1;20;8;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;STOMATOLOGIE;10;4;6;0;4;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;DERMATO-VENEREOLOGIE;16;14;2;0;10;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PNEUMOLOGIE;9;6;3;0;2;3;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;GASTRO-ENTEROLOGIE;19;13;6;0;6;6;1;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PEDIATRIE;93;73;20;2;56;13;2;0;0;0;0;0;0;1;16;3;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;CARDIOLOGIE;19;6;13;0;4;2;0;0;0;0;0;0;0;0;4;8;0;0;1;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;FYSISCHE GENEESKUNDE EN REVALIDATIE;9;7;2;0;5;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;KLINISCHE BIOLOGIE;10;6;4;0;3;3;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;RONTGENDIAGNOSE;57;27;30;0;19;7;1;0;0;0;0;0;0;1;20;5;2;2;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;RADIOTHERAPIE-ONCOLOGIE;14;10;4;0;4;4;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;23;17;6;0;10;6;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NUCLEAIRE GENEESKUNDE;10;4;6;0;0;4;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PATHOLOGISCHE ANATOMIE;13;11;2;0;6;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;INWENDIGE GENEESKUNDE;119;67;52;1;58;8;0;0;0;0;0;0;0;0;46;6;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;REUMATOLOGIE;6;3;3;0;1;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;44;26;18;0;21;5;0;0;0;0;0;0;0;0;8;6;2;1;1;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;GERECHTELIJKE GENEESKUNDE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNE;53;31;22;1;15;12;2;0;1;0;0;0;0;0;13;8;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ACUTE GENEESKUNDE;5;1;4;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;GERIATRIE;16;13;3;0;8;4;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;MEDISCHE ONCOLOGIE;9;7;2;0;1;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;ARBEIDSGENEESKUNDE;15;10;5;0;6;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0
Prov Vlaams Brabant;ANESTHESIE-REANIMATIE;104;51;53;0;40;9;1;1;0;0;0;0;0;0;39;11;2;0;0;1;0;0;0
Prov Vlaams Brabant;HEELKUNDE;50;22;28;0;17;5;0;0;0;0;0;0;0;0;18;9;1;0;0;0;0;0;0
Prov Vlaams Brabant;NEUROCHIRURGIE;11;1;10;0;1;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
Prov Vlaams Brabant;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;7;4;3;0;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;NEUROLOGIE;30;24;6;0;20;4;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0
Prov Vlaams Brabant;GYNAECOLOGIE-VERLOSKUNDE;44;40;4;0;34;5;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;OFTALMOLOGIE;21;18;3;0;16;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;OTORHINOLARYNGOLOGIE;18;16;2;0;15;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;UROLOGIE;16;5;11;0;5;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0
Prov Vlaams Brabant;ORTHOPEDISCHE HEELKUNDE;37;11;26;0;9;2;0;0;0;0;0;0;0;0;18;8;0;0;0;0;0;0;0
Prov Vlaams Brabant;STOMATOLOGIE;12;3;9;0;1;2;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;DERMATO-VENEREOLOGIE;19;15;4;0;14;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Prov Vlaams Brabant;PNEUMOLOGIE;14;10;4;0;5;5;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
Prov Vlaams Brabant;GASTRO-ENTEROLOGIE;13;8;5;0;2;6;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Vlaams Brabant;PEDIATRIE;58;48;10;1;41;6;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0
Prov Vlaams Brabant;CARDIOLOGIE;23;5;18;0;3;2;0;0;0;0;0;0;0;0;7;10;1;0;0;0;0;0;0
Prov Vlaams Brabant;FYSISCHE GENEESKUNDE EN REVALIDATIE;15;10;5;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;KLINISCHE BIOLOGIE;13;9;4;0;6;2;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;RONTGENDIAGNOSE;38;14;24;0;10;4;0;0;0;0;0;0;0;1;18;5;0;0;0;0;0;0;0
Prov Vlaams Brabant;RADIOTHERAPIE-ONCOLOGIE;13;10;3;0;9;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;19;18;1;1;16;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;NUCLEAIRE GENEESKUNDE;8;3;5;0;3;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;PATHOLOGISCHE ANATOMIE;9;5;4;0;4;1;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0
Prov Vlaams Brabant;INWENDIGE GENEESKUNDE;100;50;50;0;44;5;0;1;0;0;0;0;0;0;45;5;0;0;0;0;0;0;0
Prov Vlaams Brabant;REUMATOLOGIE;5;3;2;0;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Vlaams Brabant;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;34;20;14;0;18;1;0;0;1;0;0;0;0;0;11;3;0;0;0;0;0;0;0
Prov Vlaams Brabant;URGENTIEGENEESKUNE;33;19;14;0;11;8;0;0;0;0;0;0;0;0;12;1;0;1;0;0;0;0;0
Prov Vlaams Brabant;ACUTE GENEESKUNDE;15;10;5;0;6;2;1;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;0
Prov Vlaams Brabant;GERIATRIE;12;9;3;1;4;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;MEDISCHE ONCOLOGIE;12;8;4;0;4;4;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;ARBEIDSGENEESKUNDE;3;2;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;ANESTHESIE-REANIMATIE;28;13;15;2;8;3;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;HEELKUNDE;16;10;6;0;7;3;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;NEUROCHIRURGIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;NEUROLOGIE;7;5;2;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;GYNAECOLOGIE-VERLOSKUNDE;25;22;3;0;19;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
