Gebied-Specialiteit;Unnamed: 1;Unnamed: 2;Totaal;Geslacht;Unnamed: 5;Vrouw;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Man;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Henegouwen;"Zonder bijzondere
beroepsbekwaamheid (BB)";3890.0;1981;1909;123;333;182;130;199;185;213;199;155;262;85;293;166;72;170;199;160;191;177;396
;Luik;"Zonder bijzondere
beroepsbekwaamheid (BB)";3640.0;2087;1553;161;368;214;134;232;188;212;198;167;213;80;271;116;78;168;152;161;142;156;229
;Namen;"Zonder bijzondere
beroepsbekwaamheid (BB)";1837.0;1032;805;88;190;102;73;87;96;118;91;79;108;51;116;63;32;94;81;74;82;79;133
;Luxemburg;"Zonder bijzondere
beroepsbekwaamheid (BB)";1217.0;728;489;72;162;103;60;92;63;54;51;31;40;51;95;62;42;45;41;37;36;28;52
;"Brussels
Hoofdstedelijk
Gewest";"Zonder bijzondere
beroepsbekwaamheid (BB)";2844.0;1640;1204;122;371;154;74;102;102;121;139;149;306;63;277;183;83;83;67;72;73;110;193
;België;"Cardiovasculaire
kinesitherapie";159.0;93;66;0;15;9;12;16;15;15;9;2;0;0;7;4;9;8;9;8;11;8;2
;;Manuele therapie;1411.0;751;660;0;175;237;119;87;52;34;27;13;7;0;91;129;85;102;71;55;59;40;28
;;"Neurologische
kinesitherapie";368.0;277;91;1;47;50;50;37;25;38;16;12;1;0;7;6;11;24;17;10;7;6;3
;;Pediatrische kinesitherapie;713.0;652;61;2;87;137;125;105;60;51;58;21;6;0;3;10;6;11;8;8;4;8;3
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";445.0;426;19;0;16;61;52;85;67;62;49;29;5;0;0;0;2;1;4;2;4;2;4
;;Respiratoire kinesitherapie;229.0;153;76;0;20;33;22;23;18;13;15;5;4;0;3;11;11;13;9;8;12;5;4
;Vlaams Gewest;"Cardiovasculaire
kinesitherapie";93.0;54;39;0;10;8;6;5;10;11;3;1;0;0;2;2;4;5;5;3;9;7;2
;;Manuele therapie;1260.0;683;577;0;161;210;113;76;51;32;24;11;5;0;81;105;79;85;64;51;50;38;24
;;"Neurologische
kinesitherapie";247.0;189;58;1;33;39;37;20;18;26;7;7;1;0;2;5;9;14;12;7;6;2;1
;;Pediatrische kinesitherapie;558.0;519;39;2;76;103;100;89;49;36;42;17;5;0;2;4;3;8;4;6;2;7;3
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";305.0;296;9;0;7;41;40;56;49;46;33;19;5;0;0;0;0;0;2;1;3;1;2
;;Respiratoire kinesitherapie;155.0;111;44;0;12;24;13;17;15;11;12;3;4;0;2;4;7;6;5;7;9;2;2
;Waals Gewest;"Cardiovasculaire
kinesitherapie";48.0;32;16;0;4;0;5;10;4;3;6;0;0;0;3;1;4;1;2;3;1;1;0
;;Manuele therapie;110.0;49;61;0;12;17;3;10;0;2;1;2;2;0;5;16;5;15;6;1;7;2;4
;;"Neurologische
kinesitherapie";101.0;75;26;0;13;9;8;14;7;11;8;5;0;0;3;1;2;7;4;3;1;3;2
;;Pediatrische kinesitherapie;113.0;99;14;0;9;22;17;13;10;13;12;2;1;0;1;3;1;3;3;1;1;1;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";118.0;111;7;0;7;17;12;27;16;11;14;7;0;0;0;0;2;0;1;1;1;1;1
;;Respiratoire kinesitherapie;51.0;28;23;0;6;5;6;3;2;2;3;1;0;0;0;5;2;5;4;1;2;3;1
;"Brussels
Hoofdstedelijk
Gewest";"Cardiovasculaire
kinesitherapie";18.0;7;11;0;1;1;1;1;1;1;0;1;0;0;2;1;1;2;2;2;1;0;0
;;Manuele therapie;41.0;19;22;0;2;10;3;1;1;0;2;0;0;0;5;8;1;2;1;3;2;0;0
;;"Neurologische
kinesitherapie";20.0;13;7;0;1;2;5;3;0;1;1;0;0;0;2;0;0;3;1;0;0;1;0
;;Pediatrische kinesitherapie;42.0;34;8;0;2;12;8;3;1;2;4;2;0;0;0;3;2;0;1;1;1;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";22.0;19;3;0;2;3;0;2;2;5;2;3;0;0;0;0;0;1;1;0;0;0;1
;;Respiratoire kinesitherapie;23.0;14;9;0;2;4;3;3;1;0;0;1;0;0;1;2;2;2;0;0;1;0;1
;Vlaams Brabant;"Cardiovasculaire
kinesitherapie";21.0;13;8;0;4;2;2;0;2;2;0;1;0;0;1;1;1;1;2;0;1;1;0
;;Manuele therapie;234.0;130;104;0;24;37;27;11;15;8;5;3;0;0;17;23;11;18;6;10;7;10;2
;;"Neurologische
kinesitherapie";71.0;49;22;0;9;11;7;8;7;7;0;0;0;0;0;2;4;7;3;4;2;0;0
;;Pediatrische kinesitherapie;95.0;89;6;0;10;21;15;17;9;3;8;6;0;0;2;1;0;1;0;1;0;1;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";61.0;60;1;0;3;10;7;16;8;7;5;4;0;0;0;0;0;0;0;0;0;1;0
;;Respiratoire kinesitherapie;33.0;29;4;0;2;9;5;3;6;1;2;1;0;0;0;0;0;1;1;1;0;1;0
;West-Vlaanderen;"Cardiovasculaire
kinesitherapie";9.0;2;7;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;2;2;0
;;Manuele therapie;281.0;145;136;0;48;41;23;15;8;6;2;1;1;0;17;19;21;27;15;9;10;8;10
;;"Neurologische
kinesitherapie";49.0;37;12;1;7;2;5;2;4;8;5;3;0;0;1;0;1;6;1;2;1;0;0
;;Pediatrische kinesitherapie;100.0;93;7;1;13;13;14;19;10;10;6;4;3;0;0;0;1;2;1;1;0;1;1
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";83.0;79;4;0;3;10;14;16;14;6;10;5;1;0;0;0;0;0;1;0;2;0;1
;;Respiratoire kinesitherapie;30.0;23;7;0;1;3;5;5;2;2;3;1;1;0;1;0;1;1;0;1;2;0;1
;Oost-Vlaanderen;"Cardiovasculaire
kinesitherapie";28.0;21;7;0;4;4;2;3;4;3;1;0;0;0;0;0;1;1;1;0;3;1;0
;;Manuele therapie;310.0;186;124;0;42;64;33;27;11;3;3;2;1;0;16;25;20;17;14;13;10;4;5
;;"Neurologische
kinesitherapie";46.0;35;11;0;4;10;9;5;3;3;0;1;0;0;1;0;2;1;4;0;2;0;1
;;Pediatrische kinesitherapie;168.0;155;13;1;28;28;33;28;14;12;8;2;1;0;0;1;1;3;1;2;1;3;1
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";77.0;76;1;0;0;10;10;9;17;16;8;3;3;0;0;0;0;0;0;1;0;0;0
;;Respiratoire kinesitherapie;41.0;23;18;0;1;2;0;7;1;5;5;1;1;0;1;2;3;2;2;3;3;1;1
;Antwerpen;"Cardiovasculaire
kinesitherapie";19.0;10;9;0;0;1;2;1;2;3;1;0;0;0;0;0;1;1;0;2;1;2;2
;;Manuele therapie;310.0;167;143;0;38;49;23;17;14;11;11;2;2;0;20;26;19;13;17;13;22;10;3
;;"Neurologische
kinesitherapie";54.0;43;11;0;9;9;10;5;2;4;2;2;0;0;0;3;0;0;4;1;1;2;0
;;Pediatrische kinesitherapie;122.0;116;6;0;17;28;25;17;9;5;12;2;1;0;0;1;1;0;1;2;0;1;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";53.0;52;1;0;1;4;5;11;8;11;8;4;0;0;0;0;0;0;1;0;0;0;0
;;Respiratoire kinesitherapie;36.0;28;8;0;8;6;2;2;5;1;2;0;2;0;0;2;2;1;1;0;2;0;0
;Limburg;"Cardiovasculaire
kinesitherapie";16.0;8;8;0;2;1;0;1;1;2;1;0;0;0;0;1;1;1;2;0;2;1;0
;;Manuele therapie;125.0;55;70;0;9;19;7;6;3;4;3;3;1;0;11;12;8;10;12;6;1;6;4
;;"Neurologische
kinesitherapie";27.0;25;2;0;4;7;6;0;2;4;0;1;1;0;0;0;2;0;0;0;0;0;0
;;Pediatrische kinesitherapie;73.0;66;7;0;8;13;13;8;7;6;8;3;0;0;0;1;0;2;1;0;1;1;1
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";31.0;29;2;0;0;7;4;4;2;6;2;3;1;0;0;0;0;0;0;0;1;0;1
;;Respiratoire kinesitherapie;15.0;8;7;0;0;4;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
;Waals Brabant;"Cardiovasculaire
kinesitherapie";10.0;7;3;0;1;0;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0
;;Manuele therapie;28.0;13;15;0;5;5;0;1;0;0;0;1;1;0;1;5;0;5;0;0;1;2;1
;;"Neurologische
kinesitherapie";30.0;25;5;0;5;2;3;3;5;3;2;2;0;0;0;0;1;2;1;0;0;0;1
;;Pediatrische kinesitherapie;38.0;35;3;0;1;8;6;1;2;8;8;0;1;0;0;0;0;2;0;0;1;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";33.0;29;4;0;4;4;2;10;3;1;2;3;0;0;0;0;2;0;1;0;0;0;1
;;Respiratoire kinesitherapie;14.0;8;6;0;1;3;2;0;1;1;0;0;0;0;0;1;2;2;1;0;0;0;0
;Henegouwen;"Cardiovasculaire
kinesitherapie";9.0;4;5;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0
;;Manuele therapie;23.0;9;14;0;1;3;0;4;0;0;1;0;0;0;1;4;2;4;1;0;1;0;1
;;"Neurologische
kinesitherapie";20.0;13;7;0;3;1;0;5;0;3;1;0;0;0;1;1;1;0;1;1;0;1;1
;;Pediatrische kinesitherapie;26.0;19;7;0;4;3;3;2;2;3;2;0;0;0;1;2;0;1;2;0;0;1;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";36.0;33;3;0;1;2;3;8;7;4;7;1;0;0;0;0;0;0;0;1;1;1;0
;;Respiratoire kinesitherapie;8.0;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;1
;Luik;"Cardiovasculaire
kinesitherapie";16.0;11;5;0;2;0;2;3;2;0;2;0;0;0;1;1;1;0;1;1;0;0;0
;;Manuele therapie;41.0;20;21;0;4;7;2;3;0;2;0;1;1;0;3;3;1;5;4;0;3;0;2
;;"Neurologische
kinesitherapie";45.0;32;13;0;5;5;3;6;2;4;4;3;0;0;2;0;0;4;2;2;1;2;0
;;Pediatrische kinesitherapie;27.0;25;2;0;3;6;5;3;4;2;1;1;0;0;0;0;1;0;0;1;0;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";35.0;35;0;0;1;7;3;7;5;5;4;3;0;0;0;0;0;0;0;0;0;0;0
;;Respiratoire kinesitherapie;20.0;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;1;3;1;1;1;0
;Namen;"Cardiovasculaire
kinesitherapie";12.0;9;3;0;1;0;1;3;0;1;3;0;0;0;0;0;2;0;0;1;0;0;0
;;Manuele therapie;8.0;2;6;0;0;0;1;1;0;0;0;0;0;0;0;2;2;1;0;0;1;0;0
;;"Neurologische
kinesitherapie";5.0;4;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
;;Pediatrische kinesitherapie;18.0;16;2;0;1;4;1;7;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";9.0;9;0;0;0;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Respiratoire kinesitherapie;7.0;5;2;0;1;1;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0
;Luxemburg;"Cardiovasculaire
kinesitherapie";1.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Manuele therapie;10.0;5;5;0;2;2;0;1;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0
;;"Neurologische
kinesitherapie";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Pediatrische kinesitherapie;4.0;4;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";5.0;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
;;Respiratoire kinesitherapie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;"Brussels
Hoofdstedelijk
Gewest";"Cardiovasculaire
kinesitherapie";18.0;7;11;0;1;1;1;1;1;1;0;1;0;0;2;1;1;2;2;2;1;0;0
;;Manuele therapie;41.0;19;22;0;2;10;3;1;1;0;2;0;0;0;5;8;1;2;1;3;2;0;0
;;"Neurologische
kinesitherapie";20.0;13;7;0;1;2;5;3;0;1;1;0;0;0;2;0;0;3;1;0;0;1;0
;;Pediatrische kinesitherapie;42.0;34;8;0;2;12;8;3;1;2;4;2;0;0;0;3;2;0;1;1;1;0;0
;;"Bekkenbodemreëducatie en
perinatale kinesitherapie";22.0;19;3;0;2;3;0;2;2;5;2;3;0;0;0;0;0;1;1;0;0;0;1
;;Respiratoire kinesitherapie;23.0;14;9;0;2;4;3;3;1;0;0;1;0;0;1;2;2;2;0;0;1;0;1
