territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Belgique;Stomatologie;374;94;280;0;13;11;17;18;8;5;10;12;1;28;21;27;25;27;32;29;90
Belgique;Dermato-vénéréologie;883;631;252;7;77;65;89;83;88;63;44;115;2;14;9;15;18;22;31;33;108
Belgique;Pédiatrie;1984;1306;678;1;200;170;213;184;148;115;78;197;0;37;39;37;47;58;55;73;332
Belgique;Médecine physique et réadaptation;606;285;321;1;43;26;48;36;41;41;19;30;0;23;22;22;21;30;37;46;120
Belgique;Biologie clinique;727;355;372;0;25;23;36;42;36;38;48;107;0;7;17;18;12;30;43;53;192
Belgique;Radiodiagnostic;1889;565;1324;1;74;80;78;76;84;73;41;58;1;109;89;108;100;150;214;176;377
Belgique;Radiothérapie - oncologie;244;139;105;0;14;19;24;25;17;19;9;12;0;6;12;18;12;8;17;14;18
Belgique;Médecine nucléaire;354;124;230;0;10;19;16;13;20;25;6;15;0;14;10;11;20;18;27;17;113
Belgique;Anatomie pathologique;411;224;187;0;29;21;31;38;28;25;20;32;0;10;8;20;20;10;22;27;70
Belgique;Oncologie médicale;293;167;126;0;29;35;26;27;23;13;4;10;0;8;8;9;23;28;14;13;23
Belgique;Génétique clinique;38;22;16;0;0;1;4;5;2;5;3;2;0;0;3;2;3;2;2;3;1
Belgique;Médecine du travail;1181;649;532;0;12;23;100;145;97;116;74;82;0;4;4;42;35;31;91;99;226
Belgique;Médecine d'assurance et expertise médicale;642;197;445;0;0;3;5;31;36;35;48;39;0;0;0;4;15;34;79;112;201
Région flamande;Toutes les spécialités;15718;6519;9199;12;962;905;1086;1080;854;621;411;588;7;570;605;902;924;953;1225;1173;2840
Région flamande;Gériatrie;209;122;87;0;22;15;25;24;15;7;10;4;0;6;5;6;8;7;9;20;26
Région flamande;Médecine d'urgence;92;56;36;0;27;15;6;4;3;1;0;0;0;14;10;6;4;0;2;0;0
Région flamande;Médecine légale;6;2;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1
Région flamande;Gestion de données de santé;27;9;18;0;0;0;1;0;1;4;3;0;0;0;0;0;4;3;3;5;3
Région flamande;Anesthésie-réanimation;1507;628;879;0;112;77;98;102;90;49;39;61;0;90;77;113;112;111;116;101;159
Région flamande;Chirurgie;986;202;784;0;41;37;39;35;14;12;10;14;0;53;62;78;82;86;90;92;241
Région flamande;Neurochirurgie;154;17;137;0;5;1;2;3;5;0;0;1;0;12;13;27;19;12;14;11;29
Région flamande;Chirurgie plastique, reconstructrice et esthétique;166;39;127;0;6;8;2;6;2;5;7;3;0;6;11;13;15;18;20;13;31
Région flamande;Urologie;305;44;261;0;11;13;7;4;6;2;1;0;0;26;22;29;34;22;34;28;66
Région flamande;Chirurgie orthopédique;733;72;661;0;14;13;11;12;11;5;2;4;0;47;55;89;75;72;104;79;140
Région flamande;Neurologie;345;167;178;0;30;45;25;17;27;7;10;6;1;11;15;25;24;16;25;27;34
Région flamande;Psychiatrie;270;141;129;0;0;0;3;38;60;30;3;7;0;0;0;4;30;43;29;10;13
Région flamande;Neuropsychiatrie;126;28;98;0;0;0;0;0;0;4;7;17;0;0;0;0;0;0;3;8;87
Région flamande;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;254;209;45;0;37;37;58;34;8;12;8;15;0;3;7;5;7;2;5;5;11
Région flamande;Psychiatrie, particulièrement en psychiatrie adulte;571;248;323;0;39;51;60;30;4;11;23;30;0;15;18;37;24;2;20;54;153
Région flamande;Pneumologie;339;149;190;0;27;31;39;22;14;9;4;3;0;13;12;16;17;22;33;34;43
Région flamande;Gastro-entérologie;418;143;275;0;31;33;30;22;13;6;4;4;0;19;19;36;34;29;38;38;62
Région flamande;Cardiologie;649;125;524;0;18;26;24;23;17;8;2;7;0;30;45;79;60;75;63;56;116
Région flamande;Médecine interne;940;365;575;0;57;76;72;61;34;26;21;18;0;28;29;31;61;49;62;51;264
Région flamande;Rhumatologie;146;65;81;0;10;7;8;12;13;5;3;7;0;3;6;6;6;5;8;10;37
Région flamande;Médecine aiguë;139;55;84;1;7;8;11;15;6;4;2;1;0;4;9;14;23;19;7;6;2
Région flamande;Gynécologie-obstétrique;849;443;406;1;91;63;79;78;56;37;19;19;0;6;19;28;26;40;56;52;179
Région flamande;Ophtalmologie;742;464;278;4;57;45;58;64;58;53;42;83;3;9;15;20;20;28;35;27;121
Région flamande;Oto-rhino-laryngologie;407;175;232;0;29;29;30;18;31;14;12;12;0;9;15;20;22;20;29;39;78
Région flamande;Stomatologie;221;51;170;0;8;9;7;14;3;2;5;3;1;21;16;21;16;17;24;17;37
Région flamande;Dermato-vénéréologie;491;355;136;5;46;37;54;54;48;36;21;54;1;8;6;9;11;14;13;20;54
Région flamande;Pédiatrie;971;640;331;1;103;82;98;105;84;60;34;73;0;16;15;20;25;29;33;42;151
Région flamande;Médecine physique et réadaptation;366;162;204;0;24;16;29;22;23;26;12;10;0;19;14;12;17;20;24;25;73
Région flamande;Biologie clinique;380;175;205;0;13;17;25;29;21;19;16;35;0;6;12;10;10;25;25;31;86
Région flamande;Radiodiagnostic;1040;286;754;0;39;41;45;48;42;32;15;24;1;69;49;73;57;90;133;99;183
Région flamande;Radiothérapie - oncologie;151;83;68;0;10;9;22;16;14;9;2;1;0;6;8;10;7;4;13;12;8
Région flamande;Médecine nucléaire;177;59;118;0;7;13;8;7;12;7;2;3;0;10;5;7;11;13;13;7;52
Région flamande;Anatomie pathologique;256;129;127;0;15;14;26;21;17;13;13;10;0;5;5;17;17;7;10;18;48
Région flamande;Oncologie médicale;138;84;54;0;14;16;18;13;12;8;2;1;0;4;3;5;12;12;7;4;7
Région flamande;Génétique clinique;36;21;15;0;0;1;4;5;2;5;3;1;0;0;3;2;3;2;2;3;0
Région flamande;Médecine du travail;767;402;365;0;10;17;60;98;65;73;35;44;0;2;4;32;24;20;71;68;144
Région flamande;Médecine d'assurance et expertise médicale;344;104;240;0;0;3;2;24;23;20;19;13;0;0;0;2;7;19;51;60;101
Région wallonne;Toutes les spécialités;9371;3871;5500;8;415;495;565;597;472;408;323;588;4;240;329;408;530;591;694;713;1991
Région wallonne;Gériatrie;106;74;32;0;11;14;15;14;8;8;1;3;0;1;4;1;4;2;4;5;11
Région wallonne;Médecine d'urgence;79;28;51;0;10;12;2;3;1;0;0;0;0;8;14;9;10;5;2;3;0
Région wallonne;Médecine légale;8;2;6;0;0;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;1
Région wallonne;Gestion de données de santé;21;7;14;0;0;0;0;1;1;4;1;0;0;0;0;0;1;2;7;3;1
Région wallonne;Anesthésie-réanimation;847;322;525;0;38;50;46;56;33;22;20;57;0;29;53;64;73;62;67;63;114
Région wallonne;Chirurgie;582;111;471;0;11;18;15;20;20;7;13;7;0;11;29;34;42;45;61;61;188
Région wallonne;Neurochirurgie;66;10;56;0;2;2;1;2;0;3;0;0;0;8;2;6;8;7;5;7;13
Région wallonne;Chirurgie plastique, reconstructrice et esthétique;79;23;56;0;3;4;6;1;4;2;3;0;0;5;10;8;4;8;11;2;8
Région wallonne;Urologie;148;21;127;0;1;4;8;0;4;3;1;0;0;10;12;9;17;13;12;13;41
Région wallonne;Chirurgie orthopédique;396;39;357;0;3;7;11;6;2;3;4;3;0;24;30;27;39;45;46;41;105
Région wallonne;Neurologie;209;100;109;0;15;13;16;21;10;14;3;8;0;7;4;12;11;18;19;20;18
Région wallonne;Psychiatrie;429;184;245;0;3;7;15;32;33;30;23;41;0;1;4;8;20;23;28;37;124
Région wallonne;Neuropsychiatrie;65;14;51;0;0;0;0;0;0;1;1;12;0;0;0;0;0;0;2;3;46
Région wallonne;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;74;54;20;0;11;17;7;11;2;0;1;5;0;2;2;5;2;3;1;2;3
Région wallonne;Psychiatrie, particulièrement en psychiatrie adulte;139;85;54;0;11;21;22;25;2;1;1;2;0;7;10;14;10;7;1;2;3
Région wallonne;Pneumologie;221;87;134;0;9;13;22;15;8;4;6;10;0;6;5;16;15;14;23;22;33
Région wallonne;Gastro-entérologie;265;86;179;0;14;21;10;9;8;11;3;10;0;7;5;14;22;25;27;22;57
Région wallonne;Cardiologie;429;109;320;0;14;18;18;18;13;11;10;7;0;12;19;28;34;41;41;41;104
Région wallonne;Médecine interne;653;237;416;0;31;38;44;43;34;10;15;22;0;14;21;27;47;50;59;54;144
Région wallonne;Rhumatologie;99;49;50;0;3;7;7;7;8;4;2;11;0;2;0;3;3;2;10;7;23
Région wallonne;Médecine aiguë;140;61;79;1;0;1;9;24;12;7;5;2;0;1;2;5;18;19;16;8;10
Région wallonne;Gynécologie-obstétrique;589;311;278;1;48;37;49;45;41;31;28;31;0;9;14;14;24;30;26;44;117
Région wallonne;Ophtalmologie;375;218;157;4;23;21;27;21;21;23;19;59;3;15;10;10;16;17;13;19;54
Région wallonne;Oto-rhino-laryngologie;253;115;138;0;11;18;13;20;21;11;11;10;0;5;5;8;8;13;21;16;62
Région wallonne;Stomatologie;95;22;73;0;3;1;6;3;2;2;1;4;0;4;4;3;7;9;5;6;35
Région wallonne;Dermato-vénéréologie;260;180;80;1;18;25;21;21;29;15;17;33;1;4;1;4;6;5;11;10;38
Région wallonne;Pédiatrie;676;433;243;0;61;60;74;58;43;36;29;72;0;13;14;11;18;20;18;21;128
Région wallonne;Médecine physique et réadaptation;194;95;99;0;12;9;13;12;14;11;7;17;0;3;7;10;3;10;10;15;41
Région wallonne;Biologie clinique;244;122;122;0;6;3;9;8;8;14;19;55;0;0;4;5;1;3;13;14;82
Région wallonne;Radiodiagnostic;634;191;443;1;20;24;26;23;27;34;14;22;0;23;32;25;34;46;67;62;154
Région wallonne;Radiothérapie - oncologie;72;39;33;0;4;7;2;4;1;9;5;7;0;0;2;8;5;4;3;2;9
Région wallonne;Médecine nucléaire;134;51;83;0;3;2;6;5;8;15;3;9;0;1;2;3;4;5;12;7;49
Région wallonne;Anatomie pathologique;108;63;45;0;7;4;3;14;9;9;5;12;0;4;2;2;1;3;10;7;16
Région wallonne;Oncologie médicale;99;52;47;0;8;11;3;12;7;3;2;6;0;2;4;3;5;12;5;7;9
Région wallonne;Médecine du travail;331;201;130;0;1;6;35;38;27;35;29;30;0;2;0;8;11;11;13;23;62
Région wallonne;Médecine d'assurance et expertise médicale;252;75;177;0;0;0;3;4;11;15;21;21;0;0;0;1;7;12;25;44;88
Région de Bruxelles Capitale;Toutes les spécialités;3830;1855;1975;7;270;252;261;191;182;176;178;338;1;153;137;180;144;178;214;220;748
Région de Bruxelles Capitale;Gériatrie;34;24;10;0;3;9;5;3;2;1;1;0;0;0;2;1;0;1;2;2;2
Région de Bruxelles Capitale;Médecine d'urgence;40;21;19;0;6;8;3;1;1;2;0;0;0;4;5;5;2;2;0;1;0
Région de Bruxelles Capitale;Médecine légale;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Gestion de données de santé;11;6;5;0;0;0;0;1;3;0;2;0;0;0;0;1;0;0;2;2;0
Région de Bruxelles Capitale;Anesthésie-réanimation;273;135;138;1;22;17;13;17;13;9;15;28;0;26;18;15;15;21;12;10;21
Région de Bruxelles Capitale;Chirurgie;207;52;155;0;9;9;7;4;4;5;6;8;0;9;11;16;9;17;12;12;69
Région de Bruxelles Capitale;Neurochirurgie;22;3;19;0;2;0;0;1;0;0;0;0;0;0;3;2;3;0;1;3;7
Région de Bruxelles Capitale;Chirurgie plastique, reconstructrice et esthétique;37;9;28;0;1;3;2;0;0;1;1;1;0;0;2;5;4;2;4;2;9
Région de Bruxelles Capitale;Urologie;45;4;41;0;0;1;3;0;0;0;0;0;0;4;3;4;4;2;5;4;15
Région de Bruxelles Capitale;Chirurgie orthopédique;113;18;95;0;2;4;1;1;3;3;1;3;0;11;7;9;8;6;12;7;35
Région de Bruxelles Capitale;Neurologie;80;43;37;0;4;8;9;5;6;3;5;3;0;5;5;7;4;6;5;2;3
Région de Bruxelles Capitale;Psychiatrie;260;110;150;0;0;2;5;15;20;25;13;30;0;0;0;5;8;12;20;24;81
Région de Bruxelles Capitale;Neuropsychiatrie;33;12;21;0;0;0;0;0;0;1;2;9;0;0;0;0;0;0;0;1;20
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;52;38;14;0;8;13;7;3;3;2;0;2;0;5;1;4;0;0;1;2;1
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;101;61;40;0;14;8;11;10;4;6;3;5;0;3;5;18;4;1;3;3;3
Région de Bruxelles Capitale;Pneumologie;68;30;38;0;2;8;4;7;2;1;2;4;0;2;2;4;1;4;5;7;13
Région de Bruxelles Capitale;Gastro-entérologie;99;37;62;0;4;6;8;7;1;4;3;4;0;3;6;5;5;8;5;6;24
Région de Bruxelles Capitale;Cardiologie;196;69;127;0;4;20;10;5;7;6;9;8;0;11;9;14;10;11;22;11;39
Région de Bruxelles Capitale;Médecine interne;338;141;197;0;29;18;35;15;11;10;7;16;0;14;17;15;18;16;18;20;79
Région de Bruxelles Capitale;Rhumatologie;40;17;23;0;1;3;2;2;2;2;1;4;0;2;0;0;0;4;3;2;12
Région de Bruxelles Capitale;Médecine aiguë;36;21;15;1;3;3;3;4;2;1;2;2;0;0;1;1;1;4;3;2;3
Région de Bruxelles Capitale;Gynécologie-obstétrique;291;178;113;0;38;29;23;13;13;21;18;23;0;6;4;11;6;10;8;16;52
Région de Bruxelles Capitale;Ophtalmologie;168;103;65;3;15;14;13;6;6;6;12;28;1;7;3;6;9;7;7;4;21
Région de Bruxelles Capitale;Oto-rhino-laryngologie;95;39;56;0;8;0;9;6;3;2;2;9;0;3;2;2;1;8;11;6;23
Région de Bruxelles Capitale;Stomatologie;58;21;37;0;2;1;4;1;3;1;4;5;0;3;1;3;2;1;3;6;18
Région de Bruxelles Capitale;Dermato-vénéréologie;132;96;36;1;13;3;14;8;11;12;6;28;0;2;2;2;1;3;7;3;16
Région de Bruxelles Capitale;Pédiatrie;337;233;104;0;36;28;41;21;21;19;15;52;0;8;10;6;4;9;4;10;53
Région de Bruxelles Capitale;Médecine physique et réadaptation;46;28;18;1;7;1;6;2;4;4;0;3;0;1;1;0;1;0;3;6;6
Région de Bruxelles Capitale;Biologie clinique;103;58;45;0;6;3;2;5;7;5;13;17;0;1;1;3;1;2;5;8;24
Région de Bruxelles Capitale;Radiodiagnostic;215;88;127;0;15;15;7;5;15;7;12;12;0;17;8;10;9;14;14;15;40
Région de Bruxelles Capitale;Radiothérapie - oncologie;21;17;4;0;0;3;0;5;2;1;2;4;0;0;2;0;0;0;1;0;1
Région de Bruxelles Capitale;Médecine nucléaire;43;14;29;0;0;4;2;1;0;3;1;3;0;3;3;1;5;0;2;3;12
Région de Bruxelles Capitale;Anatomie pathologique;47;32;15;0;7;3;2;3;2;3;2;10;0;1;1;1;2;0;2;2;6
Région de Bruxelles Capitale;Oncologie médicale;56;31;25;0;7;8;5;2;4;2;0;3;0;2;1;1;6;4;2;2;7
Région de Bruxelles Capitale;Génétique clinique;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
Région de Bruxelles Capitale;Médecine du travail;83;46;37;0;1;0;5;9;5;8;10;8;0;0;0;2;0;0;7;8;20
Région de Bruxelles Capitale;Médecine d'assurance et expertise médicale;46;18;28;0;0;0;0;3;2;0;8;5;0;0;0;1;1;3;3;8;12
Brabant flamand;Toutes les spécialités;4236;1939;2297;3;261;264;348;318;242;189;127;187;3;155;152;218;236;257;328;274;674
Brabant flamand;Gériatrie;46;33;13;0;3;5;5;9;4;2;4;1;0;1;1;1;2;1;2;3;2
Brabant flamand;Médecine d'urgence;29;14;15;0;6;2;3;1;2;0;0;0;0;5;3;3;2;0;2;0;0
Brabant flamand;Médecine légale;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Brabant flamand;Gestion de données de santé;12;6;6;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;1;2;3
Brabant flamand;Anesthésie-réanimation;356;159;197;0;27;20;27;23;19;11;12;20;0;23;19;26;22;25;36;17;29
Brabant flamand;Chirurgie;276;61;215;0;9;10;16;14;6;0;3;3;0;22;20;21;20;23;20;23;66
Brabant flamand;Neurochirurgie;32;3;29;0;1;1;0;1;0;0;0;0;0;3;4;3;6;3;3;1;6
Brabant flamand;Chirurgie plastique, reconstructrice et esthétique;38;13;25;0;2;3;1;4;1;1;1;0;0;1;2;1;4;5;5;1;6
Brabant flamand;Urologie;65;10;55;0;2;3;2;0;3;0;0;0;0;6;8;2;8;5;9;2;15
Brabant flamand;Chirurgie orthopédique;170;24;146;0;5;4;3;2;5;2;0;3;0;13;16;23;19;17;24;15;19
Brabant flamand;Neurologie;90;45;45;0;10;7;5;4;11;3;2;3;0;2;5;7;6;4;4;7;10
Brabant flamand;Psychiatrie;77;41;36;0;0;0;1;12;13;11;2;2;0;0;0;3;0;10;8;7;8
Brabant flamand;Neuropsychiatrie;34;6;28;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;2;26
Brabant flamand;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;72;63;9;0;10;9;18;12;1;4;3;6;0;0;0;0;3;0;4;0;2
Brabant flamand;Psychiatrie, particulièrement en psychiatrie adulte;144;66;78;0;7;11;24;9;0;5;7;3;0;5;5;9;5;1;3;13;37
Brabant flamand;Pneumologie;91;46;45;0;10;6;15;6;4;3;0;2;0;4;1;3;7;4;6;8;12
Brabant flamand;Gastro-entérologie;110;43;67;0;8;9;9;9;3;3;1;1;0;6;4;7;6;10;8;11;15
Brabant flamand;Cardiologie;173;33;140;0;2;6;8;7;4;3;1;2;0;10;11;22;11;23;22;15;26
Brabant flamand;Médecine interne;281;114;167;0;14;23;27;18;8;8;11;5;0;8;8;8;28;15;20;16;64
Brabant flamand;Rhumatologie;36;16;20;0;2;2;4;5;2;0;0;1;0;1;0;2;4;2;0;2;9
Brabant flamand;Médecine aiguë;50;21;29;0;6;5;2;5;2;1;0;0;0;2;2;3;8;10;3;0;1
Brabant flamand;Gynécologie-obstétrique;243;140;103;0;30;19;24;24;16;13;5;9;0;0;6;10;7;11;17;14;38
Brabant flamand;Ophtalmologie;195;130;65;1;13;14;21;13;19;12;14;23;1;2;2;8;6;8;9;9;20
Brabant flamand;Oto-rhino-laryngologie;98;48;50;0;8;8;8;4;9;5;2;4;0;2;5;3;5;3;7;9;16
Brabant flamand;Stomatologie;50;17;33;0;1;4;3;3;1;0;2;3;0;5;3;3;1;4;5;0;12
Brabant flamand;Dermato-vénéréologie;137;104;33;2;11;12;22;14;12;8;6;17;1;1;2;0;7;5;3;2;12
Brabant flamand;Pédiatrie;310;215;95;0;35;36;32;34;30;15;8;25;0;5;6;7;6;11;15;13;32
Brabant flamand;Médecine physique et réadaptation;88;42;46;0;6;6;6;8;1;7;5;3;0;4;3;1;3;5;1;6;23
Brabant flamand;Biologie clinique;121;51;70;0;3;3;6;7;5;6;7;14;0;2;2;3;3;6;8;10;36
Brabant flamand;Radiodiagnostic;289;102;187;0;12;14;12;18;16;14;5;11;1;17;12;20;16;21;34;17;49
Brabant flamand;Radiothérapie - oncologie;40;26;14;0;5;1;4;6;5;5;0;0;0;1;0;3;2;1;4;2;1
Brabant flamand;Médecine nucléaire;51;24;27;0;2;8;3;2;5;2;0;2;0;1;1;2;3;5;4;1;10
Brabant flamand;Anatomie pathologique;66;39;27;0;4;4;11;5;3;4;5;3;0;1;0;5;1;2;1;6;11
Brabant flamand;Oncologie médicale;43;23;20;0;3;3;5;2;4;4;1;1;0;2;0;2;5;4;3;1;3
Brabant flamand;Génétique clinique;15;10;5;0;0;1;3;1;1;3;1;0;0;0;1;0;0;1;1;2;0
Brabant flamand;Médecine du travail;209;112;97;0;3;4;17;28;19;20;8;13;0;0;0;7;7;5;20;23;35
Brabant flamand;Médecine d'assurance et expertise médicale;97;38;59;0;0;1;1;8;7;11;6;4;0;0;0;0;3;7;16;14;19
Flandre occidentale;Toutes les spécialités;2546;876;1670;3;138;121;132;143;114;75;54;96;1;80;109;138;143;154;198;211;636
Flandre occidentale;Gériatrie;42;23;19;0;5;3;6;3;3;1;2;0;0;1;2;1;1;1;2;2;9
Flandre occidentale;Médecine d'urgence;9;7;2;0;4;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre occidentale;Gestion de données de santé;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Flandre occidentale;Anesthésie-réanimation;283;99;184;0;12;12;16;17;17;10;4;11;0;13;13;28;19;26;17;26;42
Flandre occidentale;Chirurgie;142;25;117;0;6;4;7;4;0;1;1;2;0;4;8;9;9;10;14;14;49
Flandre occidentale;Neurochirurgie;24;2;22;0;1;0;0;1;0;0;0;0;0;3;3;2;4;0;2;3;5
Flandre occidentale;Chirurgie plastique, reconstructrice et esthétique;25;5;20;0;2;1;0;0;0;1;1;0;0;0;4;1;4;1;4;1;5
Flandre occidentale;Urologie;60;6;54;0;4;0;0;1;1;0;0;0;0;6;4;5;9;5;4;8;13
Flandre occidentale;Chirurgie orthopédique;143;8;135;0;2;0;2;2;1;1;0;0;0;5;14;12;11;16;23;16;38
Flandre occidentale;Neurologie;53;19;34;0;3;6;3;3;4;0;0;0;0;1;1;5;5;2;9;6;5
Flandre occidentale;Psychiatrie;34;13;21;0;0;0;1;1;7;2;1;1;0;0;0;0;3;6;9;1;2
Flandre occidentale;Neuropsychiatrie;23;3;20;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;20
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;25;20;5;0;3;3;5;2;0;1;1;5;0;0;0;1;0;0;0;2;2
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie adulte;81;33;48;0;7;6;9;1;0;0;4;6;0;2;2;3;3;1;3;6;28
Flandre occidentale;Pneumologie;55;22;33;0;3;6;7;1;2;3;0;0;0;2;2;2;1;5;4;4;13
Flandre occidentale;Gastro-entérologie;73;18;55;0;7;5;3;1;2;0;0;0;0;4;4;9;6;2;8;7;15
Flandre occidentale;Cardiologie;95;12;83;0;2;5;0;2;1;1;0;1;0;3;9;5;14;8;5;12;27
Flandre occidentale;Médecine interne;118;34;84;0;3;10;9;6;2;3;1;0;0;2;3;4;9;7;5;5;49
Flandre occidentale;Rhumatologie;22;8;14;0;1;1;0;1;3;0;0;2;0;0;2;1;1;0;1;0;9
Flandre occidentale;Médecine aiguë;24;9;15;0;1;1;2;3;2;0;0;0;0;0;2;4;4;2;1;2;0
Flandre occidentale;Gynécologie-obstétrique;130;54;76;1;12;7;10;10;8;4;1;1;0;3;6;0;4;5;10;8;40
Flandre occidentale;Ophtalmologie;131;82;49;0;9;7;4;16;8;11;8;19;0;1;2;3;2;5;5;3;28
Flandre occidentale;Oto-rhino-laryngologie;77;19;58;0;6;2;0;2;7;1;1;0;0;2;3;5;8;3;6;4;27
Flandre occidentale;Stomatologie;41;6;35;0;2;1;0;1;1;0;1;0;1;5;3;5;4;5;3;2;7
Flandre occidentale;Dermato-vénéréologie;83;52;31;2;9;3;4;9;6;2;6;11;0;1;3;2;0;4;1;4;16
Flandre occidentale;Pédiatrie;149;95;54;0;20;12;12;10;12;5;7;17;0;2;3;1;2;6;3;5;32
Flandre occidentale;Médecine physique et réadaptation;67;26;41;0;4;4;5;3;4;5;1;0;0;4;3;1;3;1;4;7;18
Flandre occidentale;Biologie clinique;54;18;36;0;1;2;1;5;0;3;0;6;0;1;3;3;1;3;3;6;16
Flandre occidentale;Radiodiagnostic;195;33;162;0;4;6;7;7;3;2;4;0;0;10;5;16;6;21;27;33;44
Flandre occidentale;Radiothérapie - oncologie;25;15;10;0;0;1;4;5;3;1;1;0;0;1;1;2;1;0;1;1;3
Flandre occidentale;Médecine nucléaire;31;8;23;0;0;2;2;2;1;1;0;0;0;2;1;1;0;1;2;1;15
Flandre occidentale;Anatomie pathologique;38;13;25;0;2;1;3;3;1;0;0;3;0;0;1;4;5;1;1;2;11
Flandre occidentale;Oncologie médicale;27;18;9;0;2;5;2;4;3;1;1;0;0;0;1;0;2;3;1;0;2
Flandre occidentale;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
