territoire;spécialité;total;genre_femme;genre_homme;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région wallonne;Endocrino-diabétologie;142;83;59;11;11;9;18;14;9;3;8;2;2;3;8;5;6;7;26
Région wallonne;Néonatologie;46;33;13;3;7;5;5;6;3;1;3;0;1;2;2;3;1;2;2
Région wallonne;Oncologie;80;27;53;2;7;8;4;4;0;1;1;1;3;3;10;9;8;6;13
Région wallonne;Hématologie et oncologie pédiatrique;16;13;3;2;3;2;2;1;0;1;2;0;0;0;1;1;0;1;0
Région wallonne;Hématologie clinique;62;33;29;5;9;6;5;3;3;1;1;3;1;3;6;2;6;2;6
Région wallonne;Gestion des données de santé;45;14;31;0;0;0;1;0;2;4;7;0;0;0;0;0;3;8;20
Région wallonne;Psychiatrie médico-légale;7;1;6;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;2
Région wallonne;Infectiologie clinique;31;14;17;0;0;5;4;2;2;0;1;0;0;2;5;6;0;1;3
Région wallonne;Microbiologie médicale;12;7;5;0;0;2;2;2;0;1;0;0;0;1;2;0;0;1;1
Région de Bruxelles Capitale;Toutes les spécialités;573;263;310;15;33;40;38;28;26;23;60;22;20;27;29;28;28;37;119
Région de Bruxelles Capitale;Nucléaire in vitro;28;14;14;0;0;0;0;0;1;3;10;0;0;0;0;0;1;4;9
Région de Bruxelles Capitale;Réadaptation fonctionnelle et professionnelle des handicapés;90;37;53;1;1;2;2;4;4;6;17;0;0;1;1;5;2;5;39
Région de Bruxelles Capitale;Gériatrie;8;3;5;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;3
Région de Bruxelles Capitale;Chirurgie orale et maxillo-faciale;29;13;16;3;0;1;1;2;2;2;2;1;4;2;1;1;1;1;5
Région de Bruxelles Capitale;Soins intensifs;100;33;67;4;8;7;4;2;3;0;5;8;7;8;11;1;7;11;14
Région de Bruxelles Capitale;Neurologie pédiatrique;14;11;3;1;1;4;0;0;1;0;4;1;1;0;0;0;0;0;1
Région de Bruxelles Capitale;Néphrologie;55;24;31;2;4;7;5;1;1;1;3;2;3;7;1;4;2;4;8
Région de Bruxelles Capitale;Médecine d'urgence;42;15;27;0;0;1;1;1;4;3;5;1;0;1;5;6;2;2;10
Région de Bruxelles Capitale;Endocrino-diabétologie;64;34;30;0;8;4;10;2;2;1;7;6;0;1;2;3;3;1;14
Région de Bruxelles Capitale;Néonatologie;28;22;6;0;2;5;5;4;4;1;1;1;1;0;0;1;0;1;2
Région de Bruxelles Capitale;Oncologie;23;10;13;1;2;3;2;2;0;0;0;0;0;1;2;1;3;3;3
Région de Bruxelles Capitale;Hématologie et oncologie pédiatrique;8;5;3;0;0;2;0;0;1;1;1;0;1;0;1;0;0;0;1
Région de Bruxelles Capitale;Hématologie clinique;35;18;17;3;6;1;2;1;2;1;2;2;3;0;2;2;2;2;4
Région de Bruxelles Capitale;Gestion des données de santé;10;5;5;0;0;0;0;2;0;1;2;0;0;0;0;0;1;1;3
Région de Bruxelles Capitale;Psychiatrie médico-légale;5;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1
Région de Bruxelles Capitale;Infectiologie clinique;25;14;11;0;0;3;5;4;0;2;0;0;0;5;1;2;1;1;1
Région de Bruxelles Capitale;Microbiologie médicale;9;5;4;0;1;0;1;2;1;0;0;0;0;1;0;1;1;0;1
Brabant flamand;Toutes les spécialités;812;375;437;22;63;70;72;59;23;26;40;33;34;40;39;51;48;48;144
Brabant flamand;Nucléaire in vitro;34;12;22;0;0;0;0;4;0;4;4;0;1;0;0;1;2;2;16
Brabant flamand;Réadaptation fonctionnelle et professionnelle des handicapés;165;72;93;3;9;7;17;11;5;6;14;2;5;4;4;6;7;4;61
Brabant flamand;Gériatrie;21;13;8;0;0;3;2;4;1;1;2;0;0;0;1;1;0;0;6
Brabant flamand;Chirurgie orale et maxillo-faciale;35;12;23;0;4;3;1;2;0;0;2;5;4;3;5;0;1;3;2
Brabant flamand;Soins intensifs;174;63;111;4;13;14;12;12;3;1;4;15;14;15;11;12;16;14;14
Brabant flamand;Neurologie pédiatrique;21;15;6;1;4;3;2;2;0;1;2;0;0;0;0;3;0;1;2
Brabant flamand;Néphrologie;52;27;25;2;11;5;4;3;1;0;1;2;2;5;4;2;2;2;6
Brabant flamand;Médecine d'urgence;66;25;41;1;3;7;6;4;1;0;3;1;1;4;5;9;4;5;12
Brabant flamand;Endocrino-diabétologie;59;39;20;2;6;7;7;5;4;4;4;2;1;2;2;5;1;1;6
Brabant flamand;Néonatologie;29;20;9;1;2;7;1;3;4;2;0;0;1;1;0;1;3;0;3
Brabant flamand;Oncologie;50;23;27;1;6;4;6;5;0;1;0;1;4;3;2;3;2;5;7
Brabant flamand;Hématologie et oncologie pédiatrique;14;12;2;1;1;3;3;1;0;3;0;0;0;0;0;1;1;0;0
Brabant flamand;Hématologie clinique;39;21;18;5;4;3;5;1;1;0;2;4;1;1;1;3;2;2;4
Brabant flamand;Gestion des données de santé;12;5;7;0;0;0;0;0;1;2;2;1;0;0;0;0;2;2;2
Brabant flamand;Psychiatrie médico-légale;6;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;1
Brabant flamand;Infectiologie clinique;23;10;13;1;0;2;3;2;1;1;0;0;0;1;3;3;3;2;1
Brabant flamand;Microbiologie médicale;12;3;9;0;0;1;2;0;0;0;0;0;0;1;1;1;2;3;1
Flandre occidentale;Toutes les spécialités;579;200;379;23;33;34;31;28;28;7;16;19;25;22;34;42;48;42;147
Flandre occidentale;Nucléaire in vitro;10;2;8;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;5
Flandre occidentale;Réadaptation fonctionnelle et professionnelle des handicapés;131;49;82;0;5;3;6;10;14;1;10;0;2;3;2;7;8;5;55
Flandre occidentale;Gériatrie;30;11;19;0;0;4;2;2;2;0;1;0;0;0;0;1;1;2;15
Flandre occidentale;Chirurgie orale et maxillo-faciale;33;4;29;1;1;1;0;1;0;0;0;0;3;4;4;4;6;5;3
Flandre occidentale;Soins intensifs;136;52;84;10;10;14;7;4;5;2;0;8;10;7;11;10;10;12;16
Flandre occidentale;Neurologie pédiatrique;7;4;3;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;2
Flandre occidentale;Néphrologie;37;13;24;0;0;5;3;3;1;1;0;0;2;2;1;5;1;1;12
Flandre occidentale;Médecine d'urgence;62;20;42;4;3;1;3;5;2;0;2;3;2;4;5;7;8;2;11
Flandre occidentale;Endocrino-diabétologie;29;15;14;4;4;0;4;1;1;0;1;2;0;0;1;1;1;2;7
Flandre occidentale;Néonatologie;13;7;6;1;3;1;1;0;1;0;0;0;1;0;1;2;0;2;0
Flandre occidentale;Oncologie;55;15;40;2;2;4;5;0;1;1;0;2;4;1;5;2;7;5;14
Flandre occidentale;Hématologie et oncologie pédiatrique;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Flandre occidentale;Hématologie clinique;14;3;11;0;2;0;0;0;0;1;0;3;1;0;2;0;2;2;1
Flandre occidentale;Gestion des données de santé;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
Flandre occidentale;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Flandre occidentale;Infectiologie clinique;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
Flandre occidentale;Microbiologie médicale;10;4;6;0;1;1;0;1;1;0;0;1;0;0;2;1;1;1;0
Flandre orientale;Toutes les spécialités;724;323;401;30;59;60;48;52;34;19;21;36;36;28;35;57;51;47;111
Flandre orientale;Nucléaire in vitro;31;9;22;0;0;0;1;0;3;4;1;0;0;0;0;1;5;3;13
Flandre orientale;Réadaptation fonctionnelle et professionnelle des handicapés;129;61;68;2;2;9;14;9;9;5;11;2;4;4;7;7;9;5;30
Flandre orientale;Gériatrie;13;4;9;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;7
Flandre orientale;Chirurgie orale et maxillo-faciale;44;13;31;1;4;3;1;3;0;1;0;4;4;3;2;4;3;3;8
Flandre orientale;Soins intensifs;166;63;103;7;20;9;5;15;5;1;1;17;16;8;10;15;11;9;17
Flandre orientale;Neurologie pédiatrique;15;10;5;3;0;1;0;2;2;1;1;0;1;0;2;0;0;0;2
Flandre orientale;Néphrologie;58;29;29;5;5;8;3;2;2;2;2;0;4;4;3;2;5;3;8
Flandre orientale;Médecine d'urgence;59;12;47;0;4;2;3;2;1;0;0;4;3;5;4;13;6;8;4
Flandre orientale;Endocrino-diabétologie;56;34;22;7;10;5;4;3;4;1;0;4;2;1;2;1;1;4;7
Flandre orientale;Néonatologie;10;9;1;1;0;2;1;1;3;0;1;0;0;0;0;1;0;0;0
Flandre orientale;Oncologie;62;31;31;1;7;7;10;5;0;0;1;2;1;2;3;7;6;7;3
Flandre orientale;Hématologie et oncologie pédiatrique;9;8;1;1;0;1;1;1;2;1;1;0;0;0;0;0;0;0;1
Flandre orientale;Hématologie clinique;24;17;7;2;5;3;3;2;1;1;0;3;1;0;0;0;0;2;1
Flandre orientale;Gestion des données de santé;14;1;13;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;7
Flandre orientale;Psychiatrie médico-légale;10;5;5;0;0;2;0;1;2;0;0;0;0;0;0;2;0;0;3
Flandre orientale;Infectiologie clinique;7;4;3;0;1;1;0;2;0;0;0;0;0;1;1;1;0;0;0
Flandre orientale;Microbiologie médicale;17;13;4;0;1;6;2;3;0;1;0;0;0;0;1;1;2;0;0
Anvers;Toutes les spécialités;799;358;441;29;63;47;58;72;36;23;30;24;55;33;44;49;52;49;135
Anvers;Nucléaire in vitro;16;7;9;0;0;0;0;2;2;1;2;0;0;0;0;0;2;2;5
Anvers;Réadaptation fonctionnelle et professionnelle des handicapés;146;66;80;1;6;5;11;19;7;7;10;2;10;4;7;7;6;4;40
Anvers;Gériatrie;25;5;20;0;0;0;0;3;0;2;0;0;0;0;1;1;1;2;15
Anvers;Chirurgie orale et maxillo-faciale;48;10;38;3;3;2;0;2;0;0;0;3;5;8;4;3;2;4;9
Anvers;Soins intensifs;186;75;111;7;14;11;13;15;8;2;5;10;19;12;12;17;12;11;18
Anvers;Neurologie pédiatrique;18;15;3;2;3;0;2;4;1;1;2;1;0;0;0;0;0;0;2
Anvers;Néphrologie;52;28;24;3;6;5;7;3;1;0;3;0;4;1;3;2;3;2;9
Anvers;Médecine d'urgence;75;22;53;1;4;4;4;6;1;1;1;2;3;3;7;7;12;9;10
Anvers;Endocrino-diabétologie;54;36;18;3;10;6;3;4;5;1;4;1;3;0;2;1;2;2;7
Anvers;Néonatologie;32;23;9;4;4;3;3;2;3;2;2;0;1;1;1;2;1;2;1
Anvers;Oncologie;67;34;33;1;7;7;6;5;4;4;0;1;3;1;3;3;7;7;8
Anvers;Hématologie et oncologie pédiatrique;4;1;3;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0
Anvers;Hématologie clinique;32;15;17;3;3;1;3;4;1;0;0;3;3;1;1;2;1;2;4
Anvers;Gestion des données de santé;10;2;8;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;6
Anvers;Psychiatrie médico-légale;8;3;5;0;0;1;1;1;0;0;0;0;0;0;2;1;0;1;1
Anvers;Infectiologie clinique;10;6;4;0;2;2;1;1;0;0;0;0;1;0;1;1;0;1;0
Anvers;Microbiologie médicale;16;10;6;0;1;0;4;1;3;1;0;0;3;1;0;1;1;0;0
Limbourg;Toutes les spécialités;331;125;206;11;24;24;16;23;14;10;3;12;17;24;34;19;18;23;59
Limbourg;Nucléaire in vitro;7;2;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;4
Limbourg;Réadaptation fonctionnelle et professionnelle des handicapés;59;16;43;0;3;1;4;5;0;1;2;2;4;4;6;0;2;4;21
Limbourg;Gériatrie;4;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
Limbourg;Chirurgie orale et maxillo-faciale;22;3;19;1;0;2;0;0;0;0;0;1;2;2;6;2;0;2;4
Limbourg;Soins intensifs;94;38;56;4;9;5;5;7;4;4;0;8;6;9;6;5;5;6;11
Limbourg;Neurologie pédiatrique;6;6;0;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Néphrologie;18;4;14;1;1;0;0;2;0;0;0;0;2;1;4;0;4;2;1
Limbourg;Médecine d'urgence;39;14;25;1;3;1;3;3;3;0;0;0;3;1;5;5;2;3;6
Limbourg;Endocrino-diabétologie;18;10;8;1;1;2;1;3;1;1;0;0;0;1;2;2;0;0;3
Limbourg;Néonatologie;3;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Limbourg;Oncologie;30;13;17;1;5;3;2;0;0;2;0;1;0;2;3;5;3;2;1
Limbourg;Hématologie et oncologie pédiatrique;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Limbourg;Hématologie clinique;9;7;2;1;0;2;1;1;2;0;0;0;0;0;1;0;0;1;0
Limbourg;Gestion des données de santé;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
Limbourg;Psychiatrie médico-légale;5;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2
Limbourg;Infectiologie clinique;3;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Limbourg;Microbiologie médicale;8;3;5;0;0;1;0;1;1;0;0;0;0;2;1;0;1;1;0
Brabant Wallon;Toutes les spécialités;330;130;200;5;17;13;17;14;20;12;32;8;9;10;16;18;23;28;88
Brabant Wallon;Nucléaire in vitro;18;10;8;0;0;0;0;0;1;4;5;0;0;0;0;0;0;0;8
Brabant Wallon;Réadaptation fonctionnelle et professionnelle des handicapés;71;24;47;0;0;0;3;2;4;2;13;0;0;0;2;2;3;4;36
Brabant Wallon;Gériatrie;9;4;5;0;0;0;1;0;2;0;1;0;0;0;0;1;0;1;3
Brabant Wallon;Chirurgie orale et maxillo-faciale;11;3;8;0;2;0;1;0;0;0;0;0;2;0;1;2;1;1;1
Brabant Wallon;Soins intensifs;63;16;47;0;8;0;2;1;2;2;1;4;6;5;2;4;7;10;9
Brabant Wallon;Neurologie pédiatrique;11;11;0;2;2;0;2;1;1;1;2;0;0;0;0;0;0;0;0
Brabant Wallon;Néphrologie;37;15;22;1;2;1;0;5;3;1;2;3;1;2;0;3;3;2;8
Brabant Wallon;Médecine d'urgence;30;8;22;0;0;1;0;1;3;1;2;0;0;0;4;2;4;2;10
Brabant Wallon;Endocrino-diabétologie;20;6;14;0;1;0;3;0;1;0;1;0;0;0;2;2;2;2;6
Brabant Wallon;Néonatologie;11;9;2;0;1;2;2;2;0;0;2;0;0;1;0;0;0;1;0
Brabant Wallon;Oncologie;14;4;10;1;1;1;1;0;0;0;0;0;0;1;2;1;1;4;1
Brabant Wallon;Hématologie et oncologie pédiatrique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Hématologie clinique;10;6;4;1;0;1;2;0;2;0;0;1;0;0;0;1;2;0;0
Brabant Wallon;Gestion des données de santé;7;3;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;3
Brabant Wallon;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Brabant Wallon;Infectiologie clinique;11;8;3;0;0;4;0;2;1;0;1;0;0;0;2;0;0;0;1
Brabant Wallon;Microbiologie médicale;4;2;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1
Hainaut;Toutes les spécialités;336;112;224;7;13;14;26;14;9;11;18;6;7;10;16;16;37;34;98
Hainaut;Nucléaire in vitro;16;3;13;0;0;0;0;0;0;3;0;0;0;0;0;0;1;3;9
Hainaut;Réadaptation fonctionnelle et professionnelle des handicapés;47;14;33;0;0;1;2;3;1;2;5;0;0;1;1;4;4;3;20
Hainaut;Gériatrie;13;4;9;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;7
Hainaut;Chirurgie orale et maxillo-faciale;10;5;5;0;1;0;2;2;0;0;0;0;0;0;0;0;3;1;1
Hainaut;Soins intensifs;64;11;53;0;0;3;4;0;1;2;1;3;4;0;3;5;12;9;17
Hainaut;Neurologie pédiatrique;8;6;2;0;1;1;2;0;0;0;2;0;0;0;0;0;1;0;1
Hainaut;Néphrologie;29;9;20;1;3;2;2;1;0;0;0;2;1;2;0;0;3;3;9
Hainaut;Médecine d'urgence;39;7;32;0;0;0;2;2;0;0;3;0;0;2;3;0;9;6;12
Hainaut;Endocrino-diabétologie;36;22;14;2;3;4;5;2;3;1;2;1;1;1;2;1;0;2;6
Hainaut;Néonatologie;12;10;2;1;2;0;2;2;2;0;1;0;1;0;0;1;0;0;0
Hainaut;Oncologie;26;7;19;1;1;1;0;2;0;1;1;0;0;0;4;4;2;1;8
Hainaut;Hématologie clinique;14;9;5;2;2;2;2;0;0;1;0;0;0;2;0;0;1;1;1
Hainaut;Gestion des données de santé;14;3;11;0;0;0;1;0;0;0;2;0;0;0;0;0;1;3;7
Hainaut;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Hainaut;Infectiologie clinique;5;2;3;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0
Hainaut;Microbiologie médicale;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Liège;Toutes les spécialités;511;222;289;18;35;30;27;35;24;11;42;10;19;17;23;34;35;38;113
Liège;Nucléaire in vitro;18;11;7;0;0;0;0;2;3;0;6;0;1;0;0;0;0;2;4
Liège;Réadaptation fonctionnelle et professionnelle des handicapés;104;43;61;0;1;0;3;9;5;4;21;0;1;3;3;3;3;9;39
Liège;Gériatrie;8;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;5
Liège;Chirurgie orale et maxillo-faciale;4;1;3;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
Liège;Soins intensifs;99;28;71;2;9;6;4;3;3;0;1;6;9;8;6;11;7;7;17
Liège;Neurologie pédiatrique;14;9;5;2;0;3;3;1;0;0;0;0;1;0;0;0;0;1;3
Liège;Néphrologie;38;16;22;2;3;3;3;2;0;0;3;1;2;1;2;3;1;5;7
Liège;Médecine d'urgence;67;20;47;0;1;2;1;4;7;2;3;0;3;2;4;8;13;5;12
Liège;Endocrino-diabétologie;61;40;21;8;6;4;6;8;3;1;4;1;1;1;1;2;2;3;10
Liège;Néonatologie;17;10;7;2;3;2;0;1;1;1;0;0;0;1;1;2;1;0;2
Liège;Oncologie;24;11;13;0;3;4;2;2;0;0;0;1;0;0;2;2;4;1;3
Liège;Hématologie et oncologie pédiatrique;13;10;3;1;3;1;1;1;0;1;2;0;0;0;1;1;0;1;0
Liège;Hématologie clinique;22;11;11;1;6;2;1;1;0;0;0;1;1;1;2;1;2;1;2
Liège;Gestion des données de santé;11;5;6;0;0;0;0;0;1;2;2;0;0;0;0;0;0;1;5
Liège;Psychiatrie médico-légale;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
Liège;Infectiologie clinique;7;3;4;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;2
Liège;Microbiologie médicale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Namur;Toutes les spécialités;212;80;132;3;10;11;14;13;7;11;11;6;10;8;13;18;16;12;49
Namur;Nucléaire in vitro;8;3;5;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;5
Namur;Réadaptation fonctionnelle et professionnelle des handicapés;28;13;15;0;1;0;4;1;0;3;4;0;0;0;0;0;4;2;9
Namur;Gériatrie;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
Namur;Chirurgie orale et maxillo-faciale;11;1;10;0;0;0;1;0;0;0;0;2;2;0;0;4;1;0;1
Namur;Soins intensifs;41;7;34;0;2;0;0;2;2;1;0;2;4;4;1;5;4;7;7
Namur;Neurologie pédiatrique;7;5;2;0;1;0;1;1;0;0;2;0;0;0;1;0;0;0;1
Namur;Néphrologie;20;10;10;2;2;3;1;0;0;1;1;1;0;0;3;2;1;0;3
Namur;Médecine d'urgence;29;10;19;0;0;3;2;1;1;2;1;0;2;2;2;1;1;2;9
Namur;Endocrino-diabétologie;16;9;7;0;1;1;1;3;2;1;0;0;0;1;1;0;2;0;3
Namur;Néonatologie;4;3;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0
Namur;Oncologie;11;4;7;0;1;2;1;0;0;0;0;0;2;1;1;1;1;0;1
Namur;Hématologie et oncologie pédiatrique;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Hématologie clinique;11;6;5;0;1;1;0;2;1;0;1;1;0;0;1;0;0;0;3
Namur;Gestion des données de santé;9;2;7;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;5
Namur;Infectiologie clinique;7;1;6;0;0;0;1;0;0;0;0;0;0;0;1;5;0;0;0
Namur;Microbiologie médicale;6;5;1;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;0
Luxembourg;Toutes les spécialités;65;26;39;2;5;1;6;1;5;2;4;1;2;2;7;1;3;5;18
Luxembourg;Nucléaire in vitro;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Luxembourg;Réadaptation fonctionnelle et professionnelle des handicapés;6;2;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4
Luxembourg;Gériatrie;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Chirurgie orale et maxillo-faciale;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Luxembourg;Soins intensifs;12;4;8;0;3;0;0;0;1;0;0;1;1;0;0;0;1;1;4
Luxembourg;Neurologie pédiatrique;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Néphrologie;5;3;2;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;1
Luxembourg;Médecine d'urgence;9;2;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;6
Luxembourg;Endocrino-diabétologie;9;6;3;1;0;0;3;1;0;0;1;0;0;0;2;0;0;0;1
Luxembourg;Néonatologie;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Oncologie;5;1;4;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0
