territoire;spécialité;total;genre_femme;genre_homme;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Brabant flamand;Hématologie clinique;27;15;12;2;2;4;3;1;1;2;0;0;1;0;2;3;1;1;4
Brabant flamand;Gestion de données de santé;11;6;5;0;0;0;0;1;2;2;1;0;0;0;0;0;2;3;0
Brabant flamand;Psychiatrie médico-légale;5;3;2;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1
Flandre occidentale;Toutes les spécialités;527;171;356;22;30;32;24;26;17;5;15;16;16;29;38;43;43;38;133
Flandre occidentale;Médecine nucléaire in vitro;11;3;8;0;0;0;1;0;1;0;1;0;0;0;0;1;0;3;4
Flandre occidentale;Réadaptation fonctionnelle et professionnelle des handicapés;135;47;88;1;3;6;4;12;9;1;11;0;4;2;6;3;10;6;57
Flandre occidentale;Gériatrie;31;11;20;0;4;0;4;1;1;0;1;0;0;0;1;0;1;2;16
Flandre occidentale;Chirurgie orale et maxillo - faciale;34;5;29;3;1;0;1;0;0;0;0;3;1;6;5;6;3;2;3
Flandre occidentale;Soins intensifs;110;39;71;8;9;9;5;5;2;1;0;6;6;9;10;9;11;8;12
Flandre occidentale;Neurologie pédiatrique;6;3;3;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2
Flandre occidentale;Néphrologie;40;12;28;0;2;4;3;1;2;0;0;2;1;2;5;3;1;1;13
Flandre occidentale;Médecine d'urgence;59;18;41;4;1;3;3;4;1;1;1;2;2;4;7;9;4;7;6
Flandre occidentale;Endocrino-diabétologie;22;11;11;2;2;3;1;1;1;1;0;0;0;0;1;2;2;0;6
Flandre occidentale;Néonatologie;12;7;5;1;4;0;1;1;0;0;0;0;0;1;0;2;1;1;0
Flandre occidentale;Oncologie;48;11;37;1;2;7;0;1;0;0;0;2;1;3;3;4;8;6;10
Flandre occidentale;Hématologie et oncologie pédiatrique;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Flandre occidentale;Hématologie clinique;11;3;8;1;1;0;0;0;0;1;0;1;0;2;0;2;1;1;1
Flandre occidentale;Gestion de données de santé;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
Flandre occidentale;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Flandre orientale;Toutes les spécialités;643;272;371;28;47;57;54;33;26;9;18;19;31;35;48;48;51;44;95
Flandre orientale;Médecine nucléaire in vitro;34;10;24;0;0;2;0;1;6;0;1;0;0;0;2;3;6;4;9
Flandre orientale;Réadaptation fonctionnelle et professionnelle des handicapés;130;59;71;1;7;12;11;11;6;1;10;4;3;6;4;9;10;6;29
Flandre orientale;Gériatrie;15;4;11;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;9
Flandre orientale;Chirurgie orale et maxillo - faciale;38;10;28;0;2;3;3;1;0;1;0;1;5;3;3;3;1;7;5
Flandre orientale;Soins intensifs;139;55;84;8;15;7;15;5;4;0;1;6;12;9;12;15;7;13;10
Flandre orientale;Neurologie pédiatrique;13;7;6;0;0;1;1;2;2;0;1;0;1;0;2;0;0;0;3
Flandre orientale;Néphrologie;56;25;31;6;5;4;4;1;2;2;1;2;5;6;1;4;5;0;8
Flandre orientale;Médecine d'urgence;52;11;41;2;1;3;3;2;0;0;0;1;1;6;13;4;7;4;5
Flandre orientale;Endocrino-diabétologie;46;26;20;5;7;5;2;4;1;2;0;3;1;2;1;1;4;2;6
Flandre orientale;Néonatologie;11;9;2;0;1;3;1;2;1;0;1;0;0;0;1;0;0;0;1
Flandre orientale;Oncologie;59;28;31;2;5;11;8;0;0;1;1;2;2;3;6;6;7;3;2
Flandre orientale;Hématologie et oncologie pédiatrique;8;7;1;0;1;1;0;3;1;1;0;0;0;0;0;0;0;0;1
Flandre orientale;Hématologie clinique;19;15;4;4;3;2;4;0;1;1;0;0;1;0;0;0;1;1;1
Flandre orientale;Gestion de données de santé;14;1;13;0;0;0;0;0;0;0;1;0;0;0;1;2;2;3;5
Flandre orientale;Psychiatrie médico-légale;9;5;4;0;0;2;1;1;1;0;0;0;0;0;2;0;0;1;1
Anvers;Toutes les spécialités;713;311;402;36;46;53;61;49;27;23;16;21;35;32;47;49;54;53;111
Anvers;Médecine nucléaire in vitro;21;10;11;0;0;0;2;3;2;3;0;0;0;0;0;0;3;5;3
Anvers;Réadaptation fonctionnelle et professionnelle des handicapés;136;63;73;4;5;7;13;13;6;6;9;3;5;3;7;6;6;4;39
Anvers;Gériatrie;25;5;20;0;0;0;2;1;1;1;0;0;0;0;2;0;2;4;12
Anvers;Chirurgie orale et maxillo - faciale;39;5;34;1;1;1;1;1;0;0;0;1;6;6;3;4;3;4;7
Anvers;Soins intensifs;164;66;98;7;10;10;19;10;5;4;1;7;14;11;17;13;10;13;13
Anvers;Neurologie pédiatrique;16;14;2;1;2;2;3;3;1;1;1;0;0;0;0;0;0;1;1
Anvers;Néphrologie;51;26;25;4;5;8;4;2;0;2;1;3;3;1;2;2;5;2;7
Anvers;Médecine d'urgence;71;18;53;1;5;4;4;2;1;0;1;2;2;4;7;14;7;11;6
Anvers;Endocrino-diabétologie;51;33;18;7;5;7;2;4;4;2;2;1;2;1;2;1;2;1;8
Anvers;Néonatologie;29;19;10;4;3;2;2;3;3;2;0;1;1;1;2;0;3;1;1
Anvers;Oncologie;60;32;28;3;9;5;5;5;3;2;0;1;0;2;3;3;9;5;5
Anvers;Hématologie et oncologie pédiatrique;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0
Anvers;Hématologie clinique;29;14;15;4;1;4;3;2;0;0;0;2;2;2;0;3;2;0;4
Anvers;Gestion de données de santé;10;2;8;0;0;0;0;0;1;0;1;0;0;1;0;0;1;2;4
Anvers;Psychiatrie médico-légale;8;3;5;0;0;2;1;0;0;0;0;0;0;0;2;1;1;0;1
Limbourg;Toutes les spécialités;293;103;190;10;21;19;20;16;10;4;3;11;17;25;25;19;21;24;48
Limbourg;Médecine nucléaire in vitro;8;3;5;0;0;0;0;2;1;0;0;0;0;0;0;1;0;2;2
Limbourg;Réadaptation fonctionnelle et professionnelle des handicapés;56;15;41;1;0;4;4;3;0;1;2;0;3;4;5;1;4;3;21
Limbourg;Gériatrie;5;1;4;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2
Limbourg;Chirurgie orale et maxillo - faciale;19;2;17;0;0;2;0;0;0;0;0;0;2;4;4;1;2;2;2
Limbourg;Soins intensifs;87;35;52;6;8;4;6;7;3;1;0;9;7;8;4;5;6;7;6
Limbourg;Neurologie pédiatrique;5;5;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Néphrologie;15;3;12;0;1;0;2;0;0;0;0;1;3;1;1;1;3;1;1
Limbourg;Médecine d'urgence;33;11;22;0;2;2;4;2;1;0;0;1;0;3;5;4;1;3;5
Limbourg;Endocrino-diabétologie;17;8;9;1;1;2;2;1;0;1;0;0;0;2;1;1;0;1;4
Limbourg;Néonatologie;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Limbourg;Oncologie;26;9;17;2;3;2;0;0;1;1;0;0;1;2;4;3;4;3;0
Limbourg;Hématologie et oncologie pédiatrique;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Limbourg;Hématologie clinique;8;6;2;0;2;1;1;0;2;0;0;0;0;0;1;0;1;0;0
Limbourg;Gestion de données de santé;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
Limbourg;Psychiatrie médico-légale;5;2;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2
Brabant Wallon;Toutes les spécialités;287;98;189;5;7;12;11;14;17;14;18;2;7;11;18;18;26;28;79
Brabant Wallon;Médecine nucléaire in vitro;20;11;9;0;0;0;0;0;6;3;2;0;0;0;0;0;0;0;9
Brabant Wallon;Réadaptation fonctionnelle et professionnelle des handicapés;70;22;48;0;0;2;2;4;1;3;10;0;0;1;3;3;2;5;34
Brabant Wallon;Gériatrie;10;4;6;0;0;1;0;2;0;1;0;0;0;0;0;1;1;1;3
Brabant Wallon;Chirurgie orale et maxillo - faciale;7;1;6;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;1
Brabant Wallon;Soins intensifs;53;9;44;1;2;0;2;0;2;1;1;1;5;4;4;6;10;8;6
Brabant Wallon;Neurologie pédiatrique;7;7;0;0;1;2;0;1;1;0;2;0;0;0;0;0;0;0;0
Brabant Wallon;Néphrologie;34;16;18;3;2;0;3;2;4;1;1;0;1;1;2;1;4;0;9
Brabant Wallon;Médecine d'urgence;28;6;22;0;1;0;0;2;2;1;0;0;0;0;4;3;3;5;7
Brabant Wallon;Endocrino-diabétologie;21;6;15;0;0;1;2;1;1;1;0;0;0;2;1;1;1;3;7
Brabant Wallon;Néonatologie;10;7;3;0;0;3;2;0;0;2;0;0;1;0;1;0;0;1;0
Brabant Wallon;Oncologie;11;2;9;0;1;1;0;0;0;0;0;0;0;2;1;1;1;4;0
Brabant Wallon;Hématologie clinique;9;4;5;0;0;2;0;2;0;0;0;1;0;0;1;0;2;1;0
Brabant Wallon;Gestion de données de santé;6;3;3;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;2
Brabant Wallon;Psychiatrie médico-légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hainaut;Toutes les spécialités;318;100;218;4;12;16;23;10;8;6;21;1;7;9;15;22;43;43;78
Hainaut;Médecine nucléaire in vitro;19;4;15;0;0;0;0;0;3;1;0;0;0;0;0;0;2;5;8
Hainaut;Réadaptation fonctionnelle et professionnelle des handicapés;52;15;37;0;0;1;4;0;2;2;6;0;0;0;1;4;6;3;23
Hainaut;Gériatrie;14;4;10;0;0;1;0;0;0;1;2;0;0;0;0;1;0;1;8
Hainaut;Chirurgie orale et maxillo - faciale;9;4;5;0;0;2;2;0;0;0;0;0;0;0;0;2;2;0;1
Hainaut;Soins intensifs;58;11;47;0;3;1;3;1;1;1;1;1;1;1;6;4;15;9;10
Hainaut;Neurologie pédiatrique;6;5;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1
Hainaut;Néphrologie;24;7;17;1;1;2;1;1;0;0;1;0;3;0;0;0;4;2;8
Hainaut;Médecine d'urgence;41;7;34;0;0;1;2;1;0;0;3;0;1;1;2;7;8;7;8
Hainaut;Endocrino-diabétologie;33;19;14;2;4;4;3;4;0;1;1;0;1;2;1;1;1;4;4
Hainaut;Néonatologie;9;9;0;0;0;1;3;3;0;0;2;0;0;0;0;0;0;0;0
Hainaut;Oncologie;26;6;20;1;0;1;2;0;1;0;1;0;0;3;5;2;2;4;4
Hainaut;Hématologie clinique;11;6;5;0;3;1;1;0;1;0;0;0;1;1;0;0;2;1;0
Hainaut;Gestion de données de santé;14;3;11;0;0;0;1;0;0;0;2;0;0;0;0;1;1;6;3
Hainaut;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Liège;Toutes les spécialités;466;187;279;14;23;31;31;25;14;13;36;7;17;18;38;27;31;39;102
Liège;Médecine nucléaire in vitro;19;11;8;0;0;0;2;1;2;1;5;0;1;0;0;0;3;1;3
Liège;Réadaptation fonctionnelle et professionnelle des handicapés;113;45;68;1;0;2;6;8;4;5;19;0;1;4;3;0;6;10;44
Liège;Gériatrie;9;4;5;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;5
Liège;Chirurgie orale et maxillo - faciale;5;1;4;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1
Liège;Soins intensifs;83;20;63;1;8;3;5;0;2;0;1;3;9;5;12;6;8;5;15
Liège;Neurologie pédiatrique;11;7;4;0;2;3;2;0;0;0;0;0;0;0;0;0;0;1;3
Liège;Néphrologie;35;12;23;1;0;5;2;1;0;0;3;3;1;1;3;2;2;5;6
Liège;Médecine d'urgence;60;18;42;0;0;3;2;5;5;2;1;0;2;1;9;10;6;7;7
Liège;Endocrino-diabétologie;48;28;20;5;1;6;5;6;0;1;4;0;1;1;2;3;1;5;7
Liège;Néonatologie;15;8;7;1;3;1;1;1;0;1;0;0;0;1;3;1;0;0;2
Liège;Oncologie;24;11;13;2;3;4;2;0;0;0;0;1;0;1;3;2;3;1;2
Liège;Hématologie et oncologie pédiatrique;11;7;4;1;0;1;2;0;1;0;2;0;0;2;1;0;1;0;0
Liège;Hématologie clinique;18;9;9;2;5;1;1;0;0;0;0;0;1;1;2;2;0;1;2
Liège;Gestion de données de santé;12;5;7;0;0;0;0;1;0;3;1;0;0;0;0;0;0;3;4
Liège;Psychiatrie médico-légale;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Namur;Toutes les spécialités;195;72;123;4;11;12;16;7;8;7;7;4;9;10;15;10;21;12;42
Namur;Médecine nucléaire in vitro;6;2;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3
Namur;Réadaptation fonctionnelle et professionnelle des handicapés;30;13;17;0;1;1;4;0;3;2;2;0;0;0;0;2;4;1;10
Namur;Gériatrie;4;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
Namur;Chirurgie orale et maxillo - faciale;9;1;8;0;0;1;0;0;0;0;0;1;1;0;3;1;1;0;1
Namur;Soins intensifs;40;7;33;1;1;0;2;2;1;0;0;1;3;3;5;4;8;4;5
Namur;Neurologie pédiatrique;6;4;2;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;1
Namur;Néphrologie;17;8;9;0;3;3;1;0;1;0;0;0;0;2;2;2;0;0;3
Namur;Médecine d'urgence;31;11;20;0;2;2;3;1;0;3;0;1;2;2;2;0;4;3;6
Namur;Endocrino-diabétologie;17;10;7;0;3;1;1;4;0;1;0;0;1;0;1;1;1;1;2
Namur;Néonatologie;3;2;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Namur;Oncologie;11;4;7;1;0;3;0;0;0;0;0;1;2;1;1;0;1;0;1
Namur;Hématologie clinique;11;7;4;2;1;0;2;0;1;0;1;0;0;0;1;0;0;1;2
Namur;Gestion de données de santé;10;2;8;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;6
Luxembourg;Toutes les spécialités;59;21;38;2;1;4;3;4;3;1;3;1;2;2;7;1;5;7;13
Luxembourg;Médecine nucléaire in vitro;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
Luxembourg;Réadaptation fonctionnelle et professionnelle des handicapés;5;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4
Luxembourg;Gériatrie;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Luxembourg;Chirurgie orale et maxillo - faciale;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Luxembourg;Soins intensifs;7;1;6;0;0;0;0;1;0;0;0;1;1;0;0;1;1;2;0
Luxembourg;Neurologie pédiatrique;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Néphrologie;5;3;2;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1
Luxembourg;Médecine d'urgence;11;2;9;0;0;1;0;1;0;0;0;0;0;0;1;0;0;4;4
Luxembourg;Endocrino-diabétologie;8;5;3;0;0;2;2;0;0;0;1;0;0;0;2;0;0;0;1
Luxembourg;Néonatologie;3;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Luxembourg;Oncologie;4;1;3;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0
Luxembourg;Hématologie clinique;4;0;4;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0
Luxembourg;Gestion de données de santé;4;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0
Région de Bruxelles Capitale;Toutes les spécialités;521;232;289;14;35;49;17;26;23;24;44;9;13;28;30;28;38;36;107
Région de Bruxelles Capitale;Médecine nucléaire in vitro;30;14;16;0;0;0;0;1;2;5;6;0;0;0;0;1;2;4;9
Région de Bruxelles Capitale;Réadaptation fonctionnelle et professionnelle des handicapés;99;37;62;0;1;3;2;4;5;4;18;0;0;2;4;5;5;9;37
Région de Bruxelles Capitale;Gériatrie;8;2;6;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;4
Région de Bruxelles Capitale;Chirurgie orale et maxillo - faciale;22;12;10;0;1;3;0;3;2;2;1;1;0;1;1;1;0;3;3
Région de Bruxelles Capitale;Soins intensifs;96;33;63;4;8;10;1;5;0;2;3;3;9;10;6;5;15;6;9
Région de Bruxelles Capitale;Neurologie pédiatrique;11;9;2;0;2;2;0;0;1;1;3;0;1;0;0;0;0;0;1
Région de Bruxelles Capitale;Néphrologie;54;24;30;4;4;7;4;0;2;1;2;3;2;3;5;1;5;2;9
Région de Bruxelles Capitale;Médecine d'urgence;38;13;25;0;0;1;1;3;4;2;2;0;0;2;5;5;1;3;9
Région de Bruxelles Capitale;Endocrino-diabétologie;59;31;28;1;8;9;3;1;2;1;6;0;0;3;2;4;2;3;14
Région de Bruxelles Capitale;Néonatologie;25;22;3;1;5;7;3;3;1;1;1;0;0;0;0;1;0;1;1
Région de Bruxelles Capitale;Oncologie;23;8;15;0;2;3;3;0;0;0;0;0;0;4;1;0;4;3;3
Région de Bruxelles Capitale;Hématologie et oncologie pédiatrique;7;5;2;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1
Région de Bruxelles Capitale;Hématologie clinique;33;16;17;4;3;3;0;2;2;1;1;2;1;2;3;3;2;1;3
Région de Bruxelles Capitale;Gestion de données de santé;12;6;6;0;0;0;0;3;1;1;1;0;0;0;0;1;1;1;3
Région de Bruxelles Capitale;Psychiatrie médico-légale;4;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1
