Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20
;"Réadaptation fonctionnelle et professionnelle
des handicapés";264.0;99;165;0;2;2;14;16;8;13;44;0;1;4;9;6;18;19;108
;Gériatrie;35.0;12;23;0;0;0;3;2;3;2;2;0;0;0;0;2;2;1;18
;Chirurgie orale et maxillo-faciale;37.0;11;26;1;2;2;6;0;0;0;0;2;3;1;2;5;6;2;5
;Soins intensifs;267.0;62;205;4;21;5;11;5;10;3;3;14;17;15;16;27;33;36;47
;Neurologie pédiatrique;40.0;31;9;5;4;5;7;2;0;1;7;1;0;1;0;0;1;1;5
;Néphrologie;127.0;52;75;8;8;10;7;7;5;1;6;6;3;6;6;7;8;10;29
;Médecine d'urgence;174.0;47;127;1;0;7;8;9;10;4;8;1;4;6;15;15;22;21;43
;Endocrino-diabétologie;137.0;78;59;11;9;11;17;16;3;4;7;1;2;3;9;5;6;8;25
;Néonatologie;44.0;32;12;3;5;6;4;7;2;1;4;0;1;2;4;1;1;1;2
;Oncologie;78.0;27;51;4;7;6;8;0;0;1;1;1;3;3;10;7;8;7;12
;Hématologie et oncologie pédiatrique;14.0;10;4;2;1;2;1;1;0;1;2;0;0;1;1;1;1;0;0
;Hématologie clinique;57.0;30;27;5;8;5;5;2;3;1;1;1;1;2;8;0;7;1;7
;Gestion des données de santé;46.0;14;32;0;0;0;1;0;3;3;7;0;0;0;0;0;3;11;18
;Psychiatrie médico-légale;6.0;1;5;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;2
;Infectiologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;Microbiologie médicale;10.0;6;4;0;0;2;2;2;0;0;0;0;0;2;1;0;0;0;1
"Région de Bruxelles
Capitale";Toutes les spécialités;546.0;250;296;20;32;38;32;28;22;24;54;15;19;23;28;31;32;33;115
;Nucléaire in vitro;27.0;14;13;0;0;0;0;0;1;7;6;0;0;0;0;0;2;3;8
;"Réadaptation fonctionnelle et professionnelle
des handicapés";96.0;39;57;1;1;3;2;5;3;5;19;0;0;1;2;8;1;7;38
;Gériatrie;9.0;3;6;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;4
;Chirurgie orale et maxillo-faciale;28.0;13;15;3;0;1;1;2;2;3;1;2;3;1;1;1;1;1;5
;Soins intensifs;98.0;34;64;7;8;6;3;3;2;0;5;5;7;9;9;2;10;9;13
;Neurologie pédiatrique;13.0;11;2;2;0;4;0;0;1;0;4;0;1;0;0;0;0;0;1
;Néphrologie;57.0;25;32;2;4;9;4;1;2;0;3;4;3;6;1;4;3;4;7
;Médecine d'urgence;41.0;15;26;0;0;1;2;0;5;2;5;1;0;0;5;6;2;2;10
;Endocrino-diabétologie;59.0;30;29;2;6;4;9;0;3;0;6;1;0;2;3;4;2;1;16
;Néonatologie;30.0;23;7;0;3;5;6;5;2;1;1;1;1;0;1;1;1;0;2
;Oncologie;24.0;10;14;2;2;2;2;2;0;0;0;0;0;2;2;1;3;3;3
;Hématologie et oncologie pédiatrique;7.0;5;2;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1
;Hématologie clinique;30.0;16;14;1;6;2;1;2;1;2;1;1;2;1;2;1;4;0;3
;Gestion des données de santé;11.0;6;5;0;0;0;0;3;0;2;1;0;0;0;0;0;1;2;2
;Psychiatrie médico-légale;5.0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1
;Infectiologie clinique;3.0;2;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
;Microbiologie médicale;8.0;4;4;0;1;0;1;2;0;0;0;0;1;0;0;1;1;0;1
Brabant flamand;Toutes les spécialités;783.0;359;424;21;66;68;65;54;20;28;37;29;35;41;40;46;48;48;137
;Nucléaire in vitro;34.0;12;22;0;0;0;0;4;0;4;4;0;1;0;1;0;2;2;16
;"Réadaptation fonctionnelle et professionnelle
des handicapés";167.0;74;93;5;8;9;15;13;5;5;14;1;4;5;3;6;8;5;61
;Gériatrie;20.0;13;7;0;0;3;2;4;1;2;1;0;0;0;1;1;0;2;3
;Chirurgie orale et maxillo-faciale;34.0;13;21;0;5;4;2;0;0;0;2;3;4;4;4;0;1;3;2
;Soins intensifs;174.0;60;114;5;12;12;15;9;3;2;2;18;16;17;9;13;16;12;13
;Neurologie pédiatrique;20.0;14;6;3;1;4;1;2;0;1;2;0;0;0;0;3;0;2;1
;Néphrologie;50.0;26;24;2;12;5;2;4;0;0;1;2;1;6;5;1;1;2;6
;Médecine d'urgence;64.0;23;41;0;4;7;5;3;1;0;3;0;2;3;5;9;5;4;13
;Endocrino-diabétologie;58.0;40;18;2;7;8;5;6;3;5;4;1;1;1;5;2;1;1;6
;Néonatologie;27.0;18;9;0;3;5;1;3;4;2;0;0;2;0;0;1;3;0;3
;Oncologie;50.0;22;28;1;7;5;5;3;0;1;0;1;4;3;3;4;2;5;6
;Hématologie et oncologie pédiatrique;13.0;11;2;0;2;2;4;0;0;3;0;0;0;0;0;1;1;0;0
;Hématologie clinique;34.0;18;16;3;4;3;4;1;1;0;2;3;0;1;2;2;3;1;4
;Gestion des données de santé;12.0;6;6;0;0;0;0;1;1;2;2;0;0;0;0;1;2;1;2
;Psychiatrie médico-légale;6.0;3;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;1
;Infectiologie clinique;11.0;4;7;0;0;0;2;1;0;1;0;0;0;1;1;1;2;2;0
;Microbiologie médicale;9.0;2;7;0;0;1;1;0;0;0;0;0;0;0;1;1;1;4;0
Flandre occidentale;Toutes les spécialités;555.0;188;367;20;32;37;25;32;21;5;16;17;17;24;36;41;50;45;137
;Nucléaire in vitro;10.0;2;8;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;5
;"Réadaptation fonctionnelle et professionnelle
des handicapés";131.0;47;84;1;4;4;4;14;9;1;10;0;3;3;2;7;9;7;53
;Gériatrie;30.0;11;19;0;0;4;2;3;1;0;1;0;0;0;1;0;1;2;15
;Chirurgie orale et maxillo-faciale;32.0;3;29;0;1;1;0;1;0;0;0;2;1;4;5;3;8;3;3
;Soins intensifs;128.0;48;80;9;11;12;7;4;4;1;0;9;5;9;10;11;10;14;12
;Neurologie pédiatrique;7.0;4;3;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;2
;Néphrologie;37.0;13;24;0;1;5;3;2;2;0;0;1;2;1;2;4;1;2;11
;Médecine d'urgence;62.0;21;41;5;3;2;2;5;2;0;2;2;2;5;5;6;8;4;9
;Endocrino-diabétologie;24.0;12;12;1;4;1;3;1;1;0;1;0;0;0;1;2;1;1;7
;Néonatologie;13.0;7;6;1;3;1;1;1;0;0;0;0;1;0;1;2;0;2;0
;Oncologie;53.0;14;39;2;1;7;2;0;1;1;0;2;3;1;5;2;7;5;14
;Hématologie et oncologie pédiatrique;2.0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
;Hématologie clinique;11.0;3;8;0;2;0;0;0;0;1;0;1;0;0;2;0;2;2;1
;Gestion des données de santé;4.0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
;Psychiatrie médico-légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
;Infectiologie clinique;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
;Microbiologie médicale;6.0;2;4;0;0;0;0;1;1;0;0;0;0;0;1;2;0;1;0
Flandre orientale;Toutes les spécialités;705.0;313;392;36;50;59;57;47;31;13;20;30;39;31;44;48;48;51;101
;Nucléaire in vitro;31.0;9;22;0;0;0;1;0;4;3;1;0;0;0;0;2;4;5;11
;"Réadaptation fonctionnelle et professionnelle
des handicapés";129.0;60;69;1;3;9;16;11;7;2;11;3;4;6;6;7;10;6;27
;Gériatrie;13.0;4;9;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;7
;Chirurgie orale et maxillo-faciale;41.0;12;29;0;4;3;1;3;0;1;0;2;5;3;4;2;2;4;7
;Soins intensifs;160.0;61;99;8;17;9;8;13;5;0;1;14;18;7;13;10;12;11;14
;Neurologie pédiatrique;15.0;10;5;3;0;1;1;2;1;1;1;0;1;0;2;0;0;0;2
;Néphrologie;58.0;29;29;8;4;7;3;2;1;3;1;0;4;5;2;3;5;2;8
;Médecine d'urgence;54.0;12;42;2;2;2;4;1;1;0;0;0;3;6;8;8;4;8;5
;Endocrino-diabétologie;51.0;31;20;6;11;4;2;4;3;1;0;4;1;1;1;2;1;3;7
;Néonatologie;10.0;9;1;1;0;2;1;2;2;0;1;0;0;0;0;1;0;0;0
;Oncologie;64.0;32;32;3;6;7;13;2;0;0;1;3;2;2;4;7;6;5;3
;Hématologie et oncologie pédiatrique;8.0;7;1;0;0;2;0;1;3;0;1;0;0;0;0;0;0;0;1
;Hématologie clinique;24.0;16;8;3;3;4;3;1;1;1;0;4;1;0;0;0;0;2;1
;Gestion des données de santé;14.0;1;13;0;0;0;0;0;0;0;1;0;0;0;0;1;3;4;5
;Psychiatrie médico-légale;10.0;5;5;0;0;2;0;1;2;0;0;0;0;0;1;1;0;1;2
;Infectiologie clinique;8.0;4;4;1;0;1;1;1;0;0;0;0;0;1;2;0;0;0;1
;Microbiologie médicale;15.0;11;4;0;0;5;3;2;0;1;0;0;0;0;1;3;0;0;0
Anvers;Toutes les spécialités;769.0;342;427;32;55;54;59;62;34;25;21;27;41;37;43;43;57;52;127
;Nucléaire in vitro;18.0;8;10;0;0;0;1;1;4;2;0;0;0;0;0;0;2;3;5
;"Réadaptation fonctionnelle et professionnelle
des handicapés";141.0;64;77;4;3;7;11;16;6;8;9;3;7;5;5;7;7;4;39
;Gériatrie;25.0;5;20;0;0;0;1;2;0;2;0;0;0;0;2;0;1;4;13
;Chirurgie orale et maxillo-faciale;45.0;9;36;4;2;1;0;2;0;0;0;2;7;7;2;3;4;2;9
;Soins intensifs;181.0;77;104;12;11;12;15;14;8;3;2;10;13;13;15;13;11;12;17
;Neurologie pédiatrique;16.0;14;2;0;3;1;4;2;2;0;2;0;0;0;0;0;0;0;2
;Néphrologie;52.0;27;25;4;5;6;5;4;0;1;2;1;3;2;3;2;3;3;8
;Médecine d'urgence;72.0;19;53;0;5;3;5;3;1;1;1;3;3;3;6;9;11;9;9
;Endocrino-diabétologie;53.0;34;19;2;9;7;3;3;5;2;3;1;3;0;2;1;3;1;8
;Néonatologie;30.0;20;10;2;4;3;2;3;3;2;1;0;1;2;1;1;1;3;1
;Oncologie;66.0;34;32;2;8;7;6;5;4;2;0;3;0;1;4;2;8;8;6
;Hématologie et oncologie pédiatrique;4.0;1;3;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0
;Hématologie clinique;30.0;14;16;2;3;3;3;3;0;0;0;3;2;1;1;2;2;1;4
;Gestion des données de santé;10.0;2;8;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;5
;Psychiatrie médico-légale;8.0;3;5;0;0;2;0;1;0;0;0;0;0;0;2;1;1;0;1
;Infectiologie clinique;8.0;4;4;0;1;2;0;1;0;0;0;0;1;1;0;1;0;1;0
;Microbiologie médicale;10.0;7;3;0;1;0;2;2;1;1;0;0;1;1;0;0;1;0;0
Limbourg;Toutes les spécialités;316.0;118;198;8;26;20;17;24;13;7;3;11;18;25;29;19;19;23;54
;Nucléaire in vitro;7.0;3;4;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;3
;"Réadaptation fonctionnelle et professionnelle
des handicapés";60.0;16;44;1;1;2;3;6;0;1;2;4;2;4;6;0;2;5;21
;Gériatrie;4.0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
;Chirurgie orale et maxillo-faciale;21.0;2;19;0;0;2;0;0;0;0;0;2;1;4;4;2;1;2;3
;Soins intensifs;87.0;36;51;3;8;5;7;7;4;2;0;4;7;9;4;7;4;8;8
;Neurologie pédiatrique;6.0;6;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0
;Néphrologie;17.0;4;13;1;1;0;0;2;0;0;0;0;3;1;2;0;4;2;1
;Médecine d'urgence;39.0;13;26;1;3;0;3;3;3;0;0;1;4;1;6;3;3;2;6
;Endocrino-diabétologie;16.0;9;7;1;2;1;1;2;1;1;0;0;0;1;2;1;0;0;3
;Néonatologie;3.0;3;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
;Oncologie;27.0;12;15;0;7;1;2;0;0;2;0;0;1;1;3;5;2;2;1
;Hématologie et oncologie pédiatrique;1.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;Hématologie clinique;8.0;6;2;0;0;3;1;0;2;0;0;0;0;0;1;0;1;0;0
;Gestion des données de santé;5.0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
;Psychiatrie médico-légale;5.0;2;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2
;Infectiologie clinique;3.0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
;Microbiologie médicale;7.0;2;5;0;0;1;0;1;0;0;0;0;0;2;1;0;2;0;0
Brabant Wallon;Toutes les spécialités;310.0;117;193;4;15;11;18;16;13;13;27;5;8;9;15;16;25;31;84
;Nucléaire in vitro;18.0;10;8;0;0;0;0;0;2;4;4;0;0;0;0;0;0;0;8
;"Réadaptation fonctionnelle et professionnelle
des handicapés";70.0;23;47;0;0;0;3;5;1;3;11;0;0;0;3;1;4;6;33
;Gériatrie;9.0;4;5;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;3
;Chirurgie orale et maxillo-faciale;10.0;2;8;0;1;0;1;0;0;0;0;1;1;1;0;2;1;1;1
;Soins intensifs;63.0;17;46;0;9;0;3;0;2;2;1;2;6;4;3;5;8;11;7
;Neurologie pédiatrique;10.0;10;0;1;2;1;2;1;0;1;2;0;0;0;0;0;0;0;0
;Néphrologie;36.0;15;21;1;2;1;2;3;3;1;2;2;1;2;0;2;3;2;9
;Médecine d'urgence;29.0;8;21;0;0;1;0;3;2;0;2;0;0;0;4;2;3;3;9
;Endocrino-diabétologie;20.0;5;15;0;0;0;3;1;0;1;0;0;0;0;2;2;2;2;7
;Néonatologie;9.0;7;2;0;0;2;1;2;0;0;2;0;0;1;0;0;0;1;0
;Oncologie;13.0;4;9;1;1;1;1;0;0;0;0;0;0;1;1;1;1;4;1
;Hématologie et oncologie pédiatrique;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;Hématologie clinique;10.0;6;4;1;0;2;1;0;2;0;0;0;0;0;1;0;2;0;1
;Gestion des données de santé;7.0;3;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;3
;Psychiatrie médico-légale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;Microbiologie médicale;4.0;2;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1
Hainaut;Toutes les spécialités;329.0;108;221;6;13;11;29;13;5;10;21;7;5;9;13;18;38;41;90
;Nucléaire in vitro;16.0;3;13;0;0;0;0;0;0;3;0;0;0;0;0;0;1;5;7
;"Réadaptation fonctionnelle et professionnelle
des handicapés";52.0;16;36;0;0;1;3;2;1;2;7;0;0;1;1;4;4;4;22
;Gériatrie;13.0;4;9;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;7
;Chirurgie orale et maxillo-faciale;10.0;5;5;0;1;0;4;0;0;0;0;0;0;0;0;0;3;1;1
;Soins intensifs;61.0;10;51;0;1;1;4;1;1;1;1;4;1;0;3;6;13;10;14
;Neurologie pédiatrique;8.0;6;2;1;1;1;1;0;0;0;2;0;0;0;0;0;1;0;1
;Néphrologie;28.0;8;20;1;2;2;2;1;0;0;0;2;1;2;0;0;4;2;9
;Médecine d'urgence;39.0;7;32;0;0;0;2;2;0;0;3;0;0;2;3;2;7;7;11
;Endocrino-diabétologie;36.0;22;14;2;4;3;5;4;1;1;2;1;1;1;2;1;0;3;5
;Néonatologie;11.0;10;1;0;2;0;2;3;1;0;2;0;1;0;0;0;0;0;0
;Oncologie;26.0;7;19;1;1;1;2;0;0;1;1;0;0;0;4;4;2;2;7
;Hématologie clinique;12.0;7;5;1;1;2;2;0;0;1;0;0;1;1;0;0;2;0;1
;Gestion des données de santé;14.0;3;11;0;0;0;1;0;0;0;2;0;0;0;0;0;1;5;5
;Psychiatrie médico-légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
;Microbiologie médicale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Liège;Toutes les spécialités;498.0;214;284;26;28;28;27;29;23;12;41;11;11;20;32;30;35;38;107
;Nucléaire in vitro;19.0;11;8;0;0;0;0;2;3;1;5;0;1;0;0;0;2;1;4
;"Réadaptation fonctionnelle et professionnelle
des handicapés";108.0;45;63;0;1;1;3;9;5;4;22;0;1;3;5;1;5;8;40
;Gériatrie;8.0;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;5
;Chirurgie orale et maxillo-faciale;5.0;2;3;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
;Soins intensifs;91.0;24;67;2;8;4;4;2;3;0;1;6;5;8;9;9;6;9;15
;Neurologie pédiatrique;14.0;9;5;2;1;3;3;0;0;0;0;1;0;0;0;0;0;1;3
;Néphrologie;39.0;16;23;3;2;4;2;2;0;0;3;2;1;2;2;3;0;6;7
;Médecine d'urgence;68.0;20;48;1;0;2;3;3;7;2;2;1;2;2;5;11;11;6;10
;Endocrino-diabétologie;57.0;37;20;9;3;6;5;7;2;1;4;0;1;1;2;2;2;3;9
;Néonatologie;18.0;11;7;3;2;3;0;1;1;1;0;0;0;1;3;1;0;0;2
;Oncologie;23.0;11;12;2;3;2;4;0;0;0;0;0;0;1;1;2;4;1;3
;Hématologie et oncologie pédiatrique;12.0;8;4;1;1;1;1;1;0;1;2;0;0;1;1;1;1;0;0
;Hématologie clinique;21.0;11;10;2;6;1;1;1;0;0;0;1;0;1;3;0;2;1;2
;Gestion des données de santé;12.0;5;7;0;0;0;0;0;1;2;2;0;0;0;0;0;0;2;5
;Psychiatrie médico-légale;3.0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Namur;Toutes les spécialités;200.0;77;123;5;9;11;15;11;7;9;10;2;10;9;14;11;19;11;47
;Nucléaire in vitro;8.0;3;5;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;4
;"Réadaptation fonctionnelle et professionnelle
des handicapés";28.0;13;15;0;1;0;5;0;0;4;3;0;0;0;0;0;5;1;9
;Gériatrie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
;Chirurgie orale et maxillo-faciale;10.0;1;9;0;0;0;1;0;0;0;0;1;2;0;1;3;1;0;1
;Soins intensifs;40.0;7;33;0;2;0;0;2;3;0;0;1;4;3;1;6;6;5;7
;Neurologie pédiatrique;7.0;5;2;1;0;0;1;1;0;0;2;0;0;1;0;0;0;0;1
;Néphrologie;18.0;9;9;2;1;3;1;0;1;0;1;0;0;0;3;2;1;0;3
;Médecine d'urgence;29.0;10;19;0;0;4;2;0;1;2;1;0;2;2;3;0;1;3;8
;Endocrino-diabétologie;16.0;9;7;0;2;1;1;4;0;1;0;0;0;1;1;0;2;0;3
;Néonatologie;4.0;3;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0
;Oncologie;11.0;4;7;0;1;2;1;0;0;0;0;0;2;1;2;0;1;0;1
;Hématologie et oncologie pédiatrique;1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Hématologie clinique;10.0;6;4;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;3
;Gestion des données de santé;9.0;2;7;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;5
;Infectiologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;Microbiologie médicale;5.0;4;1;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0
Luxembourg;Toutes les spécialités;64.0;25;39;3;3;2;5;2;4;2;4;2;2;0;8;1;3;5;18
;Nucléaire in vitro;3.0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
;"Réadaptation fonctionnelle et professionnelle
des handicapés";6.0;2;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4
;Gériatrie;2.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
;Chirurgie orale et maxillo-faciale;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;Soins intensifs;12.0;4;8;2;1;0;0;0;1;0;0;1;1;0;0;1;0;1;4
;Neurologie pédiatrique;1.0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Néphrologie;6.0;4;2;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1
;Médecine d'urgence;9.0;2;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;5
;Endocrino-diabétologie;8.0;5;3;0;0;1;3;0;0;0;1;0;0;0;2;0;0;0;1
;Néonatologie;2.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
;Oncologie;5.0;1;4;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0
;Hématologie clinique;4.0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
;Gestion des données de santé;4.0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0
"Région de Bruxelles
Capitale";Toutes les spécialités;546.0;250;296;20;32;38;32;28;22;24;54;15;19;23;28;31;32;33;115
;Nucléaire in vitro;27.0;14;13;0;0;0;0;0;1;7;6;0;0;0;0;0;2;3;8
;"Réadaptation fonctionnelle et professionnelle
des handicapés";96.0;39;57;1;1;3;2;5;3;5;19;0;0;1;2;8;1;7;38
;Gériatrie;9.0;3;6;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;4
;Chirurgie orale et maxillo-faciale;28.0;13;15;3;0;1;1;2;2;3;1;2;3;1;1;1;1;1;5
;Soins intensifs;98.0;34;64;7;8;6;3;3;2;0;5;5;7;9;9;2;10;9;13
;Neurologie pédiatrique;13.0;11;2;2;0;4;0;0;1;0;4;0;1;0;0;0;0;0;1
;Néphrologie;57.0;25;32;2;4;9;4;1;2;0;3;4;3;6;1;4;3;4;7
;Médecine d'urgence;41.0;15;26;0;0;1;2;0;5;2;5;1;0;0;5;6;2;2;10
;Endocrino-diabétologie;59.0;30;29;2;6;4;9;0;3;0;6;1;0;2;3;4;2;1;16
;Néonatologie;30.0;23;7;0;3;5;6;5;2;1;1;1;1;0;1;1;1;0;2
;Oncologie;24.0;10;14;2;2;2;2;2;0;0;0;0;0;2;2;1;3;3;3
;Hématologie et oncologie pédiatrique;7.0;5;2;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1
;Hématologie clinique;30.0;16;14;1;6;2;1;2;1;2;1;1;2;1;2;1;4;0;3
;Gestion des données de santé;11.0;6;5;0;0;0;0;3;0;2;1;0;0;0;0;0;1;2;2
