gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;31;18;13;0;9;8;1;0;0;0;0;0;8;5;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Cardiologie;39;17;22;0;7;10;0;0;0;0;0;0;13;6;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;180;89;91;12;62;14;1;0;0;0;0;8;69;13;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Reumatologie;10;7;3;0;2;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;74;66;8;3;46;16;1;0;0;0;0;0;5;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Oftalmologie;49;18;31;0;15;2;1;0;0;0;0;4;22;2;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;29;15;14;1;13;1;0;0;0;0;0;2;10;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Stomatologie;17;6;11;0;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;37;29;8;2;24;3;0;0;0;0;0;1;5;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pediatrie;112;92;20;6;66;20;0;0;0;0;0;1;14;5;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;21;8;13;0;8;0;0;0;0;0;0;1;8;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Klinische biologie;15;7;8;1;5;0;1;0;0;0;0;0;7;0;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;79;43;36;6;27;8;2;0;0;0;0;0;25;9;2;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Radiotherapie-oncologie;11;5;6;0;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;12;3;9;0;3;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;14;10;4;1;6;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Medische oncologie;15;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Klinische genetica;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;28;16;12;0;2;5;2;3;3;0;1;0;3;0;4;2;1;1;0;1
Vlaams Brabant;Alle specialiteiten;996;572;424;47;404;100;8;9;1;1;2;33;279;100;6;2;2;2;0;0
Vlaams Brabant;Geriatrie;20;12;8;0;7;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0
Vlaams Brabant;Urgentiegeneeskunde;55;29;26;5;15;7;2;0;0;0;0;1;16;7;0;1;1;0;0;0
Vlaams Brabant;Gerechtelijke geneeskunde;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Anesthesie-reanimatie;102;44;58;2;31;9;0;2;0;0;0;3;42;13;0;0;0;0;0;0
Vlaams Brabant;Heelkunde;50;24;26;1;13;9;1;0;0;0;0;3;16;6;0;0;1;0;0;0
Vlaams Brabant;Neurochirurgie;9;3;6;0;2;1;0;0;0;0;0;1;4;1;0;0;0;0;0;0
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;9;4;5;0;2;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0
Vlaams Brabant;Urologie;22;10;12;1;7;2;0;0;0;0;0;1;7;3;1;0;0;0;0;0
Vlaams Brabant;Orthopedische heelkunde;39;8;31;1;5;2;0;0;0;0;0;1;21;8;1;0;0;0;0;0
Vlaams Brabant;Neurologie;28;18;10;0;11;7;0;0;0;0;0;1;9;0;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;27;19;8;1;12;5;0;1;0;0;0;2;3;3;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;64;41;23;2;30;6;1;2;0;0;0;2;12;8;0;1;0;0;0;0
Vlaams Brabant;Pneumologie;15;8;7;0;5;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0
Vlaams Brabant;Gastro-enterologie;20;14;6;0;7;6;0;1;0;0;0;0;3;3;0;0;0;0;0;0
Vlaams Brabant;Cardiologie;23;8;15;0;4;4;0;0;0;0;0;0;8;7;0;0;0;0;0;0
Vlaams Brabant;Inwendige geneeskunde;137;85;52;11;68;6;0;0;0;0;0;10;39;2;1;0;0;0;0;0
Vlaams Brabant;Reumatologie;6;3;3;0;1;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Vlaams Brabant;Acute geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Gynaecologie-verloskunde;49;40;9;3;31;5;0;1;0;0;0;2;5;2;0;0;0;0;0;0
Vlaams Brabant;Oftalmologie;36;20;16;6;14;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0
Vlaams Brabant;Otorhinolaryngologie;23;16;7;2;14;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Vlaams Brabant;Stomatologie;21;12;9;0;11;1;0;0;0;0;0;3;5;1;0;0;0;0;0;0
Vlaams Brabant;Dermato-venereologie;31;26;5;2;24;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
Vlaams Brabant;Pediatrie;70;62;8;7;48;5;2;0;0;0;0;0;8;0;0;0;0;0;0;0
Vlaams Brabant;Fysische geneeskunde en revalidatie;19;12;7;0;12;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Vlaams Brabant;Klinische biologie;12;5;7;1;1;2;1;0;0;0;0;0;6;1;0;0;0;0;0;0
Vlaams Brabant;Rontgendiagnose;45;14;31;1;8;3;0;2;0;0;0;0;22;9;0;0;0;0;0;0
Vlaams Brabant;Radiotherapie-oncologie;11;3;8;0;3;0;0;0;0;0;0;1;4;2;1;0;0;0;0;0
Vlaams Brabant;Nucleaire geneeskunde;5;2;3;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Vlaams Brabant;Pathologische anatomie;16;10;6;0;8;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Vlaams Brabant;Medische oncologie;13;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Vlaams Brabant;Klinische genetica;3;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Arbeidsgeneeskunde;12;7;5;0;1;1;1;0;1;1;2;0;1;2;0;0;0;2;0;0
West-Vlaanderen;Alle specialiteiten;383;210;173;30;148;27;2;0;1;2;0;31;119;20;0;2;0;1;0;0
West-Vlaanderen;Geriatrie;5;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Urgentiegeneeskunde;26;15;11;3;8;4;0;0;0;0;0;3;4;3;0;1;0;0;0;0
West-Vlaanderen;Anesthesie-reanimatie;32;13;19;1;9;3;0;0;0;0;0;4;15;0;0;0;0;0;0;0
West-Vlaanderen;Heelkunde;23;11;12;0;10;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0
West-Vlaanderen;Neurochirurgie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;4;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
West-Vlaanderen;Urologie;16;7;9;2;5;0;0;0;0;0;0;3;5;1;0;0;0;0;0;0
West-Vlaanderen;Orthopedische heelkunde;29;10;19;0;7;3;0;0;0;0;0;1;13;5;0;0;0;0;0;0
West-Vlaanderen;Neurologie;12;8;4;3;4;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;9;7;2;1;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;21;10;11;3;6;0;0;0;0;1;0;1;7;3;0;0;0;0;0;0
West-Vlaanderen;Pneumologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Gastro-enterologie;9;8;1;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
West-Vlaanderen;Cardiologie;5;0;5;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
West-Vlaanderen;Inwendige geneeskunde;62;36;26;5;25;6;0;0;0;0;0;8;17;1;0;0;0;0;0;0
West-Vlaanderen;Reumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Gynaecologie-verloskunde;20;15;5;0;13;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0
West-Vlaanderen;Oftalmologie;9;3;6;0;3;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
West-Vlaanderen;Otorhinolaryngologie;13;10;3;2;8;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
West-Vlaanderen;Stomatologie;4;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
West-Vlaanderen;Dermato-venereologie;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pediatrie;20;18;2;6;11;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Fysische geneeskunde en revalidatie;11;7;4;0;7;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
West-Vlaanderen;Klinische biologie;7;3;4;0;1;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0
West-Vlaanderen;Rontgendiagnose;17;3;14;2;1;0;0;0;0;0;0;2;10;1;0;1;0;0;0;0
West-Vlaanderen;Radiotherapie-oncologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Nucleaire geneeskunde;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pathologische anatomie;4;3;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
West-Vlaanderen;Medische oncologie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Klinische genetica;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;7;4;3;0;1;1;0;0;1;1;0;0;0;2;0;0;0;1;0;0
Oost-Vlaanderen;Alle specialiteiten;917;529;388;53;373;92;6;5;0;0;0;41;259;70;10;6;1;0;1;0
Oost-Vlaanderen;Geriatrie;13;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Oost-Vlaanderen;Urgentiegeneeskunde;68;42;26;5;24;12;0;1;0;0;0;1;16;8;1;0;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Anesthesie-reanimatie;73;34;39;4;26;4;0;0;0;0;0;2;29;6;1;1;0;0;0;0
Oost-Vlaanderen;Heelkunde;51;29;22;3;19;6;1;0;0;0;0;3;17;2;0;0;0;0;0;0
Oost-Vlaanderen;Neurochirurgie;14;2;12;0;1;1;0;0;0;0;0;0;9;3;0;0;0;0;0;0
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;12;7;5;0;4;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Oost-Vlaanderen;Urologie;29;15;14;0;10;5;0;0;0;0;0;1;9;4;0;0;0;0;0;0
Oost-Vlaanderen;Orthopedische heelkunde;37;6;31;1;4;0;1;0;0;0;0;4;22;5;0;0;0;0;0;0
Oost-Vlaanderen;Neurologie;33;22;11;4;14;3;1;0;0;0;0;3;7;1;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;21;17;4;1;14;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;45;25;20;2;22;1;0;0;0;0;0;2;15;3;0;0;0;0;0;0
Oost-Vlaanderen;Pneumologie;11;6;5;0;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Oost-Vlaanderen;Gastro-enterologie;18;11;7;0;8;3;0;0;0;0;0;0;4;3;0;0;0;0;0;0
Oost-Vlaanderen;Cardiologie;11;5;6;0;3;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Oost-Vlaanderen;Inwendige geneeskunde;149;87;62;15;67;4;0;1;0;0;0;7;46;8;0;1;0;0;0;0
Oost-Vlaanderen;Reumatologie;9;6;3;0;3;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0
Oost-Vlaanderen;Acute geneeskunde;3;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Oost-Vlaanderen;Gynaecologie-verloskunde;47;43;4;7;30;6;0;0;0;0;0;1;2;1;0;0;0;0;0;0
