gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Vlaams Brabant;Geriatrie;19;12;7;0;0;3;4;2;0;2;1;0;0;0;1;1;0;2;3
Vlaams Brabant;Mond-, kaak- en aangezichtschirurgie;32;14;18;2;5;3;2;0;0;1;1;3;1;5;3;0;4;0;2
Vlaams Brabant;Intensieve zorgen;163;59;104;6;15;10;15;6;3;2;2;18;11;13;12;13;16;9;12
Vlaams Brabant;Pediatrische neurologie;20;14;6;4;0;5;2;0;0;1;2;0;0;0;0;3;1;1;1
Vlaams Brabant;Nefrologie;49;25;24;4;10;5;3;2;0;1;0;2;2;6;4;1;1;2;6
Vlaams Brabant;Urgentiegeneeskunde;62;23;39;1;2;8;3;4;1;1;3;0;1;3;6;8;7;3;11
Vlaams Brabant;Endocrino-diabetologie;55;38;17;0;7;8;7;5;3;5;3;0;1;1;5;2;1;1;6
Vlaams Brabant;Neonatologie;27;19;8;1;5;3;1;4;4;1;0;0;1;0;0;1;3;1;2
Vlaams Brabant;Oncologie;48;21;27;0;8;5;6;1;0;1;0;3;2;3;3;4;4;3;5
Vlaams Brabant;Pediatrische hematologie en oncologie;12;10;2;0;1;3;3;0;1;2;0;0;0;0;0;1;1;0;0
Vlaams Brabant;Klinische hematologie;31;17;14;3;3;4;3;1;1;1;1;1;1;0;2;3;2;1;4
Vlaams Brabant;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;1;1;3;1;0;0;0;0;0;2;1;2
Vlaams Brabant;Forensische psychiatrie;6;3;3;0;1;0;1;0;1;0;0;0;0;0;0;0;2;0;1
West-Vlaanderen;Alle specialiteiten;539;180;359;19;30;40;23;27;20;5;16;16;18;28;33;41;46;46;131
West-Vlaanderen;Nucleaire in vitro geneeskunde;11;3;8;0;0;0;1;0;1;0;1;0;0;0;0;1;0;3;4
West-Vlaanderen;Functionele en professionele revalidatie van gehandicapten;135;49;86;1;4;5;4;14;9;1;11;0;3;3;3;5;10;7;55
West-Vlaanderen;Geriatrie;30;11;19;0;0;4;3;2;1;0;1;0;0;0;1;0;1;2;15
West-Vlaanderen;Mond-, kaak- en aangezichtschirurgie;33;3;30;0;2;0;1;0;0;0;0;3;1;6;4;5;5;3;3
West-Vlaanderen;Intensieve zorgen;117;41;76;8;9;11;4;5;3;1;0;7;7;9;10;9;10;12;12
West-Vlaanderen;Pediatrische neurologie;6;3;3;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;2
West-Vlaanderen;Nefrologie;41;14;27;1;1;5;4;1;2;0;0;1;2;1;4;4;2;1;12
West-Vlaanderen;Urgentiegeneeskunde;60;20;40;4;3;3;3;3;2;1;1;2;2;5;4;7;7;8;5
West-Vlaanderen;Endocrino-diabetologie;22;11;11;1;3;3;1;1;1;0;1;0;0;0;1;2;2;0;6
West-Vlaanderen;Neonatologie;13;7;6;1;3;1;1;1;0;0;0;1;0;0;1;2;1;1;0
West-Vlaanderen;Oncologie;52;14;38;3;1;8;0;0;1;1;0;1;3;1;5;3;6;7;12
West-Vlaanderen;Pediatrische hematologie en oncologie;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
West-Vlaanderen;Klinische hematologie;11;3;8;0;2;0;0;0;0;1;0;1;0;2;0;1;1;2;1
West-Vlaanderen;Beheer van gezondheidsgegevens;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
West-Vlaanderen;Forensische psychiatrie;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Oost-Vlaanderen;Alle specialiteiten;655;280;375;34;44;53;55;38;25;11;20;23;32;33;46;48;46;51;96
Oost-Vlaanderen;Nucleaire in vitro geneeskunde;34;10;24;0;0;0;2;0;5;2;1;0;0;0;1;4;4;6;9
Oost-Vlaanderen;Functionele en professionele revalidatie van gehandicapten;125;58;67;0;7;7;14;12;5;2;11;2;4;7;4;8;10;6;26
Oost-Vlaanderen;Geriatrie;16;5;11;0;0;1;0;2;1;0;1;0;0;0;0;1;1;0;9
Oost-Vlaanderen;Mond-, kaak- en aangezichtschirurgie;40;11;29;1;2;3;2;2;0;1;0;2;4;3;4;3;1;6;6
Oost-Vlaanderen;Intensieve zorgen;146;58;88;10;14;10;11;8;4;0;1;9;14;8;12;11;9;13;12
Oost-Vlaanderen;Pediatrische neurologie;13;8;5;1;0;1;1;2;1;1;1;0;1;0;2;0;0;0;2
Oost-Vlaanderen;Nefrologie;54;24;30;6;3;6;3;1;1;3;1;1;5;5;2;4;3;2;8
Oost-Vlaanderen;Urgentiegeneeskunde;53;11;42;2;2;1;4;1;1;0;0;0;2;7;10;7;4;7;5
Oost-Vlaanderen;Endocrino-diabetologie;49;27;22;5;9;5;2;4;1;1;0;5;0;1;2;2;4;1;7
Oost-Vlaanderen;Neonatologie;10;8;2;0;0;2;1;2;2;0;1;0;0;0;0;1;0;0;1
Oost-Vlaanderen;Oncologie;60;31;29;4;5;10;10;1;0;0;1;1;1;2;6;6;7;3;3
Oost-Vlaanderen;Pediatrische hematologie en oncologie;8;7;1;0;0;2;0;3;1;0;1;0;0;0;0;0;0;0;1
Oost-Vlaanderen;Klinische hematologie;23;16;7;5;2;3;4;0;1;1;0;3;1;0;0;0;1;1;1
Oost-Vlaanderen;Beheer van gezondheidsgegevens;14;1;13;0;0;0;0;0;0;0;1;0;0;0;1;1;2;4;5
Oost-Vlaanderen;Forensische psychiatrie;10;5;5;0;0;2;1;0;2;0;0;0;0;0;2;0;0;2;1
Antwerpen;Alle specialiteiten;724;317;407;27;56;51;58;54;29;23;19;18;38;35;41;49;55;50;121
Antwerpen;Nucleaire in vitro geneeskunde;19;9;10;0;0;0;1;2;3;3;0;0;0;0;0;0;3;3;4
Antwerpen;Functionele en professionele revalidatie van gehandicapten;139;63;76;3;6;6;14;13;6;7;8;2;6;5;4;9;7;3;40
Antwerpen;Geriatrie;25;5;20;0;0;0;2;1;1;1;0;0;0;0;2;0;1;5;12
Antwerpen;Mond-, kaak- en aangezichtschirurgie;41;6;35;2;1;1;1;1;0;0;0;2;7;6;2;3;4;2;9
Antwerpen;Intensieve zorgen;171;71;100;8;12;12;16;12;6;3;2;7;13;13;16;12;12;13;14
Antwerpen;Pediatrische neurologie;16;14;2;0;3;2;3;3;1;0;2;0;0;0;0;0;0;1;1
Antwerpen;Nefrologie;51;26;25;6;3;7;5;2;0;2;1;2;4;0;3;2;3;3;8
Antwerpen;Urgentiegeneeskunde;72;19;53;0;6;4;3;4;0;1;1;1;3;4;6;13;8;10;8
Antwerpen;Endocrino-diabetologie;50;33;17;3;8;6;3;3;5;2;3;1;1;1;1;2;2;1;8
Antwerpen;Neonatologie;29;19;10;2;4;2;2;4;2;2;1;0;2;1;2;0;1;3;1
Antwerpen;Oncologie;63;33;30;1;11;5;5;5;4;2;0;2;0;2;3;3;9;5;6
Antwerpen;Pediatrische hematologie en oncologie;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0
Antwerpen;Klinische hematologie;27;13;14;2;2;3;3;3;0;0;0;1;2;2;0;2;3;0;4
Antwerpen;Beheer van gezondheidsgegevens;10;2;8;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;5
Antwerpen;Forensische psychiatrie;8;3;5;0;0;2;0;1;0;0;0;0;0;0;2;1;1;0;1
Limburg;Alle specialiteiten;304;110;194;13;22;15;20;18;13;6;3;10;18;24;28;18;22;23;51
Limburg;Nucleaire in vitro geneeskunde;8;3;5;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1;3
Limburg;Functionele en professionele revalidatie van gehandicapten;56;15;41;0;1;3;4;4;0;1;2;1;3;3;6;1;4;3;20
Limburg;Geriatrie;5;1;4;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2
Limburg;Mond-, kaak- en aangezichtschirurgie;21;2;19;0;0;2;0;0;0;0;0;2;2;3;4;2;2;2;2
Limburg;Intensieve zorgen;89;38;51;9;8;2;8;6;4;1;0;5;7;10;4;5;6;7;7
Limburg;Pediatrische neurologie;6;6;0;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Limburg;Nefrologie;16;3;13;0;1;0;0;2;0;0;0;0;3;2;1;0;4;2;1
Limburg;Urgentiegeneeskunde;35;11;24;0;2;0;5;1;3;0;0;1;2;1;6;3;3;2;6
Limburg;Endocrino-diabetologie;18;8;10;1;1;2;0;2;1;1;0;1;0;2;1;1;0;0;5
Limburg;Neonatologie;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Limburg;Oncologie;28;12;16;2;5;1;2;0;0;2;0;0;1;1;5;3;2;4;0
Limburg;Pediatrische hematologie en oncologie;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Limburg;Klinische hematologie;8;6;2;0;1;2;1;0;2;0;0;0;0;0;1;0;1;0;0
Limburg;Beheer van gezondheidsgegevens;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
Limburg;Forensische psychiatrie;5;2;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2
Waals Brabant;Alle specialiteiten;294;103;191;3;10;12;13;16;12;17;20;5;9;8;16;19;24;29;81
Waals Brabant;Nucleaire in vitro geneeskunde;19;10;9;0;0;0;0;0;4;3;3;0;0;0;0;0;0;0;9
Waals Brabant;Functionele en professionele revalidatie van gehandicapten;70;22;48;0;0;1;3;4;0;4;10;0;0;0;3;3;3;5;34
Waals Brabant;Geriatrie;9;4;5;0;0;0;1;2;0;1;0;0;0;0;0;1;1;0;3
Waals Brabant;Mond-, kaak- en aangezichtschirurgie;9;2;7;0;1;0;1;0;0;0;0;1;0;1;1;2;0;1;1
Waals Brabant;Intensieve zorgen;58;13;45;0;5;1;2;1;1;2;1;1;6;4;4;4;10;9;7
Waals Brabant;Pediatrische neurologie;8;8;0;1;1;2;0;1;0;1;2;0;0;0;0;0;0;0;0
Waals Brabant;Nefrologie;36;15;21;1;2;1;2;3;3;1;2;2;2;1;0;3;2;2;9
Waals Brabant;Urgentiegeneeskunde;27;6;21;0;0;1;0;2;2;1;0;0;0;0;4;3;2;4;8
Waals Brabant;Endocrino-diabetologie;21;6;15;0;0;0;3;1;1;1;0;0;0;0;3;1;2;3;6
Waals Brabant;Neonatologie;9;7;2;0;0;3;1;1;0;2;0;0;1;0;0;0;0;1;0
Waals Brabant;Oncologie;11;2;9;0;1;1;0;0;0;0;0;0;0;2;0;2;1;4;0
Waals Brabant;Klinische hematologie;10;5;5;1;0;2;0;1;1;0;0;1;0;0;1;0;2;0;1
Waals Brabant;Beheer van gezondheidsgegevens;6;3;3;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;2
Waals Brabant;Forensische psychiatrie;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Henegouwen;Alle specialiteiten;324;106;218;7;11;18;26;10;4;10;20;4;7;6;16;18;41;41;85
Henegouwen;Nucleaire in vitro geneeskunde;18;3;15;0;0;0;0;0;1;2;0;0;0;0;0;0;2;4;9
Henegouwen;Functionele en professionele revalidatie van gehandicapten;53;16;37;0;0;1;5;0;1;2;7;0;0;1;1;4;4;5;22
Henegouwen;Geriatrie;13;4;9;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;7
Henegouwen;Mond-, kaak- en aangezichtschirurgie;10;5;5;1;0;2;2;0;0;0;0;0;0;0;0;1;2;1;1
Henegouwen;Intensieve zorgen;58;11;47;0;2;2;3;1;1;1;1;1;1;1;4;6;13;10;11
Henegouwen;Pediatrische neurologie;6;5;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1
Henegouwen;Nefrologie;26;7;19;1;2;2;1;1;0;0;0;2;2;0;0;0;4;2;9
Henegouwen;Urgentiegeneeskunde;39;7;32;0;0;1;2;1;0;0;3;0;1;0;3;2;11;4;11
Henegouwen;Endocrino-diabetologie;35;21;14;3;3;5;3;4;0;2;1;1;1;1;2;1;1;2;5
Henegouwen;Neonatologie;12;11;1;1;1;1;3;3;0;0;2;0;1;0;0;0;0;0;0
Henegouwen;Oncologie;26;6;20;0;1;1;2;0;0;1;1;0;0;1;6;2;2;5;4
Henegouwen;Klinische hematologie;12;7;5;1;1;2;2;0;0;1;0;0;1;1;0;0;2;0;1
Henegouwen;Beheer van gezondheidsgegevens;14;3;11;0;0;0;1;0;0;0;2;0;0;0;0;1;0;6;4
Henegouwen;Forensische psychiatrie;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Luik;Alle specialiteiten;479;200;279;19;26;27;31;29;18;12;38;8;12;18;38;25;36;40;102
Luik;Nucleaire in vitro geneeskunde;19;11;8;0;0;0;0;3;2;1;5;0;1;0;0;0;3;1;3
Luik;Functionele en professionele revalidatie van gehandicapten;110;45;65;0;1;1;5;8;6;3;21;0;1;4;4;1;5;9;41
Luik;Geriatrie;9;4;5;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;5
Luik;Mond-, kaak- en aangezichtschirurgie;5;2;3;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
Luik;Intensieve zorgen;86;22;64;1;9;3;5;1;2;0;1;4;8;4;11;8;7;7;15
Luik;Pediatrische neurologie;12;7;5;0;1;3;3;0;0;0;0;1;0;0;0;0;0;1;3
Luik;Nefrologie;39;16;23;4;1;4;3;1;0;0;3;3;0;2;3;2;1;6;6
Luik;Urgentiegeneeskunde;64;19;45;1;0;3;2;4;5;3;1;0;1;2;8;9;10;7;8
Luik;Endocrino-diabetologie;53;33;20;8;1;6;5;7;1;1;4;0;1;1;2;3;1;5;7
Luik;Neonatologie;15;8;7;1;3;1;1;1;0;1;0;0;0;1;3;1;0;0;2
Luik;Oncologie;23;11;12;2;3;2;4;0;0;0;0;0;0;1;2;1;4;1;3
Luik;Pediatrische hematologie en oncologie;11;7;4;0;1;1;2;0;1;0;2;0;0;1;2;0;1;0;0
Luik;Klinische hematologie;18;9;9;1;5;2;0;1;0;0;0;0;0;2;2;0;2;1;2
Luik;Beheer van gezondheidsgegevens;12;5;7;0;0;0;0;0;1;3;1;0;0;0;0;0;0;2;5
Luik;Forensische psychiatrie;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Namen;Alle specialiteiten;195;75;120;5;11;13;14;8;6;9;9;2;9;11;14;11;18;11;44
Namen;Nucleaire in vitro geneeskunde;7;3;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;3
Namen;Functionele en professionele revalidatie van gehandicapten;28;13;15;0;1;1;4;0;1;3;3;0;0;0;0;2;4;1;8
Namen;Geriatrie;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
Namen;Mond-, kaak- en aangezichtschirurgie;9;1;8;0;0;1;0;0;0;0;0;0;2;0;2;2;1;0;1
Namen;Intensieve zorgen;40;7;33;0;2;0;1;3;1;0;0;1;3;3;5;3;8;3;7
Namen;Pediatrische neurologie;7;5;2;1;0;0;2;0;0;0;2;0;0;1;0;0;0;0;1
Namen;Nefrologie;19;10;9;2;2;3;1;0;1;0;1;0;0;1;2;3;0;0;3
Namen;Urgentiegeneeskunde;30;11;19;0;1;3;3;0;1;3;0;1;2;2;2;0;1;4;7
Namen;Endocrino-diabetologie;17;10;7;0;3;1;1;4;0;1;0;0;0;1;1;1;1;1;2
Namen;Neonatologie;4;3;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Namen;Oncologie;11;4;7;1;0;3;0;0;0;0;0;0;2;2;1;0;1;0;1
Namen;Klinische hematologie;10;6;4;1;1;0;2;0;1;0;1;0;0;0;1;0;0;0;3
Namen;Beheer van gezondheidsgegevens;10;2;8;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;6
Luxemburg;Alle specialiteiten;60;22;38;2;1;4;3;3;4;1;4;1;2;1;8;1;4;6;15
Luxemburg;Nucleaire in vitro geneeskunde;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
Luxemburg;Functionele en professionele revalidatie van gehandicapten;6;2;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4
Luxemburg;Geriatrie;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Luxemburg;Mond-, kaak- en aangezichtschirurgie;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Luxemburg;Intensieve zorgen;7;1;6;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;2
Luxemburg;Pediatrische neurologie;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxemburg;Nefrologie;6;4;2;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1
Luxemburg;Urgentiegeneeskunde;10;2;8;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3;4
Luxemburg;Endocrino-diabetologie;8;5;3;0;0;2;2;0;0;0;1;0;0;0;2;0;0;0;1
Luxemburg;Neonatologie;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Luxemburg;Oncologie;5;1;4;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0
Luxemburg;Klinische hematologie;4;0;4;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0
Luxemburg;Beheer van gezondheidsgegevens;4;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;532;238;294;16;36;41;24;28;22;19;52;10;15;29;27;30;27;41;115
Brussels Hoofdstedelijk Gewest;Nucleaire in vitro geneeskunde;30;14;16;0;0;0;0;1;1;6;6;0;0;0;0;0;2;5;9
Brussels Hoofdstedelijk Gewest;Functionele en professionele revalidatie van gehandicapten;96;36;60;0;1;3;1;5;3;4;19;0;0;1;4;6;1;9;39
Brussels Hoofdstedelijk Gewest;Geriatrie;9;2;7;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;5
Brussels Hoofdstedelijk Gewest;Mond-, kaak- en aangezichtschirurgie;26;12;14;2;0;2;0;3;2;2;1;2;2;2;0;1;1;2;4
Brussels Hoofdstedelijk Gewest;Intensieve zorgen;95;32;63;6;7;7;2;5;0;1;4;3;7;11;7;5;9;9;12
Brussels Hoofdstedelijk Gewest;Pediatrische neurologie;14;12;2;1;2;3;0;0;2;0;4;0;1;0;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Nefrologie;54;25;29;2;6;6;5;1;2;0;3;1;4;4;3;2;4;3;8
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;43;16;27;0;1;1;2;1;6;1;4;1;0;1;5;6;1;3;10
Brussels Hoofdstedelijk Gewest;Endocrino-diabetologie;58;29;29;2;6;6;6;1;2;0;6;0;0;4;1;5;1;3;15
Brussels Hoofdstedelijk Gewest;Neonatologie;29;23;6;0;5;6;5;4;1;1;1;1;1;0;1;1;0;1;1
Brussels Hoofdstedelijk Gewest;Oncologie;25;10;15;1;2;3;3;1;0;0;0;0;0;3;1;1;3;4;3
Brussels Hoofdstedelijk Gewest;Pediatrische hematologie en oncologie;7;5;2;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Klinische hematologie;30;16;14;2;5;3;0;2;1;2;1;2;0;2;2;2;3;0;3
