gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Prov Namen;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);1739;982;757;73;169;80;99;92;104;107;104;62;92;34;107;46;48;102;72;87;73;73;115
Prov Luxemburg;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);1090;661;429;54;156;75;76;81;60;63;35;35;26;37;79;46;38;46;40;37;36;27;43
Prov Brussels hoofdstedelijk gewest;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);3258;1876;1382;109;425;280;127;116;99;148;163;153;256;72;331;250;119;99;70;76;102;114;149
België;GEEN ERKENNING;32461;19052;13409;1230;2968;1567;1943;2302;1967;1909;1922;1524;1720;651;1863;959;966;1550;1186;1201;1442;1439;2152
België;CARDIOVASCULAIRE KINSITHERAPIE;62;37;25;0;8;4;3;7;6;6;3;0;0;0;1;3;2;4;3;3;6;3;0
België;MANUELE THERAPIE;1084;586;498;0;213;153;74;61;37;24;14;9;1;0;91;83;72;77;47;45;43;27;13
België;NEUROLOGISCHE KINESITHERAPIE;220;168;52;0;51;28;27;13;20;17;8;3;1;0;7;8;6;10;9;5;3;3;1
België;PEDIATRISCHE KINESITHERAPIE;522;474;48;0;109;101;77;65;46;33;29;14;0;0;5;1;7;8;6;7;3;10;1
België;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;341;333;8;0;31;40;57;56;61;40;34;12;2;0;0;0;0;1;1;2;2;0;2
België;RESPIRATOIRE KINESITHERAPIE;232;171;61;0;40;27;25;19;26;15;13;6;0;0;3;2;11;12;5;9;11;7;1
Gewest Vlaanderen;GEEN ERKENNING;16917;10189;6728;632;1335;723;1109;1455;1187;1006;1051;861;830;271;752;344;493;810;603;604;778;834;1239
Gewest Vlaanderen;CARDIOVASCULAIRE KINSITHERAPIE;61;36;25;0;8;4;3;6;6;6;3;0;0;0;1;3;2;4;3;3;6;3;0
Gewest Vlaanderen;MANUELE THERAPIE;1074;579;495;0;210;151;73;60;37;24;14;9;1;0;91;83;71;76;46;45;43;27;13
Gewest Vlaanderen;NEUROLOGISCHE KINESITHERAPIE;218;167;51;0;51;28;27;13;19;17;8;3;1;0;6;8;6;10;9;5;3;3;1
Gewest Vlaanderen;PEDIATRISCHE KINESITHERAPIE;505;462;43;0;107;99;75;63;44;31;29;14;0;0;4;1;7;8;4;6;3;9;1
Gewest Vlaanderen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;333;325;8;0;30;40;56;54;58;40;33;12;2;0;0;0;0;1;1;2;2;0;2
Gewest Vlaanderen;RESPIRATOIRE KINESITHERAPIE;229;169;60;0;39;26;25;19;26;15;13;6;0;0;3;2;11;11;5;9;11;7;1
Gewest Wallonië;GEEN ERKENNING;12303;6999;5304;489;1211;567;709;733;682;755;709;510;634;308;781;365;355;642;514;522;562;491;764
Gewest Wallonië;CARDIOVASCULAIRE KINSITHERAPIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;MANUELE THERAPIE;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;NEUROLOGISCHE KINESITHERAPIE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;PEDIATRISCHE KINESITHERAPIE;11;7;4;0;2;0;0;1;2;2;0;0;0;0;1;0;0;0;2;0;0;1;0
Gewest Wallonië;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;5;5;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;RESPIRATOIRE KINESITHERAPIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;GEEN ERKENNING;3241;1864;1377;109;422;277;125;114;98;148;162;153;256;72;330;250;118;98;69;75;102;114;149
Gewest Brussels hoofdstedelijk gewest;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;MANUELE THERAPIE;6;3;3;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NEUROLOGISCHE KINESITHERAPIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE KINESITHERAPIE;6;5;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;3;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;RESPIRATOIRE KINESITHERAPIE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;GEEN ERKENNING;3753;2350;1403;160;344;186;237;290;262;258;225;200;188;55;171;95;124;167;128;125;143;172;223
Prov Vlaams Brabant;CARDIOVASCULAIRE KINSITHERAPIE;10;7;3;0;2;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0
Prov Vlaams Brabant;MANUELE THERAPIE;185;98;87;0;28;23;20;13;6;4;2;2;0;0;24;16;7;13;6;7;8;5;1
Prov Vlaams Brabant;NEUROLOGISCHE KINESITHERAPIE;60;44;16;0;15;6;7;5;7;4;0;0;0;0;2;3;1;5;3;2;0;0;0
Prov Vlaams Brabant;PEDIATRISCHE KINESITHERAPIE;78;71;7;0;16;18;8;12;4;4;6;3;0;0;2;0;1;1;0;1;1;1;0
Prov Vlaams Brabant;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;61;60;1;0;5;11;10;8;10;7;7;2;0;0;0;0;0;0;0;0;1;0;0
Prov Vlaams Brabant;RESPIRATOIRE KINESITHERAPIE;30;25;5;0;6;6;4;2;5;1;1;0;0;0;0;0;1;1;2;0;0;1;0
Prov West-Vlaanderen;GEEN ERKENNING;3167;1762;1405;123;190;79;192;285;201;176;196;158;162;49;94;46;106;170;132;128;209;166;305
Prov West-Vlaanderen;CARDIOVASCULAIRE KINSITHERAPIE;7;1;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;4;0;0
Prov West-Vlaanderen;MANUELE THERAPIE;237;125;112;0;56;31;12;10;10;3;1;2;0;0;16;16;22;19;12;7;9;6;5
Prov West-Vlaanderen;NEUROLOGISCHE KINESITHERAPIE;42;31;11;0;8;0;5;2;3;6;6;1;0;0;1;2;2;2;1;1;2;0;0
Prov West-Vlaanderen;PEDIATRISCHE KINESITHERAPIE;98;89;9;0;16;16;10;16;11;10;5;5;0;0;0;0;2;4;0;0;1;2;0
Prov West-Vlaanderen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;85;82;3;0;9;5;19;17;12;10;7;3;0;0;0;0;0;0;1;1;0;0;1
Prov West-Vlaanderen;RESPIRATOIRE KINESITHERAPIE;38;30;8;0;3;3;6;6;6;3;2;1;0;0;1;0;2;1;0;1;2;0;1
Prov Oost-Vlaanderen;GEEN ERKENNING;3783;2363;1420;129;276;153;295;364;263;219;240;215;209;66;138;55;91;178;121;159;160;186;266
Prov Oost-Vlaanderen;CARDIOVASCULAIRE KINSITHERAPIE;20;16;4;0;5;2;2;2;3;2;0;0;0;0;0;1;0;1;1;1;0;0;0
Prov Oost-Vlaanderen;MANUELE THERAPIE;267;161;106;0;52;53;23;19;8;2;2;2;0;0;16;19;18;18;8;12;7;5;3
Prov Oost-Vlaanderen;NEUROLOGISCHE KINESITHERAPIE;39;29;10;0;8;8;4;3;5;0;1;0;0;0;0;1;2;3;1;2;0;0;1
Prov Oost-Vlaanderen;PEDIATRISCHE KINESITHERAPIE;145;132;13;0;35;25;24;18;16;9;2;3;0;0;1;0;2;2;1;3;0;3;1
Prov Oost-Vlaanderen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;83;82;1;0;6;11;10;14;19;11;8;2;1;0;0;0;0;0;0;1;0;0;0
Prov Oost-Vlaanderen;RESPIRATOIRE KINESITHERAPIE;74;54;20;0;15;4;10;5;6;7;7;0;0;0;2;0;4;3;1;4;3;3;0
Prov Antwerpen;GEEN ERKENNING;4123;2508;1615;151;333;207;259;327;310;262;280;196;183;65;213;98;97;190;144;128;180;198;302
Prov Antwerpen;CARDIOVASCULAIRE KINSITHERAPIE;14;7;7;0;0;1;0;2;1;2;1;0;0;0;0;1;0;1;1;0;2;2;0
Prov Antwerpen;MANUELE THERAPIE;271;146;125;0;57;32;14;13;11;11;7;1;0;0;21;23;14;14;13;15;18;5;2
Prov Antwerpen;NEUROLOGISCHE KINESITHERAPIE;50;39;11;0;13;8;6;3;2;4;1;2;0;0;3;0;1;0;4;0;1;2;0
Prov Antwerpen;PEDIATRISCHE KINESITHERAPIE;115;106;9;0;25;26;22;12;8;4;7;2;0;0;1;0;1;0;2;2;0;3;0
Prov Antwerpen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;68;67;1;0;4;8;12;12;12;9;8;2;0;0;0;0;0;1;0;0;0;0;0
Prov Antwerpen;RESPIRATOIRE KINESITHERAPIE;66;48;18;0;13;10;4;5;6;3;3;4;0;0;0;2;3;4;1;1;4;3;0
Prov Limburg;GEEN ERKENNING;2091;1206;885;69;192;98;126;189;151;91;110;92;88;36;136;50;75;105;78;64;86;112;143
Prov Limburg;CARDIOVASCULAIRE KINSITHERAPIE;10;5;5;0;1;0;0;2;1;0;1;0;0;0;0;0;2;1;0;1;0;1;0
Prov Limburg;MANUELE THERAPIE;114;49;65;0;17;12;4;5;2;4;2;2;1;0;14;9;10;12;7;4;1;6;2
Prov Limburg;NEUROLOGISCHE KINESITHERAPIE;27;24;3;0;7;6;5;0;2;3;0;0;1;0;0;2;0;0;0;0;0;1;0
Prov Limburg;PEDIATRISCHE KINESITHERAPIE;69;64;5;0;15;14;11;5;5;4;9;1;0;0;0;1;1;1;1;0;1;0;0
Prov Limburg;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;36;34;2;0;6;5;5;3;5;3;3;3;1;0;0;0;0;0;0;0;1;0;1
Prov Limburg;RESPIRATOIRE KINESITHERAPIE;21;12;9;0;2;3;1;1;3;1;0;1;0;0;0;0;1;2;1;3;2;0;0
Prov Waals Brabant;GEEN ERKENNING;2176;1386;790;81;237;105;120;152;111;148;172;106;154;57;135;67;43;105;67;74;95;62;85
Prov Waals Brabant;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;MANUELE THERAPIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;NEUROLOGISCHE KINESITHERAPIE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;PEDIATRISCHE KINESITHERAPIE;3;2;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Waals Brabant;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;RESPIRATOIRE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;GEEN ERKENNING;3727;1902;1825;117;300;134;187;199;207;217;197;139;205;107;230;98;112;217;176;167;192;178;348
Prov Henegouwen;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;MANUELE THERAPIE;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;NEUROLOGISCHE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;PEDIATRISCHE KINESITHERAPIE;4;3;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Prov Henegouwen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;RESPIRATOIRE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;GEEN ERKENNING;3574;2070;1504;164;349;173;227;211;200;220;201;168;157;73;230;108;114;172;160;157;166;151;173
Prov Luik;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;MANUELE THERAPIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;NEUROLOGISCHE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;PEDIATRISCHE KINESITHERAPIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Luik;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;RESPIRATOIRE KINESITHERAPIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Namen;GEEN ERKENNING;1737;981;756;73;169;80;99;91;104;107;104;62;92;34;107;46;48;102;71;87;73;73;115
Prov Namen;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;MANUELE THERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;NEUROLOGISCHE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;PEDIATRISCHE KINESITHERAPIE;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Namen;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;RESPIRATOIRE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;GEEN ERKENNING;1089;660;429;54;156;75;76;80;60;63;35;35;26;37;79;46;38;46;40;37;36;27;43
Prov Luxemburg;CARDIOVASCULAIRE KINSITHERAPIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;MANUELE THERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;NEUROLOGISCHE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;PEDIATRISCHE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;RESPIRATOIRE KINESITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;GEEN ERKENNING;3241;1864;1377;109;422;277;125;114;98;148;162;153;256;72;330;250;118;98;69;75;102;114;149
Prov Brussels hoofdstedelijk gewest;CARDIOVASCULAIRE KINSITHERAPIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;MANUELE THERAPIE;6;3;3;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Prov Brussels hoofdstedelijk gewest;NEUROLOGISCHE KINESITHERAPIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;PEDIATRISCHE KINESITHERAPIE;6;5;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Brussels hoofdstedelijk gewest;BEKKENBODEMREEDUCATIE EN PERINATALE KINESITHERAPIE;3;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;RESPIRATOIRE KINESITHERAPIE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
