gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Prov Oost-Vlaanderen;GEEN ERKENNING;2828;1941;887;122;366;178;181;206;199;187;106;125;271;22;101;59;54;63;87;62;62;92;285
Prov Oost-Vlaanderen;ZIEKENHUISFARMACIE;247;210;37;8;44;42;35;18;15;14;5;8;21;1;3;5;2;7;0;2;1;6;10
Prov Antwerpen;GEEN ERKENNING;2888;1998;890;96;347;236;193;182;182;219;142;111;290;21;99;57;56;65;52;93;81;80;286
Prov Antwerpen;ZIEKENHUISFARMACIE;215;182;33;5;38;24;31;7;24;18;8;14;13;0;3;5;1;3;1;5;2;1;12
Prov Limburg;GEEN ERKENNING;1019;699;320;34;128;86;66;71;63;76;36;43;96;16;34;20;24;20;18;25;16;20;127
Prov Limburg;ZIEKENHUISFARMACIE;81;68;13;1;18;9;7;6;9;7;1;4;6;1;1;2;0;1;1;1;1;1;4
Prov Waals Brabant;GEEN ERKENNING;1026;738;288;6;67;66;71;94;102;71;63;56;142;3;21;13;23;31;38;30;21;20;88
Prov Waals Brabant;ZIEKENHUISFARMACIE;63;57;6;0;5;11;9;9;5;5;3;4;6;0;2;1;0;0;0;0;1;1;1
Prov Henegouwen;GEEN ERKENNING;1665;1155;510;29;130;105;107;142;150;124;101;73;194;9;42;40;52;47;48;53;44;51;124
Prov Henegouwen;ZIEKENHUISFARMACIE;127;102;25;4;23;13;13;11;6;10;7;6;9;1;6;1;0;2;2;4;2;1;6
Prov Luik;GEEN ERKENNING;1963;1368;595;45;161;134;134;121;168;144;82;81;298;11;59;44;39;45;60;51;53;30;203
Prov Luik;ZIEKENHUISFARMACIE;131;100;31;3;21;16;10;11;15;4;5;5;10;0;7;11;1;1;4;2;0;2;3
Prov Namen;GEEN ERKENNING;880;636;244;18;72;73;64;82;68;69;49;44;97;9;18;14;26;17;18;30;18;17;77
Prov Namen;ZIEKENHUISFARMACIE;86;73;13;4;10;18;10;4;10;6;4;5;2;0;2;2;0;1;2;1;1;2;2
Prov Luxemburg;GEEN ERKENNING;376;264;112;7;29;33;28;37;33;31;12;12;42;2;6;7;9;14;12;8;8;3;43
Prov Luxemburg;ZIEKENHUISFARMACIE;24;20;4;2;4;4;3;0;1;2;0;0;4;0;0;1;0;0;1;1;0;0;1
Prov Brussels hoofdstedelijk gewest;GEEN ERKENNING;1763;1220;543;24;189;153;123;109;107;118;91;78;228;12;76;84;43;46;49;37;49;38;109
Prov Brussels hoofdstedelijk gewest;ZIEKENHUISFARMACIE;106;83;23;2;12;23;11;12;6;2;0;6;9;0;5;4;7;0;1;3;3;0;0
