Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Région Wallonie;ANESTHESIE-REANIMATION;740;259;481;0;0;31;56;41;31;18;24;23;35;0;0;31;61;75;71;71;58;47;67
Région Wallonie;CHIRURGIE;582;78;504;0;0;5;18;14;16;11;8;5;1;0;0;15;37;37;59;72;60;67;157
Région Wallonie;NEUROCHIRURGIE;59;9;50;0;0;1;1;4;2;1;0;0;0;0;0;3;8;6;8;5;7;4;9
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;63;19;44;0;0;1;7;1;4;5;1;0;0;0;0;7;6;6;10;4;5;1;5
Région Wallonie;NEUROLOGIE;164;72;92;0;0;9;18;19;10;10;2;3;1;0;0;5;13;11;20;16;11;10;6
Région Wallonie;PSYCHIATRIE;432;173;259;0;0;0;21;36;31;28;19;19;19;0;0;0;12;22;29;24;40;40;92
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;525;227;298;0;1;28;39;39;40;28;26;13;13;0;0;7;19;25;32;33;44;31;107
Région Wallonie;OPHTALMOLOGIE;333;186;147;0;2;19;28;16;24;22;17;17;41;0;1;8;11;11;18;18;16;14;50
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;244;91;153;0;1;8;14;22;18;12;9;3;4;0;0;6;11;9;14;23;18;27;45
Région Wallonie;UROLOGIE;134;17;117;0;0;2;7;2;2;3;1;0;0;0;0;3;17;13;11;13;10;18;32
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;342;21;321;0;0;2;5;3;4;2;2;1;2;0;0;12;35;32;44;53;44;29;72
Région Wallonie;STOMATOLOGIE;91;21;70;0;0;3;7;4;0;3;0;2;2;0;0;1;3;7;7;6;10;9;27
Région Wallonie;DERMATO-VENEREOLOGIE;234;152;82;0;5;22;16;26;28;12;18;12;13;0;0;2;5;1;8;9;10;10;37
Région Wallonie;PNEUMOLOGIE;187;65;122;0;0;11;21;8;5;3;9;3;5;0;0;3;13;15;16;20;22;12;21
Région Wallonie;GASTRO-ENTEROLOGIE;226;59;167;0;0;8;11;12;6;9;4;6;3;0;0;6;14;16;31;22;24;26;28
Région Wallonie;PEDIATRIE;566;320;246;0;0;39;69;51;35;32;34;20;40;0;0;10;10;17;20;18;22;35;114
Région Wallonie;CARDIOLOGIE;378;75;303;0;0;10;16;11;16;12;3;2;5;0;0;11;28;38;44;46;34;37;65
Région Wallonie;NEUROPSYCHIATRIE;90;16;74;0;0;0;0;0;0;2;0;2;12;0;0;0;0;0;0;5;10;10;49
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;168;77;91;0;0;8;12;13;7;11;11;9;6;0;0;3;8;4;11;13;10;11;31
Région Wallonie;BIOLOGIE CLINIQUE;256;116;140;0;0;5;5;9;9;19;17;15;37;0;0;5;2;1;7;15;22;23;65
Région Wallonie;RADIODIAGNOSTIC;613;160;453;0;0;15;30;19;36;29;15;10;6;0;0;20;27;41;55;65;64;66;115
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;81;42;39;0;0;5;3;5;5;8;6;8;2;0;0;6;6;5;3;6;2;0;11
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;41;24;17;0;0;7;10;0;0;1;2;3;1;0;0;2;4;2;1;3;1;2;2
Région Wallonie;MEDECINE NUCLEAIRE;142;47;95;0;0;3;6;4;13;8;7;4;2;0;0;1;4;3;10;11;12;14;40
Région Wallonie;ANATOMIE PATHOLOGIQUE;98;53;45;0;0;2;7;13;7;7;6;3;8;0;0;1;2;1;9;6;8;4;14
Région Wallonie;MEDECINE INTERNE;626;177;449;0;0;25;45;38;16;11;14;15;13;0;0;16;39;41;59;57;58;35;144
Région Wallonie;RHUMATOLOGIE;89;40;49;0;0;3;5;9;9;2;2;3;7;0;0;1;1;3;5;9;7;7;16
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;78;47;31;0;0;15;21;8;0;1;0;0;2;0;0;10;6;8;2;0;2;1;2
Région Wallonie;MEDECINE LEGALE;7;2;5;0;0;0;2;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1
Région Wallonie;MEDECINE D'URGENCE;5;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0
Région Wallonie;MEDECINE AIGUE;153;62;91;0;0;3;18;21;7;5;7;1;0;0;1;1;15;21;17;17;11;7;1
Région Wallonie;GERIATRIE;66;41;25;0;0;7;11;11;6;3;1;1;1;0;0;3;2;3;2;5;5;2;3
Région Wallonie;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;258;76;182;0;0;1;4;5;12;22;20;9;3;0;0;0;4;4;14;32;59;54;15
Région Wallonie;ONCOLOGIE MEDICALE;70;31;39;0;0;2;6;8;7;3;2;3;0;0;0;0;5;5;10;5;6;4;4
Région Wallonie;GESTION DE DONNEES DE SANTE;21;7;14;0;0;0;0;1;2;3;1;0;0;0;0;0;0;1;5;4;3;1;0
Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;82;42;40;0;0;1;2;9;6;9;7;5;3;0;0;1;1;0;3;8;8;10;9
Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;241;132;109;0;0;20;14;22;13;8;16;10;29;0;0;19;14;20;9;12;11;10;14
Région de Bruxelles-capitale;CHIRURGIE;222;40;182;0;0;6;9;2;5;5;8;1;4;0;0;10;20;18;10;12;22;16;74
Région de Bruxelles-capitale;NEUROCHIRURGIE;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;2;1;5
Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;40;7;33;0;0;2;2;0;0;1;1;1;0;0;0;5;5;7;3;3;1;3;6
Région de Bruxelles-capitale;NEUROLOGIE;62;33;29;0;0;6;8;6;5;3;5;0;0;0;0;5;7;6;4;3;2;1;1
Région de Bruxelles-capitale;PSYCHIATRIE;286;114;172;0;0;0;9;17;23;21;16;12;16;0;0;0;11;10;14;28;21;24;64
Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;259;131;128;0;1;23;20;15;17;20;16;8;11;0;0;3;11;8;7;11;18;21;49
Région de Bruxelles-capitale;OPHTALMOLOGIE;143;79;64;0;2;11;12;4;6;9;9;3;23;0;0;4;7;5;6;4;5;4;29
Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;104;43;61;0;0;7;9;6;5;3;3;3;7;0;0;5;1;3;9;8;9;4;22
Région de Bruxelles-capitale;UROLOGIE;47;3;44;0;0;1;1;0;1;0;0;0;0;0;0;3;8;4;3;4;4;5;13
Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;102;13;89;0;0;3;0;3;2;1;1;1;2;0;0;6;9;10;10;9;5;12;28
Région de Bruxelles-capitale;STOMATOLOGIE;63;22;41;0;0;3;2;2;2;4;2;2;5;0;0;0;2;3;1;3;6;4;22
Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;124;90;34;0;0;10;13;11;6;12;9;10;19;0;0;0;1;0;6;4;4;6;13
Région de Bruxelles-capitale;PNEUMOLOGIE;55;23;32;0;0;5;5;7;0;0;3;0;3;0;0;0;4;3;5;6;3;5;6
Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;99;31;68;0;0;4;6;7;3;1;3;4;3;0;0;4;5;9;11;5;4;10;20
Région de Bruxelles-capitale;PEDIATRIE;308;186;122;0;0;27;32;23;21;15;15;20;33;0;0;5;8;11;4;11;13;18;52
Région de Bruxelles-capitale;CARDIOLOGIE;168;50;118;0;0;8;7;6;8;11;4;3;3;0;0;4;7;10;16;17;12;16;36
Région de Bruxelles-capitale;NEUROPSYCHIATRIE;66;26;40;0;0;0;0;0;0;2;3;5;16;0;0;0;0;0;0;1;3;9;27
Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;40;18;22;0;0;2;1;3;4;3;1;1;3;0;0;1;1;0;0;4;4;1;11
Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;114;55;59;0;0;4;2;6;3;10;10;8;12;0;0;1;1;1;4;7;9;10;26
Région de Bruxelles-capitale;RADIODIAGNOSTIC;182;64;118;0;0;10;4;6;14;3;14;5;8;0;0;9;12;9;12;21;12;9;34
Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;16;11;5;0;0;0;1;0;2;3;1;2;2;0;0;2;2;0;0;0;0;0;1
Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;27;21;6;0;0;7;4;4;3;1;0;0;2;0;0;1;1;0;0;2;1;0;1
Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;36;11;25;0;0;1;3;0;0;3;0;1;3;0;0;0;4;1;1;3;2;3;11
Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;44;26;18;0;0;4;3;3;3;4;1;2;6;0;0;1;2;2;1;4;2;1;5
Région de Bruxelles-capitale;MEDECINE INTERNE;315;105;210;0;1;19;26;15;10;9;9;10;6;0;0;10;18;18;19;18;25;24;78
Région de Bruxelles-capitale;RHUMATOLOGIE;42;16;26;0;0;2;2;2;2;3;2;1;2;0;0;0;1;2;4;3;5;1;10
Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;62;32;30;0;0;3;7;8;5;4;3;1;1;0;0;6;11;4;1;3;3;1;1
Région de Bruxelles-capitale;MEDECINE D'URGENCE;11;5;6;0;0;0;4;0;0;1;0;0;0;0;0;1;2;0;1;1;1;0;0
Région de Bruxelles-capitale;MEDECINE AIGUE;44;17;27;0;1;3;5;2;2;2;2;0;0;0;0;0;4;9;7;2;3;1;1
Région de Bruxelles-capitale;GERIATRIE;15;10;5;0;0;3;2;2;2;0;1;0;0;0;0;0;0;0;1;1;2;1;0
Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;49;19;30;0;0;0;2;2;1;2;11;1;0;0;0;0;1;0;4;8;9;3;5
Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;38;20;18;0;0;5;4;3;3;2;1;2;0;0;0;0;2;2;4;1;5;3;1
Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;10;6;4;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;2;0;2;0;0
Prov Brabant flamand;MEDECINE DU TRAVAIL;191;96;95;0;0;7;19;16;21;16;10;5;2;0;0;1;7;5;14;14;25;12;17
Prov Brabant flamand;ANESTHESIE-REANIMATION;287;116;171;0;0;19;21;23;13;12;9;12;7;0;0;18;23;27;29;29;19;12;14
Prov Brabant flamand;CHIRURGIE;239;45;194;0;0;11;14;10;2;2;3;2;1;0;0;11;19;21;26;19;26;23;49
Prov Brabant flamand;NEUROCHIRURGIE;23;2;21;0;0;0;0;2;0;0;0;0;0;0;0;2;4;1;4;4;1;2;3
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;29;7;22;0;0;0;2;3;1;0;1;0;0;0;0;2;0;5;7;1;3;1;3
Prov Brabant flamand;NEUROLOGIE;66;28;38;0;1;5;3;10;4;2;0;1;2;0;0;5;8;6;4;4;6;4;1
Prov Brabant flamand;PSYCHIATRIE;87;48;39;0;0;0;3;17;18;6;2;2;0;0;0;0;2;5;11;8;6;2;5
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;195;91;104;0;0;19;23;13;14;11;6;1;4;0;0;3;8;9;9;20;14;13;28
Prov Brabant flamand;OPHTALMOLOGIE;180;118;62;0;0;20;16;16;18;10;14;13;11;0;1;5;4;7;6;10;9;6;14
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;79;33;46;0;0;5;7;7;7;2;2;3;0;0;0;0;5;1;5;8;7;5;15
Prov Brabant flamand;UROLOGIE;51;5;46;0;0;2;0;2;1;0;0;0;0;0;0;4;4;5;7;8;3;9;6
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;135;16;119;0;0;3;3;2;4;1;1;2;0;0;0;7;13;16;23;21;16;13;10
Prov Brabant flamand;STOMATOLOGIE;43;12;31;0;0;3;2;1;1;0;2;0;3;0;0;4;2;0;6;4;1;4;10
Prov Brabant flamand;DERMATO-VENEREOLOGIE;115;87;28;0;3;12;22;12;9;6;13;6;4;0;0;0;1;7;4;2;0;1;13
Prov Brabant flamand;PNEUMOLOGIE;75;32;43;0;0;9;10;5;2;3;1;2;0;0;0;4;5;4;7;10;6;2;5
Prov Brabant flamand;GASTRO-ENTEROLOGIE;78;22;56;0;0;5;4;7;2;3;1;0;0;0;0;2;3;11;10;11;9;4;6
Prov Brabant flamand;PEDIATRIE;255;163;92;0;0;25;28;39;23;16;9;12;11;0;0;3;7;6;13;15;7;10;31
Prov Brabant flamand;CARDIOLOGIE;143;20;123;0;0;1;8;3;4;2;0;0;2;0;0;13;19;15;16;17;18;8;17
Prov Brabant flamand;NEUROPSYCHIATRIE;56;11;45;0;0;0;0;0;0;1;5;2;3;0;0;0;0;0;0;2;5;10;28
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;74;30;44;0;0;4;7;5;4;4;4;1;1;0;0;3;2;4;4;3;8;6;14
Prov Brabant flamand;BIOLOGIE CLINIQUE;124;44;80;0;0;2;4;8;3;10;5;9;3;0;0;4;3;4;8;10;14;6;31
Prov Brabant flamand;RADIODIAGNOSTIC;241;79;162;0;0;7;16;16;15;11;7;2;5;0;0;12;12;19;30;24;23;18;24
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;36;24;12;0;0;5;4;5;5;3;1;1;0;0;0;1;1;0;3;3;2;0;2
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;57;47;10;0;0;6;22;6;0;3;4;4;2;0;0;1;2;1;1;3;1;0;1
Prov Brabant flamand;MEDECINE NUCLEAIRE;40;15;25;0;0;3;1;3;4;2;1;1;0;0;0;1;1;5;5;2;2;2;7
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;59;32;27;0;0;2;8;3;6;5;5;1;2;0;0;2;3;1;1;4;4;1;11
Prov Brabant flamand;MEDECINE INTERNE;275;95;180;0;0;19;19;18;13;15;6;2;3;0;0;9;17;15;22;23;10;21;63
Prov Brabant flamand;RHUMATOLOGIE;24;8;16;0;0;2;0;2;2;1;0;1;0;0;0;1;0;5;0;1;1;2;6
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;118;50;68;0;0;13;19;3;0;7;4;2;2;0;0;3;8;3;1;6;13;18;16
