territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Anvers;Thérapie manuelle;310;167;143;0;38;49;23;17;14;11;11;2;2;0;20;26;19;13;17;13;22;10;3
Anvers;Kinésithérapie neurologique;54;43;11;0;9;9;10;5;2;4;2;2;0;0;0;3;0;0;4;1;1;2;0
Anvers;Kinésithérapie pédiatrique;122;116;6;0;17;28;25;17;9;5;12;2;1;0;0;1;1;0;1;2;0;1;0
Anvers;Rééducation abdomino-pelvienne et kinésithérapie périnatale;53;52;1;0;1;4;5;11;8;11;8;4;0;0;0;0;0;0;1;0;0;0;0
Anvers;Kinésithérapie respiratoire;36;28;8;0;8;6;2;2;5;1;2;0;2;0;0;2;2;1;1;0;2;0;0
Limbourg;Kinésithérapie cardiovasculaire;16;8;8;0;2;1;0;1;1;2;1;0;0;0;0;1;1;1;2;0;2;1;0
Limbourg;Thérapie manuelle;125;55;70;0;9;19;7;6;3;4;3;3;1;0;11;12;8;10;12;6;1;6;4
Limbourg;Kinésithérapie neurologique;27;25;2;0;4;7;6;0;2;4;0;1;1;0;0;0;2;0;0;0;0;0;0
Limbourg;Kinésithérapie pédiatrique;73;66;7;0;8;13;13;8;7;6;8;3;0;0;0;1;0;2;1;0;1;1;1
Limbourg;Rééducation abdomino-pelvienne et kinésithérapie périnatale;31;29;2;0;0;7;4;4;2;6;2;3;1;0;0;0;0;0;0;0;1;0;1
Limbourg;Kinésithérapie respiratoire;15;8;7;0;0;4;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
Brabant Wallon;Kinésithérapie cardiovasculaire;10;7;3;0;1;0;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0
Brabant Wallon;Thérapie manuelle;28;13;15;0;5;5;0;1;0;0;0;1;1;0;1;5;0;5;0;0;1;2;1
Brabant Wallon;Kinésithérapie neurologique;30;25;5;0;5;2;3;3;5;3;2;2;0;0;0;0;1;2;1;0;0;0;1
Brabant Wallon;Kinésithérapie pédiatrique;38;35;3;0;1;8;6;1;2;8;8;0;1;0;0;0;0;2;0;0;1;0;0
Brabant Wallon;Rééducation abdomino-pelvienne et kinésithérapie périnatale;33;29;4;0;4;4;2;10;3;1;2;3;0;0;0;0;2;0;1;0;0;0;1
Brabant Wallon;Kinésithérapie respiratoire;14;8;6;0;1;3;2;0;1;1;0;0;0;0;0;1;2;2;1;0;0;0;0
Hainaut;Kinésithérapie cardiovasculaire;9;4;5;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0
Hainaut;Thérapie manuelle;23;9;14;0;1;3;0;4;0;0;1;0;0;0;1;4;2;4;1;0;1;0;1
Hainaut;Kinésithérapie neurologique;20;13;7;0;3;1;0;5;0;3;1;0;0;0;1;1;1;0;1;1;0;1;1
Hainaut;Kinésithérapie pédiatrique;26;19;7;0;4;3;3;2;2;3;2;0;0;0;1;2;0;1;2;0;0;1;0
Hainaut;Rééducation abdomino-pelvienne et kinésithérapie périnatale;36;33;3;0;1;2;3;8;7;4;7;1;0;0;0;0;0;0;0;1;1;1;0
Hainaut;Kinésithérapie respiratoire;8;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;1
Liège;Kinésithérapie cardiovasculaire;16;11;5;0;2;0;2;3;2;0;2;0;0;0;1;1;1;0;1;1;0;0;0
Liège;Thérapie manuelle;41;20;21;0;4;7;2;3;0;2;0;1;1;0;3;3;1;5;4;0;3;0;2
Liège;Kinésithérapie neurologique;45;32;13;0;5;5;3;6;2;4;4;3;0;0;2;0;0;4;2;2;1;2;0
Liège;Kinésithérapie pédiatrique;27;25;2;0;3;6;5;3;4;2;1;1;0;0;0;0;1;0;0;1;0;0;0
Liège;Rééducation abdomino-pelvienne et kinésithérapie périnatale;35;35;0;0;1;7;3;7;5;5;4;3;0;0;0;0;0;0;0;0;0;0;0
Liège;Kinésithérapie respiratoire;20;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;1;3;1;1;1;0
Namur;Kinésithérapie cardiovasculaire;12;9;3;0;1;0;1;3;0;1;3;0;0;0;0;0;2;0;0;1;0;0;0
Namur;Thérapie manuelle;8;2;6;0;0;0;1;1;0;0;0;0;0;0;0;2;2;1;0;0;1;0;0
Namur;Kinésithérapie neurologique;5;4;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Namur;Kinésithérapie pédiatrique;18;16;2;0;1;4;1;7;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0
Namur;Rééducation abdomino-pelvienne et kinésithérapie périnatale;9;9;0;0;0;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Kinésithérapie respiratoire;7;5;2;0;1;1;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie cardiovasculaire;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Thérapie manuelle;10;5;5;0;2;2;0;1;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0
Luxembourg;Kinésithérapie neurologique;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie pédiatrique;4;4;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Rééducation abdomino-pelvienne et kinésithérapie périnatale;5;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Kinésithérapie respiratoire;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Région de Bruxelles Capitale;Kinésithérapie cardiovasculaire;18;7;11;0;1;1;1;1;1;1;0;1;0;0;2;1;1;2;2;2;1;0;0
Région de Bruxelles Capitale;Thérapie manuelle;41;19;22;0;2;10;3;1;1;0;2;0;0;0;5;8;1;2;1;3;2;0;0
Région de Bruxelles Capitale;Kinésithérapie neurologique;20;13;7;0;1;2;5;3;0;1;1;0;0;0;2;0;0;3;1;0;0;1;0
Région de Bruxelles Capitale;Kinésithérapie pédiatrique;42;34;8;0;2;12;8;3;1;2;4;2;0;0;0;3;2;0;1;1;1;0;0
Région de Bruxelles Capitale;Rééducation abdomino-pelvienne et kinésithérapie périnatale;22;19;3;0;2;3;0;2;2;5;2;3;0;0;0;0;0;1;1;0;0;0;1
Région de Bruxelles Capitale;Kinésithérapie respiratoire;23;14;9;0;2;4;3;3;1;0;0;1;0;0;1;2;2;2;0;0;1;0;1
