territoire;specialite;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;NEUROLOGIE;112;72;40;2;61;9;0;0;0;0;0;0;0;0;29;10;0;1;0;0;0;0;0
Belgique;GYNECOLOGIE-OBSTETRIQUE;254;209;45;2;168;34;4;1;0;0;0;0;0;1;25;15;2;0;2;0;0;0;0
Belgique;OPHTALMOLOGIE;107;78;29;0;75;3;0;0;0;0;0;0;0;0;26;0;2;1;0;0;0;0;0
Belgique;OTO-RHINO-LARYNGOLOGIE;85;62;23;1;54;7;0;0;0;0;0;0;0;0;19;4;0;0;0;0;0;0;0
Belgique;UROLOGIE;87;32;55;0;22;10;0;0;0;0;0;0;0;0;44;11;0;0;0;0;0;0;0
Belgique;CHIRURGIE ORTHOPEDIQUE;177;36;141;0;23;11;1;1;0;0;0;0;0;1;98;33;8;1;0;0;0;0;0
Belgique;STOMATOLOGIE;28;12;16;2;8;2;0;0;0;0;0;0;0;0;13;3;0;0;0;0;0;0;0
Belgique;DERMATO-VENEREOLOGIE;78;65;13;3;59;2;1;0;0;0;0;0;0;0;11;0;1;1;0;0;0;0;0
Belgique;PNEUMOLOGIE;56;40;16;0;23;16;1;0;0;0;0;0;0;0;8;7;1;0;0;0;0;0;0
Belgique;GASTRO-ENTEROLOGIE;72;49;23;0;38;11;0;0;0;0;0;0;0;0;9;11;1;0;1;0;0;0;1
Belgique;PEDIATRIE;344;281;63;4;231;40;6;0;0;0;0;0;0;0;46;15;2;0;0;0;0;0;0
Belgique;CARDIOLOGIE;105;43;62;0;23;17;3;0;0;0;0;0;0;0;35;19;6;1;0;0;1;0;0
Belgique;MEDECINE PHYSIQUE ET READAPTATION;68;43;25;0;37;6;0;0;0;0;0;0;0;0;22;2;0;0;1;0;0;0;0
Belgique;BIOLOGIE CLINIQUE;45;30;15;0;21;6;1;1;0;1;0;0;0;0;10;5;0;0;0;0;0;0;0
Belgique;RADIODIAGNOSTIC;251;117;134;1;90;18;6;1;1;0;0;0;0;4;95;23;7;4;1;0;0;0;0
Belgique;RADIOTHERAPIE-ONCOLOGIE;46;25;21;0;17;5;1;2;0;0;0;0;0;0;15;3;2;1;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;107;97;10;0;75;16;1;5;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
Belgique;MEDECINE NUCLEAIRE;37;19;18;0;13;6;0;0;0;0;0;0;0;1;15;2;0;0;0;0;0;0;0
Belgique;ANATOMIE PATHOLOGIQUE;44;36;8;1;27;6;1;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
Belgique;MEDECINE INTERNE;539;342;197;2;299;35;5;1;0;0;0;0;0;2;168;19;4;1;3;0;0;0;0
Belgique;RHUMATOLOGIE;13;10;3;0;6;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;146;97;49;1;69;20;2;3;2;0;0;0;0;0;28;14;2;2;2;1;0;0;0
Belgique;MEDECINE LEGALE;7;5;2;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;170;95;75;1;61;29;2;1;1;0;0;0;0;0;34;17;12;8;2;2;0;0;0
Belgique;MEDECINE AIGUE;59;26;33;0;17;5;3;0;0;1;0;0;0;0;16;4;6;4;1;1;0;1;0
Belgique;GERIATRIE;54;47;7;0;31;12;3;1;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0
Belgique;ONCOLOGIE MEDICALE;37;21;16;0;10;10;0;1;0;0;0;0;0;0;6;6;3;1;0;0;0;0;0
Belgique;GESTION DE DONNEES DE SANTE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Région Flandre;ANESTHESIE-REANIMATION;255;143;112;0;124;14;5;0;0;0;0;0;0;0;89;15;4;3;1;0;0;0;0
Région Flandre;CHIRURGIE;163;61;102;0;52;9;0;0;0;0;0;0;0;0;75;24;2;1;0;0;0;0;0
Région Flandre;NEUROCHIRURGIE;29;6;23;0;5;1;0;0;0;0;0;0;0;0;16;4;3;0;0;0;0;0;0
Région Flandre;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;24;14;10;0;10;4;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0
Région Flandre;NEUROLOGIE;58;41;17;0;39;2;0;0;0;0;0;0;0;0;11;6;0;0;0;0;0;0;0
Région Flandre;GYNECOLOGIE-OBSTETRIQUE;136;114;22;1;95;14;4;0;0;0;0;0;0;0;12;6;2;0;2;0;0;0;0
Région Flandre;OPHTALMOLOGIE;54;43;11;0;43;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
Région Flandre;OTO-RHINO-LARYNGOLOGIE;50;37;13;1;33;3;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0
Région Flandre;UROLOGIE;61;25;36;0;18;7;0;0;0;0;0;0;0;0;28;8;0;0;0;0;0;0;0
Région Flandre;CHIRURGIE ORTHOPEDIQUE;96;20;76;0;15;5;0;0;0;0;0;0;0;0;55;15;6;0;0;0;0;0;0
Région Flandre;STOMATOLOGIE;9;4;5;0;3;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Région Flandre;DERMATO-VENEREOLOGIE;45;35;10;2;31;1;1;0;0;0;0;0;0;0;8;0;1;1;0;0;0;0;0
Région Flandre;PNEUMOLOGIE;35;26;9;0;17;9;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0
Région Flandre;GASTRO-ENTEROLOGIE;36;22;14;0;19;3;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0
Région Flandre;PEDIATRIE;167;135;32;2;116;15;2;0;0;0;0;0;0;0;23;8;1;0;0;0;0;0;0
Région Flandre;CARDIOLOGIE;64;22;42;0;14;6;2;0;0;0;0;0;0;0;24;14;4;0;0;0;0;0;0
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;46;28;18;0;23;5;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0
Région Flandre;BIOLOGIE CLINIQUE;24;15;9;0;12;3;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0
Région Flandre;RADIODIAGNOSTIC;136;68;68;1;57;8;1;0;1;0;0;0;0;2;54;7;2;2;1;0;0;0;0
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;28;12;16;0;9;2;0;1;0;0;0;0;0;0;12;1;2;1;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;68;63;5;0;50;9;1;3;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE NUCLEAIRE;18;10;8;0;8;2;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0
Région Flandre;ANATOMIE PATHOLOGIQUE;24;20;4;1;13;4;1;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE INTERNE;320;203;117;1;178;21;2;1;0;0;0;0;0;0;104;8;3;0;2;0;0;0;0
Région Flandre;RHUMATOLOGIE;10;8;2;0;5;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;83;54;29;1;37;15;0;0;1;0;0;0;0;0;18;8;1;2;0;0;0;0;0
Région Flandre;MEDECINE LEGALE;4;3;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;71;46;25;0;34;11;1;0;0;0;0;0;0;0;13;7;3;2;0;0;0;0;0
Région Flandre;MEDECINE AIGUE;40;20;20;0;14;3;3;0;0;0;0;0;0;0;11;2;2;3;0;1;0;1;0
Région Flandre;GERIATRIE;23;17;6;0;10;6;0;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
Région Flandre;ONCOLOGIE MEDICALE;15;7;8;0;2;5;0;0;0;0;0;0;0;0;3;3;1;1;0;0;0;0;0
Région Flandre;GESTION DE DONNEES DE SANTE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Région Wallonie;ANESTHESIE-REANIMATION;101;52;49;0;41;11;0;0;0;0;0;0;0;0;37;10;1;1;0;0;0;0;0
Région Wallonie;CHIRURGIE;59;29;30;1;21;6;0;1;0;0;0;0;0;0;21;7;1;0;0;1;0;0;0
Région Wallonie;NEUROCHIRURGIE;14;3;11;0;3;0;0;0;0;0;0;0;0;1;8;1;1;0;0;0;0;0;0
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;10;5;5;0;3;2;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Région Wallonie;NEUROLOGIE;27;17;10;0;14;3;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;55;45;10;0;38;6;0;1;0;0;0;0;0;1;7;2;0;0;0;0;0;0;0
Région Wallonie;OPHTALMOLOGIE;26;17;9;0;17;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;20;14;6;0;12;2;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Région Wallonie;UROLOGIE;14;5;9;0;3;2;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;44;11;33;0;6;4;0;1;0;0;0;0;0;1;24;8;0;0;0;0;0;0;0
Région Wallonie;STOMATOLOGIE;9;5;4;2;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Région Wallonie;DERMATO-VENEREOLOGIE;17;15;2;1;14;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région Wallonie;PNEUMOLOGIE;16;10;6;0;4;5;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0
Région Wallonie;GASTRO-ENTEROLOGIE;24;18;6;0;14;4;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;1
Région Wallonie;PEDIATRIE;91;76;15;2;66;8;0;0;0;0;0;0;0;0;12;2;1;0;0;0;0;0;0
Région Wallonie;CARDIOLOGIE;22;13;9;0;8;5;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;16;11;5;0;11;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
Région Wallonie;BIOLOGIE CLINIQUE;9;6;3;0;4;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Région Wallonie;RADIODIAGNOSTIC;51;23;28;0;16;5;2;0;0;0;0;0;0;2;17;8;1;0;0;0;0;0;0
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;7;5;2;0;4;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;21;19;2;0;12;5;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE NUCLEAIRE;9;5;4;0;4;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
Région Wallonie;ANATOMIE PATHOLOGIQUE;10;6;4;0;5;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Région Wallonie;MEDECINE INTERNE;96;60;36;1;56;2;1;0;0;0;0;0;0;2;30;2;1;0;1;0;0;0;0
Région Wallonie;RHUMATOLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;25;17;8;0;15;0;0;1;1;0;0;0;0;0;5;2;0;0;1;0;0;0;0
Région Wallonie;MEDECINE LEGALE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE D'URGENCE;63;25;38;1;14;8;1;1;0;0;0;0;0;0;14;8;7;5;2;2;0;0;0
Région Wallonie;MEDECINE AIGUE;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Région Wallonie;GERIATRIE;19;19;0;0;14;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;ONCOLOGIE MEDICALE;14;9;5;0;6;2;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;92;44;48;1;29;9;4;1;0;0;0;0;0;1;30;12;3;2;0;0;0;0;0
Région Région de Bruxelles-capitale;CHIRURGIE;63;30;33;0;21;7;1;1;0;0;0;0;0;1;20;10;1;0;1;0;0;0;0
Région Région de Bruxelles-capitale;NEUROCHIRURGIE;11;5;6;0;4;1;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;0;0
Région Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;12;7;5;0;4;2;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;NEUROLOGIE;27;14;13;2;8;4;0;0;0;0;0;0;0;0;8;4;0;1;0;0;0;0;0
Région Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;63;50;13;1;35;14;0;0;0;0;0;0;0;0;6;7;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;OPHTALMOLOGIE;27;18;9;0;15;3;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0
Région Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;15;11;4;0;9;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;UROLOGIE;12;2;10;0;1;1;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;37;5;32;0;2;2;1;0;0;0;0;0;0;0;19;10;2;1;0;0;0;0;0
Région Région de Bruxelles-capitale;STOMATOLOGIE;10;3;7;0;2;1;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;16;15;1;0;14;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;PNEUMOLOGIE;5;4;1;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;12;9;3;0;5;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;PEDIATRIE;86;70;16;0;49;17;4;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;CARDIOLOGIE;19;8;11;0;1;6;1;0;0;0;0;0;0;0;4;3;2;1;0;0;1;0;0
Région Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;6;4;2;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Région Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;12;9;3;0;5;2;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;RADIODIAGNOSTIC;64;26;38;0;17;5;3;1;0;0;0;0;0;0;24;8;4;2;0;0;0;0;0
Région Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;11;8;3;0;4;2;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;18;15;3;0;13;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;10;4;6;0;1;3;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;10;10;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE INTERNE;123;79;44;0;65;12;2;0;0;0;0;0;0;0;34;9;0;1;0;0;0;0;0
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;38;26;12;0;17;5;2;2;0;0;0;0;0;0;5;4;1;0;1;1;0;0;0
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;36;24;12;0;13;10;0;0;1;0;0;0;0;0;7;2;2;1;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE AIGUE;16;5;11;0;2;2;0;0;0;1;0;0;0;0;5;2;3;0;1;0;0;0;0
Région Région de Bruxelles-capitale;GERIATRIE;12;11;1;0;7;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;8;5;3;0;2;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Prov Brabant flamand;ANESTHESIE-REANIMATION;79;46;33;0;37;7;2;0;0;0;0;0;0;0;25;6;1;1;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE;41;15;26;0;13;2;0;0;0;0;0;0;0;0;15;11;0;0;0;0;0;0;0
Prov Brabant flamand;NEUROCHIRURGIE;9;2;7;0;1;1;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;6;5;1;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant flamand;NEUROLOGIE;14;12;2;0;12;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;36;30;6;0;26;3;1;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0
Prov Brabant flamand;OPHTALMOLOGIE;17;13;4;0;13;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;15;12;3;0;11;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Brabant flamand;UROLOGIE;17;4;13;0;2;2;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;25;5;20;0;5;0;0;0;0;0;0;0;0;0;17;3;0;0;0;0;0;0;0
Prov Brabant flamand;STOMATOLOGIE;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;DERMATO-VENEREOLOGIE;15;13;2;1;12;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Prov Brabant flamand;PNEUMOLOGIE;15;12;3;0;9;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Brabant flamand;GASTRO-ENTEROLOGIE;8;5;3;0;4;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Prov Brabant flamand;PEDIATRIE;63;53;10;0;42;10;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
Prov Brabant flamand;CARDIOLOGIE;23;7;16;0;5;2;0;0;0;0;0;0;0;0;8;6;2;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;16;8;8;0;6;2;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0
Prov Brabant flamand;BIOLOGIE CLINIQUE;6;4;2;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;RADIODIAGNOSTIC;46;28;18;1;24;3;0;0;0;0;0;0;0;0;16;0;0;1;1;0;0;0;0
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;12;7;5;0;6;1;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;21;19;2;0;12;4;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE NUCLEAIRE;8;4;4;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;7;6;1;1;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE INTERNE;105;64;41;0;55;7;1;1;0;0;0;0;0;0;37;4;0;0;0;0;0;0;0
Prov Brabant flamand;RHUMATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;21;14;7;0;7;7;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE LEGALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE D'URGENCE;18;10;8;0;5;4;1;0;0;0;0;0;0;0;3;2;1;2;0;0;0;0;0
Prov Brabant flamand;MEDECINE AIGUE;12;6;6;0;5;0;1;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
Prov Brabant flamand;GERIATRIE;10;7;3;0;4;3;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Prov Brabant flamand;ONCOLOGIE MEDICALE;6;3;3;0;1;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Flandre occidentale;ANESTHESIE-REANIMATION;37;18;19;0;16;1;1;0;0;0;0;0;0;0;16;2;1;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE;24;11;13;0;10;1;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0
Prov Flandre occidentale;NEUROCHIRURGIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre occidentale;NEUROLOGIE;9;6;3;0;5;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GYNECOLOGIE-OBSTETRIQUE;20;15;5;0;14;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Prov Flandre occidentale;OPHTALMOLOGIE;7;5;2;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;OTO-RHINO-LARYNGOLOGIE;6;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;UROLOGIE;11;4;7;0;4;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE ORTHOPEDIQUE;13;3;10;0;2;1;0;0;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0
Prov Flandre occidentale;STOMATOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Flandre occidentale;DERMATO-VENEREOLOGIE;6;4;2;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PNEUMOLOGIE;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GASTRO-ENTEROLOGIE;4;1;3;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Flandre occidentale;PEDIATRIE;20;17;3;1;15;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Flandre occidentale;CARDIOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Flandre occidentale;MEDECINE PHYSIQUE ET READAPTATION;6;4;2;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;BIOLOGIE CLINIQUE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
