Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SOINS INTENSIFS;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEUROLOGIE PEDIATRIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Hainaut;NEPHROLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE D'URGENCE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEONATOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;5;3;2;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Prov Liège;SOINS INTENSIFS;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;NEUROLOGIE PEDIATRIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;HEMATOLOGIE CLINIQUE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;NEONATOLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Luxembourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;4;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SOINS INTENSIFS;6;5;1;0;0;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEPHROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEONATOLOGIE;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
