Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;DENTISTERIE GENERALE;148;102;46;78;22;2;0;0;0;0;0;0;0;25;18;1;2;0;0;0;0;0;0
Belgique;PARODONTOLOGIE;27;14;13;8;6;0;0;0;0;0;0;0;0;5;8;0;0;0;0;0;0;0;0
Belgique;ORTHODONTIE;41;32;9;13;19;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0
Région Flandre;DENTISTERIE GENERALE;96;64;32;52;10;2;0;0;0;0;0;0;0;21;9;1;1;0;0;0;0;0;0
Région Flandre;PARODONTOLOGIE;18;12;6;7;5;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0
Région Flandre;ORTHODONTIE;24;19;5;8;11;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Région Wallonie;DENTISTERIE GENERALE;30;22;8;18;4;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
Région Wallonie;PARODONTOLOGIE;4;1;3;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Région Wallonie;ORTHODONTIE;8;6;2;2;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;DENTISTERIE GENERALE;22;16;6;8;8;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
Région Région de Bruxelles-capitale;PARODONTOLOGIE;5;1;4;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ORTHODONTIE;9;7;2;3;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;DENTISTERIE GENERALE;27;17;10;12;4;1;0;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0;0
Prov Brabant flamand;PARODONTOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant flamand;ORTHODONTIE;7;5;2;3;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;DENTISTERIE GENERALE;21;14;7;12;2;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PARODONTOLOGIE;7;6;1;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;ORTHODONTIE;4;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;DENTISTERIE GENERALE;19;9;10;9;0;0;0;0;0;0;0;0;0;6;3;0;1;0;0;0;0;0;0
Prov Flandre orientale;PARODONTOLOGIE;5;3;2;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;ORTHODONTIE;9;6;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Anvers;DENTISTERIE GENERALE;17;13;4;8;4;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
Prov Anvers;PARODONTOLOGIE;4;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Anvers;ORTHODONTIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;DENTISTERIE GENERALE;12;11;1;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;DENTISTERIE GENERALE;5;3;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Hainaut;DENTISTERIE GENERALE;11;9;2;8;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Hainaut;PARODONTOLOGIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;DENTISTERIE GENERALE;8;5;3;4;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Liège;PARODONTOLOGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Liège;ORTHODONTIE;6;5;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Namur;DENTISTERIE GENERALE;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;ORTHODONTIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxembourg;DENTISTERIE GENERALE;4;3;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxembourg;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;22;16;6;8;8;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;5;1;4;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ORTHODONTIE;9;7;2;3;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
