Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Luxembourg;"Tous les
kinésithérapeutes";1167.0;698;469;57;155;94;70;90;68;55;46;33;30;44;96;49;44;46;37;43;36;26;48
;"Région de
Bruxelles
Capitale";"Tous les
kinésithérapeutes";2899.0;1694;1205;108;368;168;96;110;115;136;159;154;280;70;266;162;84;96;67;86;94;106;174
;Belgique;"Sans qualification
professionnelle
particulière (QPP)";32498.0;19079;13419;1316;3115;1428;1639;2318;1951;1846;1943;1537;1986;678;2011;870;783;1495;1225;1161;1403;1413;2380
;"Région
flamande";"Sans qualification
professionnelle
particulière (QPP)";17507.0;10585;6922;729;1558;689;1005;1473;1185;998;1093;863;992;308;906;349;416;809;609;573;764;809;1379
;"Région
wallonne";"Sans qualification
professionnelle
particulière (QPP)";12233.0;6895;5338;479;1202;600;553;747;655;719;702;524;714;300;846;369;289;600;551;508;548;499;828
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle
particulière (QPP)";2758.0;1599;1159;108;355;139;81;98;111;129;148;150;280;70;259;152;78;86;65;80;91;105;173
;"Brabant
flamand";"Sans qualification
professionnelle
particulière (QPP)";3816.0;2388;1428;162;393;154;232;286;253;246;237;210;215;61;202;90;88;182;121;123;137;174;250
;"Flandre
occidentale";"Sans qualification
professionnelle
particulière (QPP)";3255.0;1834;1421;139;230;77;156;296;204;178;200;155;199;60;115;43;83;165;130;124;202;164;335
;"Flandre
orientale";"Sans qualification
professionnelle
particulière (QPP)";3954.0;2477;1477;162;333;158;248;373;267;234;255;196;251;68;187;55;78;175;123;147;171;180;293
;Anvers;"Sans qualification
professionnelle
particulière (QPP)";4308.0;2632;1676;188;385;199;256;329;299;252;296;206;222;80;241;108;103;177;150;118;174;192;333
;Limbourg;"Sans qualification
professionnelle
particulière (QPP)";2174.0;1254;920;78;217;101;113;189;162;88;105;96;105;39;161;53;64;110;85;61;80;99;168
;"Brabant
Wallon";"Sans qualification
professionnelle
particulière (QPP)";2063.0;1296;767;81;195;103;91;149;103;128;163;116;167;44;138;60;36;91;82;65;88;66;97
;Hainaut;"Sans qualification
professionnelle
particulière (QPP)";3764.0;1913;1851;121;311;145;151;203;194;206;209;133;240;94;272;118;84;193;194;159;201;170;366
;Liège;"Sans qualification
professionnelle
particulière (QPP)";3505.0;2016;1489;150;359;179;168;213;189;219;189;170;180;83;230;94;92;165;163;161;150;154;197
;Namur;"Sans qualification
professionnelle
particulière (QPP)";1751.0;985;766;70;187;80;77;93;101;112;96;72;97;35;110;49;33;106;75;80;74;84;120
;Luxembourg;"Sans qualification
professionnelle
particulière (QPP)";1150.0;685;465;57;150;93;66;89;68;54;45;33;30;44;96;48;44;45;37;43;35;25;48
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle
particulière (QPP)";2758.0;1599;1159;108;355;139;81;98;111;129;148;150;280;70;259;152;78;86;65;80;91;105;173
;Belgique;"Kinésithérapie
cardiovasculaire";143.0;87;56;0;15;8;12;18;12;12;8;2;0;0;4;5;10;7;7;9;7;7;0
;;Thérapie manuelle;1265.0;673;592;0;195;183;105;79;44;30;22;10;5;0;92;107;76;94;63;51;52;36;21
;;"Kinésithérapie
neurologique";350.0;265;85;0;61;40;46;31;27;37;15;8;0;0;11;2;15;19;17;8;5;6;2
;;"Kinésithérapie
pédiatrique";643.0;591;52;0;110;113;112;86;54;49;45;18;4;0;4;5;9;9;6;6;3;8;2
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";408.0;391;17;0;21;52;51;76;60;56;49;23;3;0;0;1;1;1;3;3;3;2;3
;;"Kinésithérapie
respiratoire";226.0;152;74;0;27;27;23;22;20;13;12;6;2;0;5;10;8;17;4;10;13;5;2
;"Région
flamande";"Kinésithérapie
cardiovasculaire";82.0;50;32;0;11;7;5;6;8;10;2;1;0;0;1;1;5;5;3;4;6;7;0
;;Thérapie manuelle;1143.0;616;527;0;176;168;93;75;42;29;20;9;4;0;82;88;72;81;59;47;47;32;19
;;"Kinésithérapie
neurologique";233.0;180;53;0;44;31;31;18;20;22;9;5;0;0;6;1;10;11;13;6;3;2;1
;;"Kinésithérapie
pédiatrique";516.0;479;37;0;89;92;90;73;49;33;35;14;4;0;3;3;5;6;5;4;2;7;2
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";293.0;284;9;0;11;37;39;55;49;42;34;14;3;0;0;0;1;0;2;2;2;0;2
;;"Kinésithérapie
respiratoire";153.0;110;43;0;18;18;15;16;17;11;8;5;2;0;2;3;6;9;2;8;9;3;1
;"Région
wallonne";"Kinésithérapie
cardiovasculaire";46.0;31;15;0;4;0;6;10;3;2;6;0;0;0;2;3;3;1;2;4;0;0;0
;;Thérapie manuelle;93.0;42;51;0;16;8;9;3;1;1;2;1;1;0;7;14;3;12;4;1;4;4;2
;;"Kinésithérapie
neurologique";98.0;73;25;0;16;5;11;12;6;15;5;3;0;0;3;1;5;4;4;2;1;4;1
;;"Kinésithérapie
pédiatrique";94.0;84;10;0;16;12;17;11;5;14;6;3;0;0;1;1;2;2;1;1;1;1;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";93.0;87;6;0;8;12;12;18;11;9;10;7;0;0;0;1;0;0;1;1;1;1;1
;;"Kinésithérapie
respiratoire";50.0;28;22;0;7;4;6;3;2;2;3;1;0;0;2;4;1;6;2;1;4;2;0
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;6;9;0;0;1;1;2;1;0;0;1;0;0;1;1;2;1;2;1;1;0;0
;;Thérapie manuelle;29.0;15;14;0;3;7;3;1;1;0;0;0;0;0;3;5;1;1;0;3;1;0;0
;;"Kinésithérapie
neurologique";19.0;12;7;0;1;4;4;1;1;0;1;0;0;0;2;0;0;4;0;0;1;0;0
;;"Kinésithérapie
pédiatrique";33.0;28;5;0;5;9;5;2;0;2;4;1;0;0;0;1;2;1;0;1;0;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";22.0;20;2;0;2;3;0;3;0;5;5;2;0;0;0;0;0;1;0;0;0;1;0
;;"Kinésithérapie
respiratoire";23.0;14;9;0;2;5;2;3;1;0;1;0;0;0;1;3;1;2;0;1;0;0;1
;"Brabant
flamand";"Kinésithérapie
cardiovasculaire";19.0;12;7;0;3;3;1;1;1;2;0;1;0;0;0;1;2;0;2;1;0;1;0
;;Thérapie manuelle;207.0;112;95;0;24;29;24;16;7;6;4;2;0;0;19;17;9;17;7;9;9;6;2
;;"Kinésithérapie
neurologique";68.0;48;20;0;13;8;7;7;8;5;0;0;0;0;2;0;4;6;4;3;1;0;0
;;"Kinésithérapie
pédiatrique";89.0;83;6;0;13;21;11;13;9;4;7;5;0;0;2;1;1;0;0;1;0;1;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";61.0;59;2;0;2;13;7;14;7;7;6;3;0;0;0;0;1;0;0;0;1;0;0
;;"Kinésithérapie
respiratoire";27.0;24;3;0;3;6;4;3;6;0;1;1;0;0;0;0;0;1;0;1;0;1;0
;"Flandre
occidentale";"Kinésithérapie
cardiovasculaire";8.0;2;6;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;2;2;0
;;Thérapie manuelle;252.0;129;123;0;49;32;19;13;9;4;1;1;1;0;16;20;17;23;14;8;10;7;8
;;"Kinésithérapie
neurologique";46.0;35;11;0;8;1;5;3;3;8;6;1;0;0;1;0;3;3;2;1;1;0;0
;;"Kinésithérapie
pédiatrique";92.0;86;6;0;14;13;14;14;12;9;4;3;3;0;0;0;1;2;1;0;0;1;1
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";76.0;73;3;0;5;7;13;16;11;8;9;3;1;0;0;0;0;0;1;1;0;0;1
;;"Kinésithérapie
respiratoire";30.0;23;7;0;3;3;6;3;3;1;2;2;0;0;1;0;1;1;0;1;2;0;1
;"Flandre
orientale";"Kinésithérapie
cardiovasculaire";24.0;19;5;0;6;2;3;3;2;3;0;0;0;0;0;0;1;1;1;0;2;0;0
;;Thérapie manuelle;279.0;169;110;0;47;54;26;24;9;4;2;2;1;0;13;18;21;19;11;11;8;6;3
;;"Kinésithérapie
neurologique";40.0;30;10;0;9;5;5;4;4;2;1;0;0;0;0;0;2;2;3;2;0;0;1
;;"Kinésithérapie
pédiatrique";156.0;143;13;0;30;23;34;22;16;10;5;3;0;0;1;0;1;3;1;2;1;3;1
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";77.0;76;1;0;2;10;9;10;20;12;9;3;1;0;0;0;0;0;0;1;0;0;0
;;"Kinésithérapie
respiratoire";44.0;27;17;0;1;2;2;7;3;6;4;1;1;0;1;1;2;3;1;4;3;2;0
;Anvers;"Kinésithérapie
cardiovasculaire";18.0;9;9;0;0;1;1;1;2;3;1;0;0;0;0;0;1;1;0;2;2;3;0
;;Thérapie manuelle;284.0;154;130;0;46;35;19;17;14;10;11;1;1;0;21;23;15;12;16;15;19;7;2
;;"Kinésithérapie
neurologique";52.0;42;10;0;10;10;8;4;2;4;2;2;0;0;3;0;0;0;4;0;1;2;0
;;"Kinésithérapie
pédiatrique";110.0;104;6;0;21;23;19;16;7;5;10;2;1;0;0;1;1;0;2;1;0;1;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";51.0;50;1;0;1;2;7;12;7;11;8;2;0;0;0;0;0;0;1;0;0;0;0
;;"Kinésithérapie
respiratoire";38.0;29;9;0;10;5;2;3;4;2;1;1;1;0;0;2;2;3;0;0;2;0;0
;Limbourg;"Kinésithérapie
cardiovasculaire";13.0;8;5;0;2;1;0;1;2;1;1;0;0;0;0;0;1;2;0;1;0;1;0
;;Thérapie manuelle;121.0;52;69;0;10;18;5;5;3;5;2;3;1;0;13;10;10;10;11;4;1;6;4
;;"Kinésithérapie
neurologique";27.0;25;2;0;4;7;6;0;3;3;0;2;0;0;0;1;1;0;0;0;0;0;0
;;"Kinésithérapie
pédiatrique";69.0;63;6;0;11;12;12;8;5;5;9;1;0;0;0;1;1;1;1;0;1;1;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";28.0;26;2;0;1;5;3;3;4;4;2;3;1;0;0;0;0;0;0;0;1;0;1
;;"Kinésithérapie
respiratoire";14.0;7;7;0;1;2;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
;"Brabant
Wallon";"Kinésithérapie
cardiovasculaire";10.0;7;3;0;1;0;2;2;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0
;;Thérapie manuelle;25.0;11;14;0;6;3;0;1;0;0;0;0;1;0;2;4;0;4;0;0;1;3;0
;;"Kinésithérapie
neurologique";30.0;25;5;0;5;2;4;3;4;4;2;1;0;0;0;0;1;2;1;0;0;1;0
;;"Kinésithérapie
pédiatrique";33.0;29;4;0;5;1;6;1;1;9;5;1;0;0;0;1;1;1;0;0;1;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";24.0;21;3;0;3;3;2;7;1;0;2;3;0;0;0;1;0;0;1;0;0;0;1
;;"Kinésithérapie
respiratoire";13.0;8;5;0;2;2;2;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0
;Hainaut;"Kinésithérapie
cardiovasculaire";8.0;4;4;0;0;0;0;1;1;1;1;0;0;0;0;0;2;0;1;1;0;0;0
;;Thérapie manuelle;18.0;7;11;0;0;2;3;1;0;0;1;0;0;0;2;4;1;2;1;0;0;0;1
;;"Kinésithérapie
neurologique";19.0;12;7;0;3;1;2;2;0;4;0;0;0;0;1;1;1;0;1;1;0;1;1
;;"Kinésithérapie
pédiatrique";19.0;16;3;0;4;3;2;2;2;2;1;0;0;0;1;0;0;1;0;0;0;1;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";27.0;24;3;0;1;2;2;7;4;3;4;1;0;0;0;0;0;0;0;1;1;1;0
;;"Kinésithérapie
respiratoire";8.0;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;2;1;0
;Liège;"Kinésithérapie
cardiovasculaire";16.0;11;5;0;2;0;3;3;1;0;2;0;0;0;1;1;1;0;1;1;0;0;0
;;Thérapie manuelle;38.0;19;19;0;7;3;4;1;1;1;1;1;0;0;3;3;2;4;3;1;1;1;1
;;"Kinésithérapie
neurologique";44.0;32;12;0;8;2;3;7;2;5;3;2;0;0;2;0;2;2;2;1;1;2;0
;;"Kinésithérapie
pédiatrique";24.0;22;2;0;6;4;5;2;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";31.0;31;0;0;3;4;4;4;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0
;;"Kinésithérapie
respiratoire";20.0;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;3;1;1;2;0;0
;Namur;"Kinésithérapie
cardiovasculaire";11.0;8;3;0;1;0;1;3;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
;;Thérapie manuelle;5.0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0
;;"Kinésithérapie
neurologique";4.0;3;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
;;"Kinésithérapie
pédiatrique";17.0;16;1;0;1;4;3;6;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";6.0;6;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Kinésithérapie
respiratoire";7.0;5;2;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
;Luxembourg;"Kinésithérapie
cardiovasculaire";1.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Thérapie manuelle;7.0;4;3;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
;;"Kinésithérapie
neurologique";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Kinésithérapie
pédiatrique";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";5.0;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
;;"Kinésithérapie
respiratoire";2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;6;9;0;0;1;1;2;1;0;0;1;0;0;1;1;2;1;2;1;1;0;0
;;Thérapie manuelle;29.0;15;14;0;3;7;3;1;1;0;0;0;0;0;3;5;1;1;0;3;1;0;0
;;"Kinésithérapie
neurologique";19.0;12;7;0;1;4;4;1;1;0;1;0;0;0;2;0;0;4;0;0;1;0;0
;;"Kinésithérapie
pédiatrique";33.0;28;5;0;5;9;5;2;0;2;4;1;0;0;0;1;2;1;0;1;0;0;0
;;"Rééducation
abdomino-pelvienne
et kinésithérapie
périnatale";22.0;20;2;0;2;3;0;3;0;5;5;2;0;0;0;0;0;1;0;0;0;1;0
;;"Kinésithérapie
respiratoire";23.0;14;9;0;2;5;2;3;1;0;1;0;0;0;1;3;1;2;0;1;0;0;1
