gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64
Vlaams Gewest;Alle specialiteiten;3291;1900;1391;205;1305;327;37;13;4;7;2;125;984;246;22;6;4;2;2;0
Vlaams Gewest;Geriatrie;44;32;12;0;19;13;0;0;0;0;0;0;6;6;0;0;0;0;0;0
Vlaams Gewest;Urgentiegeneeskunde;222;126;96;10;78;34;3;1;0;0;0;8;55;28;3;1;1;0;0;0
Vlaams Gewest;Gerechtelijke geneeskunde;9;7;2;1;4;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Vlaams Gewest;Anesthesie-reanimatie;345;148;197;9;114;16;6;3;0;0;0;10;150;34;1;1;1;0;0;0
Vlaams Gewest;Heelkunde;198;98;100;8;66;23;1;0;0;0;0;12;69;19;0;0;0;0;0;0
Vlaams Gewest;Neurochirurgie;42;12;30;1;9;1;1;0;0;0;0;3;19;8;0;0;0;0;0;0
Vlaams Gewest;Plastische, reconstructieve en esthetische heelkunde;33;17;16;2;9;6;0;0;0;0;0;0;9;6;1;0;0;0;0;0
Vlaams Gewest;Urologie;99;45;54;5;30;9;1;0;0;0;0;1;40;12;1;0;0;0;0;0
Vlaams Gewest;Orthopedische heelkunde;160;47;113;3;30;14;0;0;0;0;0;7;80;24;2;0;0;0;0;0
Vlaams Gewest;Neurologie;102;72;30;13;41;16;1;1;0;0;0;6;22;2;0;0;0;0;0;0
Vlaams Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;77;66;11;4;46;14;2;0;0;0;0;0;10;1;0;0;0;0;0;0
Vlaams Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;180;106;74;11;75;14;4;0;1;1;0;11;45;18;0;0;0;0;0;0
Vlaams Gewest;Pneumologie;26;16;10;0;6;9;1;0;0;0;0;0;3;7;0;0;0;0;0;0
Vlaams Gewest;Gastro-enterologie;50;30;20;0;13;17;0;0;0;0;0;0;8;11;1;0;0;0;0;0
Vlaams Gewest;Cardiologie;50;16;34;0;6;10;0;0;0;0;0;0;17;15;1;0;1;0;0;0
Vlaams Gewest;Inwendige geneeskunde;509;312;197;56;237;16;1;2;0;0;0;27;152;16;2;0;0;0;0;0
Vlaams Gewest;Reumatologie;15;10;5;0;2;7;1;0;0;0;0;0;3;2;0;0;0;0;0;0
Vlaams Gewest;Acute geneeskunde;18;8;10;0;5;2;1;0;0;0;0;0;7;2;1;0;0;0;0;0
Vlaams Gewest;Gynaecologie-verloskunde;186;158;28;17;119;20;2;0;0;0;0;4;21;3;0;0;0;0;0;0
Vlaams Gewest;Oftalmologie;93;55;38;10;39;4;2;0;0;0;0;4;30;2;1;0;1;0;0;0
Vlaams Gewest;Otorhinolaryngologie;81;59;22;5;50;4;0;0;0;0;0;2;19;1;0;0;0;0;0;0
Vlaams Gewest;Stomatologie;43;17;26;3;13;1;0;0;0;0;0;4;20;2;0;0;0;0;0;0
Vlaams Gewest;Dermato-venereologie;61;52;9;7;42;3;0;0;0;0;0;1;7;1;0;0;0;0;0;0
Vlaams Gewest;Pediatrie;223;189;34;27;138;21;3;0;0;0;0;5;27;2;0;0;0;0;0;0
Vlaams Gewest;Fysische geneeskunde en revalidatie;68;35;33;3;31;0;0;1;0;0;0;2;30;1;0;0;0;0;0;0
Vlaams Gewest;Klinische biologie;45;23;22;0;12;9;2;0;0;0;0;3;14;3;2;0;0;0;0;0
Vlaams Gewest;Rontgendiagnose;138;39;99;5;23;9;0;2;0;0;0;9;75;9;4;2;0;0;0;0
Vlaams Gewest;Radiotherapie - oncologie;34;15;19;1;10;4;0;0;0;0;0;4;11;3;0;1;0;0;0;0
Vlaams Gewest;Nucleaire geneeskunde;15;6;9;2;3;1;0;0;0;0;0;0;5;3;0;1;0;0;0;0
Vlaams Gewest;Pathologische anatomie;40;25;15;0;17;7;0;1;0;0;0;1;13;0;1;0;0;0;0;0
Vlaams Gewest;Medische oncologie;29;17;12;0;7;8;2;0;0;0;0;0;7;4;1;0;0;0;0;0
Vlaams Gewest;Klinische genetica;15;10;5;2;5;2;1;0;0;0;0;1;3;1;0;0;0;0;0;0
Vlaams Gewest;Arbeidsgeneeskunde;41;32;9;0;6;11;2;2;3;6;2;0;5;0;0;0;0;2;2;0
Waals Gewest;Alle specialiteiten;1737;996;741;100;704;163;20;3;4;1;1;51;520;141;15;5;7;2;0;0
Waals Gewest;Geriatrie;56;45;11;4;31;10;0;0;0;0;0;1;5;5;0;0;0;0;0;0
Waals Gewest;Urgentiegeneeskunde;181;92;89;7;62;19;2;0;1;1;0;1;58;25;1;0;3;1;0;0
Waals Gewest;Gerechtelijke geneeskunde;4;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Waals Gewest;Anesthesie-reanimatie;198;87;111;6;63;16;1;1;0;0;0;7;77;19;5;1;2;0;0;0
Waals Gewest;Heelkunde;123;65;58;7;43;14;1;0;0;0;0;5;42;9;1;1;0;0;0;0
Waals Gewest;Neurochirurgie;14;6;8;0;5;1;0;0;0;0;0;1;5;2;0;0;0;0;0;0
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;15;9;6;2;4;3;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Waals Gewest;Urologie;26;15;11;0;9;6;0;0;0;0;0;0;5;6;0;0;0;0;0;0
Waals Gewest;Orthopedische heelkunde;86;28;58;0;19;9;0;0;0;0;0;3;38;15;1;0;1;0;0;0
Waals Gewest;Neurologie;43;24;19;5;16;3;0;0;0;0;0;3;12;4;0;0;0;0;0;0
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;34;28;6;2;22;3;1;0;0;0;0;0;4;2;0;0;0;0;0;0
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;51;35;16;3;21;7;3;1;0;0;0;2;13;1;0;0;0;0;0;0
Waals Gewest;Pneumologie;36;19;17;1;10;8;0;0;0;0;0;1;10;6;0;0;0;0;0;0
Waals Gewest;Gastro-enterologie;29;22;7;0;14;6;1;1;0;0;0;0;6;1;0;0;0;0;0;0
Waals Gewest;Cardiologie;41;17;24;0;12;5;0;0;0;0;0;2;15;7;0;0;0;0;0;0
Waals Gewest;Inwendige geneeskunde;215;114;101;21;81;11;1;0;0;0;0;11;83;6;0;1;0;0;0;0
Waals Gewest;Reumatologie;12;8;4;0;5;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Waals Gewest;Acute geneeskunde;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Waals Gewest;Gynaecologie-verloskunde;91;78;13;8;66;4;0;0;0;0;0;0;12;1;0;0;0;0;0;0
Waals Gewest;Oftalmologie;36;22;14;3;17;0;2;0;0;0;0;1;11;1;1;0;0;0;0;0
Waals Gewest;Otorhinolaryngologie;28;18;10;1;15;2;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Waals Gewest;Stomatologie;16;3;13;1;2;0;0;0;0;0;0;1;9;3;0;0;0;0;0;0
Waals Gewest;Dermato-venereologie;27;21;6;7;13;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Waals Gewest;Pediatrie;143;115;28;14;91;10;0;0;0;0;0;2;23;3;0;0;0;0;0;0
Waals Gewest;Fysische geneeskunde en revalidatie;32;16;16;1;13;2;0;0;0;0;0;3;10;3;0;0;0;0;0;0
Waals Gewest;Klinische biologie;21;9;12;0;8;1;0;0;0;0;0;1;9;1;0;1;0;0;0;0
Waals Gewest;Rontgendiagnose;68;31;37;1;23;7;0;0;0;0;0;2;31;4;0;0;0;0;0;0
Waals Gewest;Radiotherapie - oncologie;12;7;5;1;6;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0
Waals Gewest;Nucleaire geneeskunde;11;6;5;0;4;2;0;0;0;0;0;1;2;2;0;0;0;0;0;0
Waals Gewest;Pathologische anatomie;19;10;9;0;9;1;0;0;0;0;0;1;5;2;1;0;0;0;0;0
Waals Gewest;Medische oncologie;25;15;10;4;6;5;0;0;0;0;0;0;6;4;0;0;0;0;0;0
Waals Gewest;Klinische genetica;4;3;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Waals Gewest;Arbeidsgeneeskunde;37;26;11;0;10;4;8;0;3;0;1;0;1;3;4;1;1;1;0;0
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;1397;789;608;33;538;186;21;6;3;2;0;25;392;169;13;5;3;0;0;1
Brussels Hoofdstedelijk Gewest;Geriatrie;28;22;6;1;9;10;2;0;0;0;0;0;3;2;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;125;67;58;3;36;22;5;1;0;0;0;0;30;20;3;3;2;0;0;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;130;60;70;1;40;14;5;0;0;0;0;1;46;23;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Heelkunde;72;35;37;1;25;9;0;0;0;0;0;2;22;12;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurochirurgie;14;5;9;0;5;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;14;6;8;1;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urologie;24;10;14;0;8;2;0;0;0;0;0;0;8;6;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;62;16;46;1;10;5;0;0;0;0;0;0;30;15;0;1;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurologie;40;25;15;1;19;5;0;0;0;0;0;2;9;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;37;33;4;0;21;9;2;0;1;0;0;0;4;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;83;41;42;2;26;10;0;1;0;2;0;0;33;9;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pneumologie;15;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;24;12;12;0;8;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Cardiologie;33;18;15;0;8;10;0;0;0;0;0;0;4;8;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;189;90;99;9;68;12;0;1;0;0;0;11;71;14;2;1;0;0;0;0
Brussels Hoofdstedelijk Gewest;Reumatologie;9;7;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;67;60;7;2;42;16;0;0;0;0;0;0;3;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Oftalmologie;45;17;28;3;12;1;1;0;0;0;0;4;20;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;26;11;15;0;10;1;0;0;0;0;0;0;11;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Stomatologie;21;9;12;0;9;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;35;30;5;1;26;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pediatrie;125;105;20;4;77;24;0;0;0;0;0;2;13;5;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;22;14;8;1;9;4;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Klinische biologie;12;4;8;0;3;0;1;0;0;0;0;0;6;1;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;75;40;35;1;31;6;2;0;0;0;0;2;24;9;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Radiotherapie - oncologie;9;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;12;4;8;0;4;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;12;10;2;0;8;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Medische oncologie;11;7;4;0;4;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Klinische genetica;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;22;15;7;0;3;4;3;3;2;0;0;0;2;1;2;0;1;0;0;1
Vlaams Brabant;Alle specialiteiten;963;564;399;53;382;106;13;4;3;2;1;29;282;81;4;1;1;1;0;0
Vlaams Brabant;Geriatrie;14;9;5;0;8;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Vlaams Brabant;Urgentiegeneeskunde;49;29;20;2;21;6;0;0;0;0;0;0;12;7;0;0;1;0;0;0
Vlaams Brabant;Gerechtelijke geneeskunde;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Vlaams Brabant;Anesthesie-reanimatie;100;42;58;2;33;5;1;1;0;0;0;1;45;11;0;1;0;0;0;0
Vlaams Brabant;Heelkunde;47;20;27;0;8;11;1;0;0;0;0;4;16;7;0;0;0;0;0;0
Vlaams Brabant;Neurochirurgie;10;3;7;0;3;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;8;6;2;1;3;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Vlaams Brabant;Urologie;25;14;11;2;9;3;0;0;0;0;0;0;9;1;1;0;0;0;0;0
Vlaams Brabant;Orthopedische heelkunde;35;8;27;1;5;2;0;0;0;0;0;2;20;4;1;0;0;0;0;0
Vlaams Brabant;Neurologie;33;23;10;4;11;8;0;0;0;0;0;3;7;0;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;26;20;6;0;14;5;1;0;0;0;0;0;5;1;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;69;44;25;5;29;6;3;0;1;0;0;6;13;6;0;0;0;0;0;0
Vlaams Brabant;Pneumologie;13;6;7;0;3;3;0;0;0;0;0;0;3;4;0;0;0;0;0;0
Vlaams Brabant;Gastro-enterologie;16;11;5;0;3;8;0;0;0;0;0;0;1;4;0;0;0;0;0;0
Vlaams Brabant;Cardiologie;19;7;12;0;3;4;0;0;0;0;0;0;6;6;0;0;0;0;0;0
Vlaams Brabant;Inwendige geneeskunde;140;85;55;14;64;6;0;1;0;0;0;5;42;7;1;0;0;0;0;0
Vlaams Brabant;Reumatologie;5;3;2;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Vlaams Brabant;Acute geneeskunde;5;2;3;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0
Vlaams Brabant;Gynaecologie-verloskunde;49;39;10;3;30;5;1;0;0;0;0;0;9;1;0;0;0;0;0;0
Vlaams Brabant;Oftalmologie;35;22;13;5;15;1;1;0;0;0;0;1;10;1;1;0;0;0;0;0
Vlaams Brabant;Otorhinolaryngologie;21;14;7;1;13;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Vlaams Brabant;Stomatologie;16;9;7;3;6;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0
Vlaams Brabant;Dermato-venereologie;23;21;2;1;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Vlaams Brabant;Pediatrie;71;64;7;8;44;10;2;0;0;0;0;1;5;1;0;0;0;0;0;0
Vlaams Brabant;Fysische geneeskunde en revalidatie;18;11;7;0;11;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Vlaams Brabant;Klinische biologie;10;5;5;0;2;2;1;0;0;0;0;1;2;2;0;0;0;0;0;0
Vlaams Brabant;Rontgendiagnose;43;14;29;1;7;5;0;1;0;0;0;2;23;4;0;0;0;0;0;0
Vlaams Brabant;Radiotherapie - oncologie;12;4;8;0;2;2;0;0;0;0;0;1;4;3;0;0;0;0;0;0
Vlaams Brabant;Nucleaire geneeskunde;5;1;4;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Vlaams Brabant;Pathologische anatomie;13;6;7;0;5;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0
Vlaams Brabant;Medische oncologie;14;8;6;0;3;4;1;0;0;0;0;0;3;3;0;0;0;0;0;0
Vlaams Brabant;Klinische genetica;4;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Arbeidsgeneeskunde;12;10;2;0;0;4;0;1;2;2;1;0;1;0;0;0;0;1;0;0
West-Vlaanderen;Alle specialiteiten;367;210;157;31;151;25;1;0;0;2;0;22;118;14;1;1;0;1;0;0
West-Vlaanderen;Geriatrie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Urgentiegeneeskunde;23;16;7;1;9;6;0;0;0;0;0;1;5;0;0;1;0;0;0;0
West-Vlaanderen;Anesthesie-reanimatie;28;14;14;1;11;2;0;0;0;0;0;2;12;0;0;0;0;0;0;0
West-Vlaanderen;Heelkunde;27;12;15;2;10;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0
West-Vlaanderen;Neurochirurgie;4;1;3;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;4;1;3;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
West-Vlaanderen;Urologie;16;7;9;1;4;2;0;0;0;0;0;1;7;1;0;0;0;0;0;0
West-Vlaanderen;Orthopedische heelkunde;29;9;20;0;8;1;0;0;0;0;0;0;14;6;0;0;0;0;0;0
West-Vlaanderen;Neurologie;9;7;2;0;6;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;6;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;19;8;11;0;7;0;0;0;0;1;0;2;5;4;0;0;0;0;0;0
West-Vlaanderen;Pneumologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Gastro-enterologie;7;6;1;0;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Cardiologie;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Inwendige geneeskunde;67;43;24;13;27;3;0;0;0;0;0;3;21;0;0;0;0;0;0;0
West-Vlaanderen;Reumatologie;2;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
West-Vlaanderen;Acute geneeskunde;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Gynaecologie-verloskunde;26;23;3;3;17;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0
West-Vlaanderen;Oftalmologie;10;5;5;2;3;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
West-Vlaanderen;Otorhinolaryngologie;11;9;2;2;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
West-Vlaanderen;Stomatologie;4;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
West-Vlaanderen;Dermato-venereologie;4;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pediatrie;16;13;3;3;10;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
West-Vlaanderen;Fysische geneeskunde en revalidatie;8;6;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Klinische biologie;6;3;3;0;1;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0
West-Vlaanderen;Rontgendiagnose;19;5;14;0;4;1;0;0;0;0;0;2;12;0;0;0;0;0;0;0
West-Vlaanderen;Radiotherapie - oncologie;3;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Nucleaire geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pathologische anatomie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Medische oncologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Klinische genetica;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;4;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
Oost-Vlaanderen;Alle specialiteiten;874;512;362;56;354;86;10;5;0;1;0;38;243;66;10;3;0;0;2;0
Oost-Vlaanderen;Geriatrie;15;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Oost-Vlaanderen;Urgentiegeneeskunde;66;40;26;3;23;12;1;1;0;0;0;1;12;11;2;0;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Anesthesie-reanimatie;88;40;48;3;32;2;3;0;0;0;0;4;36;7;1;0;0;0;0;0
Oost-Vlaanderen;Heelkunde;39;22;17;2;16;4;0;0;0;0;0;1;12;4;0;0;0;0;0;0
Oost-Vlaanderen;Neurochirurgie;12;4;8;0;3;0;1;0;0;0;0;0;6;2;0;0;0;0;0;0
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;10;5;5;0;3;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Oost-Vlaanderen;Urologie;27;12;15;0;10;2;0;0;0;0;0;0;10;5;0;0;0;0;0;0
Oost-Vlaanderen;Orthopedische heelkunde;35;7;28;1;3;3;0;0;0;0;0;3;17;8;0;0;0;0;0;0
Oost-Vlaanderen;Neurologie;30;20;10;4;12;4;0;0;0;0;0;1;8;1;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;23;21;2;2;15;3;1;0;0;0;0;0;2;0;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;45;28;17;4;22;2;0;0;0;0;0;2;11;4;0;0;0;0;0;0
Oost-Vlaanderen;Pneumologie;3;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Oost-Vlaanderen;Gastro-enterologie;9;5;4;0;2;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Oost-Vlaanderen;Cardiologie;10;2;8;0;0;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0
Oost-Vlaanderen;Inwendige geneeskunde;156;96;60;16;74;4;1;1;0;0;0;11;42;7;0;0;0;0;0;0
Oost-Vlaanderen;Reumatologie;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Acute geneeskunde;4;3;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Oost-Vlaanderen;Gynaecologie-verloskunde;46;39;7;5;28;6;0;0;0;0;0;2;5;0;0;0;0;0;0;0
