Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Région Flandre;ANESTHESIE-REANIMATION;1335;520;815;0;1;68;94;98;88;61;38;30;42;0;1;55;100;119;116;121;99;80;124
Région Flandre;CHIRURGIE;911;161;750;0;0;23;45;38;17;10;12;8;8;0;0;36;73;85;84;85;95;93;199
Région Flandre;NEUROCHIRURGIE;137;12;125;0;0;1;0;5;4;1;0;0;1;0;0;8;23;17;15;10;18;12;22
Région Flandre;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;151;32;119;0;0;5;2;6;4;4;7;2;2;0;0;5;18;12;17;22;10;15;20
Région Flandre;NEUROLOGIE;286;128;158;0;0;33;27;17;24;10;8;7;2;0;0;7;20;28;13;25;22;25;18
Région Flandre;PSYCHIATRIE;276;145;131;0;0;0;2;29;58;45;5;4;2;0;0;0;4;24;41;38;10;6;8
Région Flandre;GYNECOLOGIE-OBSTETRIQUE;771;345;426;0;0;38;85;71;63;40;25;9;14;0;0;12;19;29;33;58;55;56;164
Région Flandre;OPHTALMOLOGIE;700;418;282;0;6;35;61;65;54;55;41;49;52;0;1;11;18;21;20;37;31;40;103
Région Flandre;OTO-RHINO-LARYNGOLOGIE;368;144;224;0;0;21;27;21;27;20;11;10;7;0;0;10;15;24;14;28;44;23;66
Région Flandre;UROLOGIE;259;29;230;0;0;8;6;4;7;2;2;0;0;0;0;7;24;35;22;34;28;32;48
Région Flandre;CHIRURGIE ORTHOPEDIQUE;671;57;614;0;0;8;11;11;13;8;2;2;2;0;0;24;77;68;72;98;95;58;122
Région Flandre;STOMATOLOGIE;197;43;154;0;0;5;10;13;4;2;5;0;4;0;0;9;23;18;18;22;19;9;36
Région Flandre;DERMATO-VENEREOLOGIE;450;313;137;0;8;30;53;55;47;34;24;31;31;0;2;7;3;13;9;20;16;9;58
Région Flandre;PNEUMOLOGIE;295;118;177;0;0;20;40;25;12;12;5;2;2;0;0;8;16;18;17;27;41;29;21
Région Flandre;GASTRO-ENTEROLOGIE;351;95;256;0;0;17;29;21;13;6;4;3;2;0;0;10;35;30;30;44;37;37;33
Région Flandre;PEDIATRIE;892;558;334;0;0;69;102;109;89;74;29;44;42;0;0;7;25;20;29;27;47;30;149
Région Flandre;CARDIOLOGIE;591;105;486;0;0;19;21;25;19;10;4;1;6;0;0;25;71;65;67;68;55;53;82
Région Flandre;NEUROPSYCHIATRIE;153;32;121;0;0;0;0;0;0;3;8;6;15;0;0;0;0;0;0;1;10;18;92
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;338;142;196;0;1;13;29;23;23;26;16;2;9;0;0;15;11;20;14;32;19;29;56
Région Flandre;BIOLOGIE CLINIQUE;386;165;221;0;0;9;24;30;20;20;16;15;31;0;0;8;12;12;23;25;31;39;71
Région Flandre;RADIODIAGNOSTIC;958;250;708;0;1;34;38;48;45;38;14;18;14;0;1;37;71;60;74;139;103;89;134
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;135;72;63;0;0;8;20;16;13;10;3;1;1;0;0;5;11;6;6;10;15;3;7
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;208;166;42;0;0;27;53;42;11;9;5;13;6;0;0;4;4;9;1;7;4;9;4
Région Flandre;MEDECINE NUCLEAIRE;164;50;114;0;0;8;10;6;13;7;2;4;0;0;0;3;6;10;13;14;9;14;45
Région Flandre;ANATOMIE PATHOLOGIQUE;235;111;124;0;0;13;19;20;16;17;12;9;5;0;0;2;14;15;6;12;14;15;46
Région Flandre;MEDECINE INTERNE;891;302;589;0;0;52;72;65;32;29;30;10;12;0;0;21;32;56;56;61;38;65;260
Région Flandre;RHUMATOLOGIE;126;49;77;0;0;3;9;9;9;7;5;3;4;0;0;2;6;5;5;8;9;11;31
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;527;205;322;0;0;33;66;36;3;7;17;28;15;0;1;13;29;34;3;13;49;58;122
Région Flandre;MEDECINE LEGALE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;2
Région Flandre;MEDECINE D'URGENCE;33;17;16;0;0;9;3;2;3;0;0;0;0;0;0;4;5;3;2;1;1;0;0
Région Flandre;MEDECINE AIGUE;118;46;72;0;2;4;8;15;8;4;4;0;1;0;0;4;13;16;20;8;7;3;1
Région Flandre;GERIATRIE;178;94;84;0;0;5;19;30;16;9;8;7;0;0;0;4;5;5;6;12;18;19;15
Région Flandre;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;340;102;238;0;0;0;3;16;24;22;21;10;6;0;0;0;1;5;14;45;54;72;47
Région Flandre;ONCOLOGIE MEDICALE;110;59;51;0;0;6;15;16;8;8;4;2;0;0;0;2;4;12;11;9;3;6;4
Région Flandre;GESTION DE DONNEES DE SANTE;27;9;18;0;0;0;0;1;0;5;2;1;0;0;0;0;0;3;3;1;7;1;3
Région Wallonie;MEDECINE DU TRAVAIL;319;195;124;0;0;0;24;45;24;29;35;25;13;0;0;1;4;11;10;8;17;37;36
Région Wallonie;ANESTHESIE-REANIMATION;795;285;510;0;0;34;44;64;31;26;13;30;43;0;0;33;58;73;63;75;71;53;84
Région Wallonie;CHIRURGIE;575;89;486;0;0;6;14;21;15;13;12;4;4;0;0;10;36;38;38;62;67;61;174
Région Wallonie;NEUROCHIRURGIE;64;10;54;0;0;2;2;2;1;2;1;0;0;0;0;4;4;10;5;8;8;5;10
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;68;18;50;0;0;1;3;5;2;4;2;1;0;0;0;8;6;4;9;9;3;6;5
Région Wallonie;NEUROLOGIE;187;83;104;0;0;9;17;19;14;11;6;4;3;0;0;3;12;11;17;18;16;13;14
Région Wallonie;PSYCHIATRIE;444;183;261;0;0;6;10;30;38;21;29;20;29;0;0;3;6;22;20;27;29;39;115
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;544;259;285;0;0;34;42;40;46;29;27;21;20;0;0;6;11;23;27;31;40;40;107
Région Wallonie;OPHTALMOLOGIE;355;201;154;0;1;23;25;23;19;24;21;19;46;0;1;8;14;10;19;14;19;16;53
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;251;103;148;0;0;15;11;17;22;15;9;9;5;0;0;4;6;13;8;22;16;22;57
Région Wallonie;UROLOGIE;148;22;126;0;0;4;7;3;3;1;4;0;0;0;0;8;12;17;13;11;11;13;41
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;364;27;337;0;0;4;3;6;2;5;4;1;2;0;0;15;25;33;43;50;46;37;88
Région Wallonie;STOMATOLOGIE;91;21;70;0;0;1;5;5;3;1;2;0;4;0;0;2;2;5;9;5;7;12;28
Région Wallonie;DERMATO-VENEREOLOGIE;247;166;81;0;2;19;23;19;29;21;14;17;22;0;0;3;3;4;3;9;9;11;39
Région Wallonie;PNEUMOLOGIE;202;77;125;0;0;5;22;18;10;4;4;7;7;0;0;1;10;14;16;20;23;20;21
Région Wallonie;GASTRO-ENTEROLOGIE;247;70;177;0;0;14;11;9;9;10;5;4;8;0;0;2;13;20;19;28;27;26;42
Région Wallonie;PEDIATRIE;620;364;256;0;0;45;66;61;48;34;28;37;45;0;0;9;15;17;22;16;21;36;120
Région Wallonie;CARDIOLOGIE;400;89;311;0;0;9;17;18;15;13;10;1;6;0;0;10;26;35;34;50;38;47;71
Région Wallonie;NEUROPSYCHIATRIE;71;15;56;0;0;0;0;0;0;0;1;0;14;0;0;0;0;0;0;2;2;10;42
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;186;85;101;0;0;10;11;14;13;8;7;14;8;0;0;7;8;3;7;11;17;11;37
Région Wallonie;BIOLOGIE CLINIQUE;256;116;140;0;0;3;6;7;8;11;19;15;47;0;0;3;4;3;1;11;15;32;71
Région Wallonie;RADIODIAGNOSTIC;626;176;450;0;0;17;26;24;28;34;20;17;10;0;0;21;28;32;46;60;64;69;130
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;77;39;38;0;0;5;2;4;3;9;7;5;4;0;0;2;8;7;5;2;3;2;9
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;55;37;18;0;0;13;7;9;1;1;1;3;2;0;0;1;4;3;2;2;1;3;2
Région Wallonie;MEDECINE NUCLEAIRE;141;51;90;0;0;3;4;6;6;18;4;5;5;0;0;2;3;4;5;9;9;12;46
Région Wallonie;ANATOMIE PATHOLOGIQUE;99;55;44;0;0;1;4;10;10;9;5;6;10;0;0;3;2;1;2;8;7;6;15
Région Wallonie;MEDECINE INTERNE;627;194;433;0;0;22;46;40;31;13;13;9;20;0;0;15;23;48;41;67;53;40;146
Région Wallonie;RHUMATOLOGIE;92;44;48;0;0;5;3;9;8;6;1;3;9;0;0;0;2;2;3;9;7;6;19
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;108;65;43;0;0;11;21;24;4;1;2;0;2;0;0;5;17;8;7;0;1;2;3
Région Wallonie;MEDECINE LEGALE;7;2;5;0;0;0;1;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1
Région Wallonie;MEDECINE D'URGENCE;35;12;23;0;0;6;3;2;1;0;0;0;0;0;0;9;3;2;3;3;2;1;0
Région Wallonie;MEDECINE AIGUE;154;64;90;0;0;1;7;22;16;6;10;2;0;0;0;1;5;22;21;20;10;8;3
Région Wallonie;GERIATRIE;84;55;29;0;0;8;15;13;9;5;1;3;1;0;0;1;3;4;2;2;6;6;5
Région Wallonie;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;260;78;182;0;0;0;2;5;11;8;27;18;7;0;0;0;0;6;8;25;40;61;42
Région Wallonie;ONCOLOGIE MEDICALE;86;40;46;0;0;5;4;8;11;3;3;4;2;0;0;4;3;6;9;8;5;4;7
Région Wallonie;GESTION DE DONNEES DE SANTE;21;7;14;0;0;0;0;0;2;3;2;0;0;0;0;0;0;1;2;5;3;2;1
Région Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;82;44;38;0;0;1;1;7;7;7;10;7;4;0;0;0;1;1;0;6;9;5;16
Région Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;254;135;119;0;0;16;20;15;18;8;15;11;32;0;0;21;19;12;19;13;10;7;18
Région Région de Bruxelles-capitale;CHIRURGIE;221;46;175;0;0;8;9;6;3;4;8;5;3;0;0;11;14;15;18;13;14;20;70
Région Région de Bruxelles-capitale;NEUROCHIRURGIE;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;1;3;1;6
Région Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;43;11;32;0;0;3;5;0;0;1;1;0;1;0;0;0;3;9;3;2;5;2;8
Région Région de Bruxelles-capitale;NEUROLOGIE;80;44;36;0;0;8;11;5;7;4;5;4;0;0;0;5;8;4;8;5;2;2;2
Région Région de Bruxelles-capitale;PSYCHIATRIE;283;115;168;0;0;1;6;12;16;28;14;18;20;0;0;0;1;14;12;22;26;22;71
Région Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;287;153;134;0;0;29;25;21;12;17;21;15;13;0;1;8;15;10;7;6;15;17;55
Région Région de Bruxelles-capitale;OPHTALMOLOGIE;154;87;67;0;2;12;16;6;5;5;12;6;23;0;2;4;5;13;2;7;7;2;25
Région Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;104;42;62;0;0;4;11;5;5;3;1;5;8;0;0;3;5;1;8;8;9;6;22
Région Région de Bruxelles-capitale;UROLOGIE;47;4;43;0;0;1;2;0;1;0;0;0;0;0;0;5;6;6;1;4;4;4;13
Région Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;109;15;94;0;0;4;2;1;3;2;1;0;2;0;0;8;11;9;6;12;9;9;30
Région Région de Bruxelles-capitale;STOMATOLOGIE;61;20;41;0;0;1;4;0;3;2;3;3;4;0;0;2;3;3;1;1;6;4;21
Région Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;128;95;33;0;5;6;13;11;10;12;7;9;22;0;0;0;2;1;3;5;5;4;13
Région Région de Bruxelles-capitale;PNEUMOLOGIE;66;29;37;0;0;6;7;6;3;1;1;2;3;0;0;1;5;1;3;7;5;7;8
Région Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;107;40;67;0;0;4;9;10;3;4;1;4;5;0;0;3;8;5;10;5;6;7;23
Région Région de Bruxelles-capitale;PEDIATRIE;318;214;104;0;1;28;43;27;20;22;13;16;44;0;0;2;7;5;11;2;11;16;50
Région Région de Bruxelles-capitale;CARDIOLOGIE;183;55;128;0;0;9;11;6;7;3;11;3;5;0;0;8;13;12;10;20;11;15;39
Région Région de Bruxelles-capitale;NEUROPSYCHIATRIE;48;20;28;0;0;0;0;0;0;1;0;3;16;0;0;0;0;0;0;0;0;3;25
Région Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;39;19;20;0;0;0;4;3;3;5;0;1;3;0;0;0;1;1;0;0;7;2;9
Région Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;106;52;54;0;0;1;3;4;5;6;9;12;12;0;0;2;2;2;2;5;6;10;25
Région Région de Bruxelles-capitale;RADIODIAGNOSTIC;208;76;132;0;0;16;10;3;15;5;10;8;9;0;0;12;19;8;15;13;16;11;38
Région Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;20;16;4;0;0;0;0;5;2;1;2;3;3;0;0;2;0;0;0;0;1;0;1
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;35;26;9;0;0;8;7;5;3;1;0;0;2;0;0;1;4;0;0;0;3;0;1
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;42;13;29;0;0;2;3;1;0;1;2;1;3;0;0;2;2;5;0;3;2;2;13
Région Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;47;29;18;0;0;2;5;3;4;1;4;1;9;0;0;0;3;1;1;2;3;3;5
Région Région de Bruxelles-capitale;MEDECINE INTERNE;319;121;198;0;0;20;32;17;14;11;8;8;11;0;2;12;14;18;16;16;21;18;81
Région Région de Bruxelles-capitale;RHUMATOLOGIE;40;16;24;0;0;0;4;2;1;2;2;3;2;0;0;0;1;0;2;4;2;5;10
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;85;48;37;0;0;10;8;11;3;6;5;2;3;0;0;5;14;7;2;3;4;1;1
Région Région de Bruxelles-capitale;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;21;11;10;0;0;4;3;2;0;2;0;0;0;0;0;1;6;0;1;1;1;0;0
Région Région de Bruxelles-capitale;MEDECINE AIGUE;42;18;24;0;0;5;1;3;5;1;1;2;0;0;0;2;2;3;6;5;1;3;2
Région Région de Bruxelles-capitale;GERIATRIE;24;15;9;0;0;2;5;2;3;1;2;0;0;0;0;0;1;1;1;1;3;2;0
Région Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;48;19;29;0;0;0;0;3;2;0;7;6;1;0;0;0;0;1;3;2;9;6;8
Région Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;49;27;22;0;0;6;9;4;2;2;1;1;2;0;0;1;3;3;4;2;2;3;4
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;12;7;5;0;0;0;0;0;5;0;2;0;0;0;0;0;1;0;0;2;2;0;0
Prov Brabant flamand;MEDECINE DU TRAVAIL;204;109;95;0;0;2;14;30;16;18;16;6;7;0;0;0;4;9;5;18;16;19;24
Prov Brabant flamand;ANESTHESIE-REANIMATION;320;140;180;0;1;23;24;21;23;12;14;10;12;0;0;15;23;26;24;34;22;16;20
Prov Brabant flamand;CHIRURGIE;253;50;203;0;0;6;17;14;6;0;4;1;2;0;0;13;18;19;25;23;21;31;53
Prov Brabant flamand;NEUROCHIRURGIE;27;3;24;0;0;1;0;1;1;0;0;0;0;0;0;2;3;4;3;3;3;1;5
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;32;10;22;0;0;2;1;3;2;1;1;0;0;0;0;0;2;3;5;5;1;4;2
Prov Brabant flamand;NEUROLOGIE;76;33;43;0;0;5;7;2;10;3;3;1;2;0;0;1;7;8;3;4;7;7;6
Prov Brabant flamand;PSYCHIATRIE;80;43;37;0;0;0;1;9;11;17;3;1;1;0;0;0;2;1;8;11;6;4;5
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;212;105;107;0;0;9;30;19;15;13;8;5;6;0;0;3;6;8;9;16;18;12;35
Prov Brabant flamand;OPHTALMOLOGIE;184;124;60;0;3;11;21;17;16;14;11;15;16;0;0;1;7;5;6;7;10;11;13
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;88;42;46;0;0;10;6;5;9;6;2;3;1;0;0;2;1;7;0;7;11;4;14
Prov Brabant flamand;UROLOGIE;53;8;45;0;0;4;1;0;2;1;0;0;0;0;0;2;3;5;3;8;7;7;10
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;142;17;125;0;0;1;3;3;3;4;0;2;1;0;0;7;16;12;17;24;19;13;17
Prov Brabant flamand;STOMATOLOGIE;48;16;32;0;0;3;4;3;1;0;2;0;3;0;0;0;5;3;4;6;0;3;11
Prov Brabant flamand;DERMATO-VENEREOLOGIE;124;92;32;0;3;11;18;17;7;11;6;12;7;0;0;2;0;5;6;3;2;0;14
Prov Brabant flamand;PNEUMOLOGIE;83;38;45;0;0;8;9;9;3;6;1;1;1;0;0;3;3;7;3;6;11;6;6
Prov Brabant flamand;GASTRO-ENTEROLOGIE;93;30;63;0;0;5;8;8;4;2;2;1;0;0;0;1;7;5;11;10;9;13;7
Prov Brabant flamand;PEDIATRIE;285;192;93;0;0;36;32;35;31;24;7;11;16;0;0;1;8;6;10;12;19;4;33
Prov Brabant flamand;CARDIOLOGIE;169;35;134;0;0;8;8;7;5;2;3;0;2;0;0;7;21;15;21;23;15;15;17
Prov Brabant flamand;NEUROPSYCHIATRIE;42;9;33;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;1;5;27
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;80;34;46;0;0;3;8;7;2;7;3;2;2;0;0;5;3;2;3;3;3;10;17
Prov Brabant flamand;BIOLOGIE CLINIQUE;128;49;79;0;0;4;5;7;4;5;8;7;9;0;0;1;4;3;6;7;12;17;29
Prov Brabant flamand;RADIODIAGNOSTIC;269;96;173;0;0;13;10;20;16;17;6;6;8;0;1;9;18;17;23;32;19;22;32
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;36;21;15;0;0;3;3;5;4;5;1;0;0;0;0;1;2;2;1;4;2;1;2
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;63;53;10;0;0;9;16;14;2;3;1;5;3;0;0;0;0;2;1;3;1;1;2
Prov Brabant flamand;MEDECINE NUCLEAIRE;44;19;25;0;0;4;4;1;6;2;0;2;0;0;0;0;2;3;4;4;1;2;9
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;61;35;26;0;0;4;8;6;1;8;5;1;2;0;0;0;3;1;2;0;6;3;11
Prov Brabant flamand;MEDECINE INTERNE;275;99;176;0;0;20;19;24;10;9;11;4;2;0;0;7;10;23;19;17;15;17;68
