Gebied-Specialiteit;Unnamed: 1;Unnamed: 2;Totaal;Geslacht;Unnamed: 5;Vrouw;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Man;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Antwerpen;Geen FOD-erkenning;3155.0;2221;934;103;345;318;218;183;187;199;189;121;358;18;94;100;49;62;58;65;92;76;320
;Limburg;Geen FOD-erkenning;1091.0;770;321;25;105;124;72;79;72;67;56;33;137;1;32;29;16;27;15;21;24;14;142
;Waals Brabant;Geen FOD-erkenning;1126.0;825;301;24;58;84;68;84;92;112;58;59;186;1;14;29;16;29;35;33;32;18;94
;Henegouwen;Geen FOD-erkenning;1770.0;1242;528;41;107;143;88;126;155;134;113;92;243;3;46;55;29;55;45;54;52;43;146
;Luik;Geen FOD-erkenning;2020.0;1429;591;39;150;164;129;123;131;174;115;84;320;10;51;64;30;47;41;68;47;45;188
;Namen;Geen FOD-erkenning;937.0;673;264;16;60;84;46;89;82;63;66;36;131;6;21;24;20;24;15;29;26;19;80
;Luxemburg;Geen FOD-erkenning;411.0;296;115;13;35;35;25;33;34;36;20;12;53;0;8;8;7;8;16;15;6;6;41
;"Brussels Hoofdstedelijk
Gewest";Geen FOD-erkenning;1862.0;1293;569;34;186;199;117;118;92;115;88;81;263;5;72;106;53;43;38;49;43;48;112
;België;Ziekenhuisapothekers;1222.0;1051;171;31;199;247;152;114;97;78;64;31;38;4;29;38;24;14;12;14;10;12;14
;Vlaams Gewest;Ziekenhuisapothekers;733.0;644;89;13;128;163;88;74;52;47;40;16;23;1;16;16;15;9;7;7;2;8;8
;Waals Gewest;Ziekenhuisapothekers;390.0;330;60;16;51;70;48;32;37;29;22;15;10;3;11;17;4;3;4;6;4;2;6
;"Brussels Hoofdstedelijk
Gewest";Ziekenhuisapothekers;99.0;77;22;2;20;14;16;8;8;2;2;0;5;0;2;5;5;2;1;1;4;2;0
;Vlaams Brabant;Ziekenhuisapothekers;153.0;131;22;4;22;34;23;15;6;9;5;6;7;0;3;7;5;2;0;1;0;2;2
;West-Vlaanderen;Ziekenhuisapothekers;118.0;103;15;3;28;14;20;10;9;7;6;1;5;0;2;6;0;0;2;2;0;2;1
;Oost-Vlaanderen;Ziekenhuisapothekers;209.0;184;25;2;34;61;17;31;15;10;9;2;3;1;5;1;5;5;2;0;0;2;4
;Antwerpen;Ziekenhuisapothekers;188.0;167;21;3;31;41;21;15;16;13;16;6;5;0;4;1;4;2;2;4;2;1;1
;Limburg;Ziekenhuisapothekers;65.0;59;6;1;13;13;7;3;6;8;4;1;3;0;2;1;1;0;1;0;0;1;0
;Waals Brabant;Ziekenhuisapothekers;61.0;56;5;3;5;11;9;9;8;4;3;2;2;0;0;3;1;0;0;0;0;1;0
;Henegouwen;Ziekenhuisapothekers;112.0;97;15;6;16;14;19;9;10;4;11;7;1;0;4;3;0;2;1;0;3;0;2
;Luik;Ziekenhuisapothekers;120.0;91;29;5;13;23;11;6;13;11;3;4;2;3;5;9;3;0;2;4;1;0;2
;Namen;Ziekenhuisapothekers;75.0;67;8;1;10;17;8;6;6;8;5;2;4;0;2;1;0;1;0;1;0;1;2
;Luxemburg;Ziekenhuisapothekers;22.0;19;3;1;7;5;1;2;0;2;0;0;1;0;0;1;0;0;1;1;0;0;0
;"Brussels Hoofdstedelijk
Gewest";Ziekenhuisapothekers;99.0;77;22;2;20;14;16;8;8;2;2;0;5;0;2;5;5;2;1;1;4;2;0
