territoire;spécialité;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Région Flandre;KINESITHERAPIE CARDIOVASCULAIRE;61;36;25;0;8;4;3;6;6;6;3;0;0;0;1;3;2;4;3;3;6;3;0
Région Flandre;THERAPIE MANUELLE;1074;579;495;0;210;151;73;60;37;24;14;9;1;0;91;83;71;76;46;45;43;27;13
Région Flandre;KINESITHERAPIE NEUROLOGIQUE;218;167;51;0;51;28;27;13;19;17;8;3;1;0;6;8;6;10;9;5;3;3;1
Région Flandre;KINESITHERAPIE PEDIATRIQUE;505;462;43;0;107;99;75;63;44;31;29;14;0;0;4;1;7;8;4;6;3;9;1
Région Flandre;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;333;325;8;0;30;40;56;54;58;40;33;12;2;0;0;0;0;1;1;2;2;0;2
Région Flandre;KINESITHERAPIE RESPIRATOIRE;229;169;60;0;39;26;25;19;26;15;13;6;0;0;3;2;11;11;5;9;11;7;1
Région Wallonie;SANS AGREMENT;12303;6999;5304;489;1211;567;709;733;682;755;709;510;634;308;781;365;355;642;514;522;562;491;764
Région Wallonie;KINESITHERAPIE CARDIOVASCULAIRE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;THERAPIE MANUELLE;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE NEUROLOGIQUE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE PEDIATRIQUE;11;7;4;0;2;0;0;1;2;2;0;0;0;0;1;0;0;0;2;0;0;1;0
Région Wallonie;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;5;5;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE RESPIRATOIRE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Région Région de Bruxelles-capitale;SANS AGREMENT;3241;1864;1377;109;422;277;125;114;98;148;162;153;256;72;330;250;118;98;69;75;102;114;149
Région Région de Bruxelles-capitale;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;THERAPIE MANUELLE;6;3;3;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE NEUROLOGIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE PEDIATRIQUE;6;5;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Région Région de Bruxelles-capitale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;3;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE RESPIRATOIRE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;SANS AGREMENT;3753;2350;1403;160;344;186;237;290;262;258;225;200;188;55;171;95;124;167;128;125;143;172;223
Prov Brabant flamand;KINESITHERAPIE CARDIOVASCULAIRE;10;7;3;0;2;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0
Prov Brabant flamand;THERAPIE MANUELLE;185;98;87;0;28;23;20;13;6;4;2;2;0;0;24;16;7;13;6;7;8;5;1
Prov Brabant flamand;KINESITHERAPIE NEUROLOGIQUE;60;44;16;0;15;6;7;5;7;4;0;0;0;0;2;3;1;5;3;2;0;0;0
Prov Brabant flamand;KINESITHERAPIE PEDIATRIQUE;78;71;7;0;16;18;8;12;4;4;6;3;0;0;2;0;1;1;0;1;1;1;0
Prov Brabant flamand;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;61;60;1;0;5;11;10;8;10;7;7;2;0;0;0;0;0;0;0;0;1;0;0
Prov Brabant flamand;KINESITHERAPIE RESPIRATOIRE;30;25;5;0;6;6;4;2;5;1;1;0;0;0;0;0;1;1;2;0;0;1;0
Prov Flandre occidentale;SANS AGREMENT;3167;1762;1405;123;190;79;192;285;201;176;196;158;162;49;94;46;106;170;132;128;209;166;305
Prov Flandre occidentale;KINESITHERAPIE CARDIOVASCULAIRE;7;1;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;4;0;0
Prov Flandre occidentale;THERAPIE MANUELLE;237;125;112;0;56;31;12;10;10;3;1;2;0;0;16;16;22;19;12;7;9;6;5
Prov Flandre occidentale;KINESITHERAPIE NEUROLOGIQUE;42;31;11;0;8;0;5;2;3;6;6;1;0;0;1;2;2;2;1;1;2;0;0
Prov Flandre occidentale;KINESITHERAPIE PEDIATRIQUE;98;89;9;0;16;16;10;16;11;10;5;5;0;0;0;0;2;4;0;0;1;2;0
Prov Flandre occidentale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;85;82;3;0;9;5;19;17;12;10;7;3;0;0;0;0;0;0;1;1;0;0;1
Prov Flandre occidentale;KINESITHERAPIE RESPIRATOIRE;38;30;8;0;3;3;6;6;6;3;2;1;0;0;1;0;2;1;0;1;2;0;1
Prov Flandre orientale;SANS AGREMENT;3783;2363;1420;129;276;153;295;364;263;219;240;215;209;66;138;55;91;178;121;159;160;186;266
Prov Flandre orientale;KINESITHERAPIE CARDIOVASCULAIRE;20;16;4;0;5;2;2;2;3;2;0;0;0;0;0;1;0;1;1;1;0;0;0
Prov Flandre orientale;THERAPIE MANUELLE;267;161;106;0;52;53;23;19;8;2;2;2;0;0;16;19;18;18;8;12;7;5;3
Prov Flandre orientale;KINESITHERAPIE NEUROLOGIQUE;39;29;10;0;8;8;4;3;5;0;1;0;0;0;0;1;2;3;1;2;0;0;1
Prov Flandre orientale;KINESITHERAPIE PEDIATRIQUE;145;132;13;0;35;25;24;18;16;9;2;3;0;0;1;0;2;2;1;3;0;3;1
Prov Flandre orientale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;83;82;1;0;6;11;10;14;19;11;8;2;1;0;0;0;0;0;0;1;0;0;0
Prov Flandre orientale;KINESITHERAPIE RESPIRATOIRE;74;54;20;0;15;4;10;5;6;7;7;0;0;0;2;0;4;3;1;4;3;3;0
Prov Anvers;SANS AGREMENT;4123;2508;1615;151;333;207;259;327;310;262;280;196;183;65;213;98;97;190;144;128;180;198;302
Prov Anvers;KINESITHERAPIE CARDIOVASCULAIRE;14;7;7;0;0;1;0;2;1;2;1;0;0;0;0;1;0;1;1;0;2;2;0
Prov Anvers;THERAPIE MANUELLE;271;146;125;0;57;32;14;13;11;11;7;1;0;0;21;23;14;14;13;15;18;5;2
Prov Anvers;KINESITHERAPIE NEUROLOGIQUE;50;39;11;0;13;8;6;3;2;4;1;2;0;0;3;0;1;0;4;0;1;2;0
Prov Anvers;KINESITHERAPIE PEDIATRIQUE;115;106;9;0;25;26;22;12;8;4;7;2;0;0;1;0;1;0;2;2;0;3;0
Prov Anvers;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;68;67;1;0;4;8;12;12;12;9;8;2;0;0;0;0;0;1;0;0;0;0;0
Prov Anvers;KINESITHERAPIE RESPIRATOIRE;66;48;18;0;13;10;4;5;6;3;3;4;0;0;0;2;3;4;1;1;4;3;0
Prov Limbourg;SANS AGREMENT;2091;1206;885;69;192;98;126;189;151;91;110;92;88;36;136;50;75;105;78;64;86;112;143
Prov Limbourg;KINESITHERAPIE CARDIOVASCULAIRE;10;5;5;0;1;0;0;2;1;0;1;0;0;0;0;0;2;1;0;1;0;1;0
Prov Limbourg;THERAPIE MANUELLE;114;49;65;0;17;12;4;5;2;4;2;2;1;0;14;9;10;12;7;4;1;6;2
Prov Limbourg;KINESITHERAPIE NEUROLOGIQUE;27;24;3;0;7;6;5;0;2;3;0;0;1;0;0;2;0;0;0;0;0;1;0
Prov Limbourg;KINESITHERAPIE PEDIATRIQUE;69;64;5;0;15;14;11;5;5;4;9;1;0;0;0;1;1;1;1;0;1;0;0
Prov Limbourg;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;36;34;2;0;6;5;5;3;5;3;3;3;1;0;0;0;0;0;0;0;1;0;1
Prov Limbourg;KINESITHERAPIE RESPIRATOIRE;21;12;9;0;2;3;1;1;3;1;0;1;0;0;0;0;1;2;1;3;2;0;0
Prov Brabant wallon;SANS AGREMENT;2176;1386;790;81;237;105;120;152;111;148;172;106;154;57;135;67;43;105;67;74;95;62;85
Prov Brabant wallon;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;THERAPIE MANUELLE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE NEUROLOGIQUE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE PEDIATRIQUE;3;2;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant wallon;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SANS AGREMENT;3727;1902;1825;117;300;134;187;199;207;217;197;139;205;107;230;98;112;217;176;167;192;178;348
Prov Hainaut;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;THERAPIE MANUELLE;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE PEDIATRIQUE;4;3;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Prov Hainaut;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;SANS AGREMENT;3574;2070;1504;164;349;173;227;211;200;220;201;168;157;73;230;108;114;172;160;157;166;151;173
Prov Liège;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;THERAPIE MANUELLE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE PEDIATRIQUE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Liège;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE RESPIRATOIRE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Namur;SANS AGREMENT;1737;981;756;73;169;80;99;91;104;107;104;62;92;34;107;46;48;102;71;87;73;73;115
Prov Namur;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE PEDIATRIQUE;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Namur;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;SANS AGREMENT;1089;660;429;54;156;75;76;80;60;63;35;35;26;37;79;46;38;46;40;37;36;27;43
Prov Luxembourg;KINESITHERAPIE CARDIOVASCULAIRE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE PEDIATRIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SANS AGREMENT;3241;1864;1377;109;422;277;125;114;98;148;162;153;256;72;330;250;118;98;69;75;102;114;149
Prov Région de Bruxelles-capitale;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;THERAPIE MANUELLE;6;3;3;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE NEUROLOGIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE PEDIATRIQUE;6;5;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;3;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE RESPIRATOIRE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
