Territoire;Specialite;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Région Flandre;GERIATRIE;112;35;77;0;0;9;4;11;3;4;3;0;1;0;0;2;2;3;3;7;12;8;40
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;120;20;100;0;0;8;1;8;0;1;2;0;0;0;0;9;19;13;13;17;9;7;13
Région Flandre;SOINS INTENSIFS;462;154;308;0;0;20;38;51;27;11;4;3;0;0;0;14;43;53;53;58;38;30;19
Région Flandre;NEUROLOGIE PEDIATRIQUE;47;31;16;0;0;5;2;11;3;3;3;3;1;0;0;0;1;3;1;1;3;4;3
Région Flandre;NEPHROLOGIE;167;63;104;0;0;18;17;13;5;3;5;2;0;0;0;8;14;12;17;11;8;16;18
Région Flandre;MEDECINE D'URGENCE;224;51;173;0;0;2;16;20;6;1;3;3;0;0;0;5;16;42;31;27;23;14;15
Région Flandre;ENDOCRINO-DIABETOLOGIE;131;72;59;0;0;11;14;14;15;8;7;3;0;0;0;0;6;8;4;8;8;9;16
Région Flandre;NEONATOLOGIE;30;21;9;0;0;2;5;3;5;3;3;0;0;0;0;0;2;2;0;2;2;0;1
Région Flandre;HEMATOLOGIE CLINIQUE;68;32;36;0;0;5;12;6;5;2;2;0;0;0;0;1;5;5;6;9;4;3;3
Région Flandre;GESTION DE DONNEES DE SANTE;44;9;35;0;0;0;0;0;1;4;1;3;0;0;0;1;0;1;6;6;9;7;5
Région Wallonie;MEDECINE NUCLEAIRE IN VITRO;70;30;40;0;0;0;0;2;4;11;6;4;3;0;0;0;0;0;2;5;7;11;15
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;291;86;205;0;0;0;10;11;10;11;14;18;12;0;0;0;5;4;13;17;24;33;109
Région Wallonie;GERIATRIE;49;15;34;0;0;0;4;3;3;2;1;0;2;0;0;0;0;3;2;2;4;5;18
Région Wallonie;CHIRURGIE ORALE ET MAXILLO-FACIALE;28;6;22;0;0;1;3;2;0;0;0;0;0;0;0;0;1;6;5;3;2;4;1
Région Wallonie;SOINS INTENSIFS;194;31;163;0;0;2;8;6;7;5;1;1;1;0;0;5;7;29;29;39;28;15;11
Région Wallonie;NEUROLOGIE PEDIATRIQUE;29;20;9;0;0;1;6;4;1;1;1;4;2;0;0;0;1;1;0;1;2;1;3
Région Wallonie;NEPHROLOGIE;91;29;62;0;0;5;6;7;4;1;3;1;2;0;0;2;6;7;8;9;9;6;15
Région Wallonie;MEDECINE D'URGENCE;158;40;118;0;0;3;6;6;12;5;4;4;0;0;0;2;9;9;26;19;29;8;16
Région Wallonie;ENDOCRINO-DIABETOLOGIE;104;47;57;0;0;1;14;12;9;3;4;3;1;0;0;1;8;6;7;7;8;3;17
Région Wallonie;NEONATOLOGIE;27;19;8;0;0;3;4;4;3;1;3;1;0;0;0;2;1;2;1;1;0;1;0
Région Wallonie;HEMATOLOGIE CLINIQUE;41;14;27;0;0;1;4;3;2;1;1;1;1;0;0;2;5;2;6;3;4;2;3
Région Wallonie;GESTION DE DONNEES DE SANTE;48;15;33;0;0;0;1;0;2;5;5;2;0;0;0;0;0;0;3;9;9;9;3
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;15;17;0;0;0;0;0;1;3;6;3;2;0;0;0;0;0;1;4;2;5;5
Région Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;108;43;65;0;0;0;1;4;3;7;6;8;14;0;0;0;0;2;2;7;10;11;33
Région Région de Bruxelles-capitale;GERIATRIE;11;4;7;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;4
Région Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;12;9;0;0;1;3;2;2;2;2;0;0;0;0;0;1;1;1;1;2;2;1
Région Région de Bruxelles-capitale;SOINS INTENSIFS;63;18;45;0;0;1;5;3;4;0;2;0;3;0;0;3;8;2;9;9;7;3;4
Région Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;7;5;2;0;0;0;0;0;0;1;2;0;2;0;0;0;0;1;0;0;0;0;1
Région Région de Bruxelles-capitale;NEPHROLOGIE;41;16;25;0;0;4;3;2;1;3;1;1;1;0;0;4;1;4;2;4;1;2;7
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;43;15;28;0;0;2;1;1;2;3;4;1;1;0;0;0;4;6;3;1;5;4;5
Région Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;47;20;27;0;0;1;8;2;2;1;1;4;1;0;0;0;3;1;2;1;3;6;11
Région Région de Bruxelles-capitale;NEONATOLOGIE;12;11;1;0;0;2;3;2;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Région Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;17;9;8;0;0;1;2;1;2;1;1;0;1;0;0;0;1;1;1;1;1;2;1
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;14;7;7;0;0;0;0;3;0;1;1;2;0;0;0;0;0;0;1;1;2;2;1
Prov Brabant flamand;MEDECINE NUCLEAIRE IN VITRO;39;12;27;0;0;0;0;4;0;3;2;2;1;0;0;0;0;1;3;2;7;4;10
Prov Brabant flamand;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;137;46;91;0;0;1;9;7;9;6;5;4;5;0;0;1;2;4;6;4;13;18;43
Prov Brabant flamand;GERIATRIE;23;13;10;0;0;3;2;4;1;1;2;0;0;0;0;0;0;0;0;2;3;0;5
Prov Brabant flamand;CHIRURGIE ORALE ET MAXILLO-FACIALE;24;6;18;0;0;2;0;2;0;0;2;0;0;0;0;2;5;0;3;5;0;1;2
Prov Brabant flamand;SOINS INTENSIFS;102;34;68;0;0;4;8;14;4;2;1;1;0;0;0;3;9;9;14;14;4;11;4
Prov Brabant flamand;NEUROLOGIE PEDIATRIQUE;17;9;8;0;0;1;1;3;0;1;2;1;0;0;0;0;1;3;0;1;1;0;2
Prov Brabant flamand;NEPHROLOGIE;31;11;20;0;0;2;4;3;1;0;1;0;0;0;0;2;4;1;3;3;1;3;3
Prov Brabant flamand;MEDECINE D'URGENCE;57;17;40;0;0;1;5;5;2;0;2;2;0;0;0;2;3;9;6;6;6;5;3
Prov Brabant flamand;ENDOCRINO-DIABETOLOGIE;39;26;13;0;0;5;5;5;3;4;2;2;0;0;0;0;1;5;0;1;1;0;5
Prov Brabant flamand;NEONATOLOGIE;9;8;1;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Brabant flamand;HEMATOLOGIE CLINIQUE;24;10;14;0;0;1;5;1;1;0;2;0;0;0;0;1;1;3;3;2;1;1;2
Prov Brabant flamand;GESTION DE DONNEES DE SANTE;11;6;5;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;1;2;2;0;0
Prov Flandre occidentale;MEDECINE NUCLEAIRE IN VITRO;11;4;7;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;2;0;2;2
Prov Flandre occidentale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;128;37;91;0;0;0;4;10;12;1;2;6;2;0;0;0;1;8;8;5;9;15;45
Prov Flandre occidentale;GERIATRIE;35;11;24;0;0;4;2;2;2;0;1;0;0;0;0;0;0;1;1;2;0;3;17
Prov Flandre occidentale;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;5;3;0;1;2
Prov Flandre occidentale;SOINS INTENSIFS;79;21;58;0;0;5;6;4;4;2;0;0;0;0;0;2;8;9;9;13;7;3;7
Prov Flandre occidentale;NEUROLOGIE PEDIATRIQUE;5;2;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
Prov Flandre occidentale;NEPHROLOGIE;37;11;26;0;0;4;2;3;1;1;0;0;0;0;0;2;1;6;2;1;2;3;9
Prov Flandre occidentale;MEDECINE D'URGENCE;50;13;37;0;0;1;4;5;2;0;0;1;0;0;0;2;3;7;9;3;8;2;3
Prov Flandre occidentale;ENDOCRINO-DIABETOLOGIE;15;6;9;0;0;0;3;1;1;0;1;0;0;0;0;0;1;0;1;1;1;3;2
Prov Flandre occidentale;NEONATOLOGIE;5;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0
Prov Flandre occidentale;HEMATOLOGIE CLINIQUE;9;1;8;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;3;0;1;0
Prov Flandre occidentale;GESTION DE DONNEES DE SANTE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
Prov Flandre orientale;MEDECINE NUCLEAIRE IN VITRO;37;10;27;0;0;0;2;0;2;5;0;1;0;0;0;0;0;2;6;3;6;6;4
Prov Flandre orientale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;115;45;70;0;0;0;8;9;10;6;1;7;4;0;0;0;7;5;11;5;6;12;24
Prov Flandre orientale;GERIATRIE;16;4;12;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;3;7
Prov Flandre orientale;CHIRURGIE ORALE ET MAXILLO-FACIALE;31;9;22;0;0;3;1;4;0;1;0;0;0;0;0;2;1;4;3;3;5;1;3
Prov Flandre orientale;SOINS INTENSIFS;101;33;68;0;0;6;6;14;5;1;0;1;0;0;0;3;10;15;12;11;11;6;0
Prov Flandre orientale;NEUROLOGIE PEDIATRIQUE;10;7;3;0;0;1;0;2;2;1;0;1;0;0;0;0;0;0;0;0;1;1;1
Prov Flandre orientale;NEPHROLOGIE;40;16;24;0;0;5;3;2;2;2;1;1;0;0;0;2;3;3;5;3;0;3;5
Prov Flandre orientale;MEDECINE D'URGENCE;42;8;34;0;0;0;4;3;1;0;0;0;0;0;0;1;2;12;5;7;1;2;4
Prov Flandre orientale;ENDOCRINO-DIABETOLOGIE;30;13;17;0;0;1;3;2;5;1;1;0;0;0;0;0;1;1;2;4;2;3;4
Prov Flandre orientale;NEONATOLOGIE;4;4;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;HEMATOLOGIE CLINIQUE;12;10;2;0;0;3;3;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
Prov Flandre orientale;GESTION DE DONNEES DE SANTE;13;1;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;3;3;2;1
Prov Anvers;MEDECINE NUCLEAIRE IN VITRO;19;9;10;0;0;0;0;2;3;2;2;0;0;0;0;0;0;0;2;3;3;1;1
Prov Anvers;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;116;45;71;0;0;0;8;13;6;6;6;3;3;0;0;0;3;5;5;6;7;22;23
Prov Anvers;GERIATRIE;29;5;24;0;0;0;0;3;0;2;0;0;0;0;0;0;2;1;1;3;8;1;8
Prov Anvers;CHIRURGIE ORALE ET MAXILLO-FACIALE;29;4;25;0;0;2;0;2;0;0;0;0;0;0;0;2;3;3;2;5;2;2;6
Prov Anvers;SOINS INTENSIFS;119;45;74;0;0;5;12;13;9;2;3;1;0;0;0;3;9;15;13;13;10;6;5
Prov Anvers;NEUROLOGIE PEDIATRIQUE;12;10;2;0;0;0;1;5;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0
Prov Anvers;NEPHROLOGIE;43;20;23;0;0;6;7;3;1;0;2;1;0;0;0;1;3;2;4;2;4;6;1
Prov Anvers;MEDECINE D'URGENCE;49;8;41;0;0;0;2;4;0;1;1;0;0;0;0;0;4;8;10;7;6;4;2
Prov Anvers;ENDOCRINO-DIABETOLOGIE;35;21;14;0;0;4;2;4;5;2;3;1;0;0;0;0;2;0;1;2;2;3;4
Prov Anvers;NEONATOLOGIE;11;7;4;0;0;0;2;0;1;2;2;0;0;0;0;0;1;1;0;0;1;0;1
Prov Anvers;HEMATOLOGIE CLINIQUE;18;8;10;0;0;0;3;3;2;0;0;0;0;0;0;0;1;2;1;2;3;0;1
Prov Anvers;GESTION DE DONNEES DE SANTE;10;2;8;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;2;2;2
Prov Limbourg;MEDECINE NUCLEAIRE IN VITRO;11;3;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;1;2;2
Prov Limbourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;51;8;43;0;0;0;3;3;0;0;0;1;1;0;0;1;7;2;2;4;5;14;8
Prov Limbourg;GERIATRIE;9;2;7;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;3
Prov Limbourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;15;1;14;0;0;1;0;0;0;0;0;0;0;0;0;1;6;2;0;1;2;2;0
Prov Limbourg;SOINS INTENSIFS;61;21;40;0;0;0;6;6;5;4;0;0;0;0;0;3;7;5;5;7;6;4;3
Prov Limbourg;NEUROLOGIE PEDIATRIQUE;3;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;NEPHROLOGIE;16;5;11;0;0;1;1;2;0;0;1;0;0;0;0;1;3;0;3;2;1;1;0
Prov Limbourg;MEDECINE D'URGENCE;26;5;21;0;0;0;1;3;1;0;0;0;0;0;0;0;4;6;1;4;2;1;3
Prov Limbourg;ENDOCRINO-DIABETOLOGIE;12;6;6;0;0;1;1;2;1;1;0;0;0;0;0;0;1;2;0;0;2;0;1
Prov Limbourg;NEONATOLOGIE;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;HEMATOLOGIE CLINIQUE;5;3;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Prov Limbourg;GESTION DE DONNEES DE SANTE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1
Prov Brabant wallon;MEDECINE NUCLEAIRE IN VITRO;21;10;11;0;0;0;0;0;1;5;3;1;0;0;0;0;0;0;0;0;0;4;7
Prov Brabant wallon;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;69;19;50;0;0;0;2;1;3;2;2;4;5;0;0;0;1;1;3;3;6;12;24
Prov Brabant wallon;GERIATRIE;11;4;7;0;0;0;1;0;2;0;1;0;0;0;0;0;0;2;0;1;1;1;2
Prov Brabant wallon;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0
Prov Brabant wallon;SOINS INTENSIFS;47;8;39;0;0;1;2;2;0;2;0;1;0;0;0;1;2;6;6;14;7;1;2
Prov Brabant wallon;NEUROLOGIE PEDIATRIQUE;8;6;2;0;0;0;2;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1
Prov Brabant wallon;NEPHROLOGIE;25;10;15;0;0;1;0;5;2;0;2;0;0;0;0;0;0;1;3;2;3;2;4
Prov Brabant wallon;MEDECINE D'URGENCE;20;4;16;0;0;0;0;0;3;0;1;0;0;0;0;0;2;0;3;1;5;2;3
Prov Brabant wallon;ENDOCRINO-DIABETOLOGIE;18;4;14;0;0;0;1;0;1;1;1;0;0;0;0;0;2;2;2;2;1;0;5
Prov Brabant wallon;NEONATOLOGIE;6;5;1;0;0;1;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;HEMATOLOGIE CLINIQUE;7;2;5;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;2;0;1;0;0
Prov Brabant wallon;GESTION DE DONNEES DE SANTE;8;3;5;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;2;1
Prov Hainaut;MEDECINE NUCLEAIRE IN VITRO;20;6;14;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;1;3;4;2;4
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;67;15;52;0;0;0;3;3;0;2;3;2;2;0;0;0;0;3;3;3;7;7;29
Prov Hainaut;GERIATRIE;19;4;15;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;1;2;10
Prov Hainaut;CHIRURGIE ORALE ET MAXILLO-FACIALE;11;4;7;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;3;2;0;1;1
Prov Hainaut;SOINS INTENSIFS;51;7;44;0;0;0;3;0;1;2;0;0;1;0;0;1;1;5;10;9;10;4;4
Prov Hainaut;NEUROLOGIE PEDIATRIQUE;5;5;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEPHROLOGIE;19;5;14;0;0;1;2;1;0;0;0;0;1;0;0;0;0;1;3;2;2;1;5
Prov Hainaut;MEDECINE D'URGENCE;46;8;38;0;0;0;2;2;0;1;0;3;0;0;0;0;2;1;13;6;9;2;5
Prov Hainaut;ENDOCRINO-DIABETOLOGIE;26;12;14;0;0;0;5;2;3;1;0;0;1;0;0;0;2;1;1;2;2;0;6
Prov Hainaut;NEONATOLOGIE;6;6;0;0;0;0;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;HEMATOLOGIE CLINIQUE;10;4;6;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1;2;1;1;0
Prov Hainaut;GESTION DE DONNEES DE SANTE;14;3;11;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;3;6;0;1
Prov Liège;MEDECINE NUCLEAIRE IN VITRO;19;10;9;0;0;0;0;1;3;0;1;3;2;0;0;0;0;0;1;2;1;4;1
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;115;40;75;0;0;0;2;6;6;4;7;10;5;0;0;0;3;0;3;9;8;11;41
Prov Liège;GERIATRIE;13;6;7;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;2;4
Prov Liège;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Prov Liège;SOINS INTENSIFS;55;9;46;0;0;1;3;2;2;0;1;0;0;0;0;0;4;11;7;7;7;7;3
Prov Liège;NEUROLOGIE PEDIATRIQUE;8;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Prov Liège;NEPHROLOGIE;30;8;22;0;0;1;3;1;0;0;1;1;1;0;0;1;3;3;1;5;4;2;3
Prov Liège;MEDECINE D'URGENCE;59;18;41;0;0;2;1;3;7;2;2;1;0;0;0;1;4;6;10;6;10;2;2
Prov Liège;ENDOCRINO-DIABETOLOGIE;39;21;18;0;0;1;5;6;3;1;3;2;0;0;0;0;2;2;2;3;3;3;3
Prov Liège;NEONATOLOGIE;10;4;6;0;0;1;0;1;1;1;0;0;0;0;0;1;1;2;1;0;0;1;0
Prov Liège;HEMATOLOGIE CLINIQUE;12;3;9;0;0;1;0;1;0;0;0;1;0;0;0;1;2;1;2;1;0;0;2
Prov Liège;GESTION DE DONNEES DE SANTE;13;6;7;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;2;2;3;0
Prov Namur;MEDECINE NUCLEAIRE IN VITRO;7;2;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;3
Prov Namur;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;31;11;20;0;0;0;3;1;0;3;2;2;0;0;0;0;1;0;4;2;3;2;8
Prov Namur;GERIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
Prov Namur;CHIRURGIE ORALE ET MAXILLO-FACIALE;7;1;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0
Prov Namur;SOINS INTENSIFS;33;5;28;0;0;0;0;2;2;1;0;0;0;0;0;2;0;7;5;7;2;3;2
Prov Namur;NEUROLOGIE PEDIATRIQUE;7;4;3;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
Prov Namur;NEPHROLOGIE;13;4;9;0;0;2;1;0;0;1;0;0;0;0;0;1;2;2;1;0;0;0;3
Prov Namur;MEDECINE D'URGENCE;23;8;15;0;0;1;2;1;1;2;1;0;0;0;0;1;1;1;0;5;3;0;4
Prov Namur;ENDOCRINO-DIABETOLOGIE;14;6;8;0;0;0;1;3;2;0;0;0;0;0;0;1;1;0;2;0;2;0;2
Prov Namur;NEONATOLOGIE;3;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;HEMATOLOGIE CLINIQUE;10;5;5;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;2;1;1
Prov Namur;GESTION DE DONNEES DE SANTE;9;2;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;4;1
Prov Luxembourg;MEDECINE NUCLEAIRE IN VITRO;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxembourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;9;1;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7
Prov Luxembourg;GERIATRIE;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Luxembourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Prov Luxembourg;SOINS INTENSIFS;8;2;6;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;2;2;0;0
Prov Luxembourg;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;NEPHROLOGIE;4;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Prov Luxembourg;MEDECINE D'URGENCE;10;2;8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;2;2;2
Prov Luxembourg;ENDOCRINO-DIABETOLOGIE;7;4;3;0;0;0;2;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1
Prov Luxembourg;NEONATOLOGIE;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Luxembourg;HEMATOLOGIE CLINIQUE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Luxembourg;GESTION DE DONNEES DE SANTE;4;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;15;17;0;0;0;0;0;1;3;6;3;2;0;0;0;0;0;1;4;2;5;5
