Gebied-Specialiteit;Unnamed: 1;Unnamed: 2;Totaal;Geslacht;Unnamed: 5;Vrouw;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Man;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Vlaams Gewest;Geen FOD-erkenning;11843.0;8303;3540;356;1294;1004;741;794;821;805;634;440;1414;86;331;281;181;267;253;266;278;264;1333
;Waals Gewest;Geen FOD-erkenning;6205.0;4402;1803;127;414;494;385;457;503;504;351;277;890;25;144;165;118;156;154;200;162;124;555
;"Brussels Hoofdstedelijk
Gewest";Geen FOD-erkenning;1827.0;1267;560;26;186;178;122;108;106;112;89;79;261;4;85;92;49;49;34;46;42;43;116
;Vlaams Brabant;Geen FOD-erkenning;2540.0;1830;710;58;216;204;171;206;184;197;160;111;323;15;56;58;51;58;64;72;58;68;210
;West-Vlaanderen;Geen FOD-erkenning;2139.0;1483;656;76;217;156;127;131;160;133;115;79;289;19;44;33;22;45;31;41;49;54;318
;Oost-Vlaanderen;Geen FOD-erkenning;3022.0;2108;914;111;378;252;168;213;207;203;133;110;333;27;98;72;45;74;78;60;59;64;337
;Antwerpen;Geen FOD-erkenning;3072.0;2140;932;85;363;283;204;173;203;197;180;105;347;20;96;92;45;60;67;73;89;65;325
;Limburg;Geen FOD-erkenning;1070.0;742;328;26;120;109;71;71;67;75;46;35;122;5;37;26;18;30;13;20;23;13;143
;Waals Brabant;Geen FOD-erkenning;1085.0;794;291;20;54;87;68;85;91;110;51;62;166;1;13;23;21;27;36;28;33;17;92
;Henegouwen;Geen FOD-erkenning;1756.0;1221;535;40;111;129;101;130;147;135;115;81;232;6;50;50;38;53;42;57;54;41;144
;Luik;Geen FOD-erkenning;2027.0;1421;606;33;157;161;130;122;153;151;111;84;319;13;55;59;33;42;47;73;44;41;199
;Namen;Geen FOD-erkenning;932.0;675;257;19;65;81;54;94;76;69;56;37;124;5;17;24;18;23;17;29;23;21;80
;Luxemburg;Geen FOD-erkenning;405.0;291;114;15;27;36;32;26;36;39;18;13;49;0;9;9;8;11;12;13;8;4;40
;"Brussels Hoofdstedelijk
Gewest";Geen FOD-erkenning;1827.0;1267;560;26;186;178;122;108;106;112;89;79;261;4;85;92;49;49;34;46;42;43;116
;België;Ziekenhuisapothekers;1190.0;1018;172;28;194;240;149;114;91;77;56;40;29;2;26;43;20;17;11;19;11;8;15
;Vlaams Gewest;Ziekenhuisapothekers;733.0;641;92;17;130;156;90;69;56;47;35;24;17;2;13;19;12;12;6;8;5;6;9
;Waals Gewest;Ziekenhuisapothekers;367.0;309;58;11;53;67;44;36;29;28;19;15;7;0;12;19;2;3;4;9;3;0;6
;"Brussels Hoofdstedelijk
Gewest";Ziekenhuisapothekers;90.0;68;22;0;11;17;15;9;6;2;2;1;5;0;1;5;6;2;1;2;3;2;0
;Vlaams Brabant;Ziekenhuisapothekers;148.0;124;24;2;22;27;25;14;7;10;4;6;7;0;4;8;5;2;0;1;1;1;2
;West-Vlaanderen;Ziekenhuisapothekers;117.0;102;15;4;25;19;16;13;5;7;5;4;4;0;2;6;0;0;2;2;0;2;1
;Oost-Vlaanderen;Ziekenhuisapothekers;209.0;182;27;6;33;59;18;29;15;10;7;1;4;0;4;1;5;6;2;1;1;2;5
;Antwerpen;Ziekenhuisapothekers;189.0;170;19;3;36;38;24;10;18;14;16;10;1;1;2;3;1;3;1;4;2;1;1
;Limburg;Ziekenhuisapothekers;70.0;63;7;2;14;13;7;3;11;6;3;3;1;1;1;1;1;1;1;0;1;0;0
;Waals Brabant;Ziekenhuisapothekers;57.0;54;3;2;2;10;11;12;4;4;3;3;3;0;0;1;1;0;0;0;1;0;0
;Henegouwen;Ziekenhuisapothekers;110.0;93;17;3;20;16;16;8;9;6;8;6;1;0;5;4;0;2;1;2;1;0;2
;Luik;Ziekenhuisapothekers;112.0;85;27;3;15;24;6;8;11;11;3;2;2;0;5;12;1;0;2;5;0;0;2
;Namen;Ziekenhuisapothekers;70.0;62;8;2;10;14;8;8;4;6;5;4;1;0;2;1;0;1;0;1;1;0;2
;Luxemburg;Ziekenhuisapothekers;18.0;15;3;1;6;3;3;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0
;"Brussels Hoofdstedelijk
Gewest";Ziekenhuisapothekers;90.0;68;22;0;11;17;15;9;6;2;2;1;5;0;1;5;6;2;1;2;3;2;0
