gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3638;1604;2034;0;7;182;267;208;181;172;192;140;255;0;1;104;207;158;182;216;242;224;700
België;ARBEIDSGENEESKUNDE;1135;606;529;0;0;15;90;134;90;114;78;61;24;0;0;5;32;33;31;87;97;120;124
België;ANESTHESIE-REANIMATIE;2330;911;1419;0;0;108;164;174;137;78;75;63;112;0;0;105;189;204;192;207;178;125;219
België;HEELKUNDE;1712;288;1424;0;0;41;67;58;37;25;29;17;14;0;0;63;128;137;153;164;177;163;439
België;NEUROCHIRURGIE;213;20;193;0;0;2;3;6;5;3;0;0;1;0;0;11;34;30;19;21;24;20;34
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;253;57;196;0;0;8;11;8;7;8;11;1;3;0;0;16;24;23;30;35;17;18;33
België;NEUROLOGIE;525;237;288;0;0;48;47;40;44;24;17;12;5;0;0;14;44;38;43;47;47;29;26
België;PSYCHIATRIE;998;439;559;0;0;4;22;86;112;86;43;37;49;0;0;0;18;59;81;83;71;64;183
België;GYNAECOLOGIE-VERLOSKUNDE;1565;721;844;0;0;88;150;137;110;88;67;35;46;0;0;23;50;57;75;92;119;108;320
België;OFTALMOLOGIE;1199;696;503;0;13;71;95;94;83;85;74;70;111;0;3;23;35;46;50;55;50;61;180
België;OTORHINOLARYNGOLOGIE;715;274;441;0;1;32;53;42;56;29;25;18;18;0;0;21;29;32;38;62;62;57;140
België;UROLOGIE;443;49;394;0;0;10;17;4;11;5;2;0;0;0;0;16;47;56;38;51;47;45;94
België;ORTHOPEDISCHE HEELKUNDE;1127;98;1029;0;0;16;23;15;18;11;6;3;6;0;0;48;110;123;123;164;137;107;217
België;STOMATOLOGIE;348;80;268;0;0;5;19;18;8;5;10;3;12;0;1;15;27;25;26;33;29;26;86
België;DERMATO-VENEREOLOGIE;808;552;256;0;8;58;88;82;87;64;44;55;66;0;4;6;12;16;19;34;35;16;114
België;PNEUMOLOGIE;546;207;339;0;0;26;65;44;26;14;13;8;11;0;0;12;35;32;40;61;63;48;48
België;GASTRO-ENTEROLOGIE;685;191;494;0;0;35;43;38;22;22;9;12;10;0;0;22;53;59;63;71;64;73;89
België;PEDIATRIE;1789;1091;698;0;2;139;207;192;148;113;78;93;119;0;0;23;41;47;58;55;80;75;319
België;CARDIOLOGIE;1144;227;917;0;0;29;47;46;36;27;21;8;13;0;0;41;114;99;127;132;111;107;186
België;NEUROPSYCHIATRIE;289;68;221;0;0;0;0;0;0;6;13;4;45;0;0;0;0;0;0;6;17;30;168
België;FYSISCHE GENEESKUNDE EN REVALIDATIE;553;239;314;0;0;22;47;36;40;41;19;15;19;0;1;19;20;22;30;37;48;45;92
België;KLINISCHE BIOLOGIE;747;332;415;0;0;16;33;38;36;37;48;40;84;0;1;14;19;13;29;45;54;76;164
België;RONTGENDIAGNOSE;1743;469;1274;0;0;52;71;80;84;72;44;38;28;0;0;66;113;99;152;216;184;159;285
België;RADIOTHERAPIE-ONCOLOGIE;229;124;105;0;0;13;23;25;17;22;9;9;6;0;0;10;18;13;8;16;16;5;19
België;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;283;216;67;0;1;48;69;44;11;11;10;12;10;0;0;6;13;10;4;9;9;9;7
België;NUCLEAIRE GENEESKUNDE;344;111;233;0;0;13;16;13;20;25;6;10;8;0;0;5;11;20;18;29;17;37;96
België;PATHOLOGISCHE ANATOMIE;376;187;189;0;0;15;29;35;29;26;20;11;22;0;0;7;18;21;9;20;30;20;64
België;INWENDIGE GENEESKUNDE;1807;583;1224;0;2;86;137;119;75;50;48;28;38;0;0;52;70;125;117;141;131;114;474
België;REUMATOLOGIE;253;104;149;0;0;6;15;19;23;12;6;8;15;0;0;2;8;9;10;22;19;25;54
België;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;694;303;391;0;0;58;90;63;7;15;27;29;14;0;0;27;61;35;10;22;59;63;114
België;GERECHTELIJKE GENEESKUNDE;12;2;10;0;0;0;1;1;0;0;0;0;0;0;0;1;4;0;0;1;1;0;3
België;URGENTIEGENEESKUNE;57;28;29;0;0;11;6;5;4;2;0;0;0;0;0;6;6;6;6;2;3;0;0
België;ACUTE GENEESKUNDE;317;128;189;0;2;10;24;42;23;13;9;4;1;0;0;8;24;47;43;31;18;12;6
België;GERIATRIE;278;156;122;0;0;18;43;38;25;13;12;6;1;0;0;8;8;11;10;15;28;24;18
België;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;650;199;451;0;0;1;5;32;36;34;46;37;8;0;0;0;1;15;33;78;109;142;73
België;MEDISCHE ONCOLOGIE;233;119;114;0;0;16;29;25;22;13;4;9;1;0;0;6;7;21;27;14;13;12;14
België;BEHEER VAN GEZONDHEIDSGEGEVENS;59;22;37;0;0;0;1;1;6;8;6;0;0;0;0;0;1;5;5;12;10;2;2
Gewest Vlaanderen;ARBEIDSGENEESKUNDE;734;371;363;0;0;12;55;92;58;73;37;35;9;0;0;4;24;22;21;70;65;80;77
Gewest Vlaanderen;ANESTHESIE-REANIMATIE;1302;497;805;0;0;61;101;99;86;46;39;27;38;0;0;60;106;117;112;122;103;68;117
Gewest Vlaanderen;HEELKUNDE;904;156;748;0;0;26;41;36;14;12;11;8;8;0;0;39;75;83;89;88;98;81;195
Gewest Vlaanderen;NEUROCHIRURGIE;132;12;120;0;0;1;2;3;5;0;0;0;1;0;0;5;27;17;12;14;13;12;20
Gewest Vlaanderen;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;149;30;119;0;0;3;3;6;3;5;7;1;2;0;0;8;11;13;18;20;14;12;23
Gewest Vlaanderen;NEUROLOGIE;278;120;158;0;0;37;21;14;27;7;8;4;2;0;0;8;24;25;18;23;26;21;13
Gewest Vlaanderen;PSYCHIATRIE;277;146;131;0;0;0;3;40;60;35;3;3;2;0;0;0;4;29;43;32;10;4;9
Gewest Vlaanderen;GYNAECOLOGIE-VERLOSKUNDE;754;333;421;0;0;41;81;76;58;36;20;7;14;0;0;13;23;25;39;57;53;55;156
Gewest Vlaanderen;OFTALMOLOGIE;689;410;279;0;6;39;56;67;57;54;41;48;42;0;1;12;18;19;28;35;27;41;98
Gewest Vlaanderen;OTORHINOLARYNGOLOGIE;364;133;231;0;0;16;31;17;31;13;12;7;6;0;0;12;18;20;20;29;40;24;68
Gewest Vlaanderen;UROLOGIE;255;25;230;0;0;6;6;4;6;2;1;0;0;0;0;6;30;33;23;34;30;32;42
Gewest Vlaanderen;ORTHOPEDISCHE HEELKUNDE;660;55;605;0;0;8;12;11;13;5;2;2;2;0;0;29;76;72;70;106;86;56;110
Gewest Vlaanderen;STOMATOLOGIE;196;39;157;0;0;4;8;14;2;2;5;0;4;0;0;13;22;16;17;24;16;12;37
Gewest Vlaanderen;DERMATO-VENEREOLOGIE;437;301;136;0;6;32;50;53;46;36;21;30;27;0;2;3;7;11;13;16;22;3;59
Gewest Vlaanderen;PNEUMOLOGIE;281;104;177;0;0;15;36;21;14;10;5;2;1;0;0;9;16;17;22;33;35;24;21
Gewest Vlaanderen;GASTRO-ENTEROLOGIE;340;89;251;0;0;18;28;17;13;6;3;3;1;0;0;13;36;33;29;38;38;36;28
Gewest Vlaanderen;PEDIATRIE;874;537;337;0;1;71;98;112;82;60;35;41;37;0;0;10;22;24;29;33;44;26;149
Gewest Vlaanderen;CARDIOLOGIE;585;98;487;0;0;18;21;23;18;8;3;3;4;0;0;27;79;56;76;65;58;48;78
Gewest Vlaanderen;NEUROPSYCHIATRIE;159;31;128;0;0;0;0;0;0;4;10;4;13;0;0;0;0;0;0;4;12;16;96
Gewest Vlaanderen;FYSISCHE GENEESKUNDE EN REVALIDATIE;335;139;196;0;0;14;31;22;23;27;12;1;9;0;1;13;12;18;21;26;25;32;48
Gewest Vlaanderen;KLINISCHE BIOLOGIE;384;161;223;0;0;11;23;29;21;19;15;17;26;0;0;11;12;11;25;27;30;37;70
Gewest Vlaanderen;RONTGENDIAGNOSE;928;230;698;0;0;26;40;48;43;30;16;15;12;0;0;38;70;54;92;132;101;86;125
Gewest Vlaanderen;RADIOTHERAPIE-ONCOLOGIE;131;70;61;0;0;8;21;16;13;9;2;1;0;0;0;5;8;8;4;13;12;3;8
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;200;157;43;0;0;29;56;31;8;9;9;9;6;0;0;5;5;8;2;6;5;7;5
Gewest Vlaanderen;NUCLEAIRE GENEESKUNDE;164;49;115;0;0;10;8;7;12;7;1;4;0;0;0;3;7;11;13;13;8;19;41
Gewest Vlaanderen;PATHOLOGISCHE ANATOMIE;231;105;126;0;0;10;21;18;18;14;13;6;5;0;0;3;14;17;6;9;20;12;45
Gewest Vlaanderen;INWENDIGE GENEESKUNDE;877;288;589;0;1;52;68;59;35;28;24;8;13;0;0;21;31;60;52;63;51;58;253
Gewest Vlaanderen;REUMATOLOGIE;122;46;76;0;0;1;7;9;13;6;3;3;4;0;0;2;5;6;4;8;10;12;29
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;512;195;317;0;0;38;58;30;2;10;21;26;10;0;0;16;31;23;3;20;53;61;110
Gewest Vlaanderen;GERECHTELIJKE GENEESKUNDE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2
Gewest Vlaanderen;URGENTIEGENEESKUNE;21;12;9;0;0;5;2;2;3;0;0;0;0;0;0;2;2;4;1;0;0;0;0
Gewest Vlaanderen;ACUTE GENEESKUNDE;118;45;73;0;2;4;9;16;6;5;2;0;1;0;0;6;13;19;18;8;6;2;1
Gewest Vlaanderen;GERIATRIE;174;90;84;0;0;6;24;24;15;7;10;4;0;0;0;4;6;7;7;9;21;17;13
Gewest Vlaanderen;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;341;102;239;0;0;1;2;24;23;20;17;12;3;0;0;0;1;7;18;50;58;68;37
Gewest Vlaanderen;MEDISCHE ONCOLOGIE;107;57;50;0;0;7;16;12;11;8;2;1;0;0;0;2;4;12;11;7;5;4;5
Gewest Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;27;9;18;0;0;0;1;0;1;4;3;0;0;0;0;0;0;4;3;3;5;1;2
Gewest Wallonië;ARBEIDSGENEESKUNDE;315;190;125;0;0;3;33;31;26;35;30;20;12;0;0;1;6;10;10;9;22;32;35
Gewest Wallonië;ANESTHESIE-REANIMATIE;773;281;492;0;0;32;47;57;34;23;19;29;40;0;0;26;60;75;64;70;65;52;80
Gewest Wallonië;HEELKUNDE;590;88;502;0;0;7;16;19;19;8;12;4;3;0;0;16;33;41;48;65;64;62;173
Gewest Wallonië;NEUROCHIRURGIE;62;8;54;0;0;1;1;3;0;3;0;0;0;0;0;3;5;10;7;5;9;6;9
Gewest Wallonië;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;63;17;46;0;0;1;5;2;4;2;3;0;0;0;0;8;6;4;9;10;2;4;3
Gewest Wallonië;NEUROLOGIE;172;74;98;0;0;5;13;21;11;14;3;4;3;0;0;3;11;10;18;19;19;6;12
Gewest Wallonië;PSYCHIATRIE;435;178;257;0;0;2;14;30;33;28;25;20;26;0;0;0;8;20;24;27;36;35;107
Gewest Wallonië;GYNAECOLOGIE-VERLOSKUNDE;538;247;291;0;0;30;41;43;40;31;26;17;19;0;0;5;14;24;29;27;47;36;109
Gewest Wallonië;OFTALMOLOGIE;355;201;154;0;4;21;25;22;21;25;20;18;45;0;2;9;11;14;17;12;19;17;53
Gewest Wallonië;OTORHINOLARYNGOLOGIE;250;100;150;0;0;14;12;19;21;12;11;6;5;0;0;6;8;10;11;22;16;27;50
Gewest Wallonië;UROLOGIE;144;21;123;0;0;4;9;0;4;3;1;0;0;0;0;9;8;19;13;12;13;10;39
Gewest Wallonië;ORTHOPEDISCHE HEELKUNDE;360;26;334;0;0;4;7;3;2;4;3;1;2;0;0;14;25;42;46;47;43;39;78
Gewest Wallonië;STOMATOLOGIE;88;20;68;0;0;0;7;3;3;2;1;1;3;0;1;1;1;7;7;6;7;12;26
Gewest Wallonië;DERMATO-VENEREOLOGIE;245;161;84;0;1;21;22;21;31;15;16;17;17;0;2;1;3;5;3;11;10;7;42
Gewest Wallonië;PNEUMOLOGIE;204;77;127;0;0;6;23;16;10;4;6;5;7;0;0;1;15;14;14;22;23;16;22
Gewest Wallonië;GASTRO-ENTEROLOGIE;242;67;175;0;0;13;10;9;9;12;3;5;6;0;0;4;13;20;22;28;20;29;39
Gewest Wallonië;PEDIATRIE;606;351;255;0;0;41;71;56;43;34;28;34;44;0;0;9;12;18;21;19;23;33;120
Gewest Wallonië;CARDIOLOGIE;387;81;306;0;0;3;19;17;12;13;10;2;5;0;0;11;22;34;40;45;41;46;67
Gewest Wallonië;NEUROPSYCHIATRIE;76;15;61;0;0;0;0;0;0;1;0;0;14;0;0;0;0;0;0;2;4;10;45
Gewest Wallonië;FYSISCHE GENEESKUNDE EN REVALIDATIE;176;79;97;0;0;8;11;12;12;10;7;13;6;0;0;5;8;3;9;10;16;11;35
Gewest Wallonië;KLINISCHE BIOLOGIE;254;116;138;0;0;2;7;6;9;13;20;15;44;0;0;3;5;1;2;13;14;30;70
Gewest Wallonië;RONTGENDIAGNOSE;619;167;452;0;0;13;26;24;29;35;16;17;7;0;0;18;26;37;46;70;66;65;124
Gewest Wallonië;RADIOTHERAPIE-ONCOLOGIE;79;40;39;0;0;5;2;6;2;12;5;5;3;0;0;3;10;4;4;3;3;2;10
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;50;33;17;0;1;11;6;8;0;1;1;3;2;0;0;0;5;2;2;2;2;2;2
Gewest Wallonië;NUCLEAIRE GENEESKUNDE;141;50;91;0;0;1;6;5;8;17;3;5;5;0;0;1;3;4;5;14;7;15;42
Gewest Wallonië;PATHOLOGISCHE ANATOMIE;100;55;45;0;0;2;6;13;8;8;5;5;8;0;0;3;2;2;2;10;7;5;14
Gewest Wallonië;INWENDIGE GENEESKUNDE;631;187;444;0;0;20;40;44;31;9;16;8;19;0;0;18;27;48;49;62;57;37;146
Gewest Wallonië;REUMATOLOGIE;91;43;48;0;0;5;5;8;8;4;2;2;9;0;0;0;2;3;2;10;6;9;16
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;102;64;38;0;0;13;22;24;1;1;1;0;2;0;0;6;14;8;4;0;2;1;3
Gewest Wallonië;GERECHTELIJKE GENEESKUNDE;7;2;5;0;0;0;1;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1
Gewest Wallonië;URGENTIEGENEESKUNE;18;7;11;0;0;3;2;1;1;0;0;0;0;0;0;3;0;2;3;1;2;0;0
Gewest Wallonië;ACUTE GENEESKUNDE;153;64;89;0;0;1;11;23;14;7;6;2;0;0;0;1;8;20;19;20;10;8;3
Gewest Wallonië;GERIATRIE;83;54;29;0;0;11;15;11;8;5;1;2;1;0;0;3;1;4;2;4;5;5;5
Gewest Wallonië;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;261;78;183;0;0;0;3;5;11;14;21;19;5;0;0;0;0;7;11;26;42;69;28
Gewest Wallonië;MEDISCHE ONCOLOGIE;83;39;44;0;0;5;5;10;8;3;2;5;1;0;0;3;2;6;11;6;6;4;6
Gewest Wallonië;BEHEER VAN GEZONDHEIDSGEGEVENS;21;7;14;0;0;0;0;1;1;4;1;0;0;0;0;0;0;1;2;7;3;1;0
Gewest Brussels hoofdstedelijk gewest;ARBEIDSGENEESKUNDE;86;45;41;0;0;0;2;11;6;6;11;6;3;0;0;0;2;1;0;8;10;8;12
Gewest Brussels hoofdstedelijk gewest;ANESTHESIE-REANIMATIE;255;133;122;0;0;15;16;18;17;9;17;7;34;0;0;19;23;12;16;15;10;5;22
Gewest Brussels hoofdstedelijk gewest;HEELKUNDE;218;44;174;0;0;8;10;3;4;5;6;5;3;0;0;8;20;13;16;11;15;20;71
Gewest Brussels hoofdstedelijk gewest;NEUROCHIRURGIE;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0;2;2;2;5
Gewest Brussels hoofdstedelijk gewest;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;41;10;31;0;0;4;3;0;0;1;1;0;1;0;0;0;7;6;3;5;1;2;7
Gewest Brussels hoofdstedelijk gewest;NEUROLOGIE;75;43;32;0;0;6;13;5;6;3;6;4;0;0;0;3;9;3;7;5;2;2;1
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE;286;115;171;0;0;2;5;16;19;23;15;14;21;0;0;0;6;10;14;24;25;25;67
Gewest Brussels hoofdstedelijk gewest;GYNAECOLOGIE-VERLOSKUNDE;273;141;132;0;0;17;28;18;12;21;21;11;13;0;0;5;13;8;7;8;19;17;55
Gewest Brussels hoofdstedelijk gewest;OFTALMOLOGIE;155;85;70;0;3;11;14;5;5;6;13;4;24;0;0;2;6;13;5;8;4;3;29
Gewest Brussels hoofdstedelijk gewest;OTORHINOLARYNGOLOGIE;101;41;60;0;1;2;10;6;4;4;2;5;7;0;0;3;3;2;7;11;6;6;22
Gewest Brussels hoofdstedelijk gewest;UROLOGIE;44;3;41;0;0;0;2;0;1;0;0;0;0;0;0;1;9;4;2;5;4;3;13
Gewest Brussels hoofdstedelijk gewest;ORTHOPEDISCHE HEELKUNDE;107;17;90;0;0;4;4;1;3;2;1;0;2;0;0;5;9;9;7;11;8;12;29
Gewest Brussels hoofdstedelijk gewest;STOMATOLOGIE;64;21;43;0;0;1;4;1;3;1;4;2;5;0;0;1;4;2;2;3;6;2;23
Gewest Brussels hoofdstedelijk gewest;DERMATO-VENEREOLOGIE;126;90;36;0;1;5;16;8;10;13;7;8;22;0;0;2;2;0;3;7;3;6;13
Gewest Brussels hoofdstedelijk gewest;PNEUMOLOGIE;61;26;35;0;0;5;6;7;2;0;2;1;3;0;0;2;4;1;4;6;5;8;5
Gewest Brussels hoofdstedelijk gewest;GASTRO-ENTEROLOGIE;103;35;68;0;0;4;5;12;0;4;3;4;3;0;0;5;4;6;12;5;6;8;22
Gewest Brussels hoofdstedelijk gewest;PEDIATRIE;309;203;106;0;1;27;38;24;23;19;15;18;38;0;0;4;7;5;8;3;13;16;50
Gewest Brussels hoofdstedelijk gewest;CARDIOLOGIE;172;48;124;0;0;8;7;6;6;6;8;3;4;0;0;3;13;9;11;22;12;13;41
Gewest Brussels hoofdstedelijk gewest;NEUROPSYCHIATRIE;54;22;32;0;0;0;0;0;0;1;3;0;18;0;0;0;0;0;0;0;1;4;27
Gewest Brussels hoofdstedelijk gewest;FYSISCHE GENEESKUNDE EN REVALIDATIE;42;21;21;0;0;0;5;2;5;4;0;1;4;0;0;1;0;1;0;1;7;2;9
Gewest Brussels hoofdstedelijk gewest;KLINISCHE BIOLOGIE;109;55;54;0;0;3;3;3;6;5;13;8;14;0;1;0;2;1;2;5;10;9;24
Gewest Brussels hoofdstedelijk gewest;RONTGENDIAGNOSE;196;72;124;0;0;13;5;8;12;7;12;6;9;0;0;10;17;8;14;14;17;8;36
Gewest Brussels hoofdstedelijk gewest;RADIOTHERAPIE-ONCOLOGIE;19;14;5;0;0;0;0;3;2;1;2;3;3;0;0;2;0;1;0;0;1;0;1
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;33;26;7;0;0;8;7;5;3;1;0;0;2;0;0;1;3;0;0;1;2;0;0
Gewest Brussels hoofdstedelijk gewest;NUCLEAIRE GENEESKUNDE;39;12;27;0;0;2;2;1;0;1;2;1;3;0;0;1;1;5;0;2;2;3;13
Gewest Brussels hoofdstedelijk gewest;PATHOLOGISCHE ANATOMIE;45;27;18;0;0;3;2;4;3;4;2;0;9;0;0;1;2;2;1;1;3;3;5
Gewest Brussels hoofdstedelijk gewest;INWENDIGE GENEESKUNDE;299;108;191;0;1;14;29;16;9;13;8;12;6;0;0;13;12;17;16;16;23;19;75
Gewest Brussels hoofdstedelijk gewest;REUMATOLOGIE;40;15;25;0;0;0;3;2;2;2;1;3;2;0;0;0;1;0;4;4;3;4;9
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;80;44;36;0;0;7;10;9;4;4;5;3;2;0;0;5;16;4;3;2;4;1;1
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNE;18;9;9;0;0;3;2;2;0;2;0;0;0;0;0;1;4;0;2;1;1;0;0
Gewest Brussels hoofdstedelijk gewest;ACUTE GENEESKUNDE;46;19;27;0;0;5;4;3;3;1;1;2;0;0;0;1;3;8;6;3;2;2;2
Gewest Brussels hoofdstedelijk gewest;GERIATRIE;21;12;9;0;0;1;4;3;2;1;1;0;0;0;0;1;1;0;1;2;2;2;0
Gewest Brussels hoofdstedelijk gewest;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;48;19;29;0;0;0;0;3;2;0;8;6;0;0;0;0;0;1;4;2;9;5;8
Gewest Brussels hoofdstedelijk gewest;MEDISCHE ONCOLOGIE;43;23;20;0;0;4;8;3;3;2;0;3;0;0;0;1;1;3;5;1;2;4;3
Gewest Brussels hoofdstedelijk gewest;BEHEER VAN GEZONDHEIDSGEGEVENS;11;6;5;0;0;0;0;0;4;0;2;0;0;0;0;0;1;0;0;2;2;0;0
Prov Vlaams Brabant;ARBEIDSGENEESKUNDE;197;103;94;0;0;3;14;26;17;21;10;7;5;0;0;0;5;7;5;19;19;18;21
Prov Vlaams Brabant;ANESTHESIE-REANIMATIE;309;129;180;0;0;18;27;21;20;9;12;11;11;0;0;18;22;26;26;36;17;15;20
Prov Vlaams Brabant;HEELKUNDE;244;49;195;0;0;6;15;14;6;0;4;2;2;0;0;12;19;18;25;22;25;25;49
Prov Vlaams Brabant;NEUROCHIRURGIE;26;3;23;0;0;1;0;1;1;0;0;0;0;0;0;1;3;5;3;3;2;2;4
Prov Vlaams Brabant;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;32;9;23;0;0;1;1;4;1;1;1;0;0;0;0;1;1;3;5;5;1;4;3
Prov Vlaams Brabant;NEUROLOGIE;76;30;46;0;0;6;4;3;11;3;0;1;2;0;0;2;10;7;5;4;8;7;3
Prov Vlaams Brabant;PSYCHIATRIE;82;44;38;0;0;0;1;14;13;13;2;0;1;0;0;0;2;1;10;10;7;2;6
Prov Vlaams Brabant;GYNAECOLOGIE-VERLOSKUNDE;205;102;103;0;0;13;25;21;15;13;6;3;6;0;0;3;5;7;11;17;15;14;31
Prov Vlaams Brabant;OFTALMOLOGIE;182;121;61;0;2;11;20;16;20;11;14;16;11;0;0;3;6;5;7;9;9;9;13
Prov Vlaams Brabant;OTORHINOLARYNGOLOGIE;83;35;48;0;0;4;9;3;9;4;2;4;0;0;0;2;3;5;3;7;9;6;13
Prov Vlaams Brabant;UROLOGIE;51;6;45;0;0;2;1;0;3;0;0;0;0;0;0;1;3;7;5;8;3;10;8
Prov Vlaams Brabant;ORTHOPEDISCHE HEELKUNDE;138;15;123;0;0;1;2;2;5;2;0;2;1;0;0;6;16;14;18;26;17;13;13
Prov Vlaams Brabant;STOMATOLOGIE;45;13;32;0;0;1;3;3;1;0;2;0;3;0;0;3;4;2;4;6;0;3;10
Prov Vlaams Brabant;DERMATO-VENEREOLOGIE;120;89;31;0;2;11;19;14;10;9;6;11;7;0;1;0;0;7;4;3;2;0;14
Prov Vlaams Brabant;PNEUMOLOGIE;78;32;46;0;0;3;12;6;4;4;1;2;0;0;0;3;3;7;4;7;10;6;6
Prov Vlaams Brabant;GASTRO-ENTEROLOGIE;88;28;60;0;0;5;8;7;3;3;1;1;0;0;0;2;7;5;11;8;11;10;6
Prov Vlaams Brabant;PEDIATRIE;271;175;96;0;1;29;28;36;29;18;8;11;15;0;0;1;8;7;11;16;13;6;34
Prov Vlaams Brabant;CARDIOLOGIE;164;30;134;0;0;4;8;6;5;3;2;0;2;0;0;6;26;12;25;21;16;10;18
Prov Vlaams Brabant;NEUROPSYCHIATRIE;44;9;35;0;0;0;0;0;0;1;4;1;3;0;0;0;0;0;0;0;3;5;27
Prov Vlaams Brabant;FYSISCHE GENEESKUNDE EN REVALIDATIE;77;34;43;0;0;5;6;8;1;7;5;0;2;0;1;5;1;2;5;1;6;9;13
Prov Vlaams Brabant;KLINISCHE BIOLOGIE;125;45;80;0;0;2;6;6;5;5;7;9;5;0;0;2;4;4;6;10;10;14;30
