Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Luxembourg;TOUS LES PHARMACIENS;362;246;116;9;35;32;32;36;31;13;14;21;23;3;7;7;12;13;12;9;2;15;36
Prov Région de Bruxelles-capitale;TOUS LES PHARMACIENS;1592;1122;470;29;166;146;123;107;124;91;85;118;133;9;57;54;49;44;48;49;40;53;67
Belgique;SANS AGREMENT;16426;11208;5218;573;1285;1235;1346;1397;1363;901;829;1172;1107;137;352;377;449;467;508;468;483;782;1195
Belgique;PHARMACIE HOSPITALIERE;1098;897;201;39;177;158;103;104;86;43;73;91;23;7;36;13;19;12;22;16;19;42;15
Région Flandre;SANS AGREMENT;9533;6410;3123;389;773;703;764;776;812;510;477;646;560;92;201;191;251;243;289;278;318;517;743
Région Flandre;PHARMACIE HOSPITALIERE;654;539;115;22;95;106;58;62;57;22;45;59;13;2;17;6;15;3;10;9;12;32;9
Région Wallonie;SANS AGREMENT;5398;3751;1647;157;371;396;470;521;432;301;273;415;415;38;98;139;149;180;175;144;125;214;385
Région Wallonie;PHARMACIE HOSPITALIERE;347;283;64;15;57;42;34;35;24;20;22;25;9;3;15;0;4;9;8;4;7;8;6
Région Région de Bruxelles-capitale;SANS AGREMENT;1495;1047;448;27;141;136;112;100;119;90;79;111;132;7;53;47;49;44;44;46;40;51;67
Région Région de Bruxelles-capitale;PHARMACIE HOSPITALIERE;97;75;22;2;25;10;11;7;5;1;6;7;1;2;4;7;0;0;4;3;0;2;0
Prov Brabant flamand;SANS AGREMENT;2122;1500;622;63;181;164;185;191;188;134;110;154;130;14;57;39;59;54;67;72;63;72;125
Prov Brabant flamand;PHARMACIE HOSPITALIERE;130;107;23;2;17;25;14;8;9;5;12;14;1;0;5;3;1;1;0;4;1;6;2
Prov Flandre occidentale;SANS AGREMENT;1789;1176;613;72;139;123;139;140;144;88;86;126;119;20;19;30;46;34;43;46;65;121;189
Prov Flandre occidentale;PHARMACIE HOSPITALIERE;117;96;21;3;25;12;14;8;10;3;7;13;1;1;3;0;4;0;2;1;3;6;1
Prov Flandre orientale;SANS AGREMENT;2285;1506;779;113;155;163;193;199;185;105;124;144;125;18;52;42;61;85;60;62;91;145;163
Prov Flandre orientale;PHARMACIE HOSPITALIERE;181;152;29;10;29;32;19;14;13;5;8;16;6;0;1;2;7;0;2;1;6;8;2
Prov Anvers;SANS AGREMENT;2457;1632;825;92;214;185;177;182;219;147;113;163;140;23;58;57;65;53;95;82;80;126;186
Prov Anvers;PHARMACIE HOSPITALIERE;166;134;32;5;17;28;6;24;18;8;14;11;3;1;6;1;3;1;5;2;1;8;4
Prov Limbourg;SANS AGREMENT;880;596;284;49;84;68;70;64;76;36;44;59;46;17;15;23;20;17;24;16;19;53;80
Prov Limbourg;PHARMACIE HOSPITALIERE;60;50;10;2;7;9;5;8;7;1;4;5;2;0;2;0;0;1;1;1;1;4;0
Prov Brabant wallon;SANS AGREMENT;916;655;261;29;59;58;89;96;68;60;56;74;66;8;9;23;29;36;30;22;20;25;59
Prov Brabant wallon;PHARMACIE HOSPITALIERE;61;56;5;2;12;8;8;5;5;4;4;8;0;1;1;0;0;0;0;1;1;1;0
Prov Hainaut;SANS AGREMENT;1532;1056;476;42;89;115;149;156;120;98;79;122;86;9;30;49;49;53;55;42;53;71;65
Prov Hainaut;PHARMACIE HOSPITALIERE;96;75;21;4;12;12;11;4;9;7;7;6;3;1;2;0;2;2;4;2;1;4;3
Prov Liège;SANS AGREMENT;1837;1262;575;49;129;141;118;167;146;82;81;136;213;11;38;38;42;60;50;54;33;68;181
Prov Liège;PHARMACIE HOSPITALIERE;110;85;25;8;16;9;11;15;4;5;6;8;3;1;11;0;1;4;2;0;3;1;2
Prov Namur;SANS AGREMENT;768;545;223;28;63;53;82;67;68;48;43;63;30;7;15;22;17;19;29;17;17;35;45
Prov Namur;PHARMACIE HOSPITALIERE;63;54;9;1;13;10;4;10;5;4;5;2;0;0;0;0;1;2;1;1;2;2;0
Prov Luxembourg;SANS AGREMENT;345;233;112;9;31;29;32;35;30;13;14;20;20;3;6;7;12;12;11;9;2;15;35
Prov Luxembourg;PHARMACIE HOSPITALIERE;17;13;4;0;4;3;0;1;1;0;0;1;3;0;1;0;0;1;1;0;0;0;1
Prov Région de Bruxelles-capitale;SANS AGREMENT;1495;1047;448;27;141;136;112;100;119;90;79;111;132;7;53;47;49;44;44;46;40;51;67
Prov Région de Bruxelles-capitale;PHARMACIE HOSPITALIERE;97;75;22;2;25;10;11;7;5;1;6;7;1;2;4;7;0;0;4;3;0;2;0
