territoire;spécialité;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Région Flandre;NEUROPSYCHIATRIE;147;31;116;0;0;0;0;0;0;2;7;6;16;0;0;0;0;0;0;1;8;11;96
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;340;143;197;0;0;15;22;24;27;22;21;3;9;0;0;14;14;19;13;31;18;27;61
Région Flandre;BIOLOGIE CLINIQUE;381;169;212;0;0;11;25;24;23;21;18;16;31;0;0;5;11;13;20;24;30;42;67
Région Flandre;RADIODIAGNOSTIC;987;263;724;0;0;42;36;51;43;43;15;20;13;0;1;38;67;65;68;133;103;99;150
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;136;73;63;0;0;8;18;16;14;11;3;2;1;0;0;6;10;7;6;6;17;5;6
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;225;181;44;0;0;30;51;49;12;12;7;11;9;0;0;3;7;9;1;4;6;9;5
Région Flandre;MEDECINE NUCLEAIRE;162;53;109;0;0;9;10;8;10;8;4;4;0;0;0;3;7;7;13;15;8;15;41
Région Flandre;ANATOMIE PATHOLOGIQUE;239;114;125;0;0;10;23;18;21;15;10;13;4;0;0;0;15;17;6;11;14;12;50
Région Flandre;MEDECINE INTERNE;910;325;585;0;1;58;82;61;38;29;30;12;14;0;0;23;32;53;53;59;45;61;259
Région Flandre;RHUMATOLOGIE;133;55;78;0;0;5;9;7;12;10;4;3;5;0;0;2;4;5;6;8;8;11;34
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;537;214;323;0;0;29;72;41;4;4;15;26;23;0;0;13;23;41;5;8;45;55;133
Région Flandre;MEDECINE LEGALE;7;1;6;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;2
Région Flandre;MEDECINE D'URGENCE;45;24;21;0;0;13;4;3;3;1;0;0;0;0;0;7;7;3;2;1;1;0;0
Région Flandre;MEDECINE AIGUE;126;47;79;0;0;7;5;17;6;7;4;0;1;0;2;3;12;19;21;10;7;4;1
Région Flandre;GERIATRIE;184;100;84;0;0;10;16;26;22;10;8;8;0;0;0;5;3;7;7;9;16;21;16
Région Flandre;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;343;104;239;0;0;0;1;14;22;27;22;11;7;0;0;0;0;6;13;33;49;81;57
Région Flandre;ONCOLOGIE MEDICALE;118;66;52;0;0;4;20;19;8;7;6;2;0;0;0;3;3;10;11;9;5;5;6
Région Flandre;GESTION DE DONNEES DE SANTE;27;9;18;0;0;0;0;1;0;5;1;2;0;0;0;0;0;3;1;3;5;3;3
Région Wallonie;MEDECINE DU TRAVAIL;319;193;126;0;0;0;19;45;23;27;36;27;16;0;0;1;2;13;10;7;14;32;47
Région Wallonie;ANESTHESIE-REANIMATION;808;298;510;0;0;41;43;59;39;30;15;28;43;0;0;37;50;69;66;72;78;47;91
Région Wallonie;CHIRURGIE;580;96;484;0;0;6;17;18;13;16;13;6;7;0;0;10;31;39;43;60;66;54;181
Région Wallonie;NEUROCHIRURGIE;63;10;53;0;0;1;1;2;3;2;1;0;0;0;0;3;3;8;7;9;5;5;13
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;68;17;51;0;0;1;2;5;2;3;3;1;0;0;0;5;10;4;8;9;4;5;6
Région Wallonie;NEUROLOGIE;190;85;105;0;0;10;14;19;13;12;9;4;4;0;2;3;7;13;13;18;18;14;17
Région Wallonie;PSYCHIATRIE;436;184;252;0;0;4;7;25;41;24;32;17;34;0;0;4;4;16;20;32;22;43;111
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;552;269;283;0;0;30;47;41;47;30;28;24;22;0;0;6;12;19;30;26;38;38;114
Région Wallonie;OPHTALMOLOGIE;361;209;152;0;3;23;26;24;19;25;19;18;52;0;1;10;11;14;12;19;20;15;50
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;252;106;146;0;0;18;12;15;23;12;12;8;6;0;0;4;7;12;10;16;20;19;58
Région Wallonie;UROLOGIE;143;20;123;0;0;2;3;7;3;1;3;1;0;0;0;4;13;16;13;12;12;13;40
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;374;29;345;0;0;3;6;6;3;3;4;1;3;0;0;21;28;34;40;43;51;41;87
Région Wallonie;STOMATOLOGIE;95;21;74;0;0;1;6;4;3;1;2;0;4;0;0;4;2;5;7;6;6;12;32
Région Wallonie;DERMATO-VENEREOLOGIE;248;168;80;0;3;18;21;18;30;21;16;18;23;0;0;3;3;5;2;10;7;10;40
Région Wallonie;PNEUMOLOGIE;211;82;129;0;0;7;21;19;10;6;4;7;8;0;0;3;9;12;20;16;22;21;26
Région Wallonie;GASTRO-ENTEROLOGIE;249;73;176;0;0;13;12;14;8;6;8;4;8;0;1;4;9;23;12;33;27;22;45
Région Wallonie;PEDIATRIE;630;380;250;0;0;52;62;72;43;37;31;35;48;0;0;8;16;14;21;19;21;30;121
Région Wallonie;CARDIOLOGIE;401;93;308;0;0;10;17;19;16;13;10;2;6;0;0;6;27;37;34;42;38;44;80
Région Wallonie;NEUROPSYCHIATRIE;71;15;56;0;0;0;0;0;0;0;1;0;14;0;0;0;0;0;0;0;2;8;46
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;189;90;99;0;0;14;11;14;13;6;9;13;10;0;0;3;8;6;4;14;16;9;39
Région Wallonie;BIOLOGIE CLINIQUE;251;115;136;0;0;1;8;5;9;11;15;18;48;0;0;2;5;2;1;10;16;26;74
Région Wallonie;RADIODIAGNOSTIC;622;178;444;0;0;17;24;30;19;37;25;16;10;0;0;24;24;33;39;57;65;62;140
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;77;40;37;0;0;5;4;3;3;7;9;2;7;0;0;1;5;8;6;1;5;2;9
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;61;42;19;0;0;13;10;9;3;1;1;1;4;0;0;1;3;5;1;2;2;1;4
Région Wallonie;MEDECINE NUCLEAIRE;140;50;90;0;0;3;4;6;4;15;6;6;6;0;0;2;2;3;5;9;9;10;50
Région Wallonie;ANATOMIE PATHOLOGIQUE;102;58;44;0;0;2;5;9;11;9;7;5;10;0;0;3;1;2;2;8;5;8;15
Région Wallonie;MEDECINE INTERNE;644;213;431;0;1;28;46;44;34;17;12;9;22;0;1;11;25;45;40;67;50;43;149
Région Wallonie;RHUMATOLOGIE;91;44;47;0;0;1;8;8;7;7;1;2;10;0;0;0;2;1;3;5;11;6;19
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;114;69;45;0;0;12;20;25;7;1;2;0;2;0;0;4;16;11;6;2;1;2;3
Région Wallonie;MEDECINE LEGALE;8;2;6;0;0;0;1;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;1
Région Wallonie;MEDECINE D'URGENCE;46;15;31;0;0;7;4;2;2;0;0;0;0;0;0;11;4;6;4;2;2;2;0
Région Wallonie;MEDECINE AIGUE;149;65;84;0;0;1;4;21;19;8;7;5;0;0;0;1;3;16;21;18;11;9;5
Région Wallonie;GERIATRIE;87;58;29;0;0;5;17;12;11;8;1;2;2;0;0;1;3;3;3;1;6;7;5
Région Wallonie;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;258;77;181;0;0;0;1;5;4;14;26;17;10;0;0;0;0;6;5;20;36;59;55
Région Wallonie;ONCOLOGIE MEDICALE;88;42;46;0;0;5;3;9;10;6;2;3;4;0;0;4;3;6;7;9;4;6;7
Région Wallonie;GESTION DE DONNEES DE SANTE;21;7;14;0;0;0;0;0;1;3;3;0;0;0;0;0;0;1;2;3;4;3;1
Région Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;81;45;36;0;0;1;2;7;4;7;11;9;4;0;0;0;1;0;0;3;11;4;17
Région Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;256;133;123;0;0;16;22;14;16;10;9;14;32;0;0;13;24;17;20;13;7;10;19
Région Région de Bruxelles-capitale;CHIRURGIE;212;47;165;0;0;7;8;9;1;5;7;6;4;0;0;11;10;15;19;12;13;20;65
Région Région de Bruxelles-capitale;NEUROCHIRURGIE;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;1;3;1;6
Région Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;43;12;31;0;0;3;5;1;0;0;1;1;1;0;0;2;4;4;7;1;3;2;8
Région Région de Bruxelles-capitale;NEUROLOGIE;82;42;40;0;0;6;9;7;6;6;3;5;0;0;0;7;6;7;8;4;4;1;3
Région Région de Bruxelles-capitale;PSYCHIATRIE;279;112;167;0;0;0;5;9;16;25;17;16;24;0;0;0;1;12;8;20;24;28;74
Région Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;290;159;131;0;0;32;26;17;12;22;16;18;16;0;0;9;11;12;7;5;14;19;54
Région Région de Bruxelles-capitale;OPHTALMOLOGIE;159;90;69;0;5;10;16;8;6;4;11;7;23;0;1;2;6;13;4;7;7;3;26
Région Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;94;38;56;0;0;1;8;6;5;3;2;4;9;0;0;3;3;1;6;8;9;6;20
Région Région de Bruxelles-capitale;UROLOGIE;48;5;43;0;0;1;1;2;0;1;0;0;0;0;0;6;4;6;1;5;4;3;14
Région Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;107;15;92;0;0;4;1;0;3;4;0;1;2;0;0;5;9;8;7;12;11;7;33
Région Région de Bruxelles-capitale;STOMATOLOGIE;59;20;39;0;0;2;3;1;3;2;3;2;4;0;0;2;1;3;1;2;3;5;22
Région Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;128;96;32;0;0;10;14;11;10;9;11;9;22;0;0;0;2;1;1;7;5;4;12
Région Région de Bruxelles-capitale;PNEUMOLOGIE;67;29;38;0;0;4;9;4;5;0;2;2;3;0;0;0;5;3;3;3;8;7;9
Région Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;107;41;66;0;0;5;9;8;5;4;0;4;6;0;0;1;8;4;9;7;5;5;27
Région Région de Bruxelles-capitale;PEDIATRIE;325;222;103;0;0;26;47;31;22;19;13;18;46;0;0;6;7;5;9;2;10;13;51
Région Région de Bruxelles-capitale;CARDIOLOGIE;183;59;124;0;0;12;12;4;8;4;10;3;6;0;1;5;9;15;9;18;12;20;35
Région Région de Bruxelles-capitale;NEUROPSYCHIATRIE;43;18;25;0;0;0;0;0;0;1;0;3;14;0;0;0;0;0;0;0;0;2;23
Région Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;39;20;19;0;0;0;5;3;3;3;2;1;3;0;0;1;0;1;0;0;6;3;8
Région Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;106;54;52;0;0;2;3;3;6;4;10;11;15;0;0;2;2;2;1;3;8;7;27
Région Région de Bruxelles-capitale;RADIODIAGNOSTIC;220;84;136;0;0;19;12;4;11;9;10;8;11;0;0;15;20;6;13;11;21;11;39
Région Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;21;17;4;0;0;1;0;4;3;0;3;2;4;0;0;0;2;0;0;0;0;1;1
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;38;30;8;0;0;9;10;4;1;4;0;0;2;0;0;1;3;0;0;0;3;0;1
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;42;15;27;0;0;2;2;3;0;2;2;1;3;0;0;1;3;4;1;2;3;2;11
Région Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;44;27;17;0;0;3;2;4;3;2;3;1;9;0;0;0;1;3;1;1;4;2;5
Région Région de Bruxelles-capitale;MEDECINE INTERNE;322;124;198;0;0;21;32;17;18;9;8;7;12;0;1;13;17;15;18;19;17;19;79
Région Région de Bruxelles-capitale;RHUMATOLOGIE;41;18;23;0;0;0;4;3;2;1;3;3;2;0;0;0;1;0;2;3;3;5;9
Région Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;87;49;38;0;0;10;9;11;5;5;3;2;4;0;0;3;12;9;2;4;1;4;3
Région Région de Bruxelles-capitale;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;21;10;11;0;0;3;3;2;0;2;0;0;0;0;0;1;4;2;2;1;1;0;0
Région Région de Bruxelles-capitale;MEDECINE AIGUE;40;18;22;0;0;3;1;5;4;2;1;2;0;0;1;2;1;3;4;4;2;3;2
Région Région de Bruxelles-capitale;GERIATRIE;27;18;9;0;0;3;7;1;4;1;1;1;0;0;0;0;1;1;0;2;3;0;2
Région Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;50;18;32;0;0;0;0;2;3;0;6;6;1;0;0;0;0;1;1;3;11;7;9
Région Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;46;24;22;0;0;6;7;2;2;2;2;1;2;0;0;1;2;4;2;3;2;4;4
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;12;7;5;0;0;0;0;0;5;0;2;0;0;0;0;0;1;0;0;2;1;1;0
Prov Brabant flamand;MEDECINE DU TRAVAIL;204;108;96;0;0;2;9;28;19;20;14;9;7;0;0;0;3;7;7;12;22;19;26
Prov Brabant flamand;ANESTHESIE-REANIMATION;325;143;182;0;0;25;21;22;26;12;14;7;16;0;0;11;26;24;26;29;25;19;22
Prov Brabant flamand;CHIRURGIE;253;47;206;0;0;5;16;10;10;0;3;1;2;0;0;11;22;19;22;25;20;30;57
Prov Brabant flamand;NEUROCHIRURGIE;28;3;25;0;0;1;0;0;2;0;0;0;0;0;0;0;4;6;2;4;3;1;5
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;36;12;24;0;0;1;2;4;3;1;0;1;0;0;0;1;2;2;4;7;2;4;2
Prov Brabant flamand;NEUROLOGIE;76;35;41;0;1;4;7;2;10;4;3;2;2;0;0;0;6;6;4;4;6;7;8
Prov Brabant flamand;PSYCHIATRIE;77;41;36;0;0;0;0;5;16;13;5;1;1;0;0;0;1;2;5;11;7;5;5
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;225;116;109;0;0;13;28;23;19;13;9;5;6;0;0;3;5;8;11;9;22;12;39
Prov Brabant flamand;OPHTALMOLOGIE;186;122;64;0;3;13;17;15;18;13;13;10;20;0;3;1;7;7;4;9;9;10;14
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;91;39;52;0;0;4;8;4;8;8;2;4;1;0;0;4;4;6;1;7;9;7;14
Prov Brabant flamand;UROLOGIE;57;9;48;0;0;4;2;0;2;1;0;0;0;0;0;5;3;5;4;7;7;5;12
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;150;20;130;0;0;2;3;5;2;5;0;2;1;0;0;9;16;15;20;19;18;16;17
Prov Brabant flamand;STOMATOLOGIE;45;16;29;0;0;4;3;3;1;0;1;1;3;0;0;0;5;2;3;6;1;2;10
Prov Brabant flamand;DERMATO-VENEREOLOGIE;123;91;32;0;4;10;15;17;9;9;7;13;7;0;0;2;0;3;8;3;2;0;14
Prov Brabant flamand;PNEUMOLOGIE;80;38;42;0;0;5;13;9;3;4;2;1;1;0;0;2;2;7;3;6;9;6;7
Prov Brabant flamand;GASTRO-ENTEROLOGIE;97;31;66;0;0;6;6;7;6;3;2;1;0;0;0;2;6;6;11;11;8;12;10
Prov Brabant flamand;PEDIATRIE;288;195;93;0;0;31;38;26;38;23;11;8;20;0;0;3;6;5;8;13;19;5;34
Prov Brabant flamand;CARDIOLOGIE;170;36;134;0;0;8;6;9;5;3;3;0;2;0;0;8;19;15;16;25;18;14;19
Prov Brabant flamand;NEUROPSYCHIATRIE;41;8;33;0;0;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;1;4;28
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;77;34;43;0;0;4;6;7;3;5;5;2;2;0;0;0;3;3;4;3;3;8;19
Prov Brabant flamand;BIOLOGIE CLINIQUE;124;50;74;0;0;4;5;4;6;5;11;6;9;0;0;0;4;3;4;8;9;18;28
Prov Brabant flamand;RADIODIAGNOSTIC;273;94;179;0;0;12;9;19;14;20;6;7;7;0;1;10;19;17;19;31;24;23;35
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;33;20;13;0;0;2;2;5;4;5;2;0;0;0;0;0;2;1;1;3;3;2;1
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;67;58;9;0;0;9;14;17;4;4;1;5;4;0;0;0;0;2;1;1;3;1;1
Prov Brabant flamand;MEDECINE NUCLEAIRE;47;22;25;0;0;5;6;1;4;3;1;2;0;0;0;1;2;2;3;6;1;2;8
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;62;36;26;0;0;3;10;5;3;5;4;4;2;0;0;0;2;2;1;1;5;4;11
Prov Brabant flamand;MEDECINE INTERNE;285;107;178;0;0;21;23;23;12;8;14;2;4;0;0;6;11;23;17;21;15;15;70
Prov Brabant flamand;RHUMATOLOGIE;30;11;19;0;0;0;3;1;5;1;0;0;1;0;0;0;1;2;3;1;2;1;9
