Gebied-Specialiteit;Unnamed: 1;Unnamed: 2;Totaal;Geslacht;Unnamed: 5;Vrouw;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Man;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;West-Vlaanderen;Ziekenhuisapothekers;108.0;94;14;0;20;18;21;9;10;7;7;1;1;0;2;2;4;0;2;0;2;1;1
;Oost-Vlaanderen;Ziekenhuisapothekers;196.0;176;20;0;23;45;40;28;14;13;11;2;0;0;2;3;5;3;5;0;1;1;0
;Antwerpen;Ziekenhuisapothekers;178.0;159;19;0;20;37;25;27;7;19;15;7;2;0;3;3;3;0;3;0;5;2;0
;Limburg;Ziekenhuisapothekers;60.0;54;6;0;8;13;8;5;4;8;6;1;1;0;3;0;1;0;1;1;0;0;0
;Waals Brabant;Ziekenhuisapothekers;57.0;52;5;0;3;8;13;8;8;5;2;3;2;0;0;3;1;0;0;0;0;1;0
;Henegouwen;Ziekenhuisapothekers;101.0;88;13;0;15;18;13;13;10;4;8;6;1;0;1;6;0;1;1;1;2;1;0
;Luik;Ziekenhuisapothekers;110.0;84;26;0;12;18;16;8;10;12;4;3;1;0;3;7;9;0;1;4;2;0;0
;Namen;Ziekenhuisapothekers;63.0;57;6;0;8;11;15;7;3;7;2;4;0;0;1;1;1;0;1;1;0;1;0
;Luxemburg;Ziekenhuisapothekers;21.0;17;4;0;6;3;2;3;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0
;"Brussels Hoofdstedelijk
Gewest";Ziekenhuisapothekers;73.0;57;16;0;9;15;10;6;10;5;2;0;0;0;1;3;3;4;0;1;2;2;0
