Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Brabant Wallon;"Sans qualification
professionnelle particulière
(QPP)";2203.0;1400;803;101;205;143;72;148;120;98;164;139;210;36;133;84;40;79;88;62;86;75;120
;Hainaut;"Sans qualification
professionnelle particulière
(QPP)";3978.0;2049;1929;123;345;208;133;191;192;211;195;162;289;80;299;189;61;164;197;168;181;182;408
;Liège;"Sans qualification
professionnelle particulière
(QPP)";3743.0;2144;1599;162;365;249;130;235;186;205;193;187;232;79;284;138;64;162;158;148;151;153;262
;Namur;"Sans qualification
professionnelle particulière
(QPP)";1878.0;1059;819;89;179;124;74;90;86;119;94;82;122;45;126;70;35;72;99;70;72;84;146
;Luxembourg;"Sans qualification
professionnelle particulière
(QPP)";1270.0;757;513;78;147;121;61;93;65;50;64;26;52;47;108;72;33;50;43;38;37;31;54
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";2884.0;1662;1222;135;366;184;75;93;99;106;137;141;326;68;297;185;84;72;76;68;71;98;203
;Belgique;"Kinésithérapie
cardiovasculaire";159.0;93;66;0;12;11;10;15;17;14;12;2;0;0;5;5;8;10;7;8;12;8;3
;;Thérapie manuelle;1508.0;797;711;0;130;274;149;93;58;41;29;14;9;0;70;160;101;96;89;53;61;47;34
;;"Kinésithérapie
neurologique";380.0;288;92;1;35;59;51;44;26;36;21;14;1;0;3;10;11;23;14;15;7;4;5
;;Kinésithérapie pédiatrique;718.0;657;61;0;61;150;125;108;70;49;59;23;12;0;1;10;6;12;7;8;6;7;4
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";453.0;434;19;0;6;57;59;79;72;64;52;38;7;0;0;0;2;0;4;2;4;3;4
;;Kinésithérapie respiratoire;240.0;161;79;1;19;33;23;24;21;15;14;7;4;0;4;13;9;12;12;5;11;7;6
;"Région
flamande";"Kinésithérapie
cardiovasculaire";95.0;54;41;0;8;9;5;5;12;8;6;1;0;0;2;1;5;6;4;4;9;7;3
;;Thérapie manuelle;1304.0;714;590;0;120;240;139;80;57;36;24;11;7;0;55;117;91;78;78;47;52;44;28
;;"Kinésithérapie
neurologique";255.0;196;59;1;29;41;38;25;18;24;10;9;1;0;2;6;8;13;12;9;6;1;2
;;Kinésithérapie pédiatrique;564.0;524;40;0;54;117;101;87;57;38;43;17;10;0;1;4;4;8;3;7;3;6;4
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";308.0;299;9;0;3;36;43;52;53;46;36;25;5;0;0;0;0;0;2;0;3;2;2
;;Kinésithérapie respiratoire;164.0;117;47;1;14;22;15;15;17;13;11;5;4;0;4;5;5;7;6;5;7;5;3
;"Région
wallonne";"Kinésithérapie
cardiovasculaire";48.0;32;16;0;3;1;4;10;3;5;6;0;0;0;2;2;2;2;2;3;2;1;0
;;Thérapie manuelle;159.0;66;93;0;9;27;5;12;0;5;4;2;2;0;12;29;8;15;11;3;6;3;6
;;"Kinésithérapie
neurologique";103.0;77;26;0;3;17;7;16;8;11;10;5;0;0;1;2;3;7;1;6;1;2;3
;;Kinésithérapie pédiatrique;115.0;101;14;0;6;23;16;16;12;10;14;2;2;0;0;3;2;3;3;1;1;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";123.0;116;7;0;2;18;15;25;17;13;15;9;2;0;0;0;2;0;0;2;1;1;1
;;Kinésithérapie respiratoire;53.0;30;23;0;3;8;4;7;2;2;3;1;0;0;0;5;2;3;6;0;3;2;2
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";16.0;7;9;0;1;1;1;0;2;1;0;1;0;0;1;2;1;2;1;1;1;0;0
;;Thérapie manuelle;45.0;17;28;0;1;7;5;1;1;0;1;1;0;0;3;14;2;3;0;3;3;0;0
;;"Kinésithérapie
neurologique";22.0;15;7;0;3;1;6;3;0;1;1;0;0;0;0;2;0;3;1;0;0;1;0
;;Kinésithérapie pédiatrique;39.0;32;7;0;1;10;8;5;1;1;2;4;0;0;0;3;0;1;1;0;2;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";22.0;19;3;0;1;3;1;2;2;5;1;4;0;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;23.0;14;9;0;2;3;4;2;2;0;0;1;0;0;0;3;2;2;0;0;1;0;1
;"Brabant
flamand";"Kinésithérapie
cardiovasculaire";24.0;14;10;0;3;3;2;1;2;1;1;1;0;0;1;1;2;1;2;0;2;1;0
;;Thérapie manuelle;243.0;138;105;0;19;40;32;15;14;9;5;4;0;0;8;27;14;14;11;10;7;10;4
;;"Kinésithérapie
neurologique";76.0;53;23;0;11;10;8;8;9;6;1;0;0;0;0;2;4;5;5;4;3;0;0
;;Kinésithérapie pédiatrique;98.0;91;7;0;8;22;16;18;8;5;6;6;2;0;1;2;0;2;0;1;0;0;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";61.0;60;1;0;2;10;9;13;9;7;4;6;0;0;0;0;0;0;0;0;0;1;0
;;Kinésithérapie respiratoire;35.0;31;4;0;3;8;5;3;5;4;2;1;0;0;0;0;0;1;1;0;1;0;1
;"Flandre
occidentale";"Kinésithérapie
cardiovasculaire";8.0;2;6;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;2;0
;;Thérapie manuelle;296.0;156;140;0;37;55;27;18;8;7;2;1;1;0;13;22;25;24;16;13;10;7;10
;;"Kinésithérapie
neurologique";50.0;38;12;0;5;6;3;4;3;7;6;4;0;0;1;0;1;6;0;3;1;0;0
;;Kinésithérapie pédiatrique;100.0;93;7;0;10;14;15;14;14;12;7;3;4;0;0;0;1;1;2;1;0;1;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";82.0;78;4;0;1;11;10;17;14;7;11;6;1;0;0;0;0;0;1;0;1;1;1
;;Kinésithérapie respiratoire;31.0;23;8;0;1;1;6;4;3;2;3;2;1;0;1;0;1;1;1;1;1;1;1
;"Flandre
orientale";"Kinésithérapie
cardiovasculaire";28.0;20;8;0;3;4;1;3;5;3;1;0;0;0;0;0;1;1;1;0;3;2;0
;;Thérapie manuelle;310.0;185;125;0;25;70;39;26;15;4;3;1;2;0;11;25;23;16;17;11;10;6;6
;;"Kinésithérapie
neurologique";47.0;36;11;0;2;10;12;5;3;3;0;1;0;0;0;1;1;2;4;0;2;0;1
;;Kinésithérapie pédiatrique;170.0;157;13;0;20;36;31;28;17;11;11;2;1;0;0;1;1;3;0;2;2;3;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";79.0;78;1;0;0;6;12;10;18;16;8;5;3;0;0;0;0;0;0;0;1;0;0
;;Kinésithérapie respiratoire;46.0;26;20;1;4;1;1;5;3;5;3;2;1;0;3;3;2;3;1;2;3;2;1
;Anvers;"Kinésithérapie
cardiovasculaire";19.0;10;9;0;0;1;2;1;2;1;3;0;0;0;0;0;1;1;0;2;1;2;2
;;Thérapie manuelle;325.0;176;149;0;31;55;31;15;17;11;11;3;2;0;17;28;22;13;20;7;23;16;3
;;"Kinésithérapie
neurologique";52.0;42;10;0;6;8;11;6;2;4;2;3;0;0;0;3;0;0;3;2;0;1;1
;;Kinésithérapie pédiatrique;122.0;116;6;0;11;29;26;19;11;4;11;3;2;0;0;1;1;0;0;3;0;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";55.0;54;1;0;0;5;6;8;10;11;10;4;0;0;0;0;0;0;1;0;0;0;0
;;Kinésithérapie respiratoire;36.0;28;8;0;5;9;2;2;5;0;3;0;2;0;0;2;1;2;1;0;1;1;0
;Limbourg;"Kinésithérapie
cardiovasculaire";16.0;8;8;0;2;1;0;0;2;2;1;0;0;0;0;0;1;2;1;1;2;0;1
;;Thérapie manuelle;130.0;59;71;0;8;20;10;6;3;5;3;2;2;0;6;15;7;11;14;6;2;5;5
;;"Kinésithérapie
neurologique";30.0;27;3;1;5;7;4;2;1;4;1;1;1;0;1;0;2;0;0;0;0;0;0
;;Kinésithérapie pédiatrique;74.0;67;7;0;5;16;13;8;7;6;8;3;1;0;0;0;1;2;1;0;1;1;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";31.0;29;2;0;0;4;6;4;2;5;3;4;1;0;0;0;0;0;0;0;1;0;1
;;Kinésithérapie respiratoire;16.0;9;7;0;1;3;1;1;1;2;0;0;0;0;0;0;1;0;2;2;1;1;0
;Brabant Wallon;"Kinésithérapie
cardiovasculaire";11.0;7;4;0;0;1;2;2;0;2;0;0;0;0;1;1;0;0;0;1;1;0;0
;;Thérapie manuelle;49.0;21;28;0;5;8;0;1;0;2;3;1;1;0;5;10;1;5;2;1;0;1;3
;;"Kinésithérapie
neurologique";31.0;26;5;0;1;6;2;5;4;3;3;2;0;0;0;0;1;2;0;1;0;0;1
;;Kinésithérapie pédiatrique;44.0;40;4;0;1;9;8;1;3;6;10;1;1;0;0;0;1;2;0;0;1;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";35.0;32;3;0;0;6;5;9;5;1;1;4;1;0;0;0;2;0;0;1;0;0;0
;;Kinésithérapie respiratoire;15.0;9;6;0;0;3;2;2;1;1;0;0;0;0;0;1;2;1;2;0;0;0;0
;Hainaut;"Kinésithérapie
cardiovasculaire";8.0;3;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;1;1;0;1;0
;;Thérapie manuelle;33.0;13;20;0;2;4;2;3;0;1;1;0;0;0;3;8;2;3;2;0;1;0;1
;;"Kinésithérapie
neurologique";19.0;12;7;0;0;2;1;4;1;2;2;0;0;0;0;1;2;0;1;1;0;1;1
;;Kinésithérapie pédiatrique;24.0;18;6;0;2;5;1;3;2;3;2;0;0;0;0;2;0;1;2;0;0;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";36.0;33;3;0;0;3;2;9;5;6;7;0;1;0;0;0;0;0;0;1;1;1;0
;;Kinésithérapie respiratoire;9.0;3;6;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1
;Liège;"Kinésithérapie
cardiovasculaire";16.0;11;5;0;2;0;2;3;2;0;2;0;0;0;1;1;1;0;1;1;0;0;0
;;Thérapie manuelle;51.0;24;27;0;2;11;2;5;0;2;0;1;1;0;1;6;1;7;5;0;4;1;2
;;"Kinésithérapie
neurologique";47.0;34;13;0;2;8;2;7;3;5;4;3;0;0;1;1;0;4;0;4;1;1;1
;;Kinésithérapie pédiatrique;26.0;24;2;0;2;5;6;4;4;1;1;1;0;0;0;0;1;0;0;1;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";36.0;36;0;0;0;7;2;6;6;4;6;5;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;19.0;11;8;0;1;2;1;3;0;1;2;1;0;0;0;1;0;1;3;0;2;1;0
;Namur;"Kinésithérapie
cardiovasculaire";12.0;10;2;0;1;0;0;3;1;2;3;0;0;0;0;0;1;0;0;0;1;0;0
;;Thérapie manuelle;15.0;4;11;0;0;1;1;2;0;0;0;0;0;0;2;3;3;0;1;1;0;1;0
;;"Kinésithérapie
neurologique";5.0;4;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
;;Kinésithérapie pédiatrique;17.0;15;2;0;1;4;0;6;2;0;1;0;1;0;0;1;0;0;1;0;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";10.0;9;1;0;0;1;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;;Kinésithérapie respiratoire;8.0;6;2;0;2;1;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0
;Luxembourg;"Kinésithérapie
cardiovasculaire";1.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Thérapie manuelle;11.0;4;7;0;0;3;0;1;0;0;0;0;0;0;1;2;1;0;1;1;1;0;0
;;"Kinésithérapie
neurologique";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie pédiatrique;4.0;4;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";6.0;6;0;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";16.0;7;9;0;1;1;1;0;2;1;0;1;0;0;1;2;1;2;1;1;1;0;0
;;Thérapie manuelle;45.0;17;28;0;1;7;5;1;1;0;1;1;0;0;3;14;2;3;0;3;3;0;0
;;"Kinésithérapie
neurologique";22.0;15;7;0;3;1;6;3;0;1;1;0;0;0;0;2;0;3;1;0;0;1;0
;;Kinésithérapie pédiatrique;39.0;32;7;0;1;10;8;5;1;1;2;4;0;0;0;3;0;1;1;0;2;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";22.0;19;3;0;1;3;1;2;2;5;1;4;0;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;23.0;14;9;0;2;3;4;2;2;0;0;1;0;0;0;3;2;2;0;0;1;0;1
