territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région de Bruxelles Capitale;Orthopédagogue clinicien;10;10;0;0;5;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Orthopédagogue clinicien;202;186;16;6;46;42;23;28;12;14;9;6;0;1;2;2;2;2;1;0;3;2;1
Flandre occidentale;Orthopédagogue clinicien;158;143;15;15;38;32;19;21;8;4;3;2;1;2;2;2;1;3;1;0;2;0;2
Flandre orientale;Orthopédagogue clinicien;278;248;30;29;63;63;31;28;19;6;5;3;1;3;3;7;2;5;3;2;2;1;2
Anvers;Orthopédagogue clinicien;235;219;16;17;66;43;35;29;12;9;3;4;1;1;3;1;1;4;0;2;1;3;0
Limbourg;Orthopédagogue clinicien;147;140;7;8;41;30;21;15;9;3;6;7;0;0;2;1;1;0;0;2;1;0;0
Brabant Wallon;Orthopédagogue clinicien;4;4;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Orthopédagogue clinicien;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liège;Orthopédagogue clinicien;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Orthopédagogue clinicien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Orthopédagogue clinicien;10;10;0;0;5;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
