gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
België;Pediatrie;2016;1348;668;1;201;177;213;192;151;134;69;210;0;36;32;45;41;59;43;73;339
België;Fysische geneeskunde en revalidatie;615;289;326;0;44;25;44;40;42;38;24;32;0;24;24;21;24;21;43;43;126
België;Klinische biologie;725;354;371;0;21;23;36;41;35;37;43;118;0;9;15;16;15;26;39;52;199
België;Rontgendiagnose;1923;582;1341;0;76;81;78;72;91;75;41;68;0;111;92;107;101;132;211;179;408
België;Radiotherapie - oncologie;254;144;110;0;17;20;21;26;18;17;11;14;0;11;11;17;12;11;11;20;17
België;Nucleaire geneeskunde;355;128;227;0;11;17;18;13;19;26;8;16;0;15;10;11;20;16;25;19;111
België;Pathologische anatomie;417;229;188;0;24;27;29;35;31;27;20;36;0;15;6;20;18;10;22;25;72
België;Medische oncologie;304;171;133;0;30;36;24;28;22;12;8;11;0;15;7;9;22;23;20;12;25
België;Klinische genetica;73;45;28;0;0;4;8;14;6;5;3;5;0;0;2;6;6;5;4;3;2
België;Arbeidsgeneeskunde;1186;652;534;0;9;15;88;154;89;111;92;94;0;5;3;34;43;28;83;89;249
België;Verzekeringsgeneeskunde en medische expertise;638;197;441;0;0;2;5;23;37;31;55;44;0;0;0;3;13;26;74;104;221
Vlaams Gewest;Alle specialiteiten;16132;6777;9355;19;987;919;1101;1108;863;677;437;666;3;646;605;859;951;878;1221;1165;3027
Vlaams Gewest;Geriatrie;220;130;90;0;26;15;19;30;16;9;8;7;0;5;8;5;6;7;12;17;30
Vlaams Gewest;Urgentiegeneeskunde;119;67;52;0;26;26;6;5;3;1;0;0;0;26;11;6;6;1;1;1;0
Vlaams Gewest;Gerechtelijke geneeskunde;6;2;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1
Vlaams Gewest;Beheer van gezondheidsgegevens;26;9;17;0;0;0;0;1;0;5;2;1;0;0;0;0;3;3;1;7;3
Vlaams Gewest;Anesthesie-reanimatie;1572;654;918;1;115;85;95;98;91;63;38;68;2;113;77;106;113;114;117;99;177
Vlaams Gewest;Heelkunde;1002;214;788;0;41;38;44;38;17;10;11;15;0;42;67;73;84;80;85;94;263
Vlaams Gewest;Neurochirurgie;160;18;142;0;5;3;0;5;4;1;0;0;0;10;17;24;20;14;11;14;32
Vlaams Gewest;Plastische, reconstructieve en esthetische heelkunde;167;40;127;0;4;10;2;6;3;4;7;4;0;5;8;18;14;17;23;9;33
Vlaams Gewest;Urologie;315;49;266;0;14;12;8;4;7;2;2;0;0;24;28;23;38;19;35;27;72
Vlaams Gewest;Orthopedische heelkunde;755;81;674;0;21;14;9;10;13;8;2;4;0;54;55;87;71;71;98;86;152
Vlaams Gewest;Neurologie;357;176;181;0;35;40;30;18;27;9;8;9;0;17;12;21;26;13;26;24;42
Vlaams Gewest;Psychiatrie;267;138;129;0;0;0;2;28;58;38;5;7;0;0;0;3;24;42;35;10;15
Vlaams Gewest;Neuropsychiatrie;122;26;96;0;0;0;0;0;0;3;6;17;0;0;0;0;0;0;0;9;87
Vlaams Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;262;217;45;0;30;40;57;44;11;11;5;19;0;3;5;6;8;1;6;4;12
Vlaams Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;582;258;324;0;33;51;68;35;7;8;18;38;0;20;12;31;36;2;13;50;160
Vlaams Gewest;Pneumologie;352;154;198;0;24;32;42;25;12;11;4;4;0;18;13;16;18;17;29;38;49
Vlaams Gewest;Gastro-enterologie;438;155;283;0;31;39;30;26;13;6;5;5;0;22;20;35;30;29;43;38;66
Vlaams Gewest;Cardiologie;676;129;547;0;15;29;23;26;17;9;3;7;0;38;51;77;67;67;66;56;125
Vlaams Gewest;Inwendige geneeskunde;943;375;568;1;58;70;76;64;32;27;29;18;0;29;30;30;57;49;61;38;274
Vlaams Gewest;Reumatologie;145;65;80;0;8;9;9;10;10;7;5;7;0;2;6;7;5;5;8;9;38
Vlaams Gewest;Acute geneeskunde;140;57;83;1;7;7;12;14;8;3;4;1;0;4;8;14;18;21;8;7;3
Vlaams Gewest;Gynaecologie-verloskunde;875;471;404;0;105;60;88;73;63;37;25;20;0;11;13;23;30;34;58;54;181
Vlaams Gewest;Oftalmologie;759;478;281;8;56;45;60;65;54;55;41;94;1;12;13;21;21;21;36;31;125
Vlaams Gewest;Otorhinolaryngologie;416;182;234;1;29;30;27;21;27;20;11;16;0;12;15;16;26;16;28;43;78
Vlaams Gewest;Stomatologie;231;57;174;0;11;9;9;13;5;2;5;3;0;19;15;25;18;17;22;19;39
Vlaams Gewest;Dermato-venereologie;498;363;135;6;48;33;55;57;50;33;23;58;0;7;9;6;13;9;19;17;55
Vlaams Gewest;Pediatrie;999;666;333;1;102;85;103;106;87;73;30;79;0;21;12;23;20;30;24;45;158
Vlaams Gewest;Fysische geneeskunde en revalidatie;373;165;208;0;26;13;26;23;24;25;17;11;0;19;16;11;19;14;31;20;78
Vlaams Gewest;Klinische biologie;380;174;206;0;9;16;25;29;21;20;15;39;0;7;9;11;12;22;24;30;91
Vlaams Gewest;Rontgendiagnose;1067;298;769;0;44;42;40;49;45;36;14;28;0;70;51;70;66;73;138;105;196
Vlaams Gewest;Radiotherapie - oncologie;157;87;70;0;13;9;19;17;14;10;3;2;0;7;7;12;5;6;10;15;8
Vlaams Gewest;Nucleaire geneeskunde;179;62;117;0;8;11;10;7;13;7;2;4;0;9;5;7;11;11;15;9;50
Vlaams Gewest;Pathologische anatomie;261;132;129;0;14;17;23;21;18;15;12;12;0;7;4;16;16;7;13;15;51
Vlaams Gewest;Medische oncologie;147;89;58;0;19;14;17;16;9;8;4;2;0;9;3;4;11;11;9;3;8
Vlaams Gewest;Klinische genetica;46;27;19;0;0;1;5;9;2;5;3;2;0;0;2;3;3;5;2;3;1
Vlaams Gewest;Arbeidsgeneeskunde;776;408;368;0;8;12;59;99;58;74;48;50;0;4;2;28;30;15;67;63;159
Vlaams Gewest;Verzekeringsgeneeskunde en medische expertise;342;104;238;0;0;2;3;16;24;22;22;15;0;0;0;1;6;15;46;55;115
Waals Gewest;Alle specialiteiten;9527;4011;5516;9;428;528;536;621;491;405;340;653;5;257;324;404;511;543;695;687;2090
Waals Gewest;Geriatrie;115;85;30;0;18;13;15;17;9;8;1;4;0;1;2;3;4;2;2;6;10
Waals Gewest;Urgentiegeneeskunde;89;32;57;0;11;14;3;2;2;0;0;0;0;9;17;8;11;6;3;2;1
Waals Gewest;Gerechtelijke geneeskunde;8;2;6;0;0;0;1;1;0;0;0;0;0;0;2;3;0;0;0;0;1
Waals Gewest;Beheer van gezondheidsgegevens;21;7;14;0;0;0;0;0;2;3;2;0;0;0;0;0;1;2;5;3;3
Waals Gewest;Anesthesie-reanimatie;866;330;536;2;31;52;44;65;32;25;13;66;0;41;49;62;69;60;72;66;117
Waals Gewest;Heelkunde;589;117;472;0;13;21;13;21;15;13;14;7;0;13;23;37;40;38;61;63;197
Waals Gewest;Neurochirurgie;68;11;57;0;2;3;1;1;1;2;1;0;0;8;4;4;9;5;8;7;12
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;80;23;57;0;3;4;3;4;2;4;2;1;0;5;10;8;3;9;10;3;9
Waals Gewest;Urologie;150;22;128;0;3;2;7;2;3;2;3;0;0;9;13;11;16;12;11;11;45
Waals Gewest;Orthopedische heelkunde;400;42;358;0;6;9;5;10;1;4;4;3;0;15;37;28;33;42;49;44;110
Waals Gewest;Neurologie;216;102;114;0;8;19;19;19;13;10;6;8;0;9;6;11;11;17;18;16;26
Waals Gewest;Psychiatrie;426;184;242;0;1;9;10;32;37;22;29;44;0;0;5;5;22;19;28;29;134
Waals Gewest;Neuropsychiatrie;65;14;51;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;2;2;47
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;74;54;20;0;8;16;9;12;3;0;1;5;0;2;1;5;3;3;1;1;4
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;145;91;54;0;13;19;24;24;5;1;3;2;0;5;9;16;9;9;1;1;4
Waals Gewest;Pneumologie;225;90;135;0;9;13;20;18;9;5;4;12;0;7;6;13;15;15;19;22;38
Waals Gewest;Gastro-enterologie;266;89;177;0;14;22;12;9;8;9;5;10;0;6;4;16;19;22;28;24;58
Waals Gewest;Cardiologie;441;117;324;0;17;19;20;17;15;12;10;7;0;16;18;27;35;34;45;37;112
Waals Gewest;Inwendige geneeskunde;668;255;413;0;38;35;52;41;35;15;13;26;1;15;18;25;48;40;66;50;150
Waals Gewest;Reumatologie;99;49;50;0;3;7;4;9;7;6;1;12;0;2;1;2;2;3;9;7;24
Waals Gewest;Acute geneeskunde;136;60;76;0;0;1;6;22;15;6;8;2;0;1;2;2;16;20;18;8;9
Waals Gewest;Gynaecologie-verloskunde;598;326;272;0;50;47;45;43;45;30;28;38;0;9;10;13;24;25;30;41;120
Waals Gewest;Oftalmologie;382;222;160;2;23;24;26;21;20;25;18;63;4;14;10;14;11;19;14;19;55
Waals Gewest;Otorhinolaryngologie;261;122;139;1;11;20;15;17;22;14;10;12;0;7;4;6;12;9;22;16;63
Waals Gewest;Stomatologie;99;23;76;0;4;0;6;4;2;1;2;4;0;5;6;3;5;9;6;6;36
Waals Gewest;Dermato-venereologie;266;187;79;4;20;23;20;21;26;21;14;38;0;2;4;4;4;5;10;9;41
Waals Gewest;Pediatrie;680;446;234;0;66;62;66;63;46;38;28;77;0;10;11;16;15;20;16;20;126
Waals Gewest;Fysische geneeskunde en revalidatie;200;98;102;0;12;11;13;14;14;9;7;18;0;5;7;10;4;7;11;16;42
Waals Gewest;Klinische biologie;243;123;120;0;6;4;9;8;7;12;18;59;0;1;4;3;2;2;10;16;82
Waals Gewest;Rontgendiagnose;643;195;448;0;22;25;25;22;27;33;16;25;0;27;30;27;29;46;60;58;171
Waals Gewest;Radiotherapie - oncologie;74;39;35;0;4;7;2;4;2;6;6;8;0;2;3;5;7;5;1;4;8
Waals Gewest;Nucleaire geneeskunde;130;51;79;0;2;3;5;5;6;17;4;9;0;1;2;3;4;5;8;8;48
Waals Gewest;Pathologische anatomie;107;65;42;0;3;7;4;10;10;11;5;15;0;5;2;3;1;2;7;7;15
Waals Gewest;Medische oncologie;100;52;48;0;7;12;2;9;11;2;3;6;0;4;3;3;5;9;8;6;10
Waals Gewest;Klinische genetica;18;11;7;0;0;2;3;2;3;0;0;1;0;0;0;2;3;0;2;0;0
Waals Gewest;Arbeidsgeneeskunde;330;200;130;0;0;3;25;48;25;30;34;35;0;1;1;5;13;13;10;18;69
Waals Gewest;Verzekeringsgeneeskunde en medische expertise;249;75;174;0;0;0;2;4;11;9;26;23;0;0;0;1;6;9;24;41;93
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;3901;1903;1998;7;266;266;269;189;189;173;172;372;5;160;141;164;165;166;200;227;770
Brussels Hoofdstedelijk Gewest;Geriatrie;33;23;10;0;3;6;7;2;2;1;2;0;0;0;1;1;1;1;1;3;2
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;46;24;22;0;8;9;3;1;1;2;0;0;0;4;7;6;1;2;1;1;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;2;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;285;143;142;0;27;18;16;14;14;9;14;31;0;23;20;15;16;22;12;11;23
Brussels Hoofdstedelijk Gewest;Heelkunde;210;55;155;0;9;9;7;7;3;4;8;8;0;14;12;10;11;17;13;12;66
Brussels Hoofdstedelijk Gewest;Neurochirurgie;22;3;19;0;1;1;0;1;0;0;0;0;0;1;3;1;3;1;0;4;6
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;39;10;29;0;2;2;3;0;0;1;1;1;0;1;2;3;6;2;1;4;10
Brussels Hoofdstedelijk Gewest;Urologie;47;5;42;0;1;1;2;1;0;0;0;0;0;7;3;3;3;1;5;3;17
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;121;21;100;0;4;4;1;1;4;3;1;3;0;12;8;10;9;6;11;9;35
Brussels Hoofdstedelijk Gewest;Neurologie;86;47;39;0;7;7;10;4;7;4;5;3;1;5;4;5;7;7;5;2;3
Brussels Hoofdstedelijk Gewest;Psychiatrie;258;111;147;0;0;1;4;12;15;31;14;34;0;0;0;2;11;10;17;25;82
Brussels Hoofdstedelijk Gewest;Neuropsychiatrie;34;12;22;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;22
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;52;36;16;0;4;15;7;3;3;2;0;2;0;6;2;4;0;0;0;3;1
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;105;63;42;0;13;12;8;10;6;5;3;6;0;5;5;16;6;1;3;3;3
Brussels Hoofdstedelijk Gewest;Pneumologie;72;34;38;0;6;8;6;5;3;1;1;4;0;2;1;5;1;3;6;6;14
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;104;38;66;0;5;4;7;7;3;4;1;7;0;4;6;8;5;6;6;6;25
Brussels Hoofdstedelijk Gewest;Cardiologie;198;70;128;0;6;14;13;6;8;4;11;8;0;9;10;14;13;10;21;11;40
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;339;142;197;0;20;27;36;14;12;9;6;18;0;13;15;15;19;17;18;19;81
Brussels Hoofdstedelijk Gewest;Reumatologie;40;18;22;0;0;3;3;3;1;2;2;4;0;1;0;0;0;3;4;2;12
Brussels Hoofdstedelijk Gewest;Acute geneeskunde;36;20;16;1;2;4;1;3;4;1;2;2;0;0;1;1;1;3;4;2;4
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;294;182;112;0;36;34;19;17;11;18;20;27;0;4;5;9;8;9;7;13;57
Brussels Hoofdstedelijk Gewest;Oftalmologie;172;106;66;2;17;14;14;7;6;5;11;30;3;8;3;4;12;3;7;6;20
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;97;40;57;0;9;0;8;5;5;2;1;10;0;4;1;3;0;8;10;8;23
Brussels Hoofdstedelijk Gewest;Stomatologie;56;21;35;0;2;1;4;0;3;2;3;6;0;4;1;1;3;1;1;6;18
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;137;100;37;4;15;3;12;9;10;11;7;29;1;1;2;2;2;3;6;4;16
Brussels Hoofdstedelijk Gewest;Pediatrie;337;236;101;0;33;30;44;23;18;23;11;54;0;5;9;6;6;9;3;8;55
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;42;26;16;0;6;1;5;3;4;4;0;3;0;0;1;0;1;0;1;7;6
Brussels Hoofdstedelijk Gewest;Klinische biologie;102;57;45;0;6;3;2;4;7;5;10;20;0;1;2;2;1;2;5;6;26
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;213;89;124;0;10;14;13;1;19;6;11;15;0;14;11;10;6;13;13;16;41
Brussels Hoofdstedelijk Gewest;Radiotherapie - oncologie;23;18;5;0;0;4;0;5;2;1;2;4;0;2;1;0;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;46;15;31;0;1;3;3;1;0;2;2;3;0;5;3;1;5;0;2;2;13
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;49;32;17;0;7;3;2;4;3;1;3;9;0;3;0;1;1;1;2;3;6
Brussels Hoofdstedelijk Gewest;Medische oncologie;57;30;27;0;4;10;5;3;2;2;1;3;0;2;1;2;6;3;3;3;7
Brussels Hoofdstedelijk Gewest;Klinische genetica;9;7;2;0;0;1;0;3;1;0;0;2;0;0;0;1;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;80;44;36;0;1;0;4;7;6;7;10;9;0;0;0;1;0;0;6;8;21
Brussels Hoofdstedelijk Gewest;Verzekeringsgeneeskunde en medische expertise;47;18;29;0;0;0;0;3;2;0;7;6;0;0;0;1;1;2;4;8;13
Vlaams Brabant;Alle specialiteiten;4342;1998;2344;6;256;274;338;327;240;209;140;208;0;174;149;222;238;235;314;288;724
Vlaams Brabant;Geriatrie;48;34;14;0;3;5;6;8;5;2;3;2;0;1;1;1;2;1;2;2;4
Vlaams Brabant;Urgentiegeneeskunde;30;15;15;0;6;3;2;2;2;0;0;0;0;3;5;2;3;0;1;1;0
Vlaams Brabant;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vlaams Brabant;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;2;3
Vlaams Brabant;Anesthesie-reanimatie;368;161;207;0;22;24;24;22;23;12;14;20;0;31;17;25;24;23;35;22;30
Vlaams Brabant;Heelkunde;279;67;212;0;11;12;17;15;6;0;3;3;0;8;26;19;22;22;22;20;73
Vlaams Brabant;Neurochirurgie;35;4;31;0;2;1;0;1;0;0;0;0;0;3;4;4;5;3;3;2;7
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;37;12;25;0;2;2;1;4;2;1;0;0;0;1;1;2;4;5;5;1;6
Vlaams Brabant;Urologie;67;9;58;0;1;2;3;0;2;1;0;0;0;5;11;2;7;3;9;6;15
Vlaams Brabant;Orthopedische heelkunde;176;27;149;0;7;5;3;2;3;4;0;3;0;16;14;24;17;15;23;15;25
Vlaams Brabant;Neurologie;92;48;44;0;12;5;8;2;11;3;4;3;0;3;3;6;6;4;3;6;13
Vlaams Brabant;Psychiatrie;75;39;36;0;0;0;1;8;11;13;3;3;0;0;0;2;1;8;9;6;10
Vlaams Brabant;Neuropsychiatrie;33;6;27;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;1;26
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;76;66;10;0;9;10;16;16;2;4;1;8;0;1;0;0;2;1;3;1;2
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;145;67;78;0;7;10;23;11;1;4;4;7;0;6;3;10;6;1;2;9;41
Vlaams Brabant;Pneumologie;95;47;48;0;8;8;12;9;3;5;0;2;0;7;1;3;7;3;7;8;12
Vlaams Brabant;Gastro-enterologie;113;44;69;0;7;10;9;9;4;2;2;1;0;7;5;7;5;9;9;10;17
Vlaams Brabant;Cardiologie;187;36;151;0;3;7;8;8;4;2;2;2;0;12;16;22;13;21;21;17;29
Vlaams Brabant;Inwendige geneeskunde;281;116;165;0;15;22;20;24;10;7;13;5;0;9;7;8;25;15;19;14;68
Vlaams Brabant;Reumatologie;35;15;20;0;2;2;4;3;2;1;0;1;0;0;1;2;4;2;0;2;9
Vlaams Brabant;Acute geneeskunde;52;23;29;0;6;6;2;3;5;1;0;0;0;2;2;3;6;10;5;0;1
Vlaams Brabant;Gynaecologie-verloskunde;249;147;102;0;30;17;32;22;17;11;7;11;0;1;3;10;9;9;16;18;36
Vlaams Brabant;Oftalmologie;200;134;66;2;16;14;19;15;16;14;11;27;0;3;2;8;6;7;7;11;22
Vlaams Brabant;Otorhinolaryngologie;98;48;50;0;5;10;7;5;9;6;2;4;0;3;4;3;6;1;7;10;16
Vlaams Brabant;Stomatologie;52;18;34;0;2;4;3;3;1;0;2;3;0;6;1;6;2;2;5;0;12
Vlaams Brabant;Dermato-venereologie;141;108;33;4;11;12;19;18;10;10;6;18;0;2;2;1;5;6;4;2;11
Vlaams Brabant;Pediatrie;310;217;93;0;26;39;34;33;30;22;8;25;0;5;5;8;5;10;10;18;32
Vlaams Brabant;Fysische geneeskunde en revalidatie;89;41;48;0;6;4;7;7;2;7;4;4;0;5;1;3;3;3;3;3;27
Vlaams Brabant;Klinische biologie;123;52;71;0;3;3;5;7;4;6;8;16;0;3;1;4;2;6;6;11;38
Vlaams Brabant;Rontgendiagnose;303;106;197;0;15;13;11;18;15;17;6;11;0;23;11;20;20;20;33;19;51
Vlaams Brabant;Radiotherapie - oncologie;43;28;15;0;6;2;3;6;5;5;1;0;0;2;1;3;1;1;4;2;1
Vlaams Brabant;Nucleaire geneeskunde;50;24;26;0;2;7;4;1;6;2;0;2;0;1;0;3;3;4;5;2;8
Vlaams Brabant;Pathologische anatomie;69;41;28;0;3;6;10;6;2;6;5;3;0;2;0;4;1;3;1;5;12
Vlaams Brabant;Medische oncologie;45;25;20;0;4;5;4;2;3;5;1;1;0;3;0;2;4;4;3;1;3
Vlaams Brabant;Klinische genetica;22;13;9;0;0;1;2;5;1;3;1;0;0;0;1;0;0;4;1;2;1
Vlaams Brabant;Arbeidsgeneeskunde;213;115;98;0;3;2;18;27;18;17;16;14;0;0;0;5;9;4;19;20;41
Vlaams Brabant;Verzekeringsgeneeskunde en medische expertise;98;38;60;0;0;1;1;5;5;13;9;4;0;0;0;0;3;5;12;19;21
West-Vlaanderen;Alle specialiteiten;2596;910;1686;3;142;117;148;140;107;91;49;113;0;93;102;125;157;137;203;201;668
West-Vlaanderen;Geriatrie;44;25;19;0;7;2;5;5;1;2;1;2;0;1;2;1;1;0;3;2;9
West-Vlaanderen;Urgentiegeneeskunde;14;8;6;0;2;5;1;0;0;0;0;0;0;5;0;0;1;0;0;0;0
West-Vlaanderen;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
West-Vlaanderen;Anesthesie-reanimatie;295;104;191;1;17;9;16;15;17;11;6;12;0;19;11;19;26;23;24;18;51
West-Vlaanderen;Heelkunde;143;25;118;0;6;4;7;4;0;1;1;2;0;4;10;7;9;10;14;13;51
West-Vlaanderen;Neurochirurgie;24;2;22;0;0;1;0;1;0;0;0;0;0;1;4;2;4;1;1;4;5
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;26;6;20;0;1;3;0;0;0;1;0;1;0;0;1;4;4;1;4;0;6
West-Vlaanderen;Urologie;61;7;54;0;4;1;0;1;1;0;0;0;0;4;6;2;10;6;4;6;16
West-Vlaanderen;Orthopedische heelkunde;148;8;140;0;2;0;2;2;1;1;0;0;0;9;14;14;10;15;17;22;39
West-Vlaanderen;Neurologie;54;19;35;0;3;5;4;3;3;1;0;0;0;2;1;3;7;0;10;5;7
West-Vlaanderen;Psychiatrie;34;13;21;0;0;0;1;1;6;3;1;1;0;0;0;0;3;6;9;1;2
West-Vlaanderen;Neuropsychiatrie;23;3;20;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;20
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;25;20;5;0;3;2;6;2;0;1;0;6;0;0;0;0;1;0;0;1;3
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;83;34;49;0;5;9;9;1;0;0;3;7;0;5;1;2;5;0;4;4;28
West-Vlaanderen;Pneumologie;56;23;33;0;4;4;9;1;2;3;0;0;0;2;2;1;2;2;5;6;13
West-Vlaanderen;Gastro-enterologie;73;19;54;0;5;7;3;2;2;0;0;0;0;2;5;6;6;4;8;7;16
West-Vlaanderen;Cardiologie;96;12;84;0;1;3;3;1;2;1;0;1;0;5;8;4;15;8;6;9;29
West-Vlaanderen;Inwendige geneeskunde;117;35;82;0;4;9;9;6;2;3;2;0;0;3;2;5;8;8;4;5;47
West-Vlaanderen;Reumatologie;21;8;13;0;0;2;0;1;2;1;0;2;0;0;1;2;1;0;1;0;8
West-Vlaanderen;Acute geneeskunde;23;9;14;0;1;0;3;3;1;1;0;0;0;0;2;4;2;3;1;2;0
West-Vlaanderen;Gynaecologie-verloskunde;131;57;74;0;15;7;10;9;8;6;1;1;0;3;6;0;4;3;10;8;40
West-Vlaanderen;Oftalmologie;134;85;49;1;6;7;7;13;12;10;7;22;0;1;2;3;2;4;5;4;28
West-Vlaanderen;Otorhinolaryngologie;78;21;57;1;5;3;1;0;5;5;1;0;0;1;3;5;8;2;5;7;26
