territoire;specialite;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Région Flandre;PARODONTOLOGIE;18;11;7;9;2;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0
Région Flandre;ORTHODONTIE;24;19;5;7;11;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0
Région Wallonie;DENTISTERIE GENERALE;22;15;7;13;2;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0
Région Wallonie;PARODONTOLOGIE;4;1;3;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Région Wallonie;ORTHODONTIE;7;5;2;1;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;DENTISTERIE GENERALE;20;9;11;4;5;0;0;0;0;0;0;0;0;2;4;0;2;1;1;1;0;0;0
Région Région de Bruxelles-capitale;PARODONTOLOGIE;4;2;2;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;ORTHODONTIE;10;7;3;4;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Brabant flamand;DENTISTERIE GENERALE;17;10;7;4;4;1;0;1;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;PARODONTOLOGIE;4;1;3;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Brabant flamand;ORTHODONTIE;7;5;2;1;3;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Flandre occidentale;DENTISTERIE GENERALE;20;13;7;11;2;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0
Prov Flandre occidentale;PARODONTOLOGIE;5;4;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre occidentale;ORTHODONTIE;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;DENTISTERIE GENERALE;17;12;5;9;2;1;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0
Prov Flandre orientale;PARODONTOLOGIE;5;4;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Flandre orientale;ORTHODONTIE;9;6;3;0;6;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Anvers;DENTISTERIE GENERALE;20;11;9;7;3;0;1;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0
Prov Anvers;PARODONTOLOGIE;4;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Anvers;ORTHODONTIE;5;5;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;DENTISTERIE GENERALE;10;5;5;5;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0
Prov Limbourg;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;DENTISTERIE GENERALE;7;4;3;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Liège;DENTISTERIE GENERALE;11;7;4;6;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Prov Liège;PARODONTOLOGIE;4;1;3;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Liège;ORTHODONTIE;5;4;1;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Namur;DENTISTERIE GENERALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;ORTHODONTIE;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Luxembourg;DENTISTERIE GENERALE;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;20;9;11;4;5;0;0;0;0;0;0;0;0;2;4;0;2;1;1;1;0;0;0
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;4;2;2;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ORTHODONTIE;10;7;3;4;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
