Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;43;23;20;0;17;5;1;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0
Belgique;NEUROLOGIE;101;70;31;0;59;9;1;1;0;0;0;0;0;0;27;4;0;0;0;0;0;0;0
Belgique;GYNECOLOGIE-OBSTETRIQUE;230;194;36;2;155;28;8;0;0;1;0;0;0;0;25;8;2;0;1;0;0;0;0
Belgique;OPHTALMOLOGIE;103;76;27;0;69;7;0;0;0;0;0;0;0;0;23;0;3;1;0;0;0;0;0
Belgique;OTO-RHINO-LARYNGOLOGIE;81;53;28;1;48;4;0;0;0;0;0;0;0;0;20;7;1;0;0;0;0;0;0
Belgique;UROLOGIE;70;30;40;0;20;10;0;0;0;0;0;0;0;0;31;9;0;0;0;0;0;0;0
Belgique;CHIRURGIE ORTHOPEDIQUE;162;34;128;0;19;12;3;0;0;0;0;0;0;1;88;30;8;1;0;0;0;0;0
Belgique;STOMATOLOGIE;27;11;16;0;9;2;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0
Belgique;DERMATO-VENEREOLOGIE;73;59;14;2;54;2;1;0;0;0;0;0;0;0;12;0;2;0;0;0;0;0;0
Belgique;PNEUMOLOGIE;49;33;16;0;16;16;1;0;0;0;0;0;0;0;11;4;1;0;0;0;0;0;0
Belgique;GASTRO-ENTEROLOGIE;67;44;23;0;27;16;1;0;0;0;0;0;0;0;9;12;0;0;1;0;0;0;1
Belgique;PEDIATRIE;316;260;56;4;209;42;5;0;0;0;0;0;0;1;40;13;2;0;0;0;0;0;0
Belgique;CARDIOLOGIE;100;39;61;0;23;15;1;0;0;0;0;0;0;0;36;20;4;0;0;0;1;0;0
Belgique;MEDECINE PHYSIQUE ET READAPTATION;63;40;23;0;35;5;0;0;0;0;0;0;0;0;17;5;0;0;1;0;0;0;0
Belgique;BIOLOGIE CLINIQUE;40;29;11;0;24;2;1;1;1;0;0;0;0;0;8;3;0;0;0;0;0;0;0
Belgique;RADIODIAGNOSTIC;224;100;124;1;73;17;7;2;0;0;0;0;0;0;88;27;4;4;1;0;0;0;0
Belgique;RADIOTHERAPIE-ONCOLOGIE;45;24;21;0;17;4;1;2;0;0;0;0;0;0;14;4;3;0;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;106;99;7;0;78;15;4;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Belgique;MEDECINE NUCLEAIRE;34;22;12;0;16;6;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0
Belgique;ANATOMIE PATHOLOGIQUE;45;38;7;1;29;5;1;1;1;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Belgique;MEDECINE INTERNE;505;328;177;3;289;31;4;1;0;0;0;0;0;5;137;27;5;2;1;0;0;0;0
Belgique;RHUMATOLOGIE;15;10;5;0;5;4;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;139;94;45;2;59;24;5;2;2;0;0;0;0;0;28;9;5;1;1;1;0;0;0
Belgique;MEDECINE LEGALE;4;1;3;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;135;74;61;1;55;13;3;0;1;1;0;0;0;0;30;13;7;6;2;2;1;0;0
Belgique;MEDECINE AIGUE;57;24;33;1;14;7;0;1;0;1;0;0;0;0;13;9;6;3;1;1;0;0;0
Belgique;GERIATRIE;56;44;12;2;26;14;1;1;0;0;0;0;0;0;7;4;1;0;0;0;0;0;0
Belgique;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Belgique;ONCOLOGIE MEDICALE;38;23;15;0;9;14;0;0;0;0;0;0;0;0;9;3;3;0;0;0;0;0;0
Région Flandre;ANESTHESIE-REANIMATION;215;124;91;0;104;16;4;0;0;0;0;0;0;0;71;10;4;5;1;0;0;0;0
Région Flandre;CHIRURGIE;152;59;93;2;45;11;1;0;0;0;0;0;0;1;69;21;1;1;0;0;0;0;0
Région Flandre;NEUROCHIRURGIE;26;5;21;0;5;0;0;0;0;0;0;0;0;1;14;5;1;0;0;0;0;0;0
Région Flandre;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;23;13;10;0;11;2;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0
Région Flandre;NEUROLOGIE;52;37;15;0;34;3;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0
Région Flandre;GYNECOLOGIE-OBSTETRIQUE;119;102;17;1;83;10;7;0;0;1;0;0;0;0;13;1;2;0;1;0;0;0;0
Région Flandre;OPHTALMOLOGIE;53;40;13;0;37;3;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0
Région Flandre;OTO-RHINO-LARYNGOLOGIE;44;26;18;0;24;2;0;0;0;0;0;0;0;0;13;5;0;0;0;0;0;0;0
Région Flandre;UROLOGIE;50;23;27;0;16;7;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0
Région Flandre;CHIRURGIE ORTHOPEDIQUE;87;16;71;0;9;7;0;0;0;0;0;0;0;1;49;15;6;0;0;0;0;0;0
Région Flandre;STOMATOLOGIE;11;4;7;0;3;1;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Région Flandre;DERMATO-VENEREOLOGIE;41;33;8;1;30;1;1;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0
Région Flandre;PNEUMOLOGIE;28;20;8;0;10;10;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0
Région Flandre;GASTRO-ENTEROLOGIE;31;17;14;0;12;5;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;0;0
Région Flandre;PEDIATRIE;151;122;29;1;105;14;2;0;0;0;0;0;0;0;22;7;0;0;0;0;0;0;0
Région Flandre;CARDIOLOGIE;63;22;41;0;13;8;1;0;0;0;0;0;0;0;28;12;1;0;0;0;0;0;0
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;38;23;15;0;20;3;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0
Région Flandre;BIOLOGIE CLINIQUE;24;17;7;0;15;2;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Région Flandre;RADIODIAGNOSTIC;117;52;65;1;42;7;1;1;0;0;0;0;0;0;50;10;1;4;0;0;0;0;0
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;29;13;16;0;9;3;0;1;0;0;0;0;0;0;11;2;3;0;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;69;66;3;0;55;7;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Région Flandre;MEDECINE NUCLEAIRE;18;12;6;0;8;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Région Flandre;ANATOMIE PATHOLOGIQUE;22;20;2;1;16;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE INTERNE;305;198;107;1;178;15;3;1;0;0;0;0;0;0;88;12;5;1;1;0;0;0;0
Région Flandre;RHUMATOLOGIE;12;8;4;0;4;3;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;72;49;23;1;33;14;0;1;0;0;0;0;0;0;17;4;2;0;0;0;0;0;0
Région Flandre;MEDECINE LEGALE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;55;35;20;0;30;4;1;0;0;0;0;0;0;0;10;5;2;2;1;0;0;0;0
Région Flandre;MEDECINE AIGUE;35;16;19;1;9;5;0;1;0;0;0;0;0;0;9;5;3;1;0;1;0;0;0
Région Flandre;GERIATRIE;26;18;8;1;9;7;0;1;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;ONCOLOGIE MEDICALE;18;10;8;0;2;8;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0
Région Wallonie;ANESTHESIE-REANIMATION;95;50;45;1;44;4;1;0;0;0;0;0;0;0;30;10;3;1;1;0;0;0;0
Région Wallonie;CHIRURGIE;50;20;30;0;15;4;1;0;0;0;0;0;0;0;22;7;0;0;1;0;0;0;0
Région Wallonie;NEUROCHIRURGIE;12;2;10;0;2;0;0;0;0;0;0;0;0;0;6;2;2;0;0;0;0;0;0
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;11;4;7;0;4;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Région Wallonie;NEUROLOGIE;29;20;9;0;17;2;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
Région Wallonie;GYNECOLOGIE-OBSTETRIQUE;59;50;9;1;42;6;1;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0
Région Wallonie;OPHTALMOLOGIE;26;19;7;0;18;1;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0
Région Wallonie;OTO-RHINO-LARYNGOLOGIE;23;17;6;0;17;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Région Wallonie;UROLOGIE;14;5;9;0;4;1;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0
Région Wallonie;CHIRURGIE ORTHOPEDIQUE;42;11;31;0;8;2;1;0;0;0;0;0;0;0;24;7;0;0;0;0;0;0;0
Région Wallonie;STOMATOLOGIE;6;4;2;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région Wallonie;DERMATO-VENEREOLOGIE;16;13;3;1;12;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Région Wallonie;PNEUMOLOGIE;14;9;5;0;4;4;1;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
Région Wallonie;GASTRO-ENTEROLOGIE;21;16;5;0;11;5;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1
Région Wallonie;PEDIATRIE;82;69;13;3;59;7;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0
Région Wallonie;CARDIOLOGIE;19;11;8;0;9;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
Région Wallonie;MEDECINE PHYSIQUE ET READAPTATION;21;14;7;0;13;1;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0
Région Wallonie;BIOLOGIE CLINIQUE;7;5;2;0;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Région Wallonie;RADIODIAGNOSTIC;53;25;28;0;18;6;1;0;0;0;0;0;0;0;20;8;0;0;0;0;0;0;0
Région Wallonie;RADIOTHERAPIE-ONCOLOGIE;7;4;3;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;23;22;1;0;15;5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE NUCLEAIRE;8;6;2;0;5;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région Wallonie;ANATOMIE PATHOLOGIQUE;10;6;4;0;4;1;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE INTERNE;85;55;30;1;50;4;0;0;0;0;0;0;0;4;25;1;0;0;0;0;0;0;0
Région Wallonie;RHUMATOLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Wallonie;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;28;20;8;1;12;3;2;0;2;0;0;0;0;0;5;2;0;1;0;0;0;0;0
Région Wallonie;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE D'URGENCE;50;22;28;1;15;5;1;0;0;0;0;0;0;0;13;6;2;3;1;2;1;0;0
Région Wallonie;MEDECINE AIGUE;7;1;6;0;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0
Région Wallonie;GERIATRIE;18;17;1;1;11;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;ONCOLOGIE MEDICALE;15;9;6;0;4;5;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0
Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;89;39;50;0;29;6;2;2;0;0;0;0;0;1;23;19;4;2;1;0;0;0;0
Région de Bruxelles-capitale;CHIRURGIE;51;22;29;0;15;7;0;0;0;0;0;0;0;0;19;6;3;0;1;0;0;0;0
Région de Bruxelles-capitale;NEUROCHIRURGIE;10;4;6;0;3;1;0;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0
Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;9;6;3;0;2;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région de Bruxelles-capitale;NEUROLOGIE;20;13;7;0;8;4;1;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;52;42;10;0;30;12;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0
Région de Bruxelles-capitale;OPHTALMOLOGIE;24;17;7;0;14;3;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0
Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;14;10;4;1;7;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Région de Bruxelles-capitale;UROLOGIE;6;2;4;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;33;7;26;0;2;3;2;0;0;0;0;0;0;0;15;8;2;1;0;0;0;0;0
Région de Bruxelles-capitale;STOMATOLOGIE;10;3;7;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;16;13;3;0;12;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Région de Bruxelles-capitale;PNEUMOLOGIE;7;4;3;0;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;15;11;4;0;4;6;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région de Bruxelles-capitale;PEDIATRIE;83;69;14;0;45;21;3;0;0;0;0;0;0;1;10;3;0;0;0;0;0;0;0
Région de Bruxelles-capitale;CARDIOLOGIE;18;6;12;0;1;5;0;0;0;0;0;0;0;0;4;4;3;0;0;0;1;0;0
Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;4;3;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;9;7;2;0;4;0;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Région de Bruxelles-capitale;RADIODIAGNOSTIC;54;23;31;0;13;4;5;1;0;0;0;0;0;0;18;9;3;0;1;0;0;0;0
Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;9;7;2;0;5;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;14;11;3;0;8;3;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;8;4;4;0;3;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;13;12;1;0;9;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région de Bruxelles-capitale;MEDECINE INTERNE;115;75;40;1;61;12;1;0;0;0;0;0;0;1;24;14;0;1;0;0;0;0;0
Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;39;25;14;0;14;7;3;1;0;0;0;0;0;0;6;3;3;0;1;1;0;0;0
Région de Bruxelles-capitale;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région de Bruxelles-capitale;MEDECINE D'URGENCE;30;17;13;0;10;4;1;0;1;1;0;0;0;0;7;2;3;1;0;0;0;0;0
Région de Bruxelles-capitale;MEDECINE AIGUE;15;7;8;0;4;2;0;0;0;1;0;0;0;0;2;4;0;1;1;0;0;0;0
Région de Bruxelles-capitale;GERIATRIE;12;9;3;0;6;2;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;5;4;1;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Brabant flamand;ANESTHESIE-REANIMATION;66;40;26;0;32;6;2;0;0;0;0;0;0;0;18;6;1;1;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE;42;16;26;1;10;4;1;0;0;0;0;0;0;0;18;8;0;0;0;0;0;0;0
Prov Brabant flamand;NEUROCHIRURGIE;9;3;6;0;3;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;7;5;2;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;NEUROLOGIE;10;8;2;0;8;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;GYNECOLOGIE-OBSTETRIQUE;32;26;6;0;21;4;1;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0
Prov Brabant flamand;OPHTALMOLOGIE;16;12;4;0;10;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Brabant flamand;OTO-RHINO-LARYNGOLOGIE;12;7;5;0;7;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Brabant flamand;UROLOGIE;14;4;10;0;2;2;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
Prov Brabant flamand;CHIRURGIE ORTHOPEDIQUE;19;3;16;0;2;1;0;0;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0
Prov Brabant flamand;STOMATOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;DERMATO-VENEREOLOGIE;13;11;2;1;10;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Prov Brabant flamand;PNEUMOLOGIE;8;6;2;0;1;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;GASTRO-ENTEROLOGIE;7;5;2;0;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Brabant flamand;PEDIATRIE;60;49;11;0;41;7;1;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0
Prov Brabant flamand;CARDIOLOGIE;23;10;13;0;5;5;0;0;0;0;0;0;0;0;9;3;1;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE PHYSIQUE ET READAPTATION;12;5;7;0;4;1;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Prov Brabant flamand;BIOLOGIE CLINIQUE;9;7;2;0;6;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Brabant flamand;RADIODIAGNOSTIC;35;18;17;0;17;1;0;0;0;0;0;0;0;0;11;3;0;3;0;0;0;0;0
Prov Brabant flamand;RADIOTHERAPIE-ONCOLOGIE;13;8;5;0;6;2;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;21;20;1;0;15;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE NUCLEAIRE;9;5;4;0;3;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Brabant flamand;ANATOMIE PATHOLOGIQUE;5;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE INTERNE;94;62;32;0;57;3;1;1;0;0;0;0;0;0;26;5;1;0;0;0;0;0;0
Prov Brabant flamand;RHUMATOLOGIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;16;9;7;0;5;4;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE LEGALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;MEDECINE D'URGENCE;16;10;6;0;9;0;1;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0
Prov Brabant flamand;MEDECINE AIGUE;14;8;6;0;4;3;0;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
Prov Brabant flamand;GERIATRIE;9;6;3;0;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Brabant flamand;ONCOLOGIE MEDICALE;9;5;4;0;1;4;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
Prov Flandre occidentale;ANESTHESIE-REANIMATION;28;16;12;0;16;0;0;0;0;0;0;0;0;0;10;1;1;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE;22;10;12;1;8;1;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0
Prov Flandre occidentale;NEUROCHIRURGIE;4;1;3;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Flandre occidentale;NEUROLOGIE;7;5;2;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GYNECOLOGIE-OBSTETRIQUE;17;13;4;0;13;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Prov Flandre occidentale;OPHTALMOLOGIE;4;1;3;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Flandre occidentale;OTO-RHINO-LARYNGOLOGIE;4;2;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;UROLOGIE;9;4;5;0;4;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Prov Flandre occidentale;CHIRURGIE ORTHOPEDIQUE;14;5;9;0;3;2;0;0;0;0;0;0;0;0;5;2;2;0;0;0;0;0;0
Prov Flandre occidentale;STOMATOLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre occidentale;DERMATO-VENEREOLOGIE;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PNEUMOLOGIE;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;GASTRO-ENTEROLOGIE;5;3;2;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Flandre occidentale;PEDIATRIE;19;16;3;1;14;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Prov Flandre occidentale;CARDIOLOGIE;7;0;7;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
Prov Flandre occidentale;MEDECINE PHYSIQUE ET READAPTATION;5;3;2;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
