territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Orthopédagogue clinicien;163;142;21;12;37;28;16;22;12;5;5;5;0;2;0;2;3;6;1;2;3;2;0
Région wallonne;Orthopédagogue clinicien;5;3;2;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
Région de Bruxelles Capitale;Orthopédagogue clinicien;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Orthopédagogue clinicien;43;36;7;2;7;7;3;7;4;3;2;1;0;1;0;1;1;1;0;0;2;1;0
Flandre occidentale;Orthopédagogue clinicien;21;17;4;3;6;3;1;1;2;0;1;0;0;1;0;0;1;1;0;0;0;1;0
Flandre orientale;Orthopédagogue clinicien;36;30;6;5;6;5;4;4;2;1;0;3;0;0;0;1;1;3;0;0;1;0;0
Anvers;Orthopédagogue clinicien;38;36;2;2;11;7;5;7;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0
Limbourg;Orthopédagogue clinicien;25;23;2;0;7;6;3;3;2;0;1;1;0;0;0;0;0;0;1;1;0;0;0
Brabant Wallon;Orthopédagogue clinicien;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Hainaut;Orthopédagogue clinicien;4;3;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Orthopédagogue clinicien;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
