gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
West-Vlaanderen;Pediatrische kinesitherapie;100;93;7;1;13;13;14;19;10;10;6;4;3;0;0;0;1;2;1;1;0;1;1
West-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;83;79;4;0;3;10;14;16;14;6;10;5;1;0;0;0;0;0;1;0;2;0;1
West-Vlaanderen;Respiratoire kinesitherapie;30;23;7;0;1;3;5;5;2;2;3;1;1;0;1;0;1;1;0;1;2;0;1
Oost-Vlaanderen;Cardiovasculaire kinesitherapie;28;21;7;0;4;4;2;3;4;3;1;0;0;0;0;0;1;1;1;0;3;1;0
Oost-Vlaanderen;Manuele therapie;310;186;124;0;42;64;33;27;11;3;3;2;1;0;16;25;20;17;14;13;10;4;5
Oost-Vlaanderen;Neurologische kinesitherapie;46;35;11;0;4;10;9;5;3;3;0;1;0;0;1;0;2;1;4;0;2;0;1
Oost-Vlaanderen;Pediatrische kinesitherapie;168;155;13;1;28;28;33;28;14;12;8;2;1;0;0;1;1;3;1;2;1;3;1
Oost-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;77;76;1;0;0;10;10;9;17;16;8;3;3;0;0;0;0;0;0;1;0;0;0
Oost-Vlaanderen;Respiratoire kinesitherapie;41;23;18;0;1;2;0;7;1;5;5;1;1;0;1;2;3;2;2;3;3;1;1
Antwerpen;Cardiovasculaire kinesitherapie;19;10;9;0;0;1;2;1;2;3;1;0;0;0;0;0;1;1;0;2;1;2;2
Antwerpen;Manuele therapie;310;167;143;0;38;49;23;17;14;11;11;2;2;0;20;26;19;13;17;13;22;10;3
Antwerpen;Neurologische kinesitherapie;54;43;11;0;9;9;10;5;2;4;2;2;0;0;0;3;0;0;4;1;1;2;0
Antwerpen;Pediatrische kinesitherapie;122;116;6;0;17;28;25;17;9;5;12;2;1;0;0;1;1;0;1;2;0;1;0
Antwerpen;Bekkenbodemreëducatie en perinatale kinesitherapie;53;52;1;0;1;4;5;11;8;11;8;4;0;0;0;0;0;0;1;0;0;0;0
Antwerpen;Respiratoire kinesitherapie;36;28;8;0;8;6;2;2;5;1;2;0;2;0;0;2;2;1;1;0;2;0;0
Limburg;Cardiovasculaire kinesitherapie;16;8;8;0;2;1;0;1;1;2;1;0;0;0;0;1;1;1;2;0;2;1;0
Limburg;Manuele therapie;125;55;70;0;9;19;7;6;3;4;3;3;1;0;11;12;8;10;12;6;1;6;4
Limburg;Neurologische kinesitherapie;27;25;2;0;4;7;6;0;2;4;0;1;1;0;0;0;2;0;0;0;0;0;0
Limburg;Pediatrische kinesitherapie;73;66;7;0;8;13;13;8;7;6;8;3;0;0;0;1;0;2;1;0;1;1;1
Limburg;Bekkenbodemreëducatie en perinatale kinesitherapie;31;29;2;0;0;7;4;4;2;6;2;3;1;0;0;0;0;0;0;0;1;0;1
Limburg;Respiratoire kinesitherapie;15;8;7;0;0;4;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
Waals Brabant;Cardiovasculaire kinesitherapie;10;7;3;0;1;0;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0
Waals Brabant;Manuele therapie;28;13;15;0;5;5;0;1;0;0;0;1;1;0;1;5;0;5;0;0;1;2;1
Waals Brabant;Neurologische kinesitherapie;30;25;5;0;5;2;3;3;5;3;2;2;0;0;0;0;1;2;1;0;0;0;1
Waals Brabant;Pediatrische kinesitherapie;38;35;3;0;1;8;6;1;2;8;8;0;1;0;0;0;0;2;0;0;1;0;0
Waals Brabant;Bekkenbodemreëducatie en perinatale kinesitherapie;33;29;4;0;4;4;2;10;3;1;2;3;0;0;0;0;2;0;1;0;0;0;1
Waals Brabant;Respiratoire kinesitherapie;14;8;6;0;1;3;2;0;1;1;0;0;0;0;0;1;2;2;1;0;0;0;0
Henegouwen;Cardiovasculaire kinesitherapie;9;4;5;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0
Henegouwen;Manuele therapie;23;9;14;0;1;3;0;4;0;0;1;0;0;0;1;4;2;4;1;0;1;0;1
Henegouwen;Neurologische kinesitherapie;20;13;7;0;3;1;0;5;0;3;1;0;0;0;1;1;1;0;1;1;0;1;1
Henegouwen;Pediatrische kinesitherapie;26;19;7;0;4;3;3;2;2;3;2;0;0;0;1;2;0;1;2;0;0;1;0
Henegouwen;Bekkenbodemreëducatie en perinatale kinesitherapie;36;33;3;0;1;2;3;8;7;4;7;1;0;0;0;0;0;0;0;1;1;1;0
Henegouwen;Respiratoire kinesitherapie;8;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;1
Luik;Cardiovasculaire kinesitherapie;16;11;5;0;2;0;2;3;2;0;2;0;0;0;1;1;1;0;1;1;0;0;0
Luik;Manuele therapie;41;20;21;0;4;7;2;3;0;2;0;1;1;0;3;3;1;5;4;0;3;0;2
Luik;Neurologische kinesitherapie;45;32;13;0;5;5;3;6;2;4;4;3;0;0;2;0;0;4;2;2;1;2;0
Luik;Pediatrische kinesitherapie;27;25;2;0;3;6;5;3;4;2;1;1;0;0;0;0;1;0;0;1;0;0;0
Luik;Bekkenbodemreëducatie en perinatale kinesitherapie;35;35;0;0;1;7;3;7;5;5;4;3;0;0;0;0;0;0;0;0;0;0;0
Luik;Respiratoire kinesitherapie;20;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;1;3;1;1;1;0
Namen;Cardiovasculaire kinesitherapie;12;9;3;0;1;0;1;3;0;1;3;0;0;0;0;0;2;0;0;1;0;0;0
Namen;Manuele therapie;8;2;6;0;0;0;1;1;0;0;0;0;0;0;0;2;2;1;0;0;1;0;0
Namen;Neurologische kinesitherapie;5;4;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Namen;Pediatrische kinesitherapie;18;16;2;0;1;4;1;7;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0
Namen;Bekkenbodemreëducatie en perinatale kinesitherapie;9;9;0;0;0;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Respiratoire kinesitherapie;7;5;2;0;1;1;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0
Luxemburg;Cardiovasculaire kinesitherapie;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Manuele therapie;10;5;5;0;2;2;0;1;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0
Luxemburg;Neurologische kinesitherapie;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Pediatrische kinesitherapie;4;4;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Bekkenbodemreëducatie en perinatale kinesitherapie;5;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Respiratoire kinesitherapie;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brussels Hoofdstedelijk Gewest;Cardiovasculaire kinesitherapie;18;7;11;0;1;1;1;1;1;1;0;1;0;0;2;1;1;2;2;2;1;0;0
Brussels Hoofdstedelijk Gewest;Manuele therapie;41;19;22;0;2;10;3;1;1;0;2;0;0;0;5;8;1;2;1;3;2;0;0
Brussels Hoofdstedelijk Gewest;Neurologische kinesitherapie;20;13;7;0;1;2;5;3;0;1;1;0;0;0;2;0;0;3;1;0;0;1;0
Brussels Hoofdstedelijk Gewest;Pediatrische kinesitherapie;42;34;8;0;2;12;8;3;1;2;4;2;0;0;0;3;2;0;1;1;1;0;0
Brussels Hoofdstedelijk Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;22;19;3;0;2;3;0;2;2;5;2;3;0;0;0;0;0;1;1;0;0;0;1
Brussels Hoofdstedelijk Gewest;Respiratoire kinesitherapie;23;14;9;0;2;4;3;3;1;0;0;1;0;0;1;2;2;2;0;0;1;0;1
