Territoire;Specialite;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;MEDECINE D'URGENCE;397;90;307;0;0;11;19;20;16;11;6;6;1;0;0;9;40;54;49;57;44;24;30
Belgique;ENDOCRINO-DIABETOLOGIE;260;125;135;0;0;23;23;29;16;13;15;4;2;0;0;3;17;16;13;14;19;19;34
Belgique;NEONATOLOGIE;47;35;12;0;0;3;11;8;6;3;4;0;0;0;0;0;5;1;1;3;1;0;1
Belgique;HEMATOLOGIE CLINIQUE;117;48;69;0;0;8;15;6;8;6;2;1;2;0;0;6;10;7;18;5;12;8;3
Belgique;GESTION DE DONNEES DE SANTE;106;30;76;0;0;0;1;4;5;9;6;5;0;0;0;1;1;4;10;19;24;11;6
Région Flandre;MEDECINE NUCLEAIRE IN VITRO;118;38;80;0;0;0;4;7;11;10;3;2;1;0;0;0;2;7;10;18;19;6;18
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;538;171;367;0;0;5;31;46;28;13;19;19;10;0;0;3;16;24;40;27;51;74;132
Région Flandre;GERIATRIE;105;28;77;0;0;2;9;8;3;3;2;0;1;0;0;1;4;1;5;10;9;9;38
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;103;15;88;0;0;3;6;3;0;2;1;0;0;0;0;11;13;11;17;12;7;4;13
Région Flandre;SOINS INTENSIFS;423;137;286;0;0;22;48;35;22;6;2;2;0;0;0;20;44;44;52;60;29;21;16
Région Flandre;NEUROLOGIE PEDIATRIQUE;40;24;16;0;0;0;8;5;2;2;5;2;0;0;0;0;1;4;0;3;2;4;2
Région Flandre;NEPHROLOGIE;150;53;97;0;0;19;14;8;3;6;3;0;0;0;0;7;13;11;14;11;12;13;16
Région Flandre;MEDECINE D'URGENCE;205;42;163;0;0;7;12;10;5;3;4;1;0;0;0;7;24;35;26;30;17;11;13
Région Flandre;ENDOCRINO-DIABETOLOGIE;122;63;59;0;0;11;9;14;12;10;7;0;0;0;0;1;8;7;7;3;13;7;13
Région Flandre;NEONATOLOGIE;27;19;8;0;0;0;5;4;6;2;2;0;0;0;0;0;2;1;1;3;0;0;1
Région Flandre;HEMATOLOGIE CLINIQUE;62;26;36;0;0;5;9;3;5;3;1;0;0;0;0;4;3;6;9;4;6;3;1
Région Flandre;GESTION DE DONNEES DE SANTE;45;9;36;0;0;0;0;1;2;3;2;1;0;0;0;1;1;3;6;8;9;4;4
Région Wallonie;MEDECINE NUCLEAIRE IN VITRO;70;29;41;0;0;0;0;3;8;10;3;3;2;0;0;0;0;0;5;6;12;5;13
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;286;82;204;0;0;2;11;11;7;11;16;13;11;0;0;0;2;8;15;20;30;29;100
Région Wallonie;GERIATRIE;52;15;37;0;0;1;4;5;1;2;0;0;2;0;0;0;0;3;3;3;6;4;18
Région Wallonie;CHIRURGIE ORALE ET MAXILLO-FACIALE;27;5;22;0;0;3;2;0;0;0;0;0;0;0;0;1;4;3;4;3;3;3;1
Région Wallonie;SOINS INTENSIFS;177;26;151;0;0;2;6;6;6;3;2;0;1;0;0;2;18;22;36;32;23;10;8
Région Wallonie;NEUROLOGIE PEDIATRIQUE;24;15;9;0;0;2;5;0;0;1;4;2;1;0;0;1;0;1;0;1;3;1;2
Région Wallonie;NEPHROLOGIE;81;25;56;0;0;4;6;5;4;0;3;1;2;0;0;0;6;8;6;9;10;4;13
Région Wallonie;MEDECINE D'URGENCE;154;36;118;0;0;4;6;8;7;7;0;4;0;0;0;1;12;14;22;26;20;9;14
Région Wallonie;ENDOCRINO-DIABETOLOGIE;94;42;52;0;0;6;10;14;2;3;5;1;1;0;0;1;7;6;6;10;3;8;11
Région Wallonie;NEONATOLOGIE;16;13;3;0;0;3;5;2;0;1;2;0;0;0;0;0;2;0;0;0;1;0;0
Région Wallonie;HEMATOLOGIE CLINIQUE;38;13;25;0;0;1;5;1;2;1;1;1;1;0;0;2;5;0;8;1;4;3;2
Région Wallonie;GESTION DE DONNEES DE SANTE;48;14;34;0;0;0;1;0;2;5;4;2;0;0;0;0;0;1;4;9;14;5;1
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;15;17;0;0;0;0;1;1;4;5;2;2;0;0;0;0;0;2;5;2;3;5
Région Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;107;42;65;0;0;0;1;5;2;8;10;5;11;0;0;0;0;4;1;8;11;11;30
Région Région de Bruxelles-capitale;GERIATRIE;11;4;7;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;4
Région Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;11;10;0;0;2;1;3;2;2;1;0;0;0;0;0;1;2;1;2;1;3;0
Région Région de Bruxelles-capitale;SOINS INTENSIFS;62;18;44;0;0;2;3;6;1;2;1;0;3;0;0;2;4;6;10;9;7;3;3
Région Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;9;6;3;0;0;1;0;0;1;0;2;0;2;0;0;0;1;0;1;0;0;0;1
Région Région de Bruxelles-capitale;NEPHROLOGIE;40;16;24;0;0;1;5;3;3;1;1;2;0;0;0;1;3;2;5;3;3;3;4
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;38;12;26;0;0;0;1;2;4;1;2;1;1;0;0;1;4;5;1;1;7;4;3
Région Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;44;20;24;0;0;6;4;1;2;0;3;3;1;0;0;1;2;3;0;1;3;4;10
Région Région de Bruxelles-capitale;NEONATOLOGIE;4;3;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;17;9;8;0;0;2;1;2;1;2;0;0;1;0;0;0;2;1;1;0;2;2;0
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;13;7;6;0;0;0;0;3;1;1;0;2;0;0;0;0;0;0;0;2;1;2;1
Prov Brabant flamand;MEDECINE NUCLEAIRE IN VITRO;39;12;27;0;0;0;0;4;0;4;2;1;1;0;0;0;1;0;3;4;9;0;10
Prov Brabant flamand;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;137;43;94;0;0;1;8;10;7;3;7;4;3;0;0;0;3;2;8;8;15;16;42
Prov Brabant flamand;GERIATRIE;22;12;10;0;0;2;4;3;0;2;1;0;0;0;0;0;0;0;2;2;1;1;4
Prov Brabant flamand;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;6;15;0;0;2;2;0;0;1;1;0;0;0;0;2;2;0;7;1;1;0;2
Prov Brabant flamand;SOINS INTENSIFS;92;29;63;0;0;4;12;6;4;2;1;0;0;0;0;4;9;7;16;10;6;7;4
Prov Brabant flamand;NEUROLOGIE PEDIATRIQUE;16;8;8;0;0;0;3;1;0;1;2;1;0;0;0;0;1;3;0;2;0;1;1
Prov Brabant flamand;NEPHROLOGIE;24;9;15;0;0;4;2;2;0;1;0;0;0;0;0;1;2;1;1;3;3;1;3
Prov Brabant flamand;MEDECINE D'URGENCE;49;14;35;0;0;3;2;4;1;1;2;1;0;0;0;2;5;5;6;5;5;5;2
Prov Brabant flamand;ENDOCRINO-DIABETOLOGIE;35;22;13;0;0;2;5;4;3;5;3;0;0;0;0;0;4;2;0;1;1;1;4
Prov Brabant flamand;NEONATOLOGIE;7;6;1;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Brabant flamand;HEMATOLOGIE CLINIQUE;23;10;13;0;0;2;3;1;2;1;1;0;0;0;0;1;1;3;3;1;1;2;1
Prov Brabant flamand;GESTION DE DONNEES DE SANTE;12;6;6;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;3;1;2;0;0
Prov Flandre occidentale;MEDECINE NUCLEAIRE IN VITRO;11;4;7;0;0;0;1;0;2;0;0;1;0;0;0;0;0;1;0;2;1;1;2
Prov Flandre occidentale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;128;35;93;0;0;0;3;13;9;0;5;4;1;0;0;1;3;5;11;7;6;19;41
Prov Flandre occidentale;GERIATRIE;30;7;23;0;0;0;3;2;1;0;1;0;0;0;0;0;1;0;1;2;1;2;16
Prov Flandre occidentale;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;2;19;0;0;0;1;1;0;0;0;0;0;0;0;4;2;5;3;2;0;1;2
Prov Flandre occidentale;SOINS INTENSIFS;72;17;55;0;0;5;4;5;2;1;0;0;0;0;0;5;6;9;8;14;3;4;6
Prov Flandre occidentale;NEUROLOGIE PEDIATRIQUE;5;2;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0
Prov Flandre occidentale;NEPHROLOGIE;33;9;24;0;0;3;3;1;2;0;0;0;0;0;0;0;4;4;3;0;2;4;7
Prov Flandre occidentale;MEDECINE D'URGENCE;46;11;35;0;0;2;3;3;2;0;1;0;0;0;0;2;3;8;8;6;5;0;3
Prov Flandre occidentale;ENDOCRINO-DIABETOLOGIE;14;5;9;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;3;3;0
Prov Flandre occidentale;NEONATOLOGIE;6;2;4;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
Prov Flandre occidentale;HEMATOLOGIE CLINIQUE;9;1;8;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;1;3;1;0;0
Prov Flandre occidentale;GESTION DE DONNEES DE SANTE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1
Prov Flandre orientale;MEDECINE NUCLEAIRE IN VITRO;37;10;27;0;0;0;2;0;4;3;1;0;0;0;0;0;1;4;4;7;6;2;3
Prov Flandre orientale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;113;44;69;0;0;1;10;11;7;3;1;8;3;0;0;2;2;6;11;5;7;14;22
Prov Flandre orientale;GERIATRIE;16;3;13;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;4;6
Prov Flandre orientale;CHIRURGIE ORALE ET MAXILLO-FACIALE;21;4;17;0;0;0;2;1;0;1;0;0;0;0;0;0;3;2;1;5;3;0;3
Prov Flandre orientale;SOINS INTENSIFS;92;29;63;0;0;5;10;8;5;0;0;1;0;0;0;5;13;11;10;12;9;3;0
Prov Flandre orientale;NEUROLOGIE PEDIATRIQUE;8;5;3;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1
Prov Flandre orientale;NEPHROLOGIE;40;16;24;0;0;7;3;1;1;3;1;0;0;0;0;3;3;4;3;2;1;4;4
Prov Flandre orientale;MEDECINE D'URGENCE;41;7;34;0;0;1;4;1;1;0;0;0;0;0;0;2;8;7;4;7;1;2;3
Prov Flandre orientale;ENDOCRINO-DIABETOLOGIE;28;11;17;0;0;3;1;4;2;1;0;0;0;0;0;0;1;2;5;1;2;2;4
Prov Flandre orientale;NEONATOLOGIE;3;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;HEMATOLOGIE CLINIQUE;10;7;3;0;0;1;4;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0
Prov Flandre orientale;GESTION DE DONNEES DE SANTE;11;1;10;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;3;1;1;1
Prov Anvers;MEDECINE NUCLEAIRE IN VITRO;20;9;11;0;0;0;1;2;3;3;0;0;0;0;0;0;0;0;3;4;2;1;1
Prov Anvers;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;110;42;68;0;0;1;9;10;5;7;6;1;3;0;0;0;2;8;6;4;16;11;21
Prov Anvers;GERIATRIE;30;5;25;0;0;0;2;1;1;1;0;0;0;0;0;0;3;0;1;6;5;1;9
Prov Anvers;CHIRURGIE ORALE ET MAXILLO-FACIALE;27;3;24;0;0;1;1;1;0;0;0;0;0;0;0;2;3;3;4;2;2;2;6
Prov Anvers;SOINS INTENSIFS;114;42;72;0;0;6;15;11;6;2;1;1;0;0;0;4;12;12;12;16;8;5;3
Prov Anvers;NEUROLOGIE PEDIATRIQUE;10;8;2;0;0;0;3;2;1;0;2;0;0;0;0;0;0;0;0;1;0;1;0
Prov Anvers;NEPHROLOGIE;41;16;25;0;0;5;6;2;0;2;1;0;0;0;0;2;3;2;4;3;6;3;2
Prov Anvers;MEDECINE D'URGENCE;46;6;40;0;0;1;1;2;0;1;1;0;0;0;0;1;3;11;5;10;3;4;3
Prov Anvers;ENDOCRINO-DIABETOLOGIE;33;19;14;0;0;3;2;3;5;3;3;0;0;0;0;1;1;1;1;1;4;1;4
Prov Anvers;NEONATOLOGIE;10;7;3;0;0;0;2;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;1
Prov Anvers;HEMATOLOGIE CLINIQUE;17;7;10;0;0;2;2;2;1;0;0;0;0;0;0;1;0;2;3;0;3;1;0
Prov Anvers;GESTION DE DONNEES DE SANTE;11;2;9;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;2;3;1;1
Prov Limbourg;MEDECINE NUCLEAIRE IN VITRO;11;3;8;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;1;1;2;2
Prov Limbourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;50;7;43;0;0;2;1;2;0;0;0;2;0;0;0;0;6;3;4;3;7;14;6
Prov Limbourg;GERIATRIE;7;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3
Prov Limbourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;2;1;1;0
Prov Limbourg;SOINS INTENSIFS;53;20;33;0;0;2;7;5;5;1;0;0;0;0;0;2;4;5;6;8;3;2;3
Prov Limbourg;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;NEPHROLOGIE;12;3;9;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;3;3;0;1;0
Prov Limbourg;MEDECINE D'URGENCE;23;4;19;0;0;0;2;0;1;1;0;0;0;0;0;0;5;4;3;2;3;0;2
Prov Limbourg;ENDOCRINO-DIABETOLOGIE;12;6;6;0;0;2;0;2;1;1;0;0;0;0;0;0;1;1;0;0;3;0;1
Prov Limbourg;NEONATOLOGIE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;HEMATOLOGIE CLINIQUE;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Limbourg;GESTION DE DONNEES DE SANTE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1
Prov Brabant wallon;MEDECINE NUCLEAIRE IN VITRO;21;10;11;0;0;0;0;0;4;4;1;1;0;0;0;0;0;0;0;0;3;1;7
Prov Brabant wallon;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;70;18;52;0;0;1;1;3;0;4;1;4;4;0;0;0;0;3;3;5;8;12;21
Prov Brabant wallon;GERIATRIE;12;4;8;0;0;0;1;2;0;1;0;0;0;0;0;0;0;2;1;0;2;0;3
Prov Brabant wallon;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0
Prov Brabant wallon;SOINS INTENSIFS;43;7;36;0;0;1;2;1;0;2;1;0;0;0;0;1;3;5;10;10;4;1;2
Prov Brabant wallon;NEUROLOGIE PEDIATRIQUE;7;5;2;0;0;2;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1
Prov Brabant wallon;NEPHROLOGIE;23;9;14;0;0;0;2;3;2;0;2;0;0;0;0;0;0;2;2;2;4;0;4
Prov Brabant wallon;MEDECINE D'URGENCE;20;3;17;0;0;0;0;1;1;1;0;0;0;0;0;0;2;2;1;5;2;2;3
Prov Brabant wallon;ENDOCRINO-DIABETOLOGIE;17;5;12;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;2;3;0;1;4
Prov Brabant wallon;NEONATOLOGIE;3;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;HEMATOLOGIE CLINIQUE;6;1;5;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;2;0;1;0;0
Prov Brabant wallon;GESTION DE DONNEES DE SANTE;8;3;5;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;1;1;1
Prov Hainaut;MEDECINE NUCLEAIRE IN VITRO;20;6;14;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;2;4;4;2;2
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;64;12;52;0;0;0;5;0;0;1;4;0;2;0;0;0;0;3;3;5;10;3;28
Prov Hainaut;GERIATRIE;19;4;15;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;2;2;9
Prov Hainaut;CHIRURGIE ORALE ET MAXILLO-FACIALE;12;4;8;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;2;2;0;1;1
Prov Hainaut;SOINS INTENSIFS;47;6;41;0;0;0;2;1;1;1;0;0;1;0;0;0;2;6;12;10;6;3;2
Prov Hainaut;NEUROLOGIE PEDIATRIQUE;3;3;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;NEPHROLOGIE;18;5;13;0;0;2;1;1;0;0;0;0;1;0;0;0;0;1;3;1;2;3;3
Prov Hainaut;MEDECINE D'URGENCE;50;9;41;0;0;1;3;1;0;1;0;3;0;0;0;0;2;4;13;7;8;3;4
Prov Hainaut;ENDOCRINO-DIABETOLOGIE;24;11;13;0;0;2;3;4;0;1;0;0;1;0;0;0;1;1;2;2;1;3;3
Prov Hainaut;NEONATOLOGIE;6;6;0;0;0;1;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;HEMATOLOGIE CLINIQUE;9;4;5;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;3;0;1;1;0
Prov Hainaut;GESTION DE DONNEES DE SANTE;16;3;13;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;5;5;2;0
Prov Liège;MEDECINE NUCLEAIRE IN VITRO;18;9;9;0;0;0;0;2;2;1;1;2;1;0;0;0;0;0;3;1;3;1;1
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;115;40;75;0;0;0;2;7;6;3;10;7;5;0;0;0;1;0;6;9;9;13;37
Prov Liège;GERIATRIE;15;6;9;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5
Prov Liège;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Prov Liège;SOINS INTENSIFS;50;7;43;0;0;1;2;1;2;0;1;0;0;0;0;1;8;7;6;6;10;3;2
Prov Liège;NEUROLOGIE PEDIATRIQUE;6;2;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
Prov Liège;NEPHROLOGIE;25;6;19;0;0;1;2;0;0;0;1;1;1;0;0;0;3;2;1;6;4;0;3
Prov Liège;MEDECINE D'URGENCE;53;15;38;0;0;0;1;5;5;3;0;1;0;0;0;0;6;8;6;8;7;1;2
Prov Liège;ENDOCRINO-DIABETOLOGIE;36;19;17;0;0;3;4;5;1;1;4;1;0;0;0;1;2;3;1;4;1;2;3
Prov Liège;NEONATOLOGIE;6;3;3;0;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0
Prov Liège;HEMATOLOGIE CLINIQUE;10;2;8;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;2;1;0;1;1
Prov Liège;GESTION DE DONNEES DE SANTE;14;6;8;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;2;5;1;0
Prov Namur;MEDECINE NUCLEAIRE IN VITRO;6;2;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1
Prov Namur;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;28;11;17;0;0;1;3;0;1;3;1;2;0;0;0;0;1;2;3;1;2;1;7
Prov Namur;GERIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1
Prov Namur;CHIRURGIE ORALE ET MAXILLO-FACIALE;6;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0
Prov Namur;SOINS INTENSIFS;29;4;25;0;0;0;0;3;1;0;0;0;0;0;0;0;5;3;6;4;2;3;2
Prov Namur;NEUROLOGIE PEDIATRIQUE;7;4;3;0;0;0;2;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1
Prov Namur;NEPHROLOGIE;11;3;8;0;0;1;1;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;3
Prov Namur;MEDECINE D'URGENCE;21;7;14;0;0;2;2;0;1;2;0;0;0;0;0;1;1;0;2;4;2;0;4
Prov Namur;ENDOCRINO-DIABETOLOGIE;12;5;7;0;0;1;0;4;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Prov Namur;HEMATOLOGIE CLINIQUE;11;6;5;0;0;1;3;0;1;0;1;0;0;0;0;0;1;0;0;0;2;1;1
Prov Namur;GESTION DE DONNEES DE SANTE;7;2;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3;1;0
Prov Luxembourg;MEDECINE NUCLEAIRE IN VITRO;5;2;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;2
Prov Luxembourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;9;1;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7
Prov Luxembourg;GERIATRIE;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Luxembourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Prov Luxembourg;SOINS INTENSIFS;8;2;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;2;1;0;0
Prov Luxembourg;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;NEPHROLOGIE;4;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Prov Luxembourg;MEDECINE D'URGENCE;10;2;8;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;1;3;1
Prov Luxembourg;ENDOCRINO-DIABETOLOGIE;5;2;3;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0
Prov Luxembourg;NEONATOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;HEMATOLOGIE CLINIQUE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Luxembourg;GESTION DE DONNEES DE SANTE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;15;17;0;0;0;0;1;1;4;5;2;2;0;0;0;0;0;2;5;2;3;5
Prov Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;107;42;65;0;0;0;1;5;2;8;10;5;11;0;0;0;0;4;1;8;11;11;30
