territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Gynécologie-obstétrique;911;507;404;1;115;74;85;71;69;44;24;24;0;16;13;20;25;37;46;61;186
Région flamande;Ophtalmologie;778;494;284;7;60;50;61;60;58;51;50;97;1;17;12;21;19;22;35;34;123
Région flamande;Oto-rhino-laryngologie;424;196;228;1;39;25;32;23;23;25;12;16;0;7;17;16;23;18;24;42;81
Région flamande;Stomatologie;231;58;173;0;9;12;9;12;5;3;3;5;0;19;15;23;18;16;23;19;40
Région flamande;Dermato-vénéréologie;504;372;132;6;44;43;52;55;51;34;24;63;1;6;8;6;11;11;17;13;59
Région flamande;Pédiatrie;1014;691;323;3;105;91;105;94;96;80;30;87;0;18;15;23;19;28;26;40;154
Région flamande;Médecine physique et réadaptation;387;172;215;0;25;20;21;24;29;19;21;13;0;25;15;13;18;13;31;19;81
Région flamande;Biologie clinique;376;172;204;0;10;15;25;23;24;19;16;40;0;8;7;11;13;19;24;29;93
Région flamande;Radiodiagnostic;1085;302;783;1;37;50;34;50;43;41;15;31;2;72;55;70;65;70;131;102;216
Région flamande;Radiothérapie - oncologie;157;86;71;0;11;10;16;17;15;11;3;3;0;6;8;11;7;6;5;17;11
Région flamande;Médecine nucléaire;174;60;114;0;6;9;11;8;10;8;4;4;0;9;6;8;6;12;15;10;48
Région flamande;Anatomie pathologique;263;135;128;0;14;15;26;18;21;15;10;16;0;10;1;16;18;7;11;14;51
Région flamande;Oncologie médicale;154;93;61;0;18;13;20;18;8;8;6;2;0;9;5;3;10;11;9;5;9
Région flamande;Génétique clinique;48;29;19;0;0;1;6;8;4;4;3;3;0;0;2;3;2;5;3;3;1
Région flamande;Médecine du travail;771;406;365;0;9;12;46;93;65;76;50;55;0;5;2;19;35;17;47;74;166
Région flamande;Médecine d'assurance et expertise médicale;343;105;238;0;1;2;1;12;22;27;23;17;0;0;0;0;8;13;35;49;133
Région wallonne;Toutes les spécialités;9720;4157;5563;10;440;559;539;634;504;415;367;689;10;285;344;373;529;524;677;692;2129
Région wallonne;Gériatrie;116;85;31;0;14;14;15;14;14;9;1;4;0;1;2;5;3;3;1;6;10
Région wallonne;Médecine d'urgence;114;48;66;0;17;21;4;4;2;0;0;0;0;12;22;7;10;9;2;2;2
Région wallonne;Médecine légale;7;2;5;0;0;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1
Région wallonne;Gestion de données de santé;22;7;15;0;0;0;0;0;1;3;3;0;0;0;0;0;1;3;3;4;4
Région wallonne;Anesthésie-réanimation;898;337;561;0;28;58;47;58;38;29;15;64;1;53;57;57;66;67;72;71;117
Région wallonne;Chirurgie;597;120;477;0;17;14;18;17;13;16;14;11;0;13;23;35;43;40;57;64;202
Région wallonne;Neurochirurgie;72;13;59;0;4;2;1;1;2;2;1;0;0;6;7;3;9;7;9;5;13
Région wallonne;Chirurgie plastique, reconstructrice et esthétique;84;26;58;0;2;6;3;5;2;3;3;2;0;2;8;12;5;8;9;5;9
Région wallonne;Urologie;158;26;132;0;4;3;3;7;3;2;3;1;0;10;12;13;16;12;11;12;46
Région wallonne;Chirurgie orthopédique;411;42;369;0;6;6;7;10;2;3;4;4;0;17;38;28;36;40;44;49;117
Région wallonne;Neurologie;223;106;117;1;12;19;16;20;16;7;8;7;0;11;6;7;16;13;18;17;29
Région wallonne;Psychiatrie;420;185;235;0;1;6;8;25;41;25;33;46;0;0;5;4;16;20;31;23;136
Région wallonne;Neuropsychiatrie;56;11;45;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;2;43
Région wallonne;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;79;56;23;0;7;16;12;10;5;0;1;5;0;3;1;3;7;3;1;1;4
Région wallonne;Psychiatrie, particulièrement en psychiatrie adulte;153;94;59;0;13;18;24;27;6;1;3;2;1;6;8;14;12;7;5;1;5
Région wallonne;Pneumologie;235;93;142;0;10;14;18;19;9;6;4;13;0;8;8;9;14;21;17;22;43
Région wallonne;Gastro-entérologie;270;92;178;0;12;21;13;14;8;6;8;10;0;7;7;10;22;14;34;27;57
Région wallonne;Cardiologie;441;119;322;0;12;25;19;17;16;12;10;8;0;13;20;26;39;32;43;37;112
Région wallonne;Médecine interne;685;278;407;1;46;40;51;45;39;16;13;27;0;19;12;23;47;41;64;47;154
Région wallonne;Rhumatologie;102;51;51;0;5;3;8;8;7;7;1;12;0;3;2;2;1;3;5;11;24
Région wallonne;Médecine aiguë;135;60;75;0;2;1;4;18;18;8;5;4;0;1;2;1;12;20;17;9;13
Région wallonne;Gynécologie-obstétrique;614;343;271;3;48;50;48;45;46;32;28;43;0;8;10;12;21;29;26;38;127
Région wallonne;Ophtalmologie;380;223;157;3;24;24;27;25;18;24;16;62;5;16;10;10;15;13;19;19;50
Région wallonne;Oto-rhino-laryngologie;270;126;144;0;14;18;17;16;22;13;12;14;0;8;5;6;14;9;17;20;65
Région wallonne;Stomatologie;100;25;75;0;2;2;6;5;2;1;2;5;0;6;6;2;5;7;7;5;37
Région wallonne;Dermato-vénéréologie;268;188;80;2;22;20;19;19;30;21;15;40;0;3;4;3;5;4;11;8;42
Région wallonne;Pédiatrie;690;466;224;0;63;75;60;74;43;39;32;80;0;9;13;15;14;17;18;20;118
Région wallonne;Médecine physique et réadaptation;201;103;98;0;7;18;13;14;15;7;9;20;0;5;3;12;7;4;13;15;39
Région wallonne;Biologie clinique;240;121;119;0;3;4;11;6;8;12;15;62;0;3;2;5;2;1;10;15;81
Région wallonne;Radiodiagnostic;650;203;447;0;20;27;24;30;19;36;21;26;2;26;35;24;31;40;56;62;171
Région wallonne;Radiothérapie - oncologie;75;41;34;0;3;7;5;3;2;5;8;8;0;3;2;5;7;6;1;3;7
Région wallonne;Médecine nucléaire;133;53;80;0;3;3;5;6;4;15;6;11;0;3;2;4;3;5;8;9;46
Région wallonne;Anatomie pathologique;110;66;44;0;7;7;5;8;11;8;6;14;1;5;3;3;2;2;7;4;17
Région wallonne;Oncologie médicale;107;55;52;0;9;11;2;8;9;6;3;7;0;4;5;4;5;7;9;5;13
Région wallonne;Génétique clinique;18;11;7;0;0;2;2;3;3;0;0;1;0;0;0;2;2;1;2;0;0
Région wallonne;Médecine du travail;340;206;134;0;3;4;22;47;25;27;37;41;0;1;2;4;15;11;10;16;75
Région wallonne;Médecine d'assurance et expertise médicale;246;76;170;0;0;0;1;5;5;14;26;25;0;0;0;1;6;5;20;38;100
Région de Bruxelles Capitale;Toutes les spécialités;3931;1928;2003;8;260;266;266;197;192;177;167;395;3;178;151;161;157;163;169;239;782
Région de Bruxelles Capitale;Gériatrie;38;26;12;0;3;6;10;1;3;1;1;1;0;1;0;2;1;0;2;3;3
Région de Bruxelles Capitale;Médecine d'urgence;41;21;20;0;2;11;3;2;0;3;0;0;0;1;8;4;3;2;1;1;0
Région de Bruxelles Capitale;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Gestion de données de santé;11;6;5;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;1;1
Région de Bruxelles Capitale;Anesthésie-réanimation;302;153;149;0;31;19;19;13;14;11;7;39;0;27;17;21;12;25;10;10;27
Région de Bruxelles Capitale;Chirurgie;208;52;156;0;6;9;7;8;2;4;6;10;0;12;16;8;11;19;12;12;66
Région de Bruxelles Capitale;Neurochirurgie;21;4;17;0;1;2;0;1;0;0;0;0;0;1;1;2;2;2;0;4;5
Région de Bruxelles Capitale;Chirurgie plastique, reconstructrice et esthétique;34;6;28;0;0;1;2;0;0;0;1;2;0;3;2;3;3;4;1;3;9
Région de Bruxelles Capitale;Urologie;52;8;44;0;3;2;1;2;0;0;0;0;0;5;6;2;3;1;5;4;18
Région de Bruxelles Capitale;Chirurgie orthopédique;110;21;89;0;5;2;1;1;4;4;0;4;0;5;8;10;6;5;11;11;33
Région de Bruxelles Capitale;Neurologie;92;53;39;1;12;7;7;7;5;6;3;5;0;6;5;4;7;7;3;5;2
Région de Bruxelles Capitale;Psychiatrie;254;109;145;0;0;0;5;9;16;27;17;35;0;0;0;1;10;7;16;24;87
Région de Bruxelles Capitale;Neuropsychiatrie;32;12;20;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;20
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;57;40;17;0;4;13;11;4;1;5;0;2;0;7;2;4;0;0;0;3;1
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;112;66;46;0;17;13;7;9;6;5;3;6;0;10;4;13;9;2;2;1;5
Région de Bruxelles Capitale;Pneumologie;72;34;38;0;6;5;8;4;5;0;2;4;0;2;1;4;2;3;3;8;15
Région de Bruxelles Capitale;Gastro-entérologie;114;44;70;0;7;5;9;6;5;4;0;8;0;6;5;6;6;8;8;5;26
Région de Bruxelles Capitale;Cardiologie;205;76;129;0;8;14;15;6;8;4;12;9;0;14;7;14;13;11;16;11;43
Région de Bruxelles Capitale;Médecine interne;340;144;196;0;20;27;30;19;15;8;6;19;0;15;14;21;14;17;16;21;78
Région de Bruxelles Capitale;Rhumatologie;39;18;21;0;1;2;2;2;3;1;3;4;0;1;0;0;0;3;3;2;12
Région de Bruxelles Capitale;Médecine aiguë;32;17;15;0;0;4;0;4;4;1;1;3;0;0;1;0;2;3;3;3;3
Région de Bruxelles Capitale;Gynécologie-obstétrique;292;181;111;0;38;34;18;13;10;19;18;31;0;2;7;8;8;7;5;15;59
Région de Bruxelles Capitale;Ophtalmologie;171;108;63;4;12;13;17;8;7;5;12;30;2;8;4;5;12;2;6;5;19
Région de Bruxelles Capitale;Oto-rhino-laryngologie;92;37;55;0;4;2;7;4;7;1;2;10;0;3;4;2;1;6;7;9;23
Région de Bruxelles Capitale;Stomatologie;58;18;40;0;3;0;3;0;3;2;3;4;0;6;3;2;2;1;2;3;21
Région de Bruxelles Capitale;Dermato-vénéréologie;136;99;37;1;12;8;12;10;10;9;10;27;0;1;3;2;2;1;6;5;17
Région de Bruxelles Capitale;Pédiatrie;345;238;107;1;34;27;41;27;23;20;13;52;1;10;10;6;6;10;3;9;52
Région de Bruxelles Capitale;Médecine physique et réadaptation;42;26;16;0;6;0;5;4;3;4;1;3;0;0;1;0;1;0;1;6;7
Région de Bruxelles Capitale;Biologie clinique;103;56;47;0;4;4;2;2;8;4;11;21;0;4;2;1;1;1;3;8;27
Région de Bruxelles Capitale;Radiodiagnostic;225;94;131;0;13;14;12;5;12;12;10;16;0;22;11;9;6;11;11;19;42
Région de Bruxelles Capitale;Radiothérapie - oncologie;22;17;5;0;1;2;1;4;2;0;3;4;0;1;1;1;0;0;0;1;1
Région de Bruxelles Capitale;Médecine nucléaire;47;16;31;0;1;4;1;3;0;2;2;3;0;3;4;2;4;2;2;2;12
Région de Bruxelles Capitale;Anatomie pathologique;47;30;17;1;3;4;1;5;2;2;3;9;0;1;0;0;2;1;2;5;6
Région de Bruxelles Capitale;Oncologie médicale;54;29;25;0;3;10;6;2;2;2;1;3;0;1;2;2;5;1;4;2;8
Région de Bruxelles Capitale;Génétique clinique;10;8;2;0;0;1;0;3;1;1;0;2;0;0;0;0;1;0;0;0;1
Région de Bruxelles Capitale;Médecine du travail;76;43;33;0;0;1;3;7;4;9;8;11;0;0;1;0;1;0;1;9;21
Région de Bruxelles Capitale;Médecine d'assurance et expertise médicale;44;18;26;0;0;0;0;2;3;0;6;7;0;0;0;1;1;1;2;9;12
Brabant flamand;Toutes les spécialités;4442;2074;2368;6;267;298;334;317;269;202;153;228;2;185;158;215;229;233;296;301;749
Brabant flamand;Gériatrie;48;35;13;0;3;6;4;9;6;2;3;2;0;0;1;0;2;2;1;3;4
Brabant flamand;Médecine d'urgence;40;18;22;0;7;5;1;3;1;1;0;0;0;9;5;3;2;1;1;1;0
Brabant flamand;Médecine légale;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Brabant flamand;Gestion de données de santé;11;6;5;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;2;3
Brabant flamand;Anesthésie-réanimation;376;161;215;0;18;25;23;22;26;11;15;21;0;34;15;26;26;24;30;25;35
Brabant flamand;Chirurgie;283;69;214;0;8;16;16;15;9;0;2;3;0;12;22;20;21;23;23;21;72
Brabant flamand;Neurochirurgie;35;4;31;0;1;1;0;0;2;0;0;0;0;2;4;5;5;2;4;2;7
Brabant flamand;Chirurgie plastique, reconstructrice et esthétique;41;14;27;0;2;2;3;3;3;1;0;0;0;2;2;3;1;6;6;2;5
Brabant flamand;Urologie;65;11;54;0;2;2;3;0;2;1;1;0;0;1;11;3;7;4;9;7;12
Brabant flamand;Chirurgie orthopédique;173;26;147;0;6;5;2;4;2;4;0;3;0;13;14;20;19;19;16;17;29
Brabant flamand;Neurologie;95;52;43;0;13;7;9;2;10;4;3;4;0;2;3;6;5;4;3;5;15
Brabant flamand;Psychiatrie;73;40;33;0;0;0;0;4;15;13;4;4;0;0;0;1;2;5;11;5;9
Brabant flamand;Neuropsychiatrie;35;7;28;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1;27
Brabant flamand;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;76;66;10;0;9;8;15;19;4;2;1;8;0;1;0;0;2;1;1;3;2
Brabant flamand;Psychiatrie, particulièrement en psychiatrie adulte;155;73;82;0;9;8;25;15;2;2;5;7;0;6;6;9;7;2;0;10;42
Brabant flamand;Pneumologie;101;53;48;0;8;11;15;9;3;3;2;2;0;5;4;2;7;3;6;9;12
Brabant flamand;Gastro-entérologie;112;41;71;0;4;11;8;6;6;3;2;1;0;9;4;7;5;9;9;8;20
Brabant flamand;Cardiologie;200;39;161;0;4;8;7;9;4;3;2;2;0;16;17;21;14;18;23;18;34
Brabant flamand;Médecine interne;291;122;169;0;10;27;21;23;11;7;16;7;0;12;7;12;24;14;20;12;68
Brabant flamand;Rhumatologie;33;16;17;0;2;2;4;2;4;1;0;1;0;0;1;2;2;3;1;1;7
Brabant flamand;Médecine aiguë;53;24;29;0;4;7;3;4;5;1;0;0;0;3;1;3;6;9;6;0;1
Brabant flamand;Gynécologie-obstétrique;265;159;106;0;33;20;32;23;19;13;9;10;0;3;4;6;10;11;9;22;41
Brabant flamand;Ophtalmologie;211;141;70;2;18;16;17;15;17;13;14;29;0;4;2;8;7;7;10;10;22
Brabant flamand;Oto-rhino-laryngologie;108;59;49;0;13;8;10;5;8;8;2;5;0;1;6;4;4;1;7;8;18
Brabant flamand;Stomatologie;53;21;32;0;3;6;3;3;1;0;1;4;0;5;1;5;3;2;5;0;11
Brabant flamand;Dermato-vénéréologie;139;109;30;2;17;12;17;18;10;7;7;19;0;1;2;0;3;8;4;2;10
Brabant flamand;Pédiatrie;313;224;89;2;29;34;40;25;35;23;9;27;0;4;6;7;3;7;13;17;32
Brabant flamand;Médecine physique et réadaptation;94;44;50;0;10;4;6;7;3;4;5;5;0;9;0;2;3;3;3;3;27
Brabant flamand;Biologie clinique;120;49;71;0;4;4;4;4;8;3;9;13;0;3;2;4;2;4;8;9;39
Brabant flamand;Radiodiagnostic;306;105;201;0;11;19;8;16;14;17;7;13;2;17;17;21;19;18;30;24;53
Brabant flamand;Radiothérapie - oncologie;41;26;15;0;4;3;2;5;5;5;2;0;0;3;0;3;1;1;2;3;2
Brabant flamand;Médecine nucléaire;48;24;24;0;3;4;6;1;4;3;1;2;0;2;0;3;1;3;6;3;6
Brabant flamand;Anatomie pathologique;66;41;25;0;3;5;11;5;3;5;3;6;0;3;0;3;2;2;1;4;10
Brabant flamand;Oncologie médicale;48;27;21;0;4;6;4;3;3;4;2;1;0;3;0;2;3;5;3;1;4
Brabant flamand;Génétique clinique;23;14;9;0;0;1;3;4;2;2;2;0;0;0;1;0;0;3;2;2;1
Brabant flamand;Médecine du travail;212;114;98;0;4;3;12;29;16;21;13;16;0;0;0;4;8;6;12;25;43
Brabant flamand;Médecine d'assurance et expertise médicale;96;38;58;0;0;1;0;5;6;12;9;5;0;0;0;0;3;3;11;16;25
Flandre occidentale;Toutes les spécialités;2680;962;1718;5;141;139;150;133;117;107;46;124;0;108;99;132;154;128;195;201;701
Flandre occidentale;Gériatrie;46;27;19;0;7;4;5;4;2;2;1;2;0;0;3;1;1;0;3;2;9
Flandre occidentale;Médecine d'urgence;15;9;6;0;3;4;2;0;0;0;0;0;0;4;1;0;1;0;0;0;0
Flandre occidentale;Gestion de données de santé;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Flandre occidentale;Anesthésie-réanimation;308;115;193;1;19;14;15;15;17;14;6;14;0;20;14;18;24;20;21;25;51
Flandre occidentale;Chirurgie;150;28;122;0;6;5;8;4;1;1;0;3;0;6;7;10;8;11;14;12;54
Flandre occidentale;Neurochirurgie;26;1;25;0;0;0;0;0;1;0;0;0;0;4;3;2;4;2;1;2;7
Flandre occidentale;Chirurgie plastique, reconstructrice et esthétique;26;6;20;0;1;3;0;0;0;1;0;1;0;1;0;5;3;1;4;0;6
Flandre occidentale;Urologie;62;7;55;0;2;2;1;1;1;0;0;0;0;3;6;4;9;6;5;5;17
Flandre occidentale;Chirurgie orthopédique;154;11;143;0;4;0;2;1;1;2;1;0;0;14;14;14;9;10;24;18;40
Flandre occidentale;Neurologie;60;23;37;0;5;6;4;3;2;3;0;0;0;4;1;3;6;1;7;6;9
Flandre occidentale;Psychiatrie;34;13;21;0;0;0;1;0;7;3;1;1;0;0;0;0;2;5;10;2;2
Flandre occidentale;Neuropsychiatrie;21;3;18;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;18
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;29;24;5;1;5;2;5;2;2;1;0;6;0;0;0;0;1;0;0;1;3
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie adulte;88;36;52;0;7;9;9;1;0;0;2;8;0;3;4;3;5;0;3;3;31
Flandre occidentale;Pneumologie;57;24;33;0;5;3;10;0;3;3;0;0;0;1;2;2;2;1;4;7;14
Flandre occidentale;Gastro-entérologie;76;20;56;0;4;8;3;1;1;2;1;0;0;3;5;4;9;4;4;10;17
Flandre occidentale;Cardiologie;96;13;83;0;2;2;4;1;2;1;0;1;0;3;6;7;12;7;10;5;33
Flandre occidentale;Médecine interne;120;38;82;0;4;6;14;7;2;3;1;1;0;3;2;4;6;9;6;6;46
Flandre occidentale;Rhumatologie;21;9;12;0;1;2;0;1;2;1;0;2;0;0;1;2;1;0;1;0;7
Flandre occidentale;Médecine aiguë;23;9;14;0;1;0;3;3;0;2;0;0;0;0;0;5;3;2;2;1;1
Flandre occidentale;Gynécologie-obstétrique;134;59;75;0;13;12;7;8;11;6;1;1;0;2;5;3;2;6;7;10;40
Flandre occidentale;Ophtalmologie;138;87;51;1;6;9;7;12;12;9;8;23;0;2;3;3;2;3;6;5;27
Flandre occidentale;Oto-rhino-laryngologie;77;22;55;0;6;4;1;0;4;6;1;0;0;2;3;5;7;3;4;6;25
Flandre occidentale;Stomatologie;40;6;34;0;1;2;0;1;1;0;1;0;0;3;1;6;3;5;6;3;7
Flandre occidentale;Dermato-vénéréologie;84;55;29;2;5;8;2;12;6;3;2;15;0;1;2;1;2;0;5;2;16
Flandre occidentale;Pédiatrie;156;99;57;0;9;17;17;12;10;10;1;23;0;5;0;3;2;5;3;4;35
Flandre occidentale;Médecine physique et réadaptation;74;28;46;0;4;4;5;2;6;4;3;0;0;2;6;2;3;1;3;8;21
Flandre occidentale;Biologie clinique;56;19;37;0;2;2;1;5;0;3;0;6;0;2;1;3;3;4;1;5;18
Flandre occidentale;Radiodiagnostic;208;36;172;0;8;5;4;5;7;4;1;2;0;17;6;12;12;15;27;23;60
Flandre occidentale;Radiothérapie - oncologie;28;17;11;0;1;0;4;5;2;3;1;1;0;1;0;2;3;0;0;2;3
Flandre occidentale;Médecine nucléaire;33;10;23;0;0;1;3;4;1;1;0;0;0;1;2;1;0;1;2;1;15
Flandre occidentale;Anatomie pathologique;42;16;26;0;5;2;2;4;0;1;0;2;0;1;0;4;4;2;1;3;11
Flandre occidentale;Oncologie médicale;29;20;9;0;3;3;4;4;3;1;1;1;0;0;1;0;1;3;1;1;2
