Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;THERAPIE MANUELLE;303;145;158;4;45;43;24;8;9;5;2;5;0;0;24;28;24;23;15;18;13;10;3
Belgique;KINESITHERAPIE NEUROLOGIQUE;30;22;8;0;4;4;1;7;2;1;3;0;0;0;1;1;0;3;1;2;0;0;0
Belgique;KINESITHERAPIE PEDIATRIQUE;134;126;8;1;29;31;21;13;11;7;8;5;0;0;1;1;1;2;1;1;0;1;0
Belgique;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;89;88;1;0;10;13;19;17;8;12;5;4;0;0;0;0;0;0;0;1;0;0;0
Belgique;KINESITHERAPIE RESPIRATOIRE;46;34;12;0;6;6;3;3;5;8;2;1;0;0;1;0;1;3;0;4;1;2;0
Région Flandre;SANS AGREMENT;17849;10896;6953;642;1362;1049;1324;1548;1250;1118;1046;873;684;273;670;414;663;815;631;693;823;876;1095
Région Flandre;KINESITHERAPIE CARDIOVASCULAIRE;25;15;10;0;3;2;2;2;3;2;1;0;0;0;0;1;3;1;1;1;0;3;0
Région Flandre;THERAPIE MANUELLE;301;143;158;4;44;42;24;8;9;5;2;5;0;0;24;28;24;23;15;18;13;10;3
Région Flandre;KINESITHERAPIE NEUROLOGIQUE;30;22;8;0;4;4;1;7;2;1;3;0;0;0;1;1;0;3;1;2;0;0;0
Région Flandre;KINESITHERAPIE PEDIATRIQUE;132;124;8;1;29;30;21;13;10;7;8;5;0;0;1;1;1;2;1;1;0;1;0
Région Flandre;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;88;87;1;0;9;13;19;17;8;12;5;4;0;0;0;0;0;0;0;1;0;0;0
Région Flandre;KINESITHERAPIE RESPIRATOIRE;46;34;12;0;6;6;3;3;5;8;2;1;0;0;1;0;1;3;0;4;1;2;0
Région Wallonie;SANS AGREMENT;11835;6735;5100;516;1076;506;776;699;710;751;663;485;553;304;681;293;452;613;508;534;550;484;681
Région Wallonie;KINESITHERAPIE CARDIOVASCULAIRE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;THERAPIE MANUELLE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE PEDIATRIQUE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;SANS AGREMENT;3153;1827;1326;99;439;237;123;117;107;160;158;157;230;67;346;201;117;88;77;73;110;114;133
Région Région de Bruxelles-capitale;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;THERAPIE MANUELLE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;SANS AGREMENT;3886;2439;1447;153;352;227;273;309;281;252;237;197;158;60;177;101;152;163;129;142;152;168;203
Prov Brabant flamand;KINESITHERAPIE CARDIOVASCULAIRE;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Prov Brabant flamand;THERAPIE MANUELLE;54;26;28;0;6;10;6;2;1;0;0;1;0;0;8;5;4;3;2;2;3;1;0
Prov Brabant flamand;KINESITHERAPIE NEUROLOGIQUE;9;8;1;0;1;1;1;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Brabant flamand;KINESITHERAPIE PEDIATRIQUE;33;30;3;0;9;8;4;3;1;1;1;3;0;0;1;0;0;0;0;1;0;1;0
Prov Brabant flamand;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;19;19;0;0;2;5;4;4;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;KINESITHERAPIE RESPIRATOIRE;9;7;2;0;1;2;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0
Prov Flandre occidentale;SANS AGREMENT;3366;1890;1476;115;192;146;239;306;213;180;204;159;136;48;89;73;153;167;140;150;203;182;271
Prov Flandre occidentale;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;THERAPIE MANUELLE;81;49;32;2;21;8;8;1;6;2;0;1;0;0;3;5;4;4;4;4;1;5;2
Prov Flandre occidentale;KINESITHERAPIE NEUROLOGIQUE;10;8;2;0;2;0;0;3;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0
Prov Flandre occidentale;KINESITHERAPIE PEDIATRIQUE;29;29;0;0;5;6;5;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;29;28;1;0;3;1;9;5;2;5;1;2;0;0;0;0;0;0;0;1;0;0;0
Prov Flandre occidentale;KINESITHERAPIE RESPIRATOIRE;5;4;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
Prov Flandre orientale;SANS AGREMENT;4073;2610;1463;136;294;261;365;385;287;268;215;226;173;49;112;74;131;177;130;187;174;187;242
Prov Flandre orientale;KINESITHERAPIE CARDIOVASCULAIRE;9;8;1;0;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Flandre orientale;THERAPIE MANUELLE;72;35;37;1;11;13;5;2;1;0;1;1;0;0;5;10;6;7;3;2;2;2;0
Prov Flandre orientale;KINESITHERAPIE NEUROLOGIQUE;5;3;2;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Prov Flandre orientale;KINESITHERAPIE PEDIATRIQUE;31;28;3;0;9;8;3;2;3;2;1;0;0;0;0;0;1;1;1;0;0;0;0
Prov Flandre orientale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;18;18;0;0;1;2;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;KINESITHERAPIE RESPIRATOIRE;11;8;3;0;0;1;1;0;1;5;0;0;0;0;1;0;0;0;0;2;0;0;0
Prov Anvers;SANS AGREMENT;4316;2669;1647;154;336;292;290;353;325;305;273;192;149;67;173;116;136;186;147;150;199;210;263
Prov Anvers;KINESITHERAPIE CARDIOVASCULAIRE;5;2;3;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0
Prov Anvers;THERAPIE MANUELLE;67;24;43;1;5;6;4;3;1;2;1;1;0;0;6;6;3;8;3;10;6;1;0
Prov Anvers;KINESITHERAPIE NEUROLOGIQUE;6;3;3;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0
Prov Anvers;KINESITHERAPIE PEDIATRIQUE;26;26;0;1;5;5;6;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;12;12;0;0;1;2;1;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;KINESITHERAPIE RESPIRATOIRE;18;13;5;0;4;2;1;1;2;1;1;1;0;0;0;0;1;2;0;0;1;1;0
Prov Limbourg;SANS AGREMENT;2208;1288;920;84;188;123;157;195;144;113;117;99;68;49;119;50;91;122;85;64;95;129;116
Prov Limbourg;KINESITHERAPIE CARDIOVASCULAIRE;8;4;4;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;1;0;1;0
Prov Limbourg;THERAPIE MANUELLE;27;9;18;0;1;5;1;0;0;1;0;1;0;0;2;2;7;1;3;0;1;1;1
Prov Limbourg;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;KINESITHERAPIE PEDIATRIQUE;13;11;2;0;1;3;3;2;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0
Prov Limbourg;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;10;10;0;0;2;3;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;KINESITHERAPIE RESPIRATOIRE;3;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Brabant wallon;SANS AGREMENT;2100;1344;756;102;199;95;143;131;109;161;171;99;134;41;123;59;59;96;72;80;86;63;77
Prov Brabant wallon;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;THERAPIE MANUELLE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE PEDIATRIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SANS AGREMENT;3592;1832;1760;131;247;130;200;197;212;208;190;129;188;97;209;75;142;207;171;177;183;197;302
Prov Hainaut;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE PEDIATRIQUE;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;SANS AGREMENT;3439;1987;1452;153;337;146;244;205;217;212;188;156;129;81;197;92;140;172;154;156;168;137;155
Prov Liège;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE PEDIATRIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SANS AGREMENT;1679;946;733;81;144;73;105;87;117;105;88;65;81;47;86;34;65;94;76;78;81;64;108
Prov Namur;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE PEDIATRIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;SANS AGREMENT;1025;626;399;49;149;62;84;79;55;65;26;36;21;38;66;33;46;44;35;43;32;23;39
Prov Luxembourg;KINESITHERAPIE CARDIOVASCULAIRE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;THERAPIE MANUELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE PEDIATRIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SANS AGREMENT;3153;1827;1326;99;439;237;123;117;107;160;158;157;230;67;346;201;117;88;77;73;110;114;133
Prov Région de Bruxelles-capitale;KINESITHERAPIE CARDIOVASCULAIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;THERAPIE MANUELLE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE NEUROLOGIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;REEDUCATION ABDOMINO-PELVIENNE ET KINESITHERAPIE PERINATALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;KINESITHERAPIE RESPIRATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
