gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Waals Brabant;Orthodontie;40;30;10;0;3;2;1;3;6;6;1;2;6;0;0;1;0;0;1;0;3;2;3
Henegouwen;Alle specialiteiten;696;324;372;0;23;26;25;26;38;30;60;54;42;0;15;12;19;14;20;34;54;96;108
Henegouwen;Algemeen tandarts;667;305;362;0;22;26;23;25;32;28;58;52;39;0;15;12;19;14;20;31;53;91;107
Henegouwen;Parodontologie;4;3;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Henegouwen;Orthodontie;25;16;9;0;0;0;2;1;4;2;2;2;3;0;0;0;0;0;0;2;1;5;1
Luik;Alle specialiteiten;1000;463;537;11;50;54;40;46;33;47;63;66;53;3;27;24;29;26;20;41;120;99;148
Luik;Algemeen tandarts;922;410;512;11;46;45;31;41;30;40;57;63;46;3;26;21;26;24;17;39;116;95;145
Luik;Parodontologie;17;10;7;0;0;2;5;1;0;2;0;0;0;0;0;3;0;1;2;0;1;0;0
Luik;Orthodontie;61;43;18;0;4;7;4;4;3;5;6;3;7;0;1;0;3;1;1;2;3;4;3
Namen;Alle specialiteiten;340;169;171;1;13;17;8;13;19;18;25;23;32;0;7;2;6;11;10;12;32;40;51
Namen;Algemeen tandarts;325;157;168;1;13;17;7;11;15;15;24;22;32;0;7;2;6;10;10;12;31;40;50
Namen;Parodontologie;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
Namen;Orthodontie;11;10;1;0;0;0;1;1;4;2;1;1;0;0;0;0;0;0;0;0;0;0;1
Luxemburg;Alle specialiteiten;175;84;91;3;11;4;3;6;5;13;14;14;11;0;2;4;2;5;7;7;24;17;23
Luxemburg;Algemeen tandarts;164;78;86;3;11;3;2;6;5;12;12;14;10;0;2;2;2;4;7;6;23;17;23
Luxemburg;Orthodontie;11;6;5;0;0;1;1;0;0;1;2;0;1;0;0;2;0;1;0;1;1;0;0
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;1188;583;605;2;86;80;46;52;42;64;59;58;94;1;56;72;40;42;39;62;94;71;128
Brussels Hoofdstedelijk Gewest;Algemeen tandarts;1104;537;567;2;83;71;42;45;38;55;54;55;92;1;52;66;38;35;34;60;87;70;124
Brussels Hoofdstedelijk Gewest;Parodontologie;20;7;13;0;0;2;3;1;0;1;0;0;0;0;2;2;0;4;0;2;2;0;1
Brussels Hoofdstedelijk Gewest;Orthodontie;64;39;25;0;3;7;1;6;4;8;5;3;2;0;2;4;2;3;5;0;5;1;3
