Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Région Flandre;SANS AGREMENT;11171;7757;3414;393;1265;818;752;796;770;813;506;479;1165;86;329;213;209;258;251;294;277;320;1177
Région Wallonie;SANS AGREMENT;5910;4161;1749;105;459;411;404;476;521;439;307;266;773;34;146;118;149;154;176;172;144;121;535
Région Région de Bruxelles-capitale;SANS AGREMENT;1763;1220;543;24;189;153;123;109;107;118;91;78;228;12;76;84;43;46;49;37;49;38;109
Région Flandre;PHARMACIE HOSPITALIERE;857;715;142;20;148;117;112;60;63;58;22;46;69;4;18;23;7;16;3;10;9;12;40
Région Wallonie;PHARMACIE HOSPITALIERE;431;352;79;13;63;62;45;35;37;27;19;20;31;1;17;16;1;4;9;8;4;6;13
Région Région de Bruxelles-capitale;PHARMACIE HOSPITALIERE;106;83;23;2;12;23;11;12;6;2;0;6;9;0;5;4;7;0;1;3;3;0;0
Prov Brabant flamand;SANS AGREMENT;2426;1744;682;63;227;183;188;201;186;182;130;110;274;11;56;58;43;63;60;72;69;60;190
Prov Brabant flamand;PHARMACIE HOSPITALIERE;172;137;35;1;27;18;27;14;8;10;5;13;14;1;9;7;4;1;1;0;4;1;7
Prov Flandre occidentale;SANS AGREMENT;2010;1375;635;78;197;135;124;136;140;149;92;90;234;16;39;19;32;47;34;42;49;68;289
Prov Flandre occidentale;PHARMACIE HOSPITALIERE;142;118;24;5;21;24;12;15;7;9;3;7;15;1;2;4;0;4;0;2;1;3;7
Prov Flandre orientale;SANS AGREMENT;2828;1941;887;122;366;178;181;206;199;187;106;125;271;22;101;59;54;63;87;62;62;92;285
Prov Flandre orientale;PHARMACIE HOSPITALIERE;247;210;37;8;44;42;35;18;15;14;5;8;21;1;3;5;2;7;0;2;1;6;10
Prov Anvers;SANS AGREMENT;2888;1998;890;96;347;236;193;182;182;219;142;111;290;21;99;57;56;65;52;93;81;80;286
Prov Anvers;PHARMACIE HOSPITALIERE;215;182;33;5;38;24;31;7;24;18;8;14;13;0;3;5;1;3;1;5;2;1;12
Prov Limbourg;SANS AGREMENT;1019;699;320;34;128;86;66;71;63;76;36;43;96;16;34;20;24;20;18;25;16;20;127
Prov Limbourg;PHARMACIE HOSPITALIERE;81;68;13;1;18;9;7;6;9;7;1;4;6;1;1;2;0;1;1;1;1;1;4
Prov Brabant wallon;SANS AGREMENT;1026;738;288;6;67;66;71;94;102;71;63;56;142;3;21;13;23;31;38;30;21;20;88
Prov Brabant wallon;PHARMACIE HOSPITALIERE;63;57;6;0;5;11;9;9;5;5;3;4;6;0;2;1;0;0;0;0;1;1;1
Prov Hainaut;SANS AGREMENT;1665;1155;510;29;130;105;107;142;150;124;101;73;194;9;42;40;52;47;48;53;44;51;124
Prov Hainaut;PHARMACIE HOSPITALIERE;127;102;25;4;23;13;13;11;6;10;7;6;9;1;6;1;0;2;2;4;2;1;6
Prov Liège;SANS AGREMENT;1963;1368;595;45;161;134;134;121;168;144;82;81;298;11;59;44;39;45;60;51;53;30;203
Prov Liège;PHARMACIE HOSPITALIERE;131;100;31;3;21;16;10;11;15;4;5;5;10;0;7;11;1;1;4;2;0;2;3
Prov Namur;SANS AGREMENT;880;636;244;18;72;73;64;82;68;69;49;44;97;9;18;14;26;17;18;30;18;17;77
Prov Namur;PHARMACIE HOSPITALIERE;86;73;13;4;10;18;10;4;10;6;4;5;2;0;2;2;0;1;2;1;1;2;2
Prov Luxembourg;SANS AGREMENT;376;264;112;7;29;33;28;37;33;31;12;12;42;2;6;7;9;14;12;8;8;3;43
Prov Luxembourg;PHARMACIE HOSPITALIERE;24;20;4;2;4;4;3;0;1;2;0;0;4;0;0;1;0;0;1;1;0;0;1
Prov Région de Bruxelles-capitale;SANS AGREMENT;1763;1220;543;24;189;153;123;109;107;118;91;78;228;12;76;84;43;46;49;37;49;38;109
Prov Région de Bruxelles-capitale;PHARMACIE HOSPITALIERE;106;83;23;2;12;23;11;12;6;2;0;6;9;0;5;4;7;0;1;3;3;0;0
