Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20
;Infectiologie clinique;103.0;50;53;1;4;14;13;11;3;3;1;0;1;10;11;14;5;5;7
;Microbiologie médicale;84.0;45;39;0;4;11;11;10;6;3;0;1;3;6;7;5;8;6;3
Région flamande;Toutes les spécialités;3245.0;1381;1864;115;242;235;225;234;135;85;110;124;167;147;186;218;217;209;596
;Nucléaire in vitro;98.0;32;66;0;0;0;1;6;7;10;8;0;1;0;0;3;9;10;43
;"Réadaptation fonctionnelle et professionnelle
des handicapés";630.0;264;366;6;25;25;52;54;35;20;47;8;25;19;26;27;32;22;207
;Gériatrie;93.0;34;59;0;0;9;4;10;3;4;4;0;0;1;2;4;3;4;45
;Chirurgie orale et maxillo-faciale;182.0;42;140;6;12;11;2;8;0;1;2;13;18;20;21;13;12;17;26
;Soins intensifs;756.0;291;465;32;66;53;42;53;25;10;10;58;65;51;50;59;54;52;76
;Neurologie pédiatrique;67.0;50;17;7;10;8;4;9;3;3;6;1;1;0;2;3;1;1;8
;Néphrologie;217.0;101;116;11;23;23;17;13;5;3;6;2;14;13;15;11;15;10;36
;Médecine d'urgence;301.0;93;208;7;17;15;19;20;8;1;6;10;12;17;26;41;32;27;43
;Endocrino-diabétologie;216.0;134;82;17;31;20;19;16;15;7;9;9;6;4;9;10;5;9;30
;Néonatologie;87.0;62;25;8;9;13;6;7;11;5;3;0;3;2;2;6;4;4;4
;Oncologie;264.0;116;148;6;27;25;29;15;5;8;1;7;12;9;16;20;25;26;33
;Hématologie et oncologie pédiatrique;30.0;23;7;3;1;4;4;2;2;5;2;1;0;1;0;2;2;0;1
;Hématologie clinique;118.0;63;55;11;14;9;12;8;5;2;2;13;6;2;5;5;5;9;10
;Gestion des données de santé;45.0;8;37;0;0;0;0;0;1;3;4;1;0;1;0;1;6;6;22
;Psychiatrie médico-légale;31.0;13;18;0;0;5;2;2;4;0;0;0;0;0;2;3;1;4;8
;Infectiologie clinique;47.0;22;25;1;4;6;4;5;1;1;0;0;1;3;5;6;4;3;3
;Microbiologie médicale;63.0;33;30;0;3;9;8;6;5;2;0;1;3;4;5;4;7;5;1
Région wallonne;Toutes les spécialités;1454.0;570;884;35;80;69;90;77;65;47;107;31;47;47;75;87;114;117;366
;Nucléaire in vitro;62.0;28;34;0;0;0;0;2;4;9;13;0;1;0;0;0;1;5;27
;"Réadaptation fonctionnelle et professionnelle
des handicapés";256.0;96;160;0;2;1;12;15;11;11;44;0;1;4;6;9;14;18;108
;Gériatrie;34.0;12;22;0;0;0;3;1;4;2;2;0;0;0;0;2;1;2;17
;Chirurgie orale et maxillo-faciale;38.0;11;27;0;3;2;4;2;0;0;0;2;4;0;2;6;6;2;5
;Soins intensifs;279.0;66;213;2;22;9;10;6;9;5;3;16;24;17;12;25;31;34;54
;Neurologie pédiatrique;41.0;32;9;4;4;4;8;3;1;1;7;0;1;0;1;0;1;1;5
;Néphrologie;129.0;53;76;6;11;9;6;8;5;2;6;7;4;5;6;8;8;10;28
;Médecine d'urgence;174.0;47;127;0;1;6;6;8;12;5;9;0;5;6;13;11;27;16;49
;Endocrino-diabétologie;142.0;83;59;11;11;9;18;14;9;3;8;2;2;3;8;5;6;7;26
;Néonatologie;46.0;33;13;3;7;5;5;6;3;1;3;0;1;2;2;3;1;2;2
;Oncologie;80.0;27;53;2;7;8;4;4;0;1;1;1;3;3;10;9;8;6;13
;Hématologie et oncologie pédiatrique;16.0;13;3;2;3;2;2;1;0;1;2;0;0;0;1;1;0;1;0
;Hématologie clinique;62.0;33;29;5;9;6;5;3;3;1;1;3;1;3;6;2;6;2;6
;Gestion des données de santé;45.0;14;31;0;0;0;1;0;2;4;7;0;0;0;0;0;3;8;20
;Psychiatrie médico-légale;7.0;1;6;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;2
;Infectiologie clinique;31.0;14;17;0;0;5;4;2;2;0;1;0;0;2;5;6;0;1;3
;Microbiologie médicale;12.0;7;5;0;0;2;2;2;0;1;0;0;0;1;2;0;0;1;1
"Région de Bruxelles
Capitale";Toutes les spécialités;573.0;263;310;15;33;40;38;28;26;23;60;22;20;27;29;28;28;37;119
;Nucléaire in vitro;28.0;14;14;0;0;0;0;0;1;3;10;0;0;0;0;0;1;4;9
;"Réadaptation fonctionnelle et professionnelle
des handicapés";90.0;37;53;1;1;2;2;4;4;6;17;0;0;1;1;5;2;5;39
;Gériatrie;8.0;3;5;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;3
;Chirurgie orale et maxillo-faciale;29.0;13;16;3;0;1;1;2;2;2;2;1;4;2;1;1;1;1;5
;Soins intensifs;100.0;33;67;4;8;7;4;2;3;0;5;8;7;8;11;1;7;11;14
;Neurologie pédiatrique;14.0;11;3;1;1;4;0;0;1;0;4;1;1;0;0;0;0;0;1
;Néphrologie;55.0;24;31;2;4;7;5;1;1;1;3;2;3;7;1;4;2;4;8
;Médecine d'urgence;42.0;15;27;0;0;1;1;1;4;3;5;1;0;1;5;6;2;2;10
;Endocrino-diabétologie;64.0;34;30;0;8;4;10;2;2;1;7;6;0;1;2;3;3;1;14
;Néonatologie;28.0;22;6;0;2;5;5;4;4;1;1;1;1;0;0;1;0;1;2
;Oncologie;23.0;10;13;1;2;3;2;2;0;0;0;0;0;1;2;1;3;3;3
;Hématologie et oncologie pédiatrique;8.0;5;3;0;0;2;0;0;1;1;1;0;1;0;1;0;0;0;1
;Hématologie clinique;35.0;18;17;3;6;1;2;1;2;1;2;2;3;0;2;2;2;2;4
;Gestion des données de santé;10.0;5;5;0;0;0;0;2;0;1;2;0;0;0;0;0;1;1;3
;Psychiatrie médico-légale;5.0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1
;Infectiologie clinique;25.0;14;11;0;0;3;5;4;0;2;0;0;0;5;1;2;1;1;1
;Microbiologie médicale;9.0;5;4;0;1;0;1;2;1;0;0;0;0;1;0;1;1;0;1
Brabant flamand;Toutes les spécialités;812.0;375;437;22;63;70;72;59;23;26;40;33;34;40;39;51;48;48;144
;Nucléaire in vitro;34.0;12;22;0;0;0;0;4;0;4;4;0;1;0;0;1;2;2;16
;"Réadaptation fonctionnelle et professionnelle
des handicapés";165.0;72;93;3;9;7;17;11;5;6;14;2;5;4;4;6;7;4;61
;Gériatrie;21.0;13;8;0;0;3;2;4;1;1;2;0;0;0;1;1;0;0;6
;Chirurgie orale et maxillo-faciale;35.0;12;23;0;4;3;1;2;0;0;2;5;4;3;5;0;1;3;2
;Soins intensifs;174.0;63;111;4;13;14;12;12;3;1;4;15;14;15;11;12;16;14;14
;Neurologie pédiatrique;21.0;15;6;1;4;3;2;2;0;1;2;0;0;0;0;3;0;1;2
;Néphrologie;52.0;27;25;2;11;5;4;3;1;0;1;2;2;5;4;2;2;2;6
;Médecine d'urgence;66.0;25;41;1;3;7;6;4;1;0;3;1;1;4;5;9;4;5;12
;Endocrino-diabétologie;59.0;39;20;2;6;7;7;5;4;4;4;2;1;2;2;5;1;1;6
;Néonatologie;29.0;20;9;1;2;7;1;3;4;2;0;0;1;1;0;1;3;0;3
;Oncologie;50.0;23;27;1;6;4;6;5;0;1;0;1;4;3;2;3;2;5;7
;Hématologie et oncologie pédiatrique;14.0;12;2;1;1;3;3;1;0;3;0;0;0;0;0;1;1;0;0
;Hématologie clinique;39.0;21;18;5;4;3;5;1;1;0;2;4;1;1;1;3;2;2;4
;Gestion des données de santé;12.0;5;7;0;0;0;0;0;1;2;2;1;0;0;0;0;2;2;2
;Psychiatrie médico-légale;6.0;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;1
;Infectiologie clinique;23.0;10;13;1;0;2;3;2;1;1;0;0;0;1;3;3;3;2;1
;Microbiologie médicale;12.0;3;9;0;0;1;2;0;0;0;0;0;0;1;1;1;2;3;1
Flandre occidentale;Toutes les spécialités;579.0;200;379;23;33;34;31;28;28;7;16;19;25;22;34;42;48;42;147
;Nucléaire in vitro;10.0;2;8;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;5
;"Réadaptation fonctionnelle et professionnelle
des handicapés";131.0;49;82;0;5;3;6;10;14;1;10;0;2;3;2;7;8;5;55
;Gériatrie;30.0;11;19;0;0;4;2;2;2;0;1;0;0;0;0;1;1;2;15
;Chirurgie orale et maxillo-faciale;33.0;4;29;1;1;1;0;1;0;0;0;0;3;4;4;4;6;5;3
;Soins intensifs;136.0;52;84;10;10;14;7;4;5;2;0;8;10;7;11;10;10;12;16
;Neurologie pédiatrique;7.0;4;3;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;2
;Néphrologie;37.0;13;24;0;0;5;3;3;1;1;0;0;2;2;1;5;1;1;12
;Médecine d'urgence;62.0;20;42;4;3;1;3;5;2;0;2;3;2;4;5;7;8;2;11
;Endocrino-diabétologie;29.0;15;14;4;4;0;4;1;1;0;1;2;0;0;1;1;1;2;7
;Néonatologie;13.0;7;6;1;3;1;1;0;1;0;0;0;1;0;1;2;0;2;0
;Oncologie;55.0;15;40;2;2;4;5;0;1;1;0;2;4;1;5;2;7;5;14
;Hématologie et oncologie pédiatrique;2.0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
;Hématologie clinique;14.0;3;11;0;2;0;0;0;0;1;0;3;1;0;2;0;2;2;1
;Gestion des données de santé;4.0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
;Psychiatrie médico-légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
;Infectiologie clinique;4.0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
;Microbiologie médicale;10.0;4;6;0;1;1;0;1;1;0;0;1;0;0;2;1;1;1;0
Flandre orientale;Toutes les spécialités;724.0;323;401;30;59;60;48;52;34;19;21;36;36;28;35;57;51;47;111
;Nucléaire in vitro;31.0;9;22;0;0;0;1;0;3;4;1;0;0;0;0;1;5;3;13
;"Réadaptation fonctionnelle et professionnelle
des handicapés";129.0;61;68;2;2;9;14;9;9;5;11;2;4;4;7;7;9;5;30
;Gériatrie;13.0;4;9;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;7
;Chirurgie orale et maxillo-faciale;44.0;13;31;1;4;3;1;3;0;1;0;4;4;3;2;4;3;3;8
;Soins intensifs;166.0;63;103;7;20;9;5;15;5;1;1;17;16;8;10;15;11;9;17
;Neurologie pédiatrique;15.0;10;5;3;0;1;0;2;2;1;1;0;1;0;2;0;0;0;2
;Néphrologie;58.0;29;29;5;5;8;3;2;2;2;2;0;4;4;3;2;5;3;8
;Médecine d'urgence;59.0;12;47;0;4;2;3;2;1;0;0;4;3;5;4;13;6;8;4
;Endocrino-diabétologie;56.0;34;22;7;10;5;4;3;4;1;0;4;2;1;2;1;1;4;7
;Néonatologie;10.0;9;1;1;0;2;1;1;3;0;1;0;0;0;0;1;0;0;0
;Oncologie;62.0;31;31;1;7;7;10;5;0;0;1;2;1;2;3;7;6;7;3
;Hématologie et oncologie pédiatrique;9.0;8;1;1;0;1;1;1;2;1;1;0;0;0;0;0;0;0;1
;Hématologie clinique;24.0;17;7;2;5;3;3;2;1;1;0;3;1;0;0;0;0;2;1
;Gestion des données de santé;14.0;1;13;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;7
;Psychiatrie médico-légale;10.0;5;5;0;0;2;0;1;2;0;0;0;0;0;0;2;0;0;3
;Infectiologie clinique;7.0;4;3;0;1;1;0;2;0;0;0;0;0;1;1;1;0;0;0
;Microbiologie médicale;17.0;13;4;0;1;6;2;3;0;1;0;0;0;0;1;1;2;0;0
Anvers;Toutes les spécialités;799.0;358;441;29;63;47;58;72;36;23;30;24;55;33;44;49;52;49;135
;Nucléaire in vitro;16.0;7;9;0;0;0;0;2;2;1;2;0;0;0;0;0;2;2;5
;"Réadaptation fonctionnelle et professionnelle
des handicapés";146.0;66;80;1;6;5;11;19;7;7;10;2;10;4;7;7;6;4;40
;Gériatrie;25.0;5;20;0;0;0;0;3;0;2;0;0;0;0;1;1;1;2;15
;Chirurgie orale et maxillo-faciale;48.0;10;38;3;3;2;0;2;0;0;0;3;5;8;4;3;2;4;9
;Soins intensifs;186.0;75;111;7;14;11;13;15;8;2;5;10;19;12;12;17;12;11;18
;Neurologie pédiatrique;18.0;15;3;2;3;0;2;4;1;1;2;1;0;0;0;0;0;0;2
;Néphrologie;52.0;28;24;3;6;5;7;3;1;0;3;0;4;1;3;2;3;2;9
;Médecine d'urgence;75.0;22;53;1;4;4;4;6;1;1;1;2;3;3;7;7;12;9;10
;Endocrino-diabétologie;54.0;36;18;3;10;6;3;4;5;1;4;1;3;0;2;1;2;2;7
;Néonatologie;32.0;23;9;4;4;3;3;2;3;2;2;0;1;1;1;2;1;2;1
;Oncologie;67.0;34;33;1;7;7;6;5;4;4;0;1;3;1;3;3;7;7;8
;Hématologie et oncologie pédiatrique;4.0;1;3;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0
;Hématologie clinique;32.0;15;17;3;3;1;3;4;1;0;0;3;3;1;1;2;1;2;4
;Gestion des données de santé;10.0;2;8;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;6
;Psychiatrie médico-légale;8.0;3;5;0;0;1;1;1;0;0;0;0;0;0;2;1;0;1;1
;Infectiologie clinique;10.0;6;4;0;2;2;1;1;0;0;0;0;1;0;1;1;0;1;0
;Microbiologie médicale;16.0;10;6;0;1;0;4;1;3;1;0;0;3;1;0;1;1;0;0
Limbourg;Toutes les spécialités;331.0;125;206;11;24;24;16;23;14;10;3;12;17;24;34;19;18;23;59
;Nucléaire in vitro;7.0;2;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;4
;"Réadaptation fonctionnelle et professionnelle
des handicapés";59.0;16;43;0;3;1;4;5;0;1;2;2;4;4;6;0;2;4;21
;Gériatrie;4.0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
;Chirurgie orale et maxillo-faciale;22.0;3;19;1;0;2;0;0;0;0;0;1;2;2;6;2;0;2;4
;Soins intensifs;94.0;38;56;4;9;5;5;7;4;4;0;8;6;9;6;5;5;6;11
;Neurologie pédiatrique;6.0;6;0;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0
;Néphrologie;18.0;4;14;1;1;0;0;2;0;0;0;0;2;1;4;0;4;2;1
;Médecine d'urgence;39.0;14;25;1;3;1;3;3;3;0;0;0;3;1;5;5;2;3;6
;Endocrino-diabétologie;18.0;10;8;1;1;2;1;3;1;1;0;0;0;1;2;2;0;0;3
;Néonatologie;3.0;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
;Oncologie;30.0;13;17;1;5;3;2;0;0;2;0;1;0;2;3;5;3;2;1
;Hématologie et oncologie pédiatrique;1.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;Hématologie clinique;9.0;7;2;1;0;2;1;1;2;0;0;0;0;0;1;0;0;1;0
;Gestion des données de santé;5.0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
;Psychiatrie médico-légale;5.0;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2
;Infectiologie clinique;3.0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
;Microbiologie médicale;8.0;3;5;0;0;1;0;1;1;0;0;0;0;2;1;0;1;1;0
Brabant Wallon;Toutes les spécialités;330.0;130;200;5;17;13;17;14;20;12;32;8;9;10;16;18;23;28;88
;Nucléaire in vitro;18.0;10;8;0;0;0;0;0;1;4;5;0;0;0;0;0;0;0;8
;"Réadaptation fonctionnelle et professionnelle
des handicapés";71.0;24;47;0;0;0;3;2;4;2;13;0;0;0;2;2;3;4;36
;Gériatrie;9.0;4;5;0;0;0;1;0;2;0;1;0;0;0;0;1;0;1;3
;Chirurgie orale et maxillo-faciale;11.0;3;8;0;2;0;1;0;0;0;0;0;2;0;1;2;1;1;1
;Soins intensifs;63.0;16;47;0;8;0;2;1;2;2;1;4;6;5;2;4;7;10;9
;Neurologie pédiatrique;11.0;11;0;2;2;0;2;1;1;1;2;0;0;0;0;0;0;0;0
;Néphrologie;37.0;15;22;1;2;1;0;5;3;1;2;3;1;2;0;3;3;2;8
;Médecine d'urgence;30.0;8;22;0;0;1;0;1;3;1;2;0;0;0;4;2;4;2;10
;Endocrino-diabétologie;20.0;6;14;0;1;0;3;0;1;0;1;0;0;0;2;2;2;2;6
;Néonatologie;11.0;9;2;0;1;2;2;2;0;0;2;0;0;1;0;0;0;1;0
;Oncologie;14.0;4;10;1;1;1;1;0;0;0;0;0;0;1;2;1;1;4;1
;Hématologie et oncologie pédiatrique;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;Hématologie clinique;10.0;6;4;1;0;1;2;0;2;0;0;1;0;0;0;1;2;0;0
;Gestion des données de santé;7.0;3;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;3
;Psychiatrie médico-légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
;Infectiologie clinique;11.0;8;3;0;0;4;0;2;1;0;1;0;0;0;2;0;0;0;1
;Microbiologie médicale;4.0;2;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1
Hainaut;Toutes les spécialités;336.0;112;224;7;13;14;26;14;9;11;18;6;7;10;16;16;37;34;98
;Nucléaire in vitro;16.0;3;13;0;0;0;0;0;0;3;0;0;0;0;0;0;1;3;9
;"Réadaptation fonctionnelle et professionnelle
des handicapés";47.0;14;33;0;0;1;2;3;1;2;5;0;0;1;1;4;4;3;20
;Gériatrie;13.0;4;9;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;7
;Chirurgie orale et maxillo-faciale;10.0;5;5;0;1;0;2;2;0;0;0;0;0;0;0;0;3;1;1
;Soins intensifs;64.0;11;53;0;0;3;4;0;1;2;1;3;4;0;3;5;12;9;17
;Neurologie pédiatrique;8.0;6;2;0;1;1;2;0;0;0;2;0;0;0;0;0;1;0;1
;Néphrologie;29.0;9;20;1;3;2;2;1;0;0;0;2;1;2;0;0;3;3;9
;Médecine d'urgence;39.0;7;32;0;0;0;2;2;0;0;3;0;0;2;3;0;9;6;12
;Endocrino-diabétologie;36.0;22;14;2;3;4;5;2;3;1;2;1;1;1;2;1;0;2;6
;Néonatologie;12.0;10;2;1;2;0;2;2;2;0;1;0;1;0;0;1;0;0;0
;Oncologie;26.0;7;19;1;1;1;0;2;0;1;1;0;0;0;4;4;2;1;8
;Hématologie clinique;14.0;9;5;2;2;2;2;0;0;1;0;0;0;2;0;0;1;1;1
;Gestion des données de santé;14.0;3;11;0;0;0;1;0;0;0;2;0;0;0;0;0;1;3;7
;Psychiatrie médico-légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
;Infectiologie clinique;5.0;2;3;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0
;Microbiologie médicale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Liège;Toutes les spécialités;511.0;222;289;18;35;30;27;35;24;11;42;10;19;17;23;34;35;38;113
;Nucléaire in vitro;18.0;11;7;0;0;0;0;2;3;0;6;0;1;0;0;0;0;2;4
;"Réadaptation fonctionnelle et professionnelle
des handicapés";104.0;43;61;0;1;0;3;9;5;4;21;0;1;3;3;3;3;9;39
;Gériatrie;8.0;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;5
;Chirurgie orale et maxillo-faciale;4.0;1;3;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
;Soins intensifs;99.0;28;71;2;9;6;4;3;3;0;1;6;9;8;6;11;7;7;17
;Neurologie pédiatrique;14.0;9;5;2;0;3;3;1;0;0;0;0;1;0;0;0;0;1;3
;Néphrologie;38.0;16;22;2;3;3;3;2;0;0;3;1;2;1;2;3;1;5;7
;Médecine d'urgence;67.0;20;47;0;1;2;1;4;7;2;3;0;3;2;4;8;13;5;12
;Endocrino-diabétologie;61.0;40;21;8;6;4;6;8;3;1;4;1;1;1;1;2;2;3;10
;Néonatologie;17.0;10;7;2;3;2;0;1;1;1;0;0;0;1;1;2;1;0;2
;Oncologie;24.0;11;13;0;3;4;2;2;0;0;0;1;0;0;2;2;4;1;3
;Hématologie et oncologie pédiatrique;13.0;10;3;1;3;1;1;1;0;1;2;0;0;0;1;1;0;1;0
;Hématologie clinique;22.0;11;11;1;6;2;1;1;0;0;0;1;1;1;2;1;2;1;2
;Gestion des données de santé;11.0;5;6;0;0;0;0;0;1;2;2;0;0;0;0;0;0;1;5
;Psychiatrie médico-légale;3.0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
;Infectiologie clinique;7.0;3;4;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;2
;Microbiologie médicale;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Namur;Toutes les spécialités;212.0;80;132;3;10;11;14;13;7;11;11;6;10;8;13;18;16;12;49
;Nucléaire in vitro;8.0;3;5;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;5
;"Réadaptation fonctionnelle et professionnelle
des handicapés";28.0;13;15;0;1;0;4;1;0;3;4;0;0;0;0;0;4;2;9
;Gériatrie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
;Chirurgie orale et maxillo-faciale;11.0;1;10;0;0;0;1;0;0;0;0;2;2;0;0;4;1;0;1
;Soins intensifs;41.0;7;34;0;2;0;0;2;2;1;0;2;4;4;1;5;4;7;7
;Neurologie pédiatrique;7.0;5;2;0;1;0;1;1;0;0;2;0;0;0;1;0;0;0;1
;Néphrologie;20.0;10;10;2;2;3;1;0;0;1;1;1;0;0;3;2;1;0;3
;Médecine d'urgence;29.0;10;19;0;0;3;2;1;1;2;1;0;2;2;2;1;1;2;9
;Endocrino-diabétologie;16.0;9;7;0;1;1;1;3;2;1;0;0;0;1;1;0;2;0;3
;Néonatologie;4.0;3;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0
;Oncologie;11.0;4;7;0;1;2;1;0;0;0;0;0;2;1;1;1;1;0;1
;Hématologie et oncologie pédiatrique;1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Hématologie clinique;11.0;6;5;0;1;1;0;2;1;0;1;1;0;0;1;0;0;0;3
;Gestion des données de santé;9.0;2;7;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;5
;Infectiologie clinique;7.0;1;6;0;0;0;1;0;0;0;0;0;0;0;1;5;0;0;0
;Microbiologie médicale;6.0;5;1;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;0
Luxembourg;Toutes les spécialités;65.0;26;39;2;5;1;6;1;5;2;4;1;2;2;7;1;3;5;18
;Nucléaire in vitro;2.0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
;"Réadaptation fonctionnelle et professionnelle
des handicapés";6.0;2;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4
;Gériatrie;1.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;Chirurgie orale et maxillo-faciale;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;Soins intensifs;12.0;4;8;0;3;0;0;0;1;0;0;1;1;0;0;0;1;1;4
;Neurologie pédiatrique;1.0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Néphrologie;5.0;3;2;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;1
;Médecine d'urgence;9.0;2;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;6
;Endocrino-diabétologie;9.0;6;3;1;0;0;3;1;0;0;1;0;0;0;2;0;0;0;1
;Néonatologie;2.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
;Oncologie;5.0;1;4;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0
;Hématologie et oncologie pédiatrique;1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;Hématologie clinique;5.0;1;4;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
;Gestion des données de santé;4.0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0
;Infectiologie clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Région de Bruxelles
Capitale";Toutes les spécialités;573.0;263;310;15;33;40;38;28;26;23;60;22;20;27;29;28;28;37;119
;Nucléaire in vitro;28.0;14;14;0;0;0;0;0;1;3;10;0;0;0;0;0;1;4;9
;"Réadaptation fonctionnelle et professionnelle
des handicapés";90.0;37;53;1;1;2;2;4;4;6;17;0;0;1;1;5;2;5;39
;Gériatrie;8.0;3;5;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;3
;Chirurgie orale et maxillo-faciale;29.0;13;16;3;0;1;1;2;2;2;2;1;4;2;1;1;1;1;5
;Soins intensifs;100.0;33;67;4;8;7;4;2;3;0;5;8;7;8;11;1;7;11;14
;Neurologie pédiatrique;14.0;11;3;1;1;4;0;0;1;0;4;1;1;0;0;0;0;0;1
;Néphrologie;55.0;24;31;2;4;7;5;1;1;1;3;2;3;7;1;4;2;4;8
;Médecine d'urgence;42.0;15;27;0;0;1;1;1;4;3;5;1;0;1;5;6;2;2;10
