territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64
Région flamande;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;82;71;11;6;50;15;0;0;0;0;0;2;9;0;0;0;0;0;0;0
Région flamande;Psychiatrie, particulièrement en psychiatrie adulte;161;96;65;13;60;20;2;0;1;0;0;5;51;8;0;0;1;0;0;0
Région flamande;Pneumologie;29;17;12;0;7;10;0;0;0;0;0;0;7;5;0;0;0;0;0;0
Région flamande;Gastro-entérologie;49;26;23;0;13;13;0;0;0;0;0;0;10;13;0;0;0;0;0;0
Région flamande;Cardiologie;52;19;33;0;11;8;0;0;0;0;0;0;15;18;0;0;0;0;0;0
Région flamande;Médecine interne;473;271;202;47;209;11;2;2;0;0;0;25;153;21;2;1;0;0;0;0
Région flamande;Rhumatologie;13;10;3;0;1;8;1;0;0;0;0;0;1;2;0;0;0;0;0;0
Région flamande;Médecine aiguë;24;9;15;3;4;1;1;0;0;0;0;0;12;2;1;0;0;0;0;0
Région flamande;Gynécologie-obstétrique;200;174;26;17;133;20;3;1;0;0;0;3;21;2;0;0;0;0;0;0
Région flamande;Ophtalmologie;91;55;36;7;41;6;1;0;0;0;0;7;24;3;1;0;1;0;0;0
Région flamande;Oto-rhino-laryngologie;80;59;21;4;46;8;0;0;1;0;0;3;17;1;0;0;0;0;0;0
Région flamande;Stomatologie;43;15;28;4;11;0;0;0;0;0;0;3;18;7;0;0;0;0;0;0
Région flamande;Dermato-vénéréologie;61;53;8;6;45;2;0;0;0;0;0;1;6;1;0;0;0;0;0;0
Région flamande;Pédiatrie;217;186;31;24;134;26;2;0;0;0;0;5;21;5;0;0;0;0;0;0
Région flamande;Médecine physique et réadaptation;68;31;37;5;24;1;0;1;0;0;0;2;31;4;0;0;0;0;0;0
Région flamande;Biologie clinique;42;21;21;2;13;6;0;0;0;0;0;2;15;3;1;0;0;0;0;0
Région flamande;Radiodiagnostic;136;35;101;2;27;4;0;1;1;0;0;5;84;10;2;0;0;0;0;0
Région flamande;Radiothérapie - oncologie;32;16;16;0;12;4;0;0;0;0;0;2;9;4;0;1;0;0;0;0
Région flamande;Médecine nucléaire;19;8;11;0;7;1;0;0;0;0;0;0;7;3;0;1;0;0;0;0
Région flamande;Anatomie pathologique;39;24;15;1;19;4;0;0;0;0;0;1;13;1;0;0;0;0;0;0
Région flamande;Oncologie médicale;31;20;11;0;10;10;0;0;0;0;0;0;3;7;1;0;0;0;0;0
Région flamande;Génétique clinique;11;7;4;1;5;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0
Région flamande;Médecine du travail;27;23;4;0;5;7;2;2;5;2;0;0;1;2;1;0;0;0;0;0
Région wallonne;Toutes les spécialités;1735;984;751;100;711;148;13;4;6;1;1;69;529;128;11;3;6;3;1;1
Région wallonne;Gériatrie;52;39;13;5;23;10;0;0;1;0;0;1;7;5;0;0;0;0;0;0
Région wallonne;Médecine d'urgence;174;92;82;9;62;18;1;0;1;1;0;1;56;17;3;0;3;2;0;0
Région wallonne;Médecine légale;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région wallonne;Anesthésie-réanimation;200;80;120;9;61;8;1;1;0;0;0;10;80;25;4;0;1;0;0;0
Région wallonne;Chirurgie;116;62;54;5;44;13;0;0;0;0;0;5;40;8;1;0;0;0;0;0
Région wallonne;Neurochirurgie;18;8;10;0;6;2;0;0;0;0;0;1;5;4;0;0;0;0;0;0
Région wallonne;Chirurgie plastique, reconstructrice et esthétique;13;7;6;1;3;3;0;0;0;0;0;1;4;1;0;0;0;0;0;0
Région wallonne;Urologie;29;15;14;1;7;6;1;0;0;0;0;0;10;4;0;0;0;0;0;0
Région wallonne;Chirurgie orthopédique;80;28;52;1;19;8;0;0;0;0;0;1;41;9;0;0;1;0;0;0
Région wallonne;Neurologie;44;25;19;3;20;2;0;0;0;0;0;3;10;6;0;0;0;0;0;0
Région wallonne;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;34;27;7;5;20;2;0;0;0;0;0;0;4;3;0;0;0;0;0;0
Région wallonne;Psychiatrie, particulièrement en psychiatrie adulte;56;33;23;3;22;5;2;1;0;0;0;0;22;1;0;0;0;0;0;0
Région wallonne;Pneumologie;32;16;16;0;10;6;0;0;0;0;0;2;8;6;0;0;0;0;0;0
Région wallonne;Gastro-entérologie;31;22;9;2;13;5;1;1;0;0;0;0;5;4;0;0;0;0;0;0
Région wallonne;Cardiologie;49;21;28;0;12;9;0;0;0;0;0;2;17;9;0;0;0;0;0;0
Région wallonne;Médecine interne;213;113;100;13;90;10;0;0;0;0;0;23;72;4;1;0;0;0;0;0
Région wallonne;Rhumatologie;16;11;5;0;9;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Région wallonne;Médecine aiguë;5;2;3;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région wallonne;Gynécologie-obstétrique;92;80;12;12;64;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
Région wallonne;Ophtalmologie;38;23;15;2;19;1;1;0;0;0;0;2;13;0;0;0;0;0;0;0
Région wallonne;Oto-rhino-laryngologie;34;20;14;0;19;1;0;0;0;0;0;2;11;1;0;0;0;0;0;0
Région wallonne;Stomatologie;15;6;9;1;5;0;0;0;0;0;0;1;7;1;0;0;0;0;0;0
Région wallonne;Dermato-vénéréologie;27;20;7;5;15;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Région wallonne;Pédiatrie;140;114;26;12;90;11;1;0;0;0;0;4;22;0;0;0;0;0;0;0
Région wallonne;Médecine physique et réadaptation;34;20;14;3;15;2;0;0;0;0;0;0;11;3;0;0;0;0;0;0
Région wallonne;Biologie clinique;19;7;12;1;5;0;0;1;0;0;0;0;9;2;0;1;0;0;0;0
Région wallonne;Radiodiagnostic;66;27;39;4;20;3;0;0;0;0;0;3;33;3;0;0;0;0;0;0
Région wallonne;Radiothérapie - oncologie;12;8;4;0;8;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Région wallonne;Médecine nucléaire;16;8;8;1;3;4;0;0;0;0;0;1;4;3;0;0;0;0;0;0
Région wallonne;Anatomie pathologique;18;11;7;1;9;1;0;0;0;0;0;1;4;0;1;1;0;0;0;0
Région wallonne;Oncologie médicale;26;17;9;1;8;8;0;0;0;0;0;1;6;2;0;0;0;0;0;0
Région wallonne;Médecine du travail;32;21;11;0;7;4;5;0;4;0;1;0;1;4;1;1;1;1;1;1
Région de Bruxelles Capitale;Toutes les spécialités;1270;717;553;29;490;168;19;7;2;2;0;23;353;157;13;5;2;0;0;0
Région de Bruxelles Capitale;Gériatrie;23;20;3;2;9;7;2;0;0;0;0;0;3;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine d'urgence;115;60;55;1;33;18;7;1;0;0;0;1;26;19;5;2;2;0;0;0
Région de Bruxelles Capitale;Médecine légale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Anesthésie-réanimation;129;58;71;2;36;18;2;0;0;0;0;2;44;25;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie;71;33;38;1;27;5;0;0;0;0;0;2;21;13;2;0;0;0;0;0
Région de Bruxelles Capitale;Neurochirurgie;14;4;10;0;3;1;0;0;0;0;0;1;7;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie plastique, reconstructrice et esthétique;10;6;4;0;4;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Urologie;23;8;15;0;6;2;0;0;0;0;0;0;8;7;0;0;0;0;0;0
Région de Bruxelles Capitale;Chirurgie orthopédique;57;14;43;1;7;6;0;0;0;0;0;2;26;13;1;1;0;0;0;0
Région de Bruxelles Capitale;Neurologie;35;23;12;4;15;4;0;0;0;0;0;2;9;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;33;28;5;0;15;11;1;1;0;0;0;1;2;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;70;40;30;1;24;10;2;1;0;2;0;1;21;7;1;0;0;0;0;0
Région de Bruxelles Capitale;Pneumologie;16;10;6;0;5;5;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Gastro-entérologie;18;10;8;0;4;6;0;0;0;0;0;0;5;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Cardiologie;28;12;16;0;3;9;0;0;0;0;0;0;4;11;1;0;0;0;0;0
Région de Bruxelles Capitale;Médecine interne;186;93;93;4;78;10;0;1;0;0;0;7;67;17;1;1;0;0;0;0
Région de Bruxelles Capitale;Rhumatologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Gynécologie-obstétrique;61;56;5;1;43;12;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Ophtalmologie;37;20;17;1;15;3;0;1;0;0;0;1;13;2;1;0;0;0;0;0
Région de Bruxelles Capitale;Oto-rhino-laryngologie;25;11;14;0;7;4;0;0;0;0;0;0;9;5;0;0;0;0;0;0
Région de Bruxelles Capitale;Stomatologie;18;6;12;0;6;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Dermato-vénéréologie;24;20;4;1;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Pédiatrie;120;101;19;7;78;16;0;0;0;0;0;0;13;6;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine physique et réadaptation;19;12;7;1;6;3;1;0;1;0;0;0;4;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Biologie clinique;12;4;8;0;3;0;1;0;0;0;0;0;5;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Radiodiagnostic;76;38;38;1;28;8;1;0;0;0;0;2;32;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Radiothérapie - oncologie;8;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine nucléaire;6;1;5;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Anatomie pathologique;12;10;2;1;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Oncologie médicale;8;5;3;0;3;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Région de Bruxelles Capitale;Génétique clinique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine du travail;12;9;3;0;2;2;2;2;1;0;0;0;1;0;1;1;0;0;0;0
Brabant flamand;Toutes les spécialités;952;543;409;54;367;106;6;5;4;1;0;35;280;87;6;1;0;0;0;0
Brabant flamand;Gériatrie;13;11;2;1;6;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Brabant flamand;Médecine d'urgence;49;26;23;3;18;5;0;0;0;0;0;1;13;9;0;0;0;0;0;0
Brabant flamand;Médecine légale;3;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant flamand;Anesthésie-réanimation;108;44;64;7;32;4;1;0;0;0;0;3;46;12;2;1;0;0;0;0
Brabant flamand;Chirurgie;51;26;25;2;17;7;0;0;0;0;0;4;19;2;0;0;0;0;0;0
Brabant flamand;Neurochirurgie;13;3;10;0;3;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0
Brabant flamand;Chirurgie plastique, reconstructrice et esthétique;10;6;4;1;3;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Brabant flamand;Urologie;18;12;6;3;8;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0
Brabant flamand;Chirurgie orthopédique;40;8;32;0;5;3;0;0;0;0;0;3;21;6;2;0;0;0;0;0
Brabant flamand;Neurologie;29;19;10;2;10;7;0;0;0;0;0;4;5;1;0;0;0;0;0;0
Brabant flamand;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;28;22;6;3;14;5;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Brabant flamand;Psychiatrie, particulièrement en psychiatrie adulte;56;34;22;4;20;8;2;0;0;0;0;2;18;2;0;0;0;0;0;0
Brabant flamand;Pneumologie;15;8;7;0;3;5;0;0;0;0;0;0;4;3;0;0;0;0;0;0
Brabant flamand;Gastro-entérologie;10;6;4;0;1;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Brabant flamand;Cardiologie;16;8;8;0;5;3;0;0;0;0;0;0;3;5;0;0;0;0;0;0
Brabant flamand;Médecine interne;131;71;60;6;59;4;0;2;0;0;0;4;44;11;1;0;0;0;0;0
Brabant flamand;Rhumatologie;4;3;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant flamand;Médecine aiguë;7;3;4;0;2;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0
Brabant flamand;Gynécologie-obstétrique;54;43;11;5;28;9;0;1;0;0;0;0;10;1;0;0;0;0;0;0
Brabant flamand;Ophtalmologie;33;18;15;2;14;2;0;0;0;0;0;3;9;2;1;0;0;0;0;0
Brabant flamand;Oto-rhino-laryngologie;21;17;4;3;12;1;0;0;1;0;0;1;3;0;0;0;0;0;0;0
Brabant flamand;Stomatologie;15;5;10;1;4;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0
Brabant flamand;Dermato-vénéréologie;24;22;2;3;18;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Brabant flamand;Pédiatrie;67;62;5;5;46;9;2;0;0;0;0;1;3;1;0;0;0;0;0;0
Brabant flamand;Médecine physique et réadaptation;22;12;10;2;9;1;0;0;0;0;0;0;7;3;0;0;0;0;0;0
Brabant flamand;Biologie clinique;9;6;3;0;3;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Brabant flamand;Radiodiagnostic;46;12;34;1;9;2;0;0;0;0;0;3;27;4;0;0;0;0;0;0
Brabant flamand;Radiothérapie - oncologie;12;7;5;0;5;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Brabant flamand;Médecine nucléaire;8;4;4;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Brabant flamand;Anatomie pathologique;11;4;7;0;3;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0
Brabant flamand;Oncologie médicale;17;10;7;0;3;7;0;0;0;0;0;0;2;5;0;0;0;0;0;0
Brabant flamand;Génétique clinique;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Médecine du travail;11;9;2;0;0;3;0;2;3;1;0;0;1;1;0;0;0;0;0;0
Flandre occidentale;Toutes les spécialités;366;202;164;35;151;14;1;0;1;0;0;24;125;14;1;0;0;0;0;0
Flandre occidentale;Gériatrie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Médecine d'urgence;21;14;7;1;12;1;0;0;0;0;0;1;5;0;1;0;0;0;0;0
Flandre occidentale;Anesthésie-réanimation;27;11;16;3;7;1;0;0;0;0;0;4;11;1;0;0;0;0;0;0
Flandre occidentale;Chirurgie;25;8;17;4;4;0;0;0;0;0;0;3;12;2;0;0;0;0;0;0
Flandre occidentale;Neurochirurgie;3;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Flandre occidentale;Chirurgie plastique, reconstructrice et esthétique;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre occidentale;Urologie;19;9;10;1;6;2;0;0;0;0;0;2;6;2;0;0;0;0;0;0
Flandre occidentale;Chirurgie orthopédique;25;6;19;2;3;1;0;0;0;0;0;1;16;2;0;0;0;0;0;0
Flandre occidentale;Neurologie;6;5;1;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;8;8;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie adulte;20;10;10;1;7;1;0;0;1;0;0;1;9;0;0;0;0;0;0;0
Flandre occidentale;Pneumologie;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Gastro-entérologie;5;4;1;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Cardiologie;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Médecine interne;64;36;28;9;27;0;0;0;0;0;0;7;21;0;0;0;0;0;0;0
Flandre occidentale;Rhumatologie;2;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Médecine aiguë;4;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Flandre occidentale;Gynécologie-obstétrique;30;25;5;2;22;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
Flandre occidentale;Ophtalmologie;9;6;3;2;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Flandre occidentale;Oto-rhino-laryngologie;12;8;4;0;8;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Flandre occidentale;Stomatologie;6;0;6;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Flandre occidentale;Dermato-vénéréologie;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Pédiatrie;18;17;1;4;12;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Médecine physique et réadaptation;12;8;4;2;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Flandre occidentale;Biologie clinique;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Flandre occidentale;Radiodiagnostic;23;7;16;0;7;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0
Flandre occidentale;Radiothérapie - oncologie;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Anatomie pathologique;7;5;2;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre occidentale;Oncologie médicale;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Génétique clinique;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Flandre occidentale;Médecine du travail;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Toutes les spécialités;817;469;348;54;320;80;10;2;3;0;0;38;230;67;11;2;0;0;0;0
Flandre orientale;Gériatrie;15;12;3;0;7;5;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Flandre orientale;Médecine d'urgence;65;36;29;3;21;10;1;1;0;0;0;2;15;9;3;0;0;0;0;0
Flandre orientale;Médecine légale;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Anesthésie-réanimation;80;38;42;4;29;3;2;0;0;0;0;6;26;8;2;0;0;0;0;0
Flandre orientale;Chirurgie;43;22;21;1;11;8;1;0;1;0;0;3;14;4;0;0;0;0;0;0
Flandre orientale;Neurochirurgie;12;4;8;1;2;1;0;0;0;0;0;2;4;2;0;0;0;0;0;0
Flandre orientale;Chirurgie plastique, reconstructrice et esthétique;13;4;9;0;4;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0
Flandre orientale;Urologie;25;8;17;0;7;1;0;0;0;0;0;1;12;4;0;0;0;0;0;0
Flandre orientale;Chirurgie orthopédique;37;9;28;0;7;2;0;0;0;0;0;4;17;7;0;0;0;0;0;0
Flandre orientale;Neurologie;33;23;10;3;18;2;0;0;0;0;0;1;9;0;0;0;0;0;0;0
Flandre orientale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;20;17;3;0;12;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Flandre orientale;Psychiatrie, particulièrement en psychiatrie adulte;37;25;12;5;16;4;0;0;0;0;0;2;7;3;0;0;0;0;0;0
Flandre orientale;Pneumologie;4;0;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Flandre orientale;Gastro-entérologie;9;4;5;0;3;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Flandre orientale;Cardiologie;12;3;9;0;1;2;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Flandre orientale;Médecine interne;130;77;53;17;53;5;2;0;0;0;0;6;43;4;0;0;0;0;0;0
Flandre orientale;Rhumatologie;4;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Médecine aiguë;5;3;2;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre orientale;Gynécologie-obstétrique;51;47;4;7;32;6;2;0;0;0;0;1;3;0;0;0;0;0;0;0
Flandre orientale;Ophtalmologie;18;12;6;1;10;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Flandre orientale;Oto-rhino-laryngologie;17;15;2;1;10;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre orientale;Stomatologie;6;3;3;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Flandre orientale;Dermato-vénéréologie;14;12;2;0;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Flandre orientale;Pédiatrie;58;46;12;7;32;7;0;0;0;0;0;3;8;1;0;0;0;0;0;0
Flandre orientale;Médecine physique et réadaptation;19;3;16;0;3;0;0;0;0;0;0;2;13;1;0;0;0;0;0;0
Flandre orientale;Biologie clinique;13;5;8;1;3;1;0;0;0;0;0;0;5;2;1;0;0;0;0;0
Flandre orientale;Radiodiagnostic;35;11;24;1;7;2;0;1;0;0;0;0;18;4;2;0;0;0;0;0
Flandre orientale;Radiothérapie - oncologie;9;4;5;0;4;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0
Flandre orientale;Médecine nucléaire;5;1;4;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0
Flandre orientale;Anatomie pathologique;10;8;2;0;6;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre orientale;Oncologie médicale;10;7;3;0;4;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Flandre orientale;Génétique clinique;3;2;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
