territoire;spécialité;total;genre_femme;genre_homme;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Hématologie et oncologie pédiatrique;26;20;6;0;1;6;3;3;2;3;2;0;0;1;0;3;1;0;1
Région flamande;Hématologie clinique;100;55;45;10;10;12;11;4;4;3;1;6;4;4;3;6;8;4;10
Région flamande;Gestion de données de santé;45;9;36;0;0;0;0;1;2;3;3;0;0;1;1;3;5;8;18
Région flamande;Psychiatrie médico-légale;31;13;18;0;2;4;2;2;3;0;0;0;0;0;4;2;4;2;6
Région wallonne;Toutes les spécialités;1352;506;846;36;59;74;87;66;44;49;91;20;39;44;92;74;123;127;327
Région wallonne;Médecine nucléaire in vitro;66;29;37;0;0;0;0;3;7;9;10;0;1;0;0;0;5;6;25
Région wallonne;Réadaptation fonctionnelle et professionnelle des handicapés;267;98;169;0;2;4;17;13;8;12;42;0;1;5;8;10;16;20;109
Région wallonne;Gériatrie;36;13;23;0;0;0;3;5;2;2;1;0;0;0;0;2;2;1;18
Région wallonne;Chirurgie orale et maxillo - faciale;35;11;24;2;1;5;3;0;0;0;0;1;2;1;4;5;4;2;5
Région wallonne;Soins intensifs;249;54;195;1;18;6;11;6;6;3;3;7;19;12;24;22;38;31;42
Région wallonne;Neurologie pédiatrique;34;26;8;2;3;6;6;1;0;1;7;1;0;1;0;0;0;1;5
Région wallonne;Néphrologie;126;52;74;10;7;10;7;6;5;1;6;7;4;4;6;8;7;10;28
Région wallonne;Médecine d'urgence;170;45;125;1;1;9;7;8;8;7;4;1;4;4;18;14;24;22;38
Région wallonne;Endocrino-diabétologie;134;75;59;11;7;14;14;16;2;5;6;1;2;3;10;6;5;11;21
Région wallonne;Néonatologie;42;30;12;2;5;6;6;6;0;3;2;0;2;2;3;1;1;1;2
Région wallonne;Oncologie;76;24;52;3;6;7;6;0;0;1;1;1;3;6;11;5;8;10;8
Région wallonne;Hématologie et oncologie pédiatrique;11;7;4;0;1;1;2;0;1;0;2;0;0;1;2;0;1;0;0
Région wallonne;Hématologie clinique;54;27;27;4;7;6;4;2;2;1;1;1;1;4;6;0;7;1;7
Région wallonne;Gestion de données de santé;46;14;32;0;0;0;1;0;3;4;6;0;0;0;0;1;4;10;17
Région wallonne;Psychiatrie médico-légale;6;1;5;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;2
Région de Bruxelles Capitale;Toutes les spécialités;532;238;294;16;36;41;24;28;22;19;52;10;15;29;27;30;27;41;115
Région de Bruxelles Capitale;Médecine nucléaire in vitro;30;14;16;0;0;0;0;1;1;6;6;0;0;0;0;0;2;5;9
Région de Bruxelles Capitale;Réadaptation fonctionnelle et professionnelle des handicapés;96;36;60;0;1;3;1;5;3;4;19;0;0;1;4;6;1;9;39
Région de Bruxelles Capitale;Gériatrie;9;2;7;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;5
Région de Bruxelles Capitale;Chirurgie orale et maxillo - faciale;26;12;14;2;0;2;0;3;2;2;1;2;2;2;0;1;1;2;4
Région de Bruxelles Capitale;Soins intensifs;95;32;63;6;7;7;2;5;0;1;4;3;7;11;7;5;9;9;12
Région de Bruxelles Capitale;Neurologie pédiatrique;14;12;2;1;2;3;0;0;2;0;4;0;1;0;0;0;0;0;1
Région de Bruxelles Capitale;Néphrologie;54;25;29;2;6;6;5;1;2;0;3;1;4;4;3;2;4;3;8
Région de Bruxelles Capitale;Médecine d'urgence;43;16;27;0;1;1;2;1;6;1;4;1;0;1;5;6;1;3;10
Région de Bruxelles Capitale;Endocrino-diabétologie;58;29;29;2;6;6;6;1;2;0;6;0;0;4;1;5;1;3;15
Région de Bruxelles Capitale;Néonatologie;29;23;6;0;5;6;5;4;1;1;1;1;1;0;1;1;0;1;1
Région de Bruxelles Capitale;Oncologie;25;10;15;1;2;3;3;1;0;0;0;0;0;3;1;1;3;4;3
Région de Bruxelles Capitale;Hématologie et oncologie pédiatrique;7;5;2;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1
Région de Bruxelles Capitale;Hématologie clinique;30;16;14;2;5;3;0;2;1;2;1;2;0;2;2;2;3;0;3
Région de Bruxelles Capitale;Gestion de données de santé;12;6;6;0;0;0;0;3;1;1;1;0;0;0;0;0;1;2;3
Région de Bruxelles Capitale;Psychiatrie médico-légale;4;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1
Brabant flamand;Toutes les spécialités;735;341;394;24;63;67;63;43;22;29;30;29;25;37;39;43;55;34;132
Brabant flamand;Médecine nucléaire in vitro;35;12;23;0;0;0;0;4;0;4;4;0;1;0;1;0;3;3;15
Brabant flamand;Réadaptation fonctionnelle et professionnelle des handicapés;165;68;97;3;6;10;13;13;7;4;12;2;4;6;2;6;8;7;62
Brabant flamand;Gériatrie;19;12;7;0;0;3;4;2;0;2;1;0;0;0;1;1;0;2;3
Brabant flamand;Chirurgie orale et maxillo - faciale;32;14;18;2;5;3;2;0;0;1;1;3;1;5;3;0;4;0;2
Brabant flamand;Soins intensifs;163;59;104;6;15;10;15;6;3;2;2;18;11;13;12;13;16;9;12
Brabant flamand;Neurologie pédiatrique;20;14;6;4;0;5;2;0;0;1;2;0;0;0;0;3;1;1;1
Brabant flamand;Néphrologie;49;25;24;4;10;5;3;2;0;1;0;2;2;6;4;1;1;2;6
Brabant flamand;Médecine d'urgence;62;23;39;1;2;8;3;4;1;1;3;0;1;3;6;8;7;3;11
Brabant flamand;Endocrino-diabétologie;55;38;17;0;7;8;7;5;3;5;3;0;1;1;5;2;1;1;6
Brabant flamand;Néonatologie;27;19;8;1;5;3;1;4;4;1;0;0;1;0;0;1;3;1;2
Brabant flamand;Oncologie;48;21;27;0;8;5;6;1;0;1;0;3;2;3;3;4;4;3;5
Brabant flamand;Hématologie et oncologie pédiatrique;12;10;2;0;1;3;3;0;1;2;0;0;0;0;0;1;1;0;0
Brabant flamand;Hématologie clinique;31;17;14;3;3;4;3;1;1;1;1;1;1;0;2;3;2;1;4
Brabant flamand;Gestion de données de santé;11;6;5;0;0;0;0;1;1;3;1;0;0;0;0;0;2;1;2
Brabant flamand;Psychiatrie médico-légale;6;3;3;0;1;0;1;0;1;0;0;0;0;0;0;0;2;0;1
Flandre occidentale;Toutes les spécialités;539;180;359;19;30;40;23;27;20;5;16;16;18;28;33;41;46;46;131
Flandre occidentale;Médecine nucléaire in vitro;11;3;8;0;0;0;1;0;1;0;1;0;0;0;0;1;0;3;4
Flandre occidentale;Réadaptation fonctionnelle et professionnelle des handicapés;135;49;86;1;4;5;4;14;9;1;11;0;3;3;3;5;10;7;55
Flandre occidentale;Gériatrie;30;11;19;0;0;4;3;2;1;0;1;0;0;0;1;0;1;2;15
Flandre occidentale;Chirurgie orale et maxillo - faciale;33;3;30;0;2;0;1;0;0;0;0;3;1;6;4;5;5;3;3
Flandre occidentale;Soins intensifs;117;41;76;8;9;11;4;5;3;1;0;7;7;9;10;9;10;12;12
Flandre occidentale;Neurologie pédiatrique;6;3;3;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;2
Flandre occidentale;Néphrologie;41;14;27;1;1;5;4;1;2;0;0;1;2;1;4;4;2;1;12
Flandre occidentale;Médecine d'urgence;60;20;40;4;3;3;3;3;2;1;1;2;2;5;4;7;7;8;5
Flandre occidentale;Endocrino-diabétologie;22;11;11;1;3;3;1;1;1;0;1;0;0;0;1;2;2;0;6
Flandre occidentale;Néonatologie;13;7;6;1;3;1;1;1;0;0;0;1;0;0;1;2;1;1;0
Flandre occidentale;Oncologie;52;14;38;3;1;8;0;0;1;1;0;1;3;1;5;3;6;7;12
Flandre occidentale;Hématologie et oncologie pédiatrique;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Flandre occidentale;Hématologie clinique;11;3;8;0;2;0;0;0;0;1;0;1;0;2;0;1;1;2;1
Flandre occidentale;Gestion de données de santé;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
Flandre occidentale;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Flandre orientale;Toutes les spécialités;655;280;375;34;44;53;55;38;25;11;20;23;32;33;46;48;46;51;96
Flandre orientale;Médecine nucléaire in vitro;34;10;24;0;0;0;2;0;5;2;1;0;0;0;1;4;4;6;9
Flandre orientale;Réadaptation fonctionnelle et professionnelle des handicapés;125;58;67;0;7;7;14;12;5;2;11;2;4;7;4;8;10;6;26
Flandre orientale;Gériatrie;16;5;11;0;0;1;0;2;1;0;1;0;0;0;0;1;1;0;9
Flandre orientale;Chirurgie orale et maxillo - faciale;40;11;29;1;2;3;2;2;0;1;0;2;4;3;4;3;1;6;6
Flandre orientale;Soins intensifs;146;58;88;10;14;10;11;8;4;0;1;9;14;8;12;11;9;13;12
Flandre orientale;Neurologie pédiatrique;13;8;5;1;0;1;1;2;1;1;1;0;1;0;2;0;0;0;2
Flandre orientale;Néphrologie;54;24;30;6;3;6;3;1;1;3;1;1;5;5;2;4;3;2;8
Flandre orientale;Médecine d'urgence;53;11;42;2;2;1;4;1;1;0;0;0;2;7;10;7;4;7;5
Flandre orientale;Endocrino-diabétologie;49;27;22;5;9;5;2;4;1;1;0;5;0;1;2;2;4;1;7
Flandre orientale;Néonatologie;10;8;2;0;0;2;1;2;2;0;1;0;0;0;0;1;0;0;1
Flandre orientale;Oncologie;60;31;29;4;5;10;10;1;0;0;1;1;1;2;6;6;7;3;3
Flandre orientale;Hématologie et oncologie pédiatrique;8;7;1;0;0;2;0;3;1;0;1;0;0;0;0;0;0;0;1
Flandre orientale;Hématologie clinique;23;16;7;5;2;3;4;0;1;1;0;3;1;0;0;0;1;1;1
Flandre orientale;Gestion de données de santé;14;1;13;0;0;0;0;0;0;0;1;0;0;0;1;1;2;4;5
Flandre orientale;Psychiatrie médico-légale;10;5;5;0;0;2;1;0;2;0;0;0;0;0;2;0;0;2;1
Anvers;Toutes les spécialités;724;317;407;27;56;51;58;54;29;23;19;18;38;35;41;49;55;50;121
Anvers;Médecine nucléaire in vitro;19;9;10;0;0;0;1;2;3;3;0;0;0;0;0;0;3;3;4
Anvers;Réadaptation fonctionnelle et professionnelle des handicapés;139;63;76;3;6;6;14;13;6;7;8;2;6;5;4;9;7;3;40
Anvers;Gériatrie;25;5;20;0;0;0;2;1;1;1;0;0;0;0;2;0;1;5;12
Anvers;Chirurgie orale et maxillo - faciale;41;6;35;2;1;1;1;1;0;0;0;2;7;6;2;3;4;2;9
Anvers;Soins intensifs;171;71;100;8;12;12;16;12;6;3;2;7;13;13;16;12;12;13;14
Anvers;Neurologie pédiatrique;16;14;2;0;3;2;3;3;1;0;2;0;0;0;0;0;0;1;1
Anvers;Néphrologie;51;26;25;6;3;7;5;2;0;2;1;2;4;0;3;2;3;3;8
Anvers;Médecine d'urgence;72;19;53;0;6;4;3;4;0;1;1;1;3;4;6;13;8;10;8
Anvers;Endocrino-diabétologie;50;33;17;3;8;6;3;3;5;2;3;1;1;1;1;2;2;1;8
Anvers;Néonatologie;29;19;10;2;4;2;2;4;2;2;1;0;2;1;2;0;1;3;1
Anvers;Oncologie;63;33;30;1;11;5;5;5;4;2;0;2;0;2;3;3;9;5;6
Anvers;Hématologie et oncologie pédiatrique;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0
Anvers;Hématologie clinique;27;13;14;2;2;3;3;3;0;0;0;1;2;2;0;2;3;0;4
Anvers;Gestion de données de santé;10;2;8;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;5
Anvers;Psychiatrie médico-légale;8;3;5;0;0;2;0;1;0;0;0;0;0;0;2;1;1;0;1
Limbourg;Toutes les spécialités;304;110;194;13;22;15;20;18;13;6;3;10;18;24;28;18;22;23;51
Limbourg;Médecine nucléaire in vitro;8;3;5;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1;3
Limbourg;Réadaptation fonctionnelle et professionnelle des handicapés;56;15;41;0;1;3;4;4;0;1;2;1;3;3;6;1;4;3;20
Limbourg;Gériatrie;5;1;4;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2
Limbourg;Chirurgie orale et maxillo - faciale;21;2;19;0;0;2;0;0;0;0;0;2;2;3;4;2;2;2;2
Limbourg;Soins intensifs;89;38;51;9;8;2;8;6;4;1;0;5;7;10;4;5;6;7;7
Limbourg;Neurologie pédiatrique;6;6;0;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Néphrologie;16;3;13;0;1;0;0;2;0;0;0;0;3;2;1;0;4;2;1
Limbourg;Médecine d'urgence;35;11;24;0;2;0;5;1;3;0;0;1;2;1;6;3;3;2;6
Limbourg;Endocrino-diabétologie;18;8;10;1;1;2;0;2;1;1;0;1;0;2;1;1;0;0;5
Limbourg;Néonatologie;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Limbourg;Oncologie;28;12;16;2;5;1;2;0;0;2;0;0;1;1;5;3;2;4;0
Limbourg;Hématologie et oncologie pédiatrique;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Limbourg;Hématologie clinique;8;6;2;0;1;2;1;0;2;0;0;0;0;0;1;0;1;0;0
Limbourg;Gestion de données de santé;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
Limbourg;Psychiatrie médico-légale;5;2;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2
Brabant Wallon;Toutes les spécialités;294;103;191;3;10;12;13;16;12;17;20;5;9;8;16;19;24;29;81
Brabant Wallon;Médecine nucléaire in vitro;19;10;9;0;0;0;0;0;4;3;3;0;0;0;0;0;0;0;9
Brabant Wallon;Réadaptation fonctionnelle et professionnelle des handicapés;70;22;48;0;0;1;3;4;0;4;10;0;0;0;3;3;3;5;34
Brabant Wallon;Gériatrie;9;4;5;0;0;0;1;2;0;1;0;0;0;0;0;1;1;0;3
Brabant Wallon;Chirurgie orale et maxillo - faciale;9;2;7;0;1;0;1;0;0;0;0;1;0;1;1;2;0;1;1
Brabant Wallon;Soins intensifs;58;13;45;0;5;1;2;1;1;2;1;1;6;4;4;4;10;9;7
Brabant Wallon;Neurologie pédiatrique;8;8;0;1;1;2;0;1;0;1;2;0;0;0;0;0;0;0;0
Brabant Wallon;Néphrologie;36;15;21;1;2;1;2;3;3;1;2;2;2;1;0;3;2;2;9
Brabant Wallon;Médecine d'urgence;27;6;21;0;0;1;0;2;2;1;0;0;0;0;4;3;2;4;8
Brabant Wallon;Endocrino-diabétologie;21;6;15;0;0;0;3;1;1;1;0;0;0;0;3;1;2;3;6
Brabant Wallon;Néonatologie;9;7;2;0;0;3;1;1;0;2;0;0;1;0;0;0;0;1;0
Brabant Wallon;Oncologie;11;2;9;0;1;1;0;0;0;0;0;0;0;2;0;2;1;4;0
Brabant Wallon;Hématologie clinique;10;5;5;1;0;2;0;1;1;0;0;1;0;0;1;0;2;0;1
Brabant Wallon;Gestion de données de santé;6;3;3;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;2
Brabant Wallon;Psychiatrie médico-légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hainaut;Toutes les spécialités;324;106;218;7;11;18;26;10;4;10;20;4;7;6;16;18;41;41;85
Hainaut;Médecine nucléaire in vitro;18;3;15;0;0;0;0;0;1;2;0;0;0;0;0;0;2;4;9
Hainaut;Réadaptation fonctionnelle et professionnelle des handicapés;53;16;37;0;0;1;5;0;1;2;7;0;0;1;1;4;4;5;22
Hainaut;Gériatrie;13;4;9;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;7
Hainaut;Chirurgie orale et maxillo - faciale;10;5;5;1;0;2;2;0;0;0;0;0;0;0;0;1;2;1;1
Hainaut;Soins intensifs;58;11;47;0;2;2;3;1;1;1;1;1;1;1;4;6;13;10;11
Hainaut;Neurologie pédiatrique;6;5;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1
Hainaut;Néphrologie;26;7;19;1;2;2;1;1;0;0;0;2;2;0;0;0;4;2;9
Hainaut;Médecine d'urgence;39;7;32;0;0;1;2;1;0;0;3;0;1;0;3;2;11;4;11
Hainaut;Endocrino-diabétologie;35;21;14;3;3;5;3;4;0;2;1;1;1;1;2;1;1;2;5
Hainaut;Néonatologie;12;11;1;1;1;1;3;3;0;0;2;0;1;0;0;0;0;0;0
Hainaut;Oncologie;26;6;20;0;1;1;2;0;0;1;1;0;0;1;6;2;2;5;4
Hainaut;Hématologie clinique;12;7;5;1;1;2;2;0;0;1;0;0;1;1;0;0;2;0;1
Hainaut;Gestion de données de santé;14;3;11;0;0;0;1;0;0;0;2;0;0;0;0;1;0;6;4
Hainaut;Psychiatrie médico-légale;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Liège;Toutes les spécialités;479;200;279;19;26;27;31;29;18;12;38;8;12;18;38;25;36;40;102
Liège;Médecine nucléaire in vitro;19;11;8;0;0;0;0;3;2;1;5;0;1;0;0;0;3;1;3
Liège;Réadaptation fonctionnelle et professionnelle des handicapés;110;45;65;0;1;1;5;8;6;3;21;0;1;4;4;1;5;9;41
Liège;Gériatrie;9;4;5;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;5
Liège;Chirurgie orale et maxillo - faciale;5;2;3;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1
Liège;Soins intensifs;86;22;64;1;9;3;5;1;2;0;1;4;8;4;11;8;7;7;15
Liège;Neurologie pédiatrique;12;7;5;0;1;3;3;0;0;0;0;1;0;0;0;0;0;1;3
Liège;Néphrologie;39;16;23;4;1;4;3;1;0;0;3;3;0;2;3;2;1;6;6
Liège;Médecine d'urgence;64;19;45;1;0;3;2;4;5;3;1;0;1;2;8;9;10;7;8
Liège;Endocrino-diabétologie;53;33;20;8;1;6;5;7;1;1;4;0;1;1;2;3;1;5;7
Liège;Néonatologie;15;8;7;1;3;1;1;1;0;1;0;0;0;1;3;1;0;0;2
Liège;Oncologie;23;11;12;2;3;2;4;0;0;0;0;0;0;1;2;1;4;1;3
Liège;Hématologie et oncologie pédiatrique;11;7;4;0;1;1;2;0;1;0;2;0;0;1;2;0;1;0;0
Liège;Hématologie clinique;18;9;9;1;5;2;0;1;0;0;0;0;0;2;2;0;2;1;2
Liège;Gestion de données de santé;12;5;7;0;0;0;0;0;1;3;1;0;0;0;0;0;0;2;5
Liège;Psychiatrie médico-légale;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Namur;Toutes les spécialités;195;75;120;5;11;13;14;8;6;9;9;2;9;11;14;11;18;11;44
Namur;Médecine nucléaire in vitro;7;3;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;3
Namur;Réadaptation fonctionnelle et professionnelle des handicapés;28;13;15;0;1;1;4;0;1;3;3;0;0;0;0;2;4;1;8
Namur;Gériatrie;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
Namur;Chirurgie orale et maxillo - faciale;9;1;8;0;0;1;0;0;0;0;0;0;2;0;2;2;1;0;1
Namur;Soins intensifs;40;7;33;0;2;0;1;3;1;0;0;1;3;3;5;3;8;3;7
Namur;Neurologie pédiatrique;7;5;2;1;0;0;2;0;0;0;2;0;0;1;0;0;0;0;1
Namur;Néphrologie;19;10;9;2;2;3;1;0;1;0;1;0;0;1;2;3;0;0;3
Namur;Médecine d'urgence;30;11;19;0;1;3;3;0;1;3;0;1;2;2;2;0;1;4;7
Namur;Endocrino-diabétologie;17;10;7;0;3;1;1;4;0;1;0;0;0;1;1;1;1;1;2
Namur;Néonatologie;4;3;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Namur;Oncologie;11;4;7;1;0;3;0;0;0;0;0;0;2;2;1;0;1;0;1
Namur;Hématologie clinique;10;6;4;1;1;0;2;0;1;0;1;0;0;0;1;0;0;0;3
Namur;Gestion de données de santé;10;2;8;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;6
Luxembourg;Toutes les spécialités;60;22;38;2;1;4;3;3;4;1;4;1;2;1;8;1;4;6;15
Luxembourg;Médecine nucléaire in vitro;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
Luxembourg;Réadaptation fonctionnelle et professionnelle des handicapés;6;2;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4
Luxembourg;Gériatrie;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Luxembourg;Chirurgie orale et maxillo - faciale;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Luxembourg;Soins intensifs;7;1;6;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;2
Luxembourg;Neurologie pédiatrique;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Néphrologie;6;4;2;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1
Luxembourg;Médecine d'urgence;10;2;8;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3;4
Luxembourg;Endocrino-diabétologie;8;5;3;0;0;2;2;0;0;0;1;0;0;0;2;0;0;0;1
Luxembourg;Néonatologie;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Luxembourg;Oncologie;5;1;4;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0
Luxembourg;Hématologie clinique;4;0;4;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0
Luxembourg;Gestion de données de santé;4;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0
Région de Bruxelles Capitale;Toutes les spécialités;532;238;294;16;36;41;24;28;22;19;52;10;15;29;27;30;27;41;115
Région de Bruxelles Capitale;Médecine nucléaire in vitro;30;14;16;0;0;0;0;1;1;6;6;0;0;0;0;0;2;5;9
Région de Bruxelles Capitale;Réadaptation fonctionnelle et professionnelle des handicapés;96;36;60;0;1;3;1;5;3;4;19;0;0;1;4;6;1;9;39
Région de Bruxelles Capitale;Gériatrie;9;2;7;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;5
Région de Bruxelles Capitale;Chirurgie orale et maxillo - faciale;26;12;14;2;0;2;0;3;2;2;1;2;2;2;0;1;1;2;4
Région de Bruxelles Capitale;Soins intensifs;95;32;63;6;7;7;2;5;0;1;4;3;7;11;7;5;9;9;12
Région de Bruxelles Capitale;Neurologie pédiatrique;14;12;2;1;2;3;0;0;2;0;4;0;1;0;0;0;0;0;1
Région de Bruxelles Capitale;Néphrologie;54;25;29;2;6;6;5;1;2;0;3;1;4;4;3;2;4;3;8
Région de Bruxelles Capitale;Médecine d'urgence;43;16;27;0;1;1;2;1;6;1;4;1;0;1;5;6;1;3;10
Région de Bruxelles Capitale;Endocrino-diabétologie;58;29;29;2;6;6;6;1;2;0;6;0;0;4;1;5;1;3;15
Région de Bruxelles Capitale;Néonatologie;29;23;6;0;5;6;5;4;1;1;1;1;1;0;1;1;0;1;1
Région de Bruxelles Capitale;Oncologie;25;10;15;1;2;3;3;1;0;0;0;0;0;3;1;1;3;4;3
Région de Bruxelles Capitale;Hématologie et oncologie pédiatrique;7;5;2;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1
Région de Bruxelles Capitale;Hématologie clinique;30;16;14;2;5;3;0;2;1;2;1;2;0;2;2;2;3;0;3
Région de Bruxelles Capitale;Gestion de données de santé;12;6;6;0;0;0;0;3;1;1;1;0;0;0;0;0;1;2;3
Région de Bruxelles Capitale;Psychiatrie médico-légale;4;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1
