Gebied;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Man;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24
;West-Vlaanderen;209.0;137;72;22;22;12;16;14;10;14;19;5;3;1;10;4;7;7;14;8;9;9;3
;Oost-Vlaanderen;216.0;142;74;12;28;22;16;14;15;20;8;6;1;1;7;8;5;12;12;13;9;4;3
;Antwerpen;260.0;174;86;19;41;34;24;12;8;19;10;6;1;1;6;11;14;8;9;12;14;8;3
;Limburg;135.0;104;31;10;17;22;17;7;7;9;7;6;2;0;4;0;6;4;2;5;5;5;0
;Waals Brabant;12.0;7;5;0;0;1;1;2;1;1;0;0;1;0;0;0;1;2;0;1;0;1;0
;Henegouwen;20.0;19;1;1;2;3;2;0;3;2;4;0;2;0;0;0;0;0;1;0;0;0;0
;Luik;29.0;22;7;6;4;3;2;1;2;2;0;1;1;3;0;0;1;2;0;0;0;1;0
;Namen;8.0;5;3;0;2;1;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0
;Luxemburg;9.0;6;3;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0
;"Brussels
Hoofdstedelijk
Gewest";46.0;35;11;3;8;6;4;4;5;2;1;1;1;0;2;4;3;0;1;1;0;0;0
Podoloog;België;1082.0;726;356;133;212;119;82;78;44;22;19;10;7;65;124;47;43;33;17;11;8;6;2
;Vlaams Gewest;772.0;543;229;112;172;93;60;51;36;5;6;4;4;57;98;23;22;12;10;4;0;2;1
;Waals Gewest;197.0;109;88;6;20;18;19;17;6;8;11;2;2;2;19;15;18;15;7;4;5;3;0
;"Brussels
Hoofdstedelijk
Gewest";113.0;74;39;15;20;8;3;10;2;9;2;4;1;6;7;9;3;6;0;3;3;1;1
;Vlaams Brabant;90.0;62;28;11;16;11;12;5;1;0;3;1;2;2;10;5;3;3;2;2;0;1;0
;West-Vlaanderen;239.0;187;52;46;62;33;21;14;9;0;2;0;0;13;25;3;5;5;0;1;0;0;0
;Oost-Vlaanderen;323.0;212;111;38;74;37;16;22;17;4;1;2;1;35;49;13;9;1;3;1;0;0;0
;Antwerpen;82.0;57;25;13;17;9;8;4;3;1;0;1;1;4;10;2;3;2;4;0;0;0;0
;Limburg;38.0;25;13;4;3;3;3;6;6;0;0;0;0;3;4;0;2;1;1;0;0;1;1
;Waals Brabant;58.0;27;31;0;3;6;5;4;3;3;3;0;0;1;5;5;5;6;3;3;3;0;0
;Henegouwen;64.0;34;30;3;10;4;6;5;2;1;0;2;1;0;9;5;6;6;1;0;1;2;0
;Luik;29.0;20;9;2;2;3;2;2;0;3;5;0;1;0;2;0;2;1;2;0;1;1;0
;Namen;31.0;20;11;0;4;5;4;4;0;1;2;0;0;1;1;4;3;1;1;0;0;0;0
;Luxemburg;15.0;8;7;1;1;0;2;2;1;0;1;0;0;0;2;1;2;1;0;1;0;0;0
;"Brussels
Hoofdstedelijk
Gewest";113.0;74;39;15;20;8;3;10;2;9;2;4;1;6;7;9;3;6;0;3;3;1;1
Ergotherapeut;België;13743.0;12309;1434;1590;2692;2056;1696;1431;810;400;717;567;350;170;391;221;114;137;93;41;64;91;112
;Vlaams Gewest;10361.0;9273;1088;1322;2107;1546;1271;934;599;304;522;441;227;154;302;167;86;85;56;27;49;75;87
;Waals Gewest;2731.0;2453;278;193;426;420;366;438;178;78;160;100;94;14;64;43;23;44;29;11;14;15;21
;"Brussels
Hoofdstedelijk
Gewest";651.0;583;68;75;159;90;59;59;33;18;35;26;29;2;25;11;5;8;8;3;1;1;4
;Vlaams Brabant;1184.0;1065;119;145;246;165;142;111;74;37;65;54;26;10;31;27;11;12;6;2;8;4;8
;West-Vlaanderen;2467.0;2185;282;293;459;376;296;235;156;62;137;110;61;24;68;46;27;19;14;10;14;24;36
;Oost-Vlaanderen;2783.0;2475;308;389;546;422;321;224;141;84;139;125;84;51;68;40;24;26;21;9;16;24;29
;Antwerpen;2356.0;2160;196;324;539;326;314;208;125;65;112;108;39;32;70;21;15;17;6;2;10;13;10
;Limburg;1571.0;1388;183;171;317;257;198;156;103;56;69;44;17;37;65;33;9;11;9;4;1;10;4
;Waals Brabant;369.0;332;37;22;48;49;50;64;24;10;23;26;16;1;7;6;2;9;3;1;1;5;2
;Henegouwen;974.0;859;115;80;167;157;113;149;59;26;56;29;23;8;31;20;6;16;11;6;6;4;7
;Luik;798.0;713;85;50;114;130;119;130;51;24;42;25;28;2;13;14;13;13;8;3;5;5;9
;Namen;398.0;367;31;22;58;50;57;69;29;14;28;17;23;2;10;1;2;6;4;1;2;1;2
;Luxemburg;192.0;182;10;19;39;34;27;26;15;4;11;3;4;1;3;2;0;0;3;0;0;0;1
;"Brussels
Hoofdstedelijk
Gewest";651.0;583;68;75;159;90;59;59;33;18;35;26;29;2;25;11;5;8;8;3;1;1;4
Diëtist;België;7223.0;6641;582;734;1519;1365;845;528;387;352;335;270;306;74;176;129;39;46;27;20;21;21;29
;Vlaams Gewest;4581.0;4215;366;543;973;876;496;295;213;205;220;187;207;51;117;87;23;26;12;9;8;12;21
;Waals Gewest;2152.0;1978;174;157;425;386;270;206;152;131;99;72;80;22;42;35;11;15;15;11;9;7;7
;"Brussels
Hoofdstedelijk
Gewest";490.0;448;42;34;121;103;79;27;22;16;16;11;19;1;17;7;5;5;0;0;4;2;1
;Vlaams Brabant;941.0;872;69;115;193;181;96;72;45;42;46;39;43;10;21;11;4;8;3;2;2;2;6
;West-Vlaanderen;853.0;771;82;102;181;174;73;62;31;38;32;31;47;13;20;15;6;5;5;1;4;5;8
;Oost-Vlaanderen;1018.0;921;97;132;210;171;110;64;46;61;45;38;44;13;39;25;3;6;1;5;1;3;1
;Antwerpen;1287.0;1191;96;138;300;250;168;71;67;41;64;50;42;12;32;30;7;4;2;1;1;2;5
;Limburg;482.0;460;22;56;89;100;49;26;24;23;33;29;31;3;5;6;3;3;1;0;0;0;1
;Waals Brabant;351.0;331;20;26;72;61;37;40;25;18;22;12;18;3;1;9;1;0;1;2;2;0;1
;Henegouwen;732.0;678;54;52;150;129;89;81;61;45;32;21;18;12;13;7;5;3;6;1;2;1;4
;Luik;672.0;609;63;45;119;131;86;53;39;46;28;32;30;3;18;10;3;8;7;6;4;3;1
;Namen;243.0;225;18;16;48;43;36;19;19;19;11;6;8;1;7;4;1;2;1;2;0;0;0
;Luxemburg;154.0;135;19;18;36;22;22;13;8;3;6;1;6;3;3;5;1;2;0;0;1;3;1
;"Brussels
Hoofdstedelijk
Gewest";490.0;448;42;34;121;103;79;27;22;16;16;11;19;1;17;7;5;5;0;0;4;2;1
Audicien;België;2145.0;1759;386;193;496;386;228;178;97;60;48;36;37;16;50;43;31;29;36;19;23;41;98
;Vlaams Gewest;1751.0;1545;206;168;455;360;207;162;76;39;33;22;23;10;25;28;15;14;13;10;6;17;68
;Waals Gewest;267.0;140;127;13;21;12;13;12;19;17;11;10;12;3;10;11;9;11;16;6;15;18;28
;"Brussels
Hoofdstedelijk
Gewest";127.0;74;53;12;20;14;8;4;2;4;4;4;2;3;15;4;7;4;7;3;2;6;2
;Vlaams Brabant;256.0;219;37;21;70;43;33;26;8;6;4;4;4;1;4;4;1;1;4;2;1;5;14
;West-Vlaanderen;396.0;349;47;47;100;81;51;33;11;5;11;6;4;1;8;5;4;2;5;0;3;2;17
;Oost-Vlaanderen;507.0;433;74;40;136;109;44;44;22;14;8;9;7;6;8;13;7;8;2;5;0;4;21
;Antwerpen;444.0;410;34;49;120;93;56;44;26;9;6;2;5;2;4;6;3;2;1;2;0;3;11
;Limburg;148.0;134;14;11;29;34;23;15;9;5;4;1;3;0;1;0;0;1;1;1;2;3;5
;Waals Brabant;61.0;31;30;0;6;0;3;3;5;4;7;2;1;2;1;3;3;2;3;1;1;8;6
;Henegouwen;77.0;41;36;6;9;5;3;4;6;4;0;3;1;1;5;1;4;3;3;3;4;4;8
;Luik;69.0;37;32;3;4;5;3;4;5;5;3;2;3;0;2;4;2;2;7;0;4;1;10
;Namen;43.0;23;20;4;1;2;2;0;1;3;1;3;6;0;2;3;0;1;3;2;3;4;2
;Luxemburg;17.0;8;9;0;1;0;2;1;2;1;0;0;1;0;0;0;0;3;0;0;3;1;2
;"Brussels
Hoofdstedelijk
Gewest";127.0;74;53;12;20;14;8;4;2;4;4;4;2;3;15;4;7;4;7;3;2;6;2
"Medisch
laboratoriumtechnoloog";België;12562.0;9578;2984;691;1442;1183;1060;921;718;856;1027;951;729;180;632;459;341;241;212;182;234;262;241
;Vlaams Gewest;6977.0;5596;1381;479;890;625;538;515;421;536;653;555;384;120;337;196;119;97;81;62;103;132;134
;Waals Gewest;4696.0;3354;1342;167;425;472;453;344;256;279;328;347;283;50;240;219;184;114;110;104;113;115;93
;"Brussels
Hoofdstedelijk
Gewest";889.0;628;261;45;127;86;69;62;41;41;46;49;62;10;55;44;38;30;21;16;18;15;14
;Vlaams Brabant;1561.0;1175;386;80;161;114;104;112;94;121;142;145;102;35;73;45;31;21;29;23;33;49;47
;West-Vlaanderen;1157.0;923;234;86;152;108;92;79;56;95;105;86;64;24;66;39;23;9;11;17;14;16;15
;Oost-Vlaanderen;1552.0;1295;257;120;190;147;120;118;109;129;141;122;99;21;55;33;23;25;15;9;17;25;34
;Antwerpen;1819.0;1472;347;109;260;159;140;144;108;134;185;147;86;27;82;46;31;34;20;13;29;32;33
;Limburg;888.0;731;157;84;127;97;82;62;54;57;80;55;33;13;61;33;11;8;6;0;10;10;5
;Waals Brabant;532.0;391;141;14;35;47;49;39;30;44;48;48;37;2;14;26;24;14;9;17;12;12;11
;Henegouwen;1810.0;1277;533;60;174;168;204;127;100;102;117;126;99;25;103;81;83;42;39;40;40;41;39
;Luik;1405.0;1015;390;50;155;155;120;108;68;70;100;97;92;15;83;68;47;39;31;19;27;34;27
;Namen;745.0;512;233;23;51;77;70;60;41;44;49;53;44;7;33;35;29;17;27;22;29;20;14
;Luxemburg;204.0;159;45;20;10;25;10;10;17;19;14;23;11;1;7;9;1;2;4;6;5;8;2
;"Brussels
Hoofdstedelijk
Gewest";889.0;628;261;45;127;86;69;62;41;41;46;49;62;10;55;44;38;30;21;16;18;15;14
"Technoloog medische
beeldvorming";België;2867.0;1712;1155;166;314;310;189;117;83;123;160;144;106;54;209;209;125;99;54;67;100;112;126
;Vlaams Gewest;1071.0;712;359;79;166;150;103;57;33;38;44;23;19;19;77;72;45;32;12;12;26;32;32
;Waals Gewest;1439.0;813;626;75;109;112;68;48;39;73;108;107;74;32;100;99;56;53;35;47;64;64;76
;"Brussels
Hoofdstedelijk
Gewest";357.0;187;170;12;39;48;18;12;11;12;8;14;13;3;32;38;24;14;7;8;10;16;18
;Vlaams Brabant;357.0;199;158;20;37;47;32;19;6;13;15;5;5;5;31;28;13;15;4;4;14;22;22
;West-Vlaanderen;137.0;98;39;14;23;18;20;3;6;2;5;7;0;2;10;9;7;2;1;2;2;1;3
;Oost-Vlaanderen;239.0;164;75;17;47;29;25;15;9;10;8;0;4;3;19;13;19;5;5;2;5;3;1
;Antwerpen;219.0;163;56;25;37;29;15;11;8;11;11;9;7;4;11;13;6;4;1;3;4;6;4
;Limburg;119.0;88;31;3;22;27;11;9;4;2;5;2;3;5;6;9;0;6;1;1;1;0;2
;Waals Brabant;162.0;91;71;8;5;12;8;10;8;8;12;13;7;2;7;8;10;9;4;8;6;6;11
;Henegouwen;514.0;244;270;23;44;36;22;17;8;19;28;23;24;21;53;56;18;18;7;16;21;22;38
;Luik;437.0;298;139;31;39;37;19;11;14;34;39;50;24;7;27;19;13;7;11;10;13;18;14
;Namen;261.0;149;112;11;17;19;17;8;8;11;26;18;14;1;11;11;14;15;10;10;18;14;8
;Luxemburg;65.0;31;34;2;4;8;2;2;1;1;3;3;5;1;2;5;1;4;3;3;6;4;5
;"Brussels
Hoofdstedelijk
Gewest";357.0;187;170;12;39;48;18;12;11;12;8;14;13;3;32;38;24;14;7;8;10;16;18
"Ambulancier niet dringend
patiëntenvervoer";België;2658.0;837;1821;55;105;129;100;108;109;78;74;52;27;100;235;238;209;186;221;206;191;130;105
;Vlaams Gewest;2057.0;622;1435;35;68;81;74;83;80;62;66;48;25;76;179;166;144;157;173;167;161;114;98
;Waals Gewest;547.0;207;340;18;36;47;24;25;29;14;8;4;2;21;52;61;55;26;44;34;26;15;6
;"Brussels
Hoofdstedelijk
Gewest";54.0;8;46;2;1;1;2;0;0;2;0;0;0;3;4;11;10;3;4;5;4;1;1
;Vlaams Brabant;302.0;92;210;2;6;11;10;16;18;9;9;8;3;9;24;18;19;28;32;25;26;15;14
;West-Vlaanderen;474.0;127;347;4;17;17;17;17;14;10;15;13;3;15;44;40;37;33;41;46;45;23;23
;Oost-Vlaanderen;406.0;128;278;7;10;21;17;13;18;16;14;7;5;13;39;36;31;38;30;30;32;18;11
;Antwerpen;591.0;177;414;15;22;26;19;22;20;16;17;12;8;29;50;55;40;43;37;48;36;41;35
;Limburg;284.0;98;186;7;13;6;11;15;10;11;11;8;6;10;22;17;17;15;33;18;22;17;15
;Waals Brabant;80.0;29;51;5;8;5;2;5;3;1;0;0;0;5;8;7;10;3;5;4;6;2;1
;Henegouwen;224.0;79;145;2;11;22;12;11;10;7;4;0;0;10;16;31;28;13;19;12;8;7;1
;Luik;139.0;55;84;6;10;12;5;2;9;3;3;3;2;2;17;9;11;5;14;14;5;5;2
;Namen;69.0;26;43;4;5;3;2;4;3;3;1;1;0;3;8;10;5;3;6;2;5;1;0
;Luxemburg;35.0;18;17;1;2;5;3;3;4;0;0;0;0;1;3;4;1;2;0;2;2;0;2
;"Brussels
Hoofdstedelijk
Gewest";54.0;8;46;2;1;1;2;0;0;2;0;0;0;3;4;11;10;3;4;5;4;1;1
Mondhygiënist;België;183.0;176;7;92;53;14;6;7;3;0;1;0;0;0;4;2;0;1;0;0;0;0;0
;Vlaams Gewest;177.0;170;7;92;50;12;5;7;3;0;1;0;0;0;4;2;0;1;0;0;0;0;0
;Waals Gewest;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Brussels
Hoofdstedelijk
Gewest";4.0;4;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Vlaams Brabant;27.0;25;2;9;10;3;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;West-Vlaanderen;33.0;33;0;24;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Oost-Vlaanderen;45.0;45;0;23;16;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Antwerpen;53.0;49;4;22;16;4;0;4;2;0;1;0;0;0;4;0;0;0;0;0;0;0;0
;Limburg;19.0;18;1;14;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Namen;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Luxemburg;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Brussels
Hoofdstedelijk
Gewest";4.0;4;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
