territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Technologue en imagerie médicale;958;636;322;70;171;131;90;27;35;39;40;20;13;17;81;54;39;20;10;23;25;33;20
Région wallonne;Technologue en imagerie médicale;1320;734;586;54;97;100;58;34;49;100;110;88;44;25;102;92;50;45;36;53;62;70;51
Région de Bruxelles Capitale;Technologue en imagerie médicale;351;186;165;15;49;44;14;9;12;10;13;12;8;3;39;31;19;14;5;9;15;19;11
Brabant flamand;Technologue en imagerie médicale;310;169;141;16;32;45;28;6;8;14;14;3;3;5;28;19;12;10;2;12;14;25;14
Flandre occidentale;Technologue en imagerie médicale;124;90;34;13;29;13;14;2;5;4;5;5;0;2;9;8;5;1;1;4;1;2;1
Flandre orientale;Technologue en imagerie médicale;223;154;69;19;43;32;25;6;9;10;5;3;2;5;23;12;13;5;3;3;3;2;0
Anvers;Technologue en imagerie médicale;190;141;49;17;37;26;11;8;9;9;11;6;7;1;10;12;6;1;2;4;6;3;4
Limbourg;Technologue en imagerie médicale;111;82;29;5;30;15;12;5;4;2;5;3;1;4;11;3;3;3;2;0;1;1;1
Brabant Wallon;Technologue en imagerie médicale;145;81;64;6;4;12;6;8;7;8;14;10;6;3;9;10;6;6;4;9;4;6;7
Hainaut;Technologue en imagerie médicale;473;223;250;18;37;33;23;8;15;29;23;25;12;12;56;44;21;13;11;18;22;30;23
Liège;Technologue en imagerie médicale;404;272;132;23;30;36;12;11;18;41;48;39;14;9;22;23;8;9;10;9;13;17;12
Namur;Technologue en imagerie médicale;243;133;110;7;21;13;16;4;9;19;23;13;8;1;12;13;13;14;7;15;17;12;6
Luxembourg;Technologue en imagerie médicale;55;25;30;0;5;6;1;3;0;3;2;1;4;0;3;2;2;3;4;2;6;5;3
Région de Bruxelles Capitale;Technologue en imagerie médicale;351;186;165;15;49;44;14;9;12;10;13;12;8;3;39;31;19;14;5;9;15;19;11
Belgique;Hygiéniste bucco-dentaire;63;63;0;38;15;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Région flamande;Hygiéniste bucco-dentaire;63;63;0;38;15;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Hygiéniste bucco-dentaire;14;14;0;6;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Hygiéniste bucco-dentaire;12;12;0;7;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Hygiéniste bucco-dentaire;15;15;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Hygiéniste bucco-dentaire;18;18;0;10;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbourg;Hygiéniste bucco-dentaire;4;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
