Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Région wallonne;"Sans habilitation à
prescrire";2574.0;2549;25;49;232;437;282;226;263;265;279;224;292;0;0;1;0;5;4;2;4;8;1
;"Région de Bruxelles
Capitale";"Sans habilitation à
prescrire";589.0;580;9;26;97;122;72;29;35;29;60;42;68;0;1;2;0;2;2;1;0;1;0
;Brabant flamand;"Sans habilitation à
prescrire";1477.0;1459;18;91;190;278;165;137;98;124;154;106;116;0;1;1;1;1;3;2;3;5;1
;Flandre occidentale;"Sans habilitation à
prescrire";1611.0;1600;11;119;232;249;173;155;125;134;154;136;123;0;0;1;1;0;0;2;2;5;0
;Flandre orientale;"Sans habilitation à
prescrire";1643.0;1626;17;97;238;310;210;235;109;143;129;86;69;0;0;1;0;2;2;7;4;1;0
;Anvers;"Sans habilitation à
prescrire";2200.0;2190;10;127;289;326;256;270;141;180;230;164;207;0;0;0;2;1;0;2;2;2;1
;Limbourg;"Sans habilitation à
prescrire";1110.0;1103;7;85;131;157;132;126;71;90;120;83;108;0;0;0;0;0;2;1;2;2;0
;Brabant Wallon;"Sans habilitation à
prescrire";358.0;354;4;10;22;58;40;24;28;46;43;33;50;0;0;0;0;0;0;0;1;2;1
;Hainaut;"Sans habilitation à
prescrire";746.0;738;8;4;57;117;80;67;94;92;82;76;69;0;0;0;0;1;1;2;1;3;0
;Liège;"Sans habilitation à
prescrire";832.0;822;10;22;83;162;109;79;77;62;80;62;86;0;0;0;0;4;3;0;1;2;0
;Namur;"Sans habilitation à
prescrire";431.0;430;1;4;48;77;36;37;38;43;49;31;67;0;0;0;0;0;0;0;1;0;0
;Luxembourg;"Sans habilitation à
prescrire";207.0;205;2;9;22;23;17;19;26;22;25;22;20;0;0;1;0;0;0;0;0;1;0
;"Région de Bruxelles
Capitale";"Sans habilitation à
prescrire";589.0;580;9;26;97;122;72;29;35;29;60;42;68;0;1;2;0;2;2;1;0;1;0
;Belgique;"Prescription de
médicaments";1624.0;1615;9;273;574;293;157;111;77;46;61;18;5;1;3;1;1;0;1;0;0;2;0
;Région flamande;"Prescription de
médicaments";803.0;799;4;155;245;143;90;65;39;22;29;11;0;0;2;0;1;0;1;0;0;0;0
;Région wallonne;"Prescription de
médicaments";589.0;584;5;91;241;94;46;33;23;21;27;6;2;1;1;1;0;0;0;0;0;2;0
;"Région de Bruxelles
Capitale";"Prescription de
médicaments";232.0;232;0;27;88;56;21;13;15;3;5;1;3;0;0;0;0;0;0;0;0;0;0
;Brabant flamand;"Prescription de
médicaments";200.0;200;0;20;53;45;27;20;13;7;11;4;0;0;0;0;0;0;0;0;0;0;0
;Flandre occidentale;"Prescription de
médicaments";130.0;129;1;32;45;15;14;8;8;3;2;2;0;0;1;0;0;0;0;0;0;0;0
;Flandre orientale;"Prescription de
médicaments";196.0;196;0;46;64;25;20;15;7;9;6;4;0;0;0;0;0;0;0;0;0;0;0
;Anvers;"Prescription de
médicaments";175.0;172;3;31;52;37;19;15;8;2;7;1;0;0;1;0;1;0;1;0;0;0;0
;Limbourg;"Prescription de
médicaments";102.0;102;0;26;31;21;10;7;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
;Brabant Wallon;"Prescription de
médicaments";80.0;80;0;8;28;18;9;4;5;5;1;2;0;0;0;0;0;0;0;0;0;0;0
;Hainaut;"Prescription de
médicaments";204.0;201;3;29;80;32;21;9;10;7;12;1;0;0;1;0;0;0;0;0;0;2;0
;Liège;"Prescription de
médicaments";113.0;112;1;23;52;10;4;9;4;4;4;0;2;0;0;1;0;0;0;0;0;0;0
;Namur;"Prescription de
médicaments";126.0;125;1;26;45;23;10;7;3;2;6;3;0;1;0;0;0;0;0;0;0;0;0
;Luxembourg;"Prescription de
médicaments";66.0;66;0;5;36;11;2;4;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0
;"Région de Bruxelles
Capitale";"Prescription de
médicaments";232.0;232;0;27;88;56;21;13;15;3;5;1;3;0;0;0;0;0;0;0;0;0;0
