Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Anvers;ORTHODONTIE;71;52;19;0;6;8;0;5;8;13;6;5;1;0;0;2;2;0;1;4;4;3;3
Prov Limbourg;DENTISTERIE GENERALE;626;279;347;4;30;20;32;37;27;37;52;28;12;2;14;10;15;13;7;38;91;64;93
Prov Limbourg;PARODONTOLOGIE;10;6;4;0;0;0;1;1;1;2;1;0;0;0;0;0;2;0;1;0;1;0;0
Prov Limbourg;ORTHODONTIE;32;22;10;0;0;3;2;1;1;4;7;3;1;0;0;1;1;0;0;0;6;2;0
Prov Brabant wallon;DENTISTERIE GENERALE;487;258;229;0;10;18;19;23;31;27;58;35;37;0;7;11;8;16;14;31;39;42;61
Prov Brabant wallon;PARODONTOLOGIE;8;2;6;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;2;1;1;0
Prov Brabant wallon;ORTHODONTIE;36;26;10;0;0;1;3;6;5;3;1;3;4;0;0;0;0;1;0;2;2;2;3
Prov Hainaut;DENTISTERIE GENERALE;648;293;355;3;30;20;15;34;32;38;63;39;19;2;9;13;17;13;20;50;71;70;90
Prov Hainaut;PARODONTOLOGIE;3;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Hainaut;ORTHODONTIE;25;17;8;0;0;1;2;2;3;1;5;2;1;0;0;0;0;0;0;2;3;2;1
Prov Liège;DENTISTERIE GENERALE;861;372;489;1;40;37;39;27;31;49;77;38;33;2;21;18;22;14;29;78;117;71;117
Prov Liège;PARODONTOLOGIE;16;10;6;0;1;4;3;0;1;1;0;0;0;0;1;1;1;2;0;1;0;0;0
Prov Liège;ORTHODONTIE;51;35;16;0;3;7;4;2;5;2;4;6;2;0;0;2;1;2;0;3;2;5;1
Prov Namur;DENTISTERIE GENERALE;303;138;165;0;10;11;6;16;11;23;18;21;22;0;4;4;9;8;8;28;28;35;41
Prov Namur;PARODONTOLOGIE;4;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
Prov Namur;ORTHODONTIE;12;10;2;0;0;1;1;1;4;1;1;1;0;0;0;0;0;0;0;1;0;0;1
Prov Luxembourg;DENTISTERIE GENERALE;154;71;83;0;9;2;6;6;9;9;13;9;8;0;1;3;2;2;8;15;24;16;12
Prov Luxembourg;ORTHODONTIE;10;6;4;0;1;1;0;0;0;2;1;0;1;0;1;0;0;1;0;2;0;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;999;481;518;4;62;53;50;38;46;54;57;56;61;5;36;31;44;24;50;75;86;53;114
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;16;7;9;0;0;3;2;1;0;1;0;0;0;0;1;1;2;1;0;3;0;0;1
Prov Région de Bruxelles-capitale;ORTHODONTIE;50;31;19;0;3;2;3;5;5;8;2;2;1;0;0;2;3;5;1;1;3;1;3
