territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Brabant Wallon;Parodontologie;9;2;7;0;0;0;0;1;0;1;0;0;0;0;0;1;0;2;0;0;2;1;1
Brabant Wallon;Orthodontie;43;31;12;0;0;4;2;1;5;7;5;0;7;0;0;1;2;0;1;0;1;1;6
Hainaut;Toutes les spécialités;731;348;383;3;24;34;34;21;37;36;34;62;63;3;18;23;16;21;16;17;55;62;152
Hainaut;Dentisterie générale;699;327;372;3;22;33;34;17;34;32;33;59;60;3;17;22;16;21;16;17;52;58;150
Hainaut;Parodontologie;4;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Hainaut;Orthodontie;28;18;10;0;2;0;0;4;2;3;1;3;3;0;1;1;0;0;0;0;2;4;2
Liège;Toutes les spécialités;1095;527;568;4;84;57;55;40;40;36;45;83;83;3;32;47;18;31;21;34;60;136;186
Liège;Dentisterie générale;1009;471;538;4;78;53;44;31;38;30;40;79;74;3;30;42;15;27;19;32;56;133;181
Liège;Parodontologie;23;12;11;0;2;0;5;3;0;1;1;0;0;0;2;2;2;2;1;1;1;0;0
Liège;Orthodontie;63;44;19;0;4;4;6;6;2;5;4;4;9;0;0;3;1;2;1;1;3;3;5
Namur;Toutes les spécialités;353;183;170;1;18;18;15;4;16;21;24;19;47;0;8;6;3;9;10;10;23;29;72
Namur;Dentisterie générale;334;169;165;1;17;17;14;3;15;16;22;18;46;0;8;6;3;8;10;10;21;29;70
Namur;Parodontologie;6;4;2;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0
Namur;Orthodontie;13;10;3;0;0;0;1;1;0;5;1;1;1;0;0;0;0;0;0;0;1;0;2
Luxembourg;Toutes les spécialités;193;93;100;1;13;13;3;5;7;7;9;14;21;0;3;7;3;6;5;7;12;25;32
Luxembourg;Dentisterie générale;182;86;96;1;12;13;3;4;7;7;8;12;19;0;3;7;2;6;4;7;10;25;32
Luxembourg;Orthodontie;11;7;4;0;1;0;0;1;0;0;1;2;2;0;0;0;1;0;1;0;2;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1330;654;676;2;93;123;53;50;44;48;64;61;116;2;59;112;63;48;31;46;70;94;151
Région de Bruxelles Capitale;Dentisterie générale;1239;606;633;2;92;108;50;47;37;44;54;58;114;2;58;100;57;42;23;46;66;92;147
Région de Bruxelles Capitale;Parodontologie;20;10;10;0;1;4;2;2;0;0;1;0;0;0;0;1;1;2;2;0;2;1;1
Région de Bruxelles Capitale;Orthodontie;71;38;33;0;0;11;1;1;7;4;9;3;2;0;1;11;5;4;6;0;2;1;3
