territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Anesthésie-réanimation;1672;702;970;2;97;120;93;95;97;77;38;83;1;130;93;99;114;107;110;113;203
Région flamande;Chirurgie;1026;231;795;0;35;46;40;42;29;7;12;20;0;44;61;77;80;75;95;90;273
Région flamande;Neurochirurgie;165;19;146;0;4;5;0;3;4;3;0;0;0;13;18;20;20;20;12;12;31
Région flamande;Chirurgie plastique, reconstructive et esthétique;176;47;129;0;6;12;4;5;5;3;6;6;0;7;8;18;10;17;25;10;34
Région flamande;Urologie;327;56;271;0;13;13;14;5;6;2;2;1;0;23;30;24;32;27;31;24;80
Région flamande;Orthopédie;800;97;703;0;26;16;16;8;14;8;4;5;0;57;69;65;87;67;90;85;183
Région flamande;Neurologie;399;207;192;1;41;43;40;26;20;17;5;14;0;17;17;19;26;18;18;29;48
Région flamande;Psychiatrie;266;139;127;0;0;0;2;7;61;47;14;8;0;0;0;0;10;41;46;15;15
Région flamande;Neuropsychiatrie;111;26;85;0;0;0;0;0;0;1;5;20;0;0;0;0;0;0;0;6;79
Région flamande;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;277;231;46;0;26;47;41;59;21;6;12;19;0;2;3;9;8;2;3;5;14
Région flamande;Psychiatrie, particulièrement en psychiatrie adulte;631;293;338;3;47;47;62;58;10;3;15;48;0;26;21;19;46;9;2;41;174
Région flamande;Pneumologie;374;169;205;0;20;35;41;32;19;11;6;5;0;16;17;16;19;15;26;38;58
Région flamande;Gastro-entérologie;469;170;299;0;34;43;25;30;16;10;7;5;0;25;29;31;31;28;36;40;79
Région flamande;Cardiologie;711;140;571;0;14;29;25;27;19;14;4;8;0;43;59;60;77;60;71;52;149
Région flamande;Médecine interne;974;411;563;1;56;83;77;63;50;29;28;24;0;38;26;30;50;51;55;52;261
Région flamande;Rhumatologie;153;75;78;0;10;16;7;9;11;9;5;8;0;2;6;5;5;6;9;6;39
Région flamande;Médecine aiguë;143;62;81;0;6;10;8;16;9;7;3;3;1;2;6;11;18;22;10;6;5
Région flamande;Gynécologie-obstétrique;926;526;400;2;108;92;80;73;72;48;25;26;0;14;16;18;25;32;46;53;196
Région flamande;Ophtalmologie;801;513;288;11;60;56;58;58;63;49;50;108;4;18;14;20;17;24;32;34;125
Région flamande;Oto-rhino-laryngologie;432;203;229;0;38;34;28;24;21;28;13;17;0;9;14;16;24;20;17;40;89
Région flamande;Stomatologie;241;65;176;0;12;13;12;7;9;2;4;6;0;20;19;22;20;11;21;24;39
Région flamande;Dermato-vénéréologie;507;377;130;1;42;47;42;58;56;40;23;68;0;5;9;5;10;12;16;11;62
Région flamande;Pédiatrie;1043;724;319;2;117;101;95;99;101;84;36;89;0;14;18;23;22;26;23;36;157
Région flamande;Médecine physique et réadaptation;397;177;220;2;25;21;17;26;31;18;19;18;0;28;16;15;19;10;29;21;82
Région flamande;Biologie clinique;385;180;205;0;15;16;21;25;25;19;18;41;0;10;5;11;12;15;27;26;99
Région flamande;Radiodiagnostic;1111;311;800;0;45;47;31;46;47;43;20;32;0;72;71;59;68;71;118;105;236
Région flamande;Radiothérapie-oncologie;161;91;70;0;10;11;19;16;17;11;4;3;0;5;9;9;9;6;3;18;11
Région flamande;Médecine nucléaire;172;62;110;0;8;7;10;8;10;9;6;4;0;6;10;7;4;12;13;12;46
Région flamande;Anatomie pathologique;270;141;129;0;13;21;21;19;20;19;10;18;0;11;3;13;14;13;10;14;51
Région flamande;Oncologie médicale;166;100;66;0;14;22;19;16;10;11;6;2;0;6;12;1;6;17;9;6;9
Région flamande;Génétique clinique;48;29;19;0;0;1;6;4;8;3;3;4;0;0;1;4;1;5;4;2;2
Région flamande;Médecine du travail;769;404;365;0;9;14;38;83;64;79;58;59;0;3;3;12;37;21;35;77;177
Région flamande;Médecine d'assurance et expertise médicale;342;106;236;0;2;1;2;6;25;23;27;20;0;0;1;0;4;13;27;52;139
Région wallonne;Toutes les spécialités;9882;4290;5592;7;433;591;521;647;520;441;377;753;2;296;354;370;480;521;672;690;2207
Région wallonne;Gériatrie;123;90;33;0;11;18;17;15;13;9;3;4;0;2;1;7;2;3;2;5;11
Région wallonne;Médecine d'urgence;136;58;78;0;21;22;8;4;3;0;0;0;0;18;21;11;10;11;3;2;2
Région wallonne;Médecine légale;6;2;4;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;1
Région wallonne;Gestion des données de santé;21;7;14;0;0;0;0;0;1;2;3;1;0;0;0;0;0;2;5;4;3
Région wallonne;Anesthésie-réanimation;928;352;576;1;27;63;42;61;43;29;18;68;1;56;56;53;64;79;72;66;129
Région wallonne;Chirurgie;595;128;467;0;22;16;17;16;15;17;12;13;0;10;24;35;40;34;56;62;206
Région wallonne;Neurochirurgie;75;14;61;0;3;4;1;1;2;2;1;0;0;6;6;4;10;6;8;6;15
Région wallonne;Chirurgie plastique, reconstructive et esthétique;88;26;62;0;1;6;3;5;1;4;4;2;0;4;6;14;6;6;10;5;11
Région wallonne;Urologie;159;27;132;0;5;3;3;7;2;3;3;1;0;9;13;10;17;13;10;13;47
Région wallonne;Orthopédie;413;41;372;0;5;5;8;9;3;3;3;5;0;15;40;29;35;32;46;48;127
Région wallonne;Neurologie;221;107;114;0;11;19;15;17;19;9;10;7;0;6;9;7;14;9;22;18;29
Région wallonne;Psychiatrie;418;185;233;0;0;5;5;24;37;33;28;53;0;0;4;2;12;25;29;25;136
Région wallonne;Neuropsychiatrie;52;8;44;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;2;42
Région wallonne;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;83;60;23;0;6;18;11;13;5;1;0;6;0;4;1;3;5;3;1;2;4
Région wallonne;Psychiatrie, particulièrement en psychiatrie adulte;159;98;61;0;12;17;27;26;10;1;3;2;0;7;10;13;10;10;6;0;5
Région wallonne;Pneumologie;239;97;142;0;13;12;17;22;9;5;4;15;0;10;8;5;13;17;21;20;48
Région wallonne;Gastro-entérologie;274;97;177;0;11;18;20;11;12;5;8;12;0;6;9;7;18;18;33;26;60
Région wallonne;Cardiologie;456;130;326;0;15;23;21;19;15;16;11;10;0;18;17;23;33;34;42;44;115
Région wallonne;Médecine interne;696;284;412;0;38;48;47;49;39;21;10;32;0;22;10;26;42;42;56;50;164
Région wallonne;Rhumatologie;105;52;53;0;5;3;8;6;8;8;2;12;0;1;4;2;1;3;5;9;28
Région wallonne;Médecine aiguë;137;62;75;0;2;0;3;17;21;7;5;7;0;1;2;1;10;19;15;11;16
Région wallonne;Gynécologie-obstétrique;626;356;270;1;51;55;40;49;41;43;28;48;0;6;9;11;19;26;30;36;133
Région wallonne;Ophtalmologie;383;224;159;3;21;27;23;31;15;23;17;64;1;17;15;9;15;12;18;18;54
Région wallonne;Oto-rhino-laryngologie;273;131;142;0;17;18;14;16;19;19;14;14;0;7;7;6;11;9;16;22;64
Région wallonne;Stomatologie;101;25;76;0;1;3;3;7;3;0;3;5;0;7;7;2;3;7;9;4;37
Région wallonne;Dermato-vénéréologie;263;187;76;0;21;19;22;18;27;25;13;42;0;1;5;2;6;3;9;10;40
Région wallonne;Pédiatrie;706;481;225;0;63;76;65;74;49;33;37;84;0;7;15;17;12;16;22;19;117
Région wallonne;Médecine physique et réadaptation;203;107;96;0;7;20;12;13;14;8;12;21;0;5;1;12;9;4;12;12;41
Région wallonne;Biologie clinique;242;124;118;1;2;6;10;7;9;10;18;61;0;7;4;5;2;1;7;16;76
Région wallonne;Radiodiagnostic;656;208;448;1;17;30;21;34;16;34;26;29;0;27;29;34;25;42;52;60;179
Région wallonne;Radiothérapie-oncologie;74;42;32;0;2;7;7;3;2;4;5;12;0;3;3;4;7;5;2;4;4
Région wallonne;Médecine nucléaire;139;54;85;0;2;4;5;6;5;13;7;12;0;5;4;2;5;4;8;9;48
Région wallonne;Anatomie pathologique;113;69;44;0;8;8;3;8;13;8;6;15;0;3;5;4;2;2;6;6;16
Région wallonne;Oncologie médicale;116;60;56;0;11;11;5;6;10;6;4;7;0;5;7;3;5;5;11;5;15
Région wallonne;Génétique clinique;18;11;7;0;0;2;2;2;3;1;0;1;0;0;0;2;1;2;2;0;0
Région wallonne;Médecine du travail;343;210;133;0;2;5;15;45;31;26;34;52;0;1;1;2;12;12;9;18;78
Région wallonne;Médecine d'assurance et expertise médicale;242;76;166;0;0;0;1;4;5;13;24;29;0;0;0;1;4;5;17;33;106
Région de Bruxelles Capitale;Toutes les spécialités;3968;1968;2000;5;279;276;232;222;197;179;174;404;4;194;166;146;158;158;172;211;791
Région de Bruxelles Capitale;Gériatrie;43;29;14;0;4;7;7;3;5;1;1;1;0;1;2;2;1;0;1;2;5
Région de Bruxelles Capitale;Médecine d'urgence;51;27;24;0;7;10;4;3;0;1;2;0;0;6;6;5;3;1;2;0;1
Région de Bruxelles Capitale;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Gestion des données de santé;11;6;5;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;2;0;2
Région de Bruxelles Capitale;Anesthésie-réanimation;303;145;158;0;27;19;14;10;18;11;7;39;0;37;19;19;10;23;12;11;27
Région de Bruxelles Capitale;Chirurgie;208;56;152;0;4;13;8;8;3;4;4;12;0;11;20;5;10;18;12;11;65
Région de Bruxelles Capitale;Neurochirurgie;20;4;16;0;0;2;0;0;2;0;0;0;0;1;0;2;2;2;0;3;6
Région de Bruxelles Capitale;Chirurgie plastique, reconstructive et esthétique;37;8;29;0;1;1;2;1;0;0;1;2;0;5;2;4;3;4;1;2;8
Région de Bruxelles Capitale;Urologie;54;7;47;0;2;2;1;2;0;0;0;0;0;4;6;3;4;2;5;3;20
Région de Bruxelles Capitale;Orthopédie;109;21;88;0;4;2;2;1;4;3;1;4;0;6;7;8;7;7;11;11;31
Région de Bruxelles Capitale;Neurologie;95;55;40;2;11;7;6;8;6;6;4;5;0;3;6;6;8;6;2;5;4
Région de Bruxelles Capitale;Psychiatrie;248;105;143;0;0;0;2;8;16;25;22;32;0;0;0;0;9;7;12;27;88
Région de Bruxelles Capitale;Neuropsychiatrie;27;10;17;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;17
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;60;42;18;0;6;11;13;4;2;3;1;2;0;7;2;4;1;0;0;2;2
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;124;72;52;0;17;20;4;11;8;5;3;4;0;13;6;10;12;3;1;2;5
Région de Bruxelles Capitale;Pneumologie;74;36;38;0;7;5;9;4;6;0;1;4;0;3;1;1;5;2;4;7;15
Région de Bruxelles Capitale;Gastro-entérologie;113;43;70;0;7;6;6;7;4;4;1;8;0;5;7;7;5;6;8;7;25
Région de Bruxelles Capitale;Cardiologie;210;82;128;0;10;15;15;9;4;8;11;10;0;12;12;11;11;11;14;15;42
Région de Bruxelles Capitale;Médecine interne;350;148;202;0;20;28;26;25;14;8;8;19;1;21;14;20;15;17;19;16;79
Région de Bruxelles Capitale;Rhumatologie;40;20;20;0;2;1;3;1;3;3;3;4;0;0;1;0;0;3;3;2;11
Région de Bruxelles Capitale;Médecine aiguë;28;14;14;0;0;2;2;3;4;0;2;1;0;1;0;0;2;2;3;3;3
Région de Bruxelles Capitale;Gynécologie-obstétrique;298;188;110;0;39;36;19;15;11;14;21;33;0;2;7;5;11;8;6;12;59
Région de Bruxelles Capitale;Ophtalmologie;169;108;61;3;14;14;13;13;4;7;9;31;2;6;5;5;9;6;5;3;20
Région de Bruxelles Capitale;Oto-rhino-laryngologie;87;38;49;0;5;3;3;9;5;2;2;9;0;3;2;2;1;3;9;4;25
Région de Bruxelles Capitale;Stomatologie;55;18;37;0;3;0;2;1;2;2;4;4;0;5;4;1;2;2;1;3;19
Région de Bruxelles Capitale;Dermato-vénéréologie;134;97;37;0;11;10;8;11;11;9;11;26;0;2;2;3;2;0;6;4;18
Région de Bruxelles Capitale;Pédiatrie;354;246;108;0;39;29;33;33;23;22;14;53;0;12;11;5;6;8;6;6;54
Région de Bruxelles Capitale;Médecine physique et réadaptation;43;28;15;0;9;0;3;3;3;4;3;3;0;0;1;0;1;0;1;5;7
Région de Bruxelles Capitale;Biologie clinique;99;54;45;0;2;5;1;2;6;5;12;21;0;4;2;1;0;1;4;6;27
Région de Bruxelles Capitale;Radiodiagnostic;228;99;129;0;16;12;14;6;9;15;5;22;1;18;14;10;6;9;10;17;44
Région de Bruxelles Capitale;Radiothérapie-oncologie;21;16;5;0;1;1;1;3;1;2;3;4;0;1;1;1;0;0;0;1;1
Région de Bruxelles Capitale;Médecine nucléaire;46;16;30;0;1;3;2;3;0;2;2;3;0;2;4;1;5;2;2;3;11
Région de Bruxelles Capitale;Anatomie pathologique;46;30;16;0;3;5;1;4;3;2;3;9;0;1;0;0;1;2;2;4;6
Région de Bruxelles Capitale;Oncologie médicale;56;31;25;0;7;5;7;3;3;2;1;3;0;2;1;4;3;2;4;1;8
Région de Bruxelles Capitale;Génétique clinique;10;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
Région de Bruxelles Capitale;Médecine du travail;74;43;31;0;0;1;1;4;9;7;9;12;0;0;0;0;0;1;1;5;24
Région de Bruxelles Capitale;Médecine d'assurance et expertise médicale;42;18;24;0;0;0;0;2;3;0;2;11;0;0;0;0;2;0;3;8;11
Brabant flamand;Toutes les spécialités;4567;2159;2408;4;277;332;296;339;289;208;162;252;1;184;188;188;232;240;276;317;782
Brabant flamand;Gériatrie;51;38;13;0;4;7;4;6;10;1;4;2;0;0;1;0;2;1;2;3;4
Brabant flamand;Médecine d'urgence;47;21;26;0;6;9;0;4;1;1;0;0;0;10;8;2;2;2;1;1;0
Brabant flamand;Médecine légale;4;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Brabant flamand;Gestion des données de santé;11;6;5;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;1;4
Brabant flamand;Anesthésie-réanimation;390;166;224;0;16;28;23;24;23;15;12;25;0;35;19;28;23;23;29;31;36
Brabant flamand;Chirurgie;301;77;224;0;12;18;13;18;9;2;1;4;0;14;23;19;23;22;25;19;79
Brabant flamand;Neurochirurgie;36;5;31;0;2;1;0;0;2;0;0;0;0;4;4;4;5;3;4;2;5
Brabant flamand;Chirurgie plastique, reconstructive et esthétique;40;15;25;0;1;4;3;3;3;1;0;0;0;1;1;3;0;6;7;2;5
Brabant flamand;Urologie;66;12;54;0;2;1;4;0;3;1;1;0;0;1;8;5;7;5;7;8;13
Brabant flamand;Orthopédie;181;28;153;0;5;7;3;3;3;3;1;3;0;9;21;15;22;18;17;18;33
Brabant flamand;Neurologie;97;55;42;0;14;7;7;5;11;4;2;5;0;1;4;4;5;6;3;5;14
Brabant flamand;Psychiatrie;74;41;33;0;0;0;1;2;16;12;6;4;0;0;0;0;3;5;9;6;10
Brabant flamand;Neuropsychiatrie;32;7;25;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1;24
Brabant flamand;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;79;69;10;0;11;8;9;23;7;0;3;8;0;1;0;0;2;1;1;3;2
Brabant flamand;Psychiatrie, particulièrement en psychiatrie adulte;162;78;84;0;11;8;20;21;3;0;8;7;0;8;6;7;8;3;0;9;43
Brabant flamand;Pneumologie;105;54;51;0;5;14;12;11;4;4;2;2;0;5;5;2;6;3;5;12;13
Brabant flamand;Gastro-entérologie;119;46;73;0;9;9;9;5;7;3;3;1;0;6;8;8;4;9;10;8;20
Brabant flamand;Cardiologie;201;42;159;0;3;11;7;9;4;4;2;2;0;13;20;13;19;16;19;21;38
Brabant flamand;Médecine interne;298;128;170;0;14;31;19;20;16;5;14;9;0;13;5;13;22;15;19;17;66
Brabant flamand;Rhumatologie;33;16;17;0;2;2;3;3;3;2;0;1;0;0;1;1;1;5;1;1;7
Brabant flamand;Médecine aiguë;56;27;29;0;3;9;2;4;6;2;0;1;0;2;2;3;5;9;6;1;1
Brabant flamand;Gynécologie-obstétrique;267;163;104;0;31;27;26;25;19;14;10;11;0;3;4;4;11;9;10;19;44
Brabant flamand;Ophtalmologie;220;146;74;3;18;15;20;14;16;16;11;33;1;5;4;7;5;9;8;10;25
Brabant flamand;Oto-rhino-laryngologie;107;59;48;0;11;11;8;6;6;10;2;5;0;1;4;6;4;1;5;8;19
Brabant flamand;Stomatologie;57;21;36;0;2;6;4;2;1;1;0;5;0;7;4;4;4;1;3;3;10
Brabant flamand;Dermato-vénéréologie;140;111;29;0;16;12;13;24;12;7;5;22;0;0;2;0;2;8;5;2;10
Brabant flamand;Pédiatrie;320;232;88;1;33;33;34;34;35;22;12;28;0;3;6;9;5;7;9;16;33
Brabant flamand;Médecine physique et réadaptation;96;46;50;0;9;7;4;7;5;3;4;7;0;8;2;2;2;4;3;3;26
Brabant flamand;Biologie clinique;123;50;73;0;5;2;4;5;8;4;8;14;0;4;2;3;2;4;8;9;41
Brabant flamand;Radiodiagnostic;308;106;202;0;14;16;10;13;17;14;10;12;0;18;20;17;20;18;29;26;54
Brabant flamand;Radiothérapie-oncologie;45;29;16;0;4;5;3;3;7;5;2;0;0;3;1;2;2;1;2;3;2
Brabant flamand;Médecine nucléaire;48;25;23;0;4;4;5;1;3;5;1;2;0;2;0;2;1;4;4;4;6
Brabant flamand;Anatomie pathologique;69;42;27;0;2;7;7;8;3;5;3;7;0;4;0;2;3;2;1;4;11
Brabant flamand;Oncologie médicale;53;29;24;0;4;7;4;4;2;5;2;1;0;3;2;0;2;8;4;1;4
Brabant flamand;Génétique clinique;23;14;9;0;0;1;3;3;3;2;2;0;0;0;0;1;0;3;2;2;1
Brabant flamand;Médecine du travail;212;114;98;0;3;3;11;26;15;24;16;16;0;0;1;2;9;5;11;21;49
Brabant flamand;Médecine d'assurance et expertise médicale;96;38;58;0;0;0;1;3;6;10;11;7;0;0;0;0;1;4;7;17;29
Flandre occidentale;Toutes les spécialités;2696;989;1707;0;147;149;141;125;128;112;54;133;2;101;93;125;147;142;180;193;724
Flandre occidentale;Gériatrie;47;27;20;0;7;4;5;2;4;2;1;2;0;0;2;1;2;0;2;3;10
Flandre occidentale;Médecine d'urgence;19;12;7;0;4;6;2;0;0;0;0;0;0;4;1;1;1;0;0;0;0
Flandre occidentale;Gestion des données de santé;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Flandre occidentale;Anesthésie-réanimation;309;117;192;0;19;17;14;15;16;15;6;15;1;14;13;18;26;21;22;23;54
Flandre occidentale;Chirurgie;150;28;122;0;5;7;5;5;2;0;1;3;0;6;6;11;9;6;15;13;56
Flandre occidentale;Neurochirurgie;26;2;24;0;0;1;0;0;1;0;0;0;0;4;2;3;4;2;1;2;6
Flandre occidentale;Chirurgie plastique, reconstructive et esthétique;26;6;20;0;1;3;0;0;0;1;0;1;0;1;0;5;2;2;2;2;6
Flandre occidentale;Urologie;63;7;56;0;1;4;0;1;1;0;0;0;0;2;6;4;7;9;5;4;19
Flandre occidentale;Orthopédie;156;12;144;0;4;1;2;1;1;2;1;0;0;16;11;13;10;13;20;19;42
Flandre occidentale;Neurologie;60;24;36;0;4;4;7;3;1;5;0;0;0;4;0;1;6;3;5;7;10
Flandre occidentale;Psychiatrie;33;12;21;0;0;0;1;0;4;6;0;1;0;0;0;0;0;6;11;1;3
Flandre occidentale;Neuropsychiatrie;19;3;16;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;16
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;29;24;5;0;4;4;5;1;3;0;1;6;0;0;0;0;1;0;0;1;3
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie adulte;92;39;53;0;8;9;7;5;0;0;1;9;0;3;4;4;4;1;2;3;32
Flandre occidentale;Pneumologie;57;24;33;0;4;3;9;2;3;3;0;0;0;1;1;4;2;1;4;5;15
Flandre occidentale;Gastro-entérologie;78;23;55;0;6;7;3;2;2;2;1;0;0;3;5;4;8;4;5;8;18
Flandre occidentale;Cardiologie;99;13;86;0;2;1;5;1;1;2;0;1;0;3;8;6;11;11;10;2;35
Flandre occidentale;Médecine interne;118;37;81;0;2;7;11;8;4;3;1;1;0;2;2;2;6;10;5;5;49
Flandre occidentale;Rhumatologie;21;10;11;0;2;2;0;1;2;1;0;2;0;1;1;1;2;0;0;1;5
Flandre occidentale;Médecine aiguë;22;9;13;0;1;0;3;2;1;2;0;0;0;0;0;4;3;2;2;1;1
Flandre occidentale;Gynécologie-obstétrique;137;61;76;0;12;11;8;9;12;6;2;1;0;2;5;3;1;5;8;8;44
Flandre occidentale;Ophtalmologie;139;89;50;0;8;9;6;9;14;8;10;25;1;1;3;4;0;4;6;5;26
Flandre occidentale;Oto-rhino-laryngologie;81;25;56;0;8;5;1;0;3;7;1;0;0;3;2;4;6;6;3;7;25
Flandre occidentale;Stomatologie;38;6;32;0;1;1;1;0;2;0;1;0;0;2;1;4;4;3;8;4;6
Flandre occidentale;Dermato-vénéréologie;85;56;29;0;8;7;3;8;8;5;1;16;0;1;2;1;2;0;4;2;17
Flandre occidentale;Pédiatrie;157;101;56;0;10;17;14;12;11;11;3;23;0;2;3;3;2;4;3;3;36
Flandre occidentale;Médecine physique et réadaptation;71;27;44;0;4;3;5;3;6;3;2;1;0;2;5;4;3;0;4;6;20
Flandre occidentale;Biologie clinique;55;20;35;0;1;3;2;4;1;2;1;6;0;2;0;3;3;3;2;4;18
Flandre occidentale;Radiodiagnostic;211;38;173;0;9;5;4;5;7;4;2;2;0;19;7;11;11;15;23;24;63
Flandre occidentale;Radiothérapie-oncologie;28;18;10;0;2;0;4;5;2;3;1;1;0;1;0;1;3;1;0;1;3
Flandre occidentale;Médecine nucléaire;29;9;20;0;0;0;3;3;2;1;0;0;0;1;2;1;0;1;0;2;13
Flandre occidentale;Anatomie pathologique;42;16;26;0;4;3;2;3;1;1;0;2;0;1;0;2;4;4;1;3;11
Flandre occidentale;Oncologie médicale;31;22;9;0;4;4;4;2;3;3;1;1;0;0;1;0;0;4;1;1;2
