territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Belgique;Sans habilitation à prescrire;11204;11107;97;594;1409;1879;1290;1178;842;965;1126;841;983;0;2;6;4;11;13;17;17;24;3
Région flamande;Sans habilitation à prescrire;8041;7978;63;519;1080;1320;936;923;544;671;787;575;623;0;1;3;4;4;7;14;13;15;2
Région wallonne;Sans habilitation à prescrire;2574;2549;25;49;232;437;282;226;263;265;279;224;292;0;0;1;0;5;4;2;4;8;1
Région de Bruxelles Capitale;Sans habilitation à prescrire;589;580;9;26;97;122;72;29;35;29;60;42;68;0;1;2;0;2;2;1;0;1;0
Brabant flamand;Sans habilitation à prescrire;1477;1459;18;91;190;278;165;137;98;124;154;106;116;0;1;1;1;1;3;2;3;5;1
Flandre occidentale;Sans habilitation à prescrire;1611;1600;11;119;232;249;173;155;125;134;154;136;123;0;0;1;1;0;0;2;2;5;0
Flandre orientale;Sans habilitation à prescrire;1643;1626;17;97;238;310;210;235;109;143;129;86;69;0;0;1;0;2;2;7;4;1;0
Anvers;Sans habilitation à prescrire;2200;2190;10;127;289;326;256;270;141;180;230;164;207;0;0;0;2;1;0;2;2;2;1
Limbourg;Sans habilitation à prescrire;1110;1103;7;85;131;157;132;126;71;90;120;83;108;0;0;0;0;0;2;1;2;2;0
Brabant Wallon;Sans habilitation à prescrire;358;354;4;10;22;58;40;24;28;46;43;33;50;0;0;0;0;0;0;0;1;2;1
Hainaut;Sans habilitation à prescrire;746;738;8;4;57;117;80;67;94;92;82;76;69;0;0;0;0;1;1;2;1;3;0
Liège;Sans habilitation à prescrire;832;822;10;22;83;162;109;79;77;62;80;62;86;0;0;0;0;4;3;0;1;2;0
Namur;Sans habilitation à prescrire;431;430;1;4;48;77;36;37;38;43;49;31;67;0;0;0;0;0;0;0;1;0;0
Luxembourg;Sans habilitation à prescrire;207;205;2;9;22;23;17;19;26;22;25;22;20;0;0;1;0;0;0;0;0;1;0
Région de Bruxelles Capitale;Sans habilitation à prescrire;589;580;9;26;97;122;72;29;35;29;60;42;68;0;1;2;0;2;2;1;0;1;0
Belgique;Prescription de médicaments;1624;1615;9;273;574;293;157;111;77;46;61;18;5;1;3;1;1;0;1;0;0;2;0
Région flamande;Prescription de médicaments;803;799;4;155;245;143;90;65;39;22;29;11;0;0;2;0;1;0;1;0;0;0;0
Région wallonne;Prescription de médicaments;589;584;5;91;241;94;46;33;23;21;27;6;2;1;1;1;0;0;0;0;0;2;0
Région de Bruxelles Capitale;Prescription de médicaments;232;232;0;27;88;56;21;13;15;3;5;1;3;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Prescription de médicaments;200;200;0;20;53;45;27;20;13;7;11;4;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Prescription de médicaments;130;129;1;32;45;15;14;8;8;3;2;2;0;0;1;0;0;0;0;0;0;0;0
Flandre orientale;Prescription de médicaments;196;196;0;46;64;25;20;15;7;9;6;4;0;0;0;0;0;0;0;0;0;0;0
Anvers;Prescription de médicaments;175;172;3;31;52;37;19;15;8;2;7;1;0;0;1;0;1;0;1;0;0;0;0
Limbourg;Prescription de médicaments;102;102;0;26;31;21;10;7;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Prescription de médicaments;80;80;0;8;28;18;9;4;5;5;1;2;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Prescription de médicaments;204;201;3;29;80;32;21;9;10;7;12;1;0;0;1;0;0;0;0;0;0;2;0
Liège;Prescription de médicaments;113;112;1;23;52;10;4;9;4;4;4;0;2;0;0;1;0;0;0;0;0;0;0
Namur;Prescription de médicaments;126;125;1;26;45;23;10;7;3;2;6;3;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Prescription de médicaments;66;66;0;5;36;11;2;4;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Prescription de médicaments;232;232;0;27;88;56;21;13;15;3;5;1;3;0;0;0;0;0;0;0;0;0;0
